Date,RCOM
2016-01-01,90.6
2016-01-04,84.65
2016-01-05,85.8
2016-01-06,84.45
2016-01-07,81.1
2016-01-08,82.8
2016-01-11,83.75
2016-01-12,80.1
2016-01-13,79.0
2016-01-14,78.1
2016-01-15,73.05
2016-01-18,70.55
2016-01-19,73.25
2016-01-20,68.4
2016-01-21,66.25
2016-01-22,66.6
2016-01-25,65.55
2016-01-27,63.0
2016-01-28,62.15
2016-01-29,62.15
2016-02-01,60.7
2016-02-02,59.6
2016-02-03,56.45
2016-02-04,55.0
2016-02-05,57.65
2016-02-08,56.85
2016-02-09,57.85
2016-02-10,56.2
2016-02-11,52.2
2016-02-12,50.75
2016-02-15,51.7
2016-02-16,49.5
2016-02-17,49.8
2016-02-18,50.3
2016-02-19,50.4
2016-02-22,50.8
2016-02-23,52.35
2016-02-24,53.25
2016-02-25,54.45
2016-02-26,53.4
2016-02-29,51.75
2016-03-01,53.8
2016-03-02,54.65
2016-03-03,55.0
2016-03-04,55.35
2016-03-08,54.55
2016-03-09,55.05
2016-03-10,53.8
2016-03-11,52.9
2016-03-14,51.9
2016-03-15,51.95
2016-03-16,50.6
2016-03-17,50.8
2016-03-18,52.05
2016-03-21,52.15
2016-03-22,52.0
2016-03-23,52.0
2016-03-28,50.1
2016-03-29,49.45
2016-03-30,50.3
2016-03-31,50.0
2016-04-01,50.3
2016-04-04,51.3
2016-04-05,49.4
2016-04-06,50.95
2016-04-07,50.2
2016-04-08,50.4
2016-04-11,51.65
2016-04-12,51.4
2016-04-13,53.0
2016-04-18,54.2
2016-04-20,54.2
2016-04-21,54.05
2016-04-22,57.1
2016-04-25,56.55
2016-04-26,57.55
2016-04-27,59.4
2016-04-28,57.85
2016-04-29,56.2
2016-05-02,56.55
2016-05-03,57.45
2016-05-04,55.0
2016-05-05,54.05
2016-05-06,54.1
2016-05-09,55.7
2016-05-10,55.6
2016-05-11,54.3
2016-05-12,54.65
2016-05-13,51.7
2016-05-16,51.0
2016-05-17,51.25
2016-05-18,51.15
2016-05-19,50.9
2016-05-20,50.05
2016-05-23,49.65
2016-05-24,47.0
2016-05-25,47.35
2016-05-26,47.5
2016-05-27,48.95
2016-05-30,48.85
2016-05-31,46.95
2016-06-01,49.25
2016-06-02,50.75
2016-06-03,48.9
2016-06-06,47.95
2016-06-07,48.3
2016-06-08,49.25
2016-06-09,48.8
2016-06-10,49.2
2016-06-13,47.85
2016-06-14,47.8
2016-06-15,47.8
2016-06-16,46.75
2016-06-17,47.2
2016-06-20,48.7
2016-06-21,48.45
2016-06-22,47.7
2016-06-23,49.7
2016-06-24,47.2
2016-06-27,47.65
2016-06-28,48.3
2016-06-29,48.6
2016-06-30,50.95
2016-07-01,50.75
2016-07-04,51.4
2016-07-05,52.2
2016-07-07,52.45
2016-07-08,50.75
2016-07-11,51.5
2016-07-12,52.15
2016-07-13,50.75
2016-07-14,51.25
2016-07-15,51.6
2016-07-18,49.45
2016-07-19,49.0
2016-07-20,50.35
2016-07-21,50.15
2016-07-22,51.45
2016-07-25,51.55
2016-07-26,50.75
2016-07-27,51.5
2016-07-28,51.4
2016-07-29,52.6
2016-08-01,51.85
2016-08-02,50.75
2016-08-03,49.35
2016-08-04,49.2
2016-08-05,50.7
2016-08-08,51.45
2016-08-09,50.1
2016-08-10,48.65
2016-08-11,48.7
2016-08-12,49.05
2016-08-16,47.85
2016-08-17,49.6
2016-08-18,50.2
2016-08-19,50.15
2016-08-22,50.55
2016-08-23,51.35
2016-08-24,52.0
2016-08-25,51.4
2016-08-26,53.95
2016-08-29,53.85
2016-08-30,53.75
2016-08-31,53.95
2016-09-01,49.1
2016-09-02,49.25
2016-09-06,49.65
2016-09-07,49.95
2016-09-08,50.5
2016-09-09,50.8
2016-09-12,49.75
2016-09-14,51.15
2016-09-15,49.8
2016-09-16,48.25
2016-09-19,48.85
2016-09-20,48.4
2016-09-21,47.85
2016-09-22,48.6
2016-09-23,47.85
2016-09-26,47.45
2016-09-27,48.05
2016-09-28,47.85
2016-09-29,42.35
2016-09-30,46.35
2016-10-03,46.85
2016-10-04,46.85
2016-10-05,46.55
2016-10-06,46.35
2016-10-07,47.45
2016-10-10,47.3
2016-10-13,46.7
2016-10-14,47.9
2016-10-17,46.5
2016-10-18,46.65
2016-10-19,46.95
2016-10-20,47.3
2016-10-21,47.75
2016-10-24,47.5
2016-10-25,47.0
2016-10-26,46.75
2016-10-27,45.95
2016-10-28,46.8
2016-10-30,46.65
2016-11-01,46.5
2016-11-02,46.3
2016-11-03,46.3
2016-11-04,44.15
2016-11-07,45.0
2016-11-08,45.2
2016-11-09,42.25
2016-11-10,43.7
2016-11-11,41.8
2016-11-15,39.45
2016-11-16,38.5
2016-11-17,38.35
2016-11-18,38.4
2016-11-21,36.6
2016-11-22,35.15
2016-11-23,35.65
2016-11-24,34.5
2016-11-25,35.0
2016-11-28,35.95
2016-11-29,36.55
2016-11-30,37.75
2016-12-01,35.75
2016-12-02,35.8
2016-12-05,36.05
2016-12-06,36.2
2016-12-07,36.3
2016-12-08,36.55
2016-12-09,36.9
2016-12-12,35.95
2016-12-13,36.05
2016-12-14,35.8
2016-12-15,35.8
2016-12-16,35.7
2016-12-19,36.0
2016-12-20,35.05
2016-12-21,37.4
2016-12-22,35.85
2016-12-23,34.75
2016-12-26,33.0
2016-12-27,33.3
2016-12-28,33.3
2016-12-29,33.45
2016-12-30,34.05
