Date,DELTACORP
2016-01-01,80.05
2016-01-04,83.0
2016-01-05,84.4
2016-01-06,82.55
2016-01-07,78.6
2016-01-08,79.75
2016-01-11,77.4
2016-01-12,77.95
2016-01-13,74.95
2016-01-14,74.15
2016-01-15,71.2
2016-01-18,68.4
2016-01-19,71.75
2016-01-20,68.5
2016-01-21,68.25
2016-01-22,69.85
2016-01-25,70.7
2016-01-27,70.45
2016-01-28,70.25
2016-01-29,74.4
2016-02-01,73.55
2016-02-02,71.75
2016-02-03,69.1
2016-02-04,68.1
2016-02-05,68.65
2016-02-08,67.75
2016-02-09,66.6
2016-02-10,65.45
2016-02-11,60.2
2016-02-12,55.5
2016-02-15,58.35
2016-02-16,57.6
2016-02-17,56.35
2016-02-18,56.5
2016-02-19,56.55
2016-02-22,56.35
2016-02-23,55.6
2016-02-24,54.8
2016-02-25,52.35
2016-02-26,51.55
2016-02-29,49.7
2016-03-01,52.9
2016-03-02,56.55
2016-03-03,63.9
2016-03-04,61.75
2016-03-08,61.95
2016-03-09,62.6
2016-03-10,61.4
2016-03-11,62.6
2016-03-14,63.5
2016-03-15,62.45
2016-03-16,62.4
2016-03-17,61.9
2016-03-18,61.9
2016-03-21,63.45
2016-03-22,62.75
2016-03-23,63.25
2016-03-28,67.7
2016-03-29,68.65
2016-03-30,66.2
2016-03-31,66.0
2016-04-01,68.35
2016-04-04,69.6
2016-04-05,69.8
2016-04-06,74.4
2016-04-07,79.85
2016-04-08,80.95
2016-04-11,82.7
2016-04-12,83.05
2016-04-13,82.85
2016-04-18,85.8
2016-04-20,86.55
2016-04-21,83.4
2016-04-22,86.15
2016-04-25,88.65
2016-04-26,85.1
2016-04-27,85.45
2016-04-28,84.0
2016-04-29,82.0
2016-05-02,80.2
2016-05-03,80.65
2016-05-04,78.45
2016-05-05,78.3
2016-05-06,77.95
2016-05-09,82.4
2016-05-10,82.1
2016-05-11,84.5
2016-05-12,84.7
2016-05-13,81.8
2016-05-16,81.4
2016-05-17,82.15
2016-05-18,83.75
2016-05-19,83.6
2016-05-20,81.45
2016-05-23,80.25
2016-05-24,79.3
2016-05-25,81.95
2016-05-26,83.15
2016-05-27,84.65
2016-05-30,84.25
2016-05-31,82.85
2016-06-01,85.65
2016-06-02,87.85
2016-06-03,84.9
2016-06-06,83.9
2016-06-07,84.25
2016-06-08,84.5
2016-06-09,83.8
2016-06-10,84.15
2016-06-13,81.95
2016-06-14,84.9
2016-06-15,85.4
2016-06-16,86.2
2016-06-17,86.0
2016-06-20,87.35
2016-06-21,91.5
2016-06-22,89.45
2016-06-23,88.9
2016-06-24,85.15
2016-06-27,89.35
2016-06-28,97.8
2016-06-29,96.2
2016-06-30,95.95
2016-07-01,94.2
2016-07-04,97.45
2016-07-05,97.75
2016-07-07,95.45
2016-07-08,94.1
2016-07-11,95.1
2016-07-12,94.35
2016-07-13,92.7
2016-07-14,93.75
2016-07-15,91.6
2016-07-18,90.4
2016-07-19,90.05
2016-07-20,92.2
2016-07-21,90.3
2016-07-22,90.1
2016-07-25,92.3
2016-07-26,90.65
2016-07-27,91.65
2016-07-28,92.55
2016-07-29,96.0
2016-08-01,97.65
2016-08-02,99.05
2016-08-03,108.35
2016-08-04,109.9
2016-08-05,118.65
2016-08-08,120.1
2016-08-09,126.7
2016-08-10,120.35
2016-08-11,128.05
2016-08-12,127.4
2016-08-16,126.0
2016-08-17,137.85
2016-08-18,142.4
2016-08-19,148.15
2016-08-22,145.55
2016-08-23,145.3
2016-08-24,146.3
2016-08-25,145.8
2016-08-26,145.6
2016-08-29,157.45
2016-08-30,163.0
2016-08-31,154.85
2016-09-01,150.85
2016-09-02,148.5
2016-09-06,152.05
2016-09-07,148.0
2016-09-08,148.75
2016-09-09,153.15
2016-09-12,156.3
2016-09-14,159.35
2016-09-15,157.0
2016-09-16,154.7
2016-09-19,157.15
2016-09-20,168.2
2016-09-21,168.3
2016-09-22,172.65
2016-09-23,167.7
2016-09-26,163.3
2016-09-27,164.1
2016-09-28,173.45
2016-09-29,156.15
2016-09-30,167.9
2016-10-03,172.5
2016-10-04,171.2
2016-10-05,177.1
2016-10-06,171.7
2016-10-07,175.6
2016-10-10,174.05
2016-10-13,168.8
2016-10-14,170.0
2016-10-17,167.45
2016-10-18,169.05
2016-10-19,171.7
2016-10-20,181.65
2016-10-21,179.4
2016-10-24,185.2
2016-10-25,183.1
2016-10-26,185.75
2016-10-27,184.75
2016-10-28,185.4
2016-10-30,183.85
2016-11-01,177.85
2016-11-02,168.75
2016-11-03,165.7
2016-11-04,159.65
2016-11-07,162.6
2016-11-08,162.65
2016-11-09,130.15
2016-11-10,121.2
2016-11-11,106.45
2016-11-15,106.4
2016-11-16,104.1
2016-11-17,112.5
2016-11-18,116.15
2016-11-21,107.5
2016-11-22,108.75
2016-11-23,112.1
2016-11-24,111.1
2016-11-25,112.5
2016-11-28,113.6
2016-11-29,113.85
2016-11-30,114.85
2016-12-01,113.2
2016-12-02,109.3
2016-12-05,107.6
2016-12-06,109.6
2016-12-07,110.7
2016-12-08,113.55
2016-12-09,114.1
2016-12-12,112.8
2016-12-13,112.7
2016-12-14,109.3
2016-12-15,109.1
2016-12-16,108.35
2016-12-19,107.45
2016-12-20,107.3
2016-12-21,105.65
2016-12-22,102.35
2016-12-23,98.0
2016-12-26,95.55
2016-12-27,96.15
2016-12-28,107.2
2016-12-29,110.95
2016-12-30,110.0
