Date,LAXMIMACH
2016-01-01,3823.75
2016-01-04,3736.95
2016-01-05,3693.35
2016-01-06,3645.15
2016-01-07,3605.2
2016-01-08,3609.0
2016-01-11,3545.6
2016-01-12,3496.95
2016-01-13,3490.1
2016-01-14,3510.8
2016-01-15,3426.0
2016-01-18,3385.65
2016-01-19,3440.65
2016-01-20,3426.75
2016-01-21,3394.4
2016-01-22,3450.25
2016-01-25,3523.6
2016-01-27,3524.35
2016-01-28,3498.9
2016-01-29,3554.25
2016-02-01,3511.2
2016-02-02,3496.0
2016-02-03,3446.15
2016-02-04,3521.15
2016-02-05,3490.7
2016-02-08,3488.5
2016-02-09,3449.6
2016-02-10,3375.8
2016-02-11,3244.55
2016-02-12,3172.65
2016-02-15,3201.25
2016-02-16,3219.35
2016-02-17,3259.3
2016-02-18,3206.3
2016-02-19,3157.9
2016-02-22,3194.4
2016-02-23,3167.75
2016-02-24,3168.45
2016-02-25,3108.25
2016-02-26,3155.65
2016-02-29,3132.7
2016-03-01,3248.7
2016-03-02,3245.85
2016-03-03,3241.7
2016-03-04,3244.5
2016-03-08,3198.8
2016-03-09,3187.65
2016-03-10,3198.95
2016-03-11,3250.2
2016-03-14,3243.35
2016-03-15,3302.0
2016-03-16,3283.95
2016-03-17,3252.8
2016-03-18,3262.45
2016-03-21,3298.55
2016-03-22,3320.15
2016-03-23,3350.7
2016-03-28,3303.4
2016-03-29,3252.6
2016-03-30,3354.65
2016-03-31,3332.25
2016-04-01,3398.45
2016-04-04,3418.45
2016-04-05,3402.15
2016-04-06,3428.8
2016-04-07,3430.2
2016-04-08,3433.9
2016-04-11,3456.9
2016-04-12,3517.35
2016-04-13,3555.35
2016-04-18,3553.25
2016-04-20,3611.55
2016-04-21,3601.4
2016-04-22,3597.3
2016-04-25,3583.25
2016-04-26,3553.15
2016-04-27,3574.85
2016-04-28,3525.8
2016-04-29,3540.25
2016-05-02,3488.3
2016-05-03,3453.2
2016-05-04,3415.25
2016-05-05,3397.8
2016-05-06,3397.45
2016-05-09,3387.7
2016-05-10,3386.55
2016-05-11,3381.1
2016-05-12,3489.4
2016-05-13,3380.25
2016-05-16,3393.5
2016-05-17,3372.75
2016-05-18,3389.0
2016-05-19,3417.25
2016-05-20,3401.3
2016-05-23,3373.95
2016-05-24,3414.45
2016-05-25,3462.9
2016-05-26,3391.65
2016-05-27,3372.55
2016-05-30,3395.85
2016-05-31,3432.2
2016-06-01,3394.95
2016-06-02,3619.5
2016-06-03,3656.45
2016-06-06,3650.3
2016-06-07,3655.3
2016-06-08,3598.85
2016-06-09,3560.85
2016-06-10,3490.95
2016-06-13,3446.6
2016-06-14,3466.7
2016-06-15,3465.3
2016-06-16,3429.25
2016-06-17,3398.8
2016-06-20,3389.0
2016-06-21,3508.05
2016-06-22,3521.55
2016-06-23,3629.9
2016-06-24,3585.2
2016-06-27,3716.8
2016-06-28,3692.85
2016-06-29,3681.5
2016-06-30,3692.75
2016-07-01,3861.95
2016-07-04,3873.45
2016-07-05,3811.95
2016-07-07,3896.9
2016-07-08,3838.55
2016-07-11,3845.6
2016-07-12,3785.85
2016-07-13,3752.35
2016-07-14,3764.7
2016-07-15,3719.75
2016-07-18,3809.05
2016-07-19,3768.3
2016-07-20,3767.15
2016-07-21,3738.8
2016-07-22,3715.45
2016-07-25,3695.1
2016-07-26,3699.8
2016-07-27,3694.4
2016-07-28,3683.15
2016-07-29,3693.1
2016-08-01,3718.45
2016-08-02,3685.1
2016-08-03,3698.2
2016-08-04,3775.35
2016-08-05,3694.45
2016-08-08,3839.1
2016-08-09,3894.9
2016-08-10,3822.2
2016-08-11,3799.05
2016-08-12,3701.6
2016-08-16,3706.7
2016-08-17,3700.3
2016-08-18,3888.0
2016-08-19,3887.0
2016-08-22,3849.75
2016-08-23,3846.7
2016-08-24,3938.5
2016-08-25,3861.45
2016-08-26,3856.15
2016-08-29,4087.5
2016-08-30,4161.85
2016-08-31,4084.15
2016-09-01,4030.65
2016-09-02,4097.85
2016-09-06,4253.4
2016-09-07,4392.4
2016-09-08,4354.05
2016-09-09,4304.05
2016-09-12,4186.6
2016-09-14,4303.1
2016-09-15,4370.6
2016-09-16,4337.15
2016-09-19,4335.55
2016-09-20,4256.3
2016-09-21,4295.75
2016-09-22,4388.5
2016-09-23,4342.0
2016-09-26,4325.7
2016-09-27,4309.3
2016-09-28,4308.95
2016-09-29,4104.5
2016-09-30,4132.1
2016-10-03,4161.05
2016-10-04,4425.45
2016-10-05,4534.7
2016-10-06,4399.15
2016-10-07,4318.7
2016-10-10,4388.25
2016-10-13,4233.2
2016-10-14,4190.3
2016-10-17,4167.95
2016-10-18,4208.5
2016-10-19,4195.7
2016-10-20,4271.55
2016-10-21,4352.1
2016-10-24,4556.9
2016-10-25,4604.05
2016-10-26,4504.6
2016-10-27,4250.2
2016-10-28,4275.8
2016-10-30,4286.0
2016-11-01,4298.85
2016-11-02,4272.05
2016-11-03,4316.45
2016-11-04,4285.7
2016-11-07,4229.4
2016-11-08,4105.6
2016-11-09,4061.05
2016-11-10,4099.0
2016-11-11,3982.35
2016-11-15,3911.7
2016-11-16,3777.85
2016-11-17,3765.85
2016-11-18,3796.4
2016-11-21,3640.25
2016-11-22,3697.85
2016-11-23,3817.85
2016-11-24,3909.45
2016-11-25,3908.85
2016-11-28,3923.65
2016-11-29,3859.9
2016-11-30,3897.1
2016-12-01,3850.75
2016-12-02,3829.85
2016-12-05,3860.6
2016-12-06,3864.75
2016-12-07,3889.35
2016-12-08,3934.3
2016-12-09,3899.25
2016-12-12,3905.65
2016-12-13,3908.2
2016-12-14,3910.15
2016-12-15,3961.35
2016-12-16,3900.9
2016-12-19,4005.7
2016-12-20,3999.0
2016-12-21,3974.0
2016-12-22,3903.9
2016-12-23,3926.1
2016-12-26,3863.4
2016-12-27,3932.95
2016-12-28,3930.45
2016-12-29,3928.0
2016-12-30,3975.35
