Date,ELGIRUBCO
2016-01-01,25.75
2016-01-04,26.05
2016-01-05,31.25
2016-01-06,29.7
2016-01-07,28.6
2016-01-08,28.45
2016-01-11,28.45
2016-01-12,27.45
2016-01-13,28.75
2016-01-14,28.7
2016-01-15,27.65
2016-01-18,25.25
2016-01-19,25.25
2016-01-20,24.55
2016-01-21,24.2
2016-01-22,24.8
2016-01-25,24.8
2016-01-27,25.1
2016-01-28,25.35
2016-01-29,24.8
2016-02-01,25.0
2016-02-02,25.7
2016-02-03,26.0
2016-02-04,25.65
2016-02-05,26.15
2016-02-08,28.65
2016-02-09,27.8
2016-02-10,27.5
2016-02-11,24.95
2016-02-12,25.3
2016-02-15,27.15
2016-02-16,25.8
2016-02-17,26.7
2016-02-18,27.0
2016-02-19,26.5
2016-02-22,25.5
2016-02-23,24.55
2016-02-24,25.0
2016-02-25,24.4
2016-02-26,24.4
2016-02-29,24.25
2016-03-01,24.3
2016-03-02,24.5
2016-03-03,24.5
2016-03-04,24.95
2016-03-08,25.3
2016-03-09,25.2
2016-03-10,24.9
2016-03-11,24.75
2016-03-14,25.3
2016-03-15,24.75
2016-03-16,24.55
2016-03-17,24.6
2016-03-18,24.5
2016-03-21,24.95
2016-03-22,24.5
2016-03-23,25.3
2016-03-28,25.55
2016-03-29,25.45
2016-03-30,25.4
2016-03-31,25.3
2016-04-01,25.65
2016-04-04,26.65
2016-04-05,25.7
2016-04-06,27.35
2016-04-07,26.55
2016-04-08,26.9
2016-04-11,27.0
2016-04-12,26.75
2016-04-13,26.5
2016-04-18,26.15
2016-04-20,26.25
2016-04-21,27.3
2016-04-22,29.8
2016-04-25,29.2
2016-04-26,30.15
2016-04-27,31.3
2016-04-28,31.55
2016-04-29,35.0
2016-05-02,37.25
2016-05-03,37.45
2016-05-04,37.25
2016-05-05,35.85
2016-05-06,34.9
2016-05-09,35.25
2016-05-10,35.85
2016-05-11,35.6
2016-05-12,35.8
2016-05-13,35.3
2016-05-16,38.7
2016-05-17,37.3
2016-05-18,37.2
2016-05-19,37.95
2016-05-20,36.45
2016-05-23,35.5
2016-05-24,34.25
2016-05-25,35.75
2016-05-26,34.4
2016-05-27,35.45
2016-05-30,34.55
2016-05-31,32.45
2016-06-01,33.2
2016-06-02,33.25
2016-06-03,33.3
2016-06-06,31.85
2016-06-07,31.8
2016-06-08,32.45
2016-06-09,32.6
2016-06-10,31.75
2016-06-13,31.7
2016-06-14,31.2
2016-06-15,31.9
2016-06-16,31.85
2016-06-17,32.0
2016-06-20,32.1
2016-06-21,31.35
2016-06-22,30.4
2016-06-23,30.65
2016-06-24,30.0
2016-06-27,31.0
2016-06-28,33.25
2016-06-29,33.1
2016-06-30,32.1
2016-07-01,32.05
2016-07-04,32.45
2016-07-05,34.0
2016-07-07,34.05
2016-07-08,34.45
2016-07-11,36.55
2016-07-12,35.55
2016-07-13,34.9
2016-07-14,35.35
2016-07-15,35.0
2016-07-18,33.75
2016-07-19,33.5
2016-07-20,34.2
2016-07-21,33.9
2016-07-22,33.05
2016-07-25,32.6
2016-07-26,32.5
2016-07-27,33.0
2016-07-28,33.2
2016-07-29,33.4
2016-08-01,33.05
2016-08-02,32.1
2016-08-03,32.65
2016-08-04,32.85
2016-08-05,34.35
2016-08-08,33.6
2016-08-09,33.75
2016-08-10,33.85
2016-08-11,33.55
2016-08-12,32.95
2016-08-16,33.55
2016-08-17,33.3
2016-08-18,33.25
2016-08-19,33.4
2016-08-22,32.65
2016-08-23,32.5
2016-08-24,32.95
2016-08-25,32.1
2016-08-26,32.1
2016-08-29,32.0
2016-08-30,32.05
2016-08-31,32.5
2016-09-01,32.0
2016-09-02,34.35
2016-09-06,34.65
2016-09-07,35.4
2016-09-08,34.6
2016-09-09,33.55
2016-09-12,32.55
2016-09-14,32.5
2016-09-15,32.7
2016-09-16,32.65
2016-09-19,32.6
2016-09-20,32.7
2016-09-21,32.35
2016-09-22,33.0
2016-09-23,33.25
2016-09-26,32.5
2016-09-27,32.15
2016-09-28,34.15
2016-09-29,32.75
2016-09-30,32.35
2016-10-03,34.65
2016-10-04,34.75
2016-10-05,34.8
2016-10-06,37.9
2016-10-07,42.85
2016-10-10,43.8
2016-10-13,42.0
2016-10-14,41.75
2016-10-17,41.7
2016-10-18,42.35
2016-10-19,42.15
2016-10-20,42.8
2016-10-21,43.05
2016-10-24,45.9
2016-10-25,48.0
2016-10-26,45.7
2016-10-27,42.5
2016-10-28,42.7
2016-10-30,42.9
2016-11-01,42.4
2016-11-02,41.2
2016-11-03,38.65
2016-11-04,37.7
2016-11-07,38.45
2016-11-08,38.4
2016-11-09,37.55
2016-11-10,38.9
2016-11-11,35.35
2016-11-15,33.45
2016-11-16,33.05
2016-11-17,33.35
2016-11-18,31.7
2016-11-21,31.1
2016-11-22,32.35
2016-11-23,33.2
2016-11-24,33.45
2016-11-25,35.1
2016-11-28,35.8
2016-11-29,35.7
2016-11-30,35.5
2016-12-01,34.9
2016-12-02,33.5
2016-12-05,33.65
2016-12-06,34.0
2016-12-07,34.45
2016-12-08,34.8
2016-12-09,34.55
2016-12-12,35.15
2016-12-13,34.1
2016-12-14,34.15
2016-12-15,34.5
2016-12-16,34.65
2016-12-19,34.15
2016-12-20,33.1
2016-12-21,33.25
2016-12-22,34.0
2016-12-23,35.55
2016-12-26,36.1
2016-12-27,34.3
2016-12-28,35.25
2016-12-29,37.6
2016-12-30,41.8
