Date,AUTOLITIND
2016-01-01,74.45
2016-01-04,70.95
2016-01-05,70.15
2016-01-06,68.6
2016-01-07,61.9
2016-01-08,63.4
2016-01-11,63.9
2016-01-12,65.85
2016-01-13,61.4
2016-01-14,60.25
2016-01-15,56.35
2016-01-18,48.6
2016-01-19,49.8
2016-01-20,44.45
2016-01-21,46.6
2016-01-22,47.8
2016-01-25,49.95
2016-01-27,54.7
2016-01-28,55.9
2016-01-29,60.35
2016-02-01,57.5
2016-02-02,55.6
2016-02-03,54.8
2016-02-04,53.9
2016-02-05,53.05
2016-02-08,53.6
2016-02-09,53.35
2016-02-10,47.65
2016-02-11,44.4
2016-02-12,44.25
2016-02-15,46.5
2016-02-16,44.1
2016-02-17,42.85
2016-02-18,44.0
2016-02-19,43.5
2016-02-22,44.4
2016-02-23,43.95
2016-02-24,43.3
2016-02-25,42.95
2016-02-26,42.5
2016-02-29,43.0
2016-03-01,44.0
2016-03-02,45.95
2016-03-03,45.8
2016-03-04,46.4
2016-03-08,46.0
2016-03-09,45.8
2016-03-10,45.5
2016-03-11,45.15
2016-03-14,46.25
2016-03-15,45.5
2016-03-16,45.2
2016-03-17,45.0
2016-03-18,44.75
2016-03-21,44.8
2016-03-22,46.15
2016-03-23,46.25
2016-03-28,44.3
2016-03-29,44.9
2016-03-30,44.8
2016-03-31,44.65
2016-04-01,47.1
2016-04-04,47.95
2016-04-05,46.85
2016-04-06,47.1
2016-04-07,46.6
2016-04-08,47.4
2016-04-11,46.25
2016-04-12,46.35
2016-04-13,47.55
2016-04-18,46.7
2016-04-20,46.3
2016-04-21,47.6
2016-04-22,48.7
2016-04-25,48.8
2016-04-26,58.45
2016-04-27,57.25
2016-04-28,54.1
2016-04-29,55.75
2016-05-02,54.9
2016-05-03,55.35
2016-05-04,53.1
2016-05-05,53.15
2016-05-06,52.6
2016-05-09,53.15
2016-05-10,54.6
2016-05-11,54.7
2016-05-12,53.8
2016-05-13,53.1
2016-05-16,53.05
2016-05-17,52.95
2016-05-18,53.4
2016-05-19,53.5
2016-05-20,53.25
2016-05-23,52.5
2016-05-24,52.2
2016-05-25,52.45
2016-05-26,52.5
2016-05-27,52.2
2016-05-30,54.7
2016-05-31,54.1
2016-06-01,52.4
2016-06-02,51.0
2016-06-03,51.6
2016-06-06,49.8
2016-06-07,49.9
2016-06-08,52.3
2016-06-09,51.05
2016-06-10,51.3
2016-06-13,50.25
2016-06-14,50.5
2016-06-15,49.25
2016-06-16,49.55
2016-06-17,49.45
2016-06-20,48.8
2016-06-21,48.9
2016-06-22,47.0
2016-06-23,47.2
2016-06-24,46.65
2016-06-27,48.0
2016-06-28,48.8
2016-06-29,58.15
2016-06-30,60.9
2016-07-01,56.9
2016-07-04,56.2
2016-07-05,55.95
2016-07-07,56.05
2016-07-08,65.7
2016-07-11,61.85
2016-07-12,62.05
2016-07-13,60.75
2016-07-14,59.35
2016-07-15,61.85
2016-07-18,61.45
2016-07-19,62.45
2016-07-20,62.4
2016-07-21,62.35
2016-07-22,62.55
2016-07-25,61.55
2016-07-26,59.3
2016-07-27,60.05
2016-07-28,60.25
2016-07-29,61.05
2016-08-01,61.05
2016-08-02,59.85
2016-08-03,58.7
2016-08-04,59.1
2016-08-05,60.15
2016-08-08,59.8
2016-08-09,60.95
2016-08-10,60.55
2016-08-11,59.25
2016-08-12,59.25
2016-08-16,57.9
2016-08-17,58.05
2016-08-18,58.15
2016-08-19,59.1
2016-08-22,59.65
2016-08-23,59.95
2016-08-24,60.3
2016-08-25,59.5
2016-08-26,58.1
2016-08-29,58.65
2016-08-30,61.95
2016-08-31,60.2
2016-09-01,58.55
2016-09-02,59.4
2016-09-06,59.9
2016-09-07,58.2
2016-09-08,60.9
2016-09-09,61.4
2016-09-12,64.9
2016-09-14,67.6
2016-09-15,64.85
2016-09-16,64.1
2016-09-19,62.5
2016-09-20,61.55
2016-09-21,63.6
2016-09-22,62.5
2016-09-23,62.4
2016-09-26,63.95
2016-09-27,64.1
2016-09-28,63.65
2016-09-29,58.0
2016-09-30,59.45
2016-10-03,61.9
2016-10-04,62.2
2016-10-05,63.4
2016-10-06,63.9
2016-10-07,65.8
2016-10-10,65.3
2016-10-13,61.5
2016-10-14,62.25
2016-10-17,64.0
2016-10-18,63.25
2016-10-19,62.9
2016-10-20,64.25
2016-10-21,63.7
2016-10-24,63.75
2016-10-25,62.95
2016-10-26,61.55
2016-10-27,61.35
2016-10-28,64.9
2016-10-30,65.7
2016-11-01,63.95
2016-11-02,62.7
2016-11-03,61.85
2016-11-04,60.1
2016-11-07,60.0
2016-11-08,60.75
2016-11-09,59.75
2016-11-10,60.1
2016-11-11,57.95
2016-11-15,53.45
2016-11-16,54.1
2016-11-17,54.5
2016-11-18,49.4
2016-11-21,45.4
2016-11-22,46.25
2016-11-23,48.95
2016-11-24,48.25
2016-11-25,49.5
2016-11-28,49.7
2016-11-29,49.15
2016-11-30,51.15
2016-12-01,50.05
2016-12-02,48.55
2016-12-05,48.65
2016-12-06,49.95
2016-12-07,49.8
2016-12-08,51.2
2016-12-09,50.1
2016-12-12,50.8
2016-12-13,55.2
2016-12-14,53.95
2016-12-15,54.15
2016-12-16,53.85
2016-12-19,52.75
2016-12-20,52.85
2016-12-21,52.2
2016-12-22,49.75
2016-12-23,48.5
2016-12-26,48.9
2016-12-27,48.15
2016-12-28,48.5
2016-12-29,48.8
2016-12-30,49.0
