Date,PRAENG
2016-01-01,7.4
2016-01-04,7.3
2016-01-05,7.6
2016-01-06,8.4
2016-01-07,8.05
2016-01-08,8.65
2016-01-11,8.95
2016-01-12,9.0
2016-01-13,8.55
2016-01-14,8.2
2016-01-15,7.25
2016-01-18,6.7
2016-01-19,7.55
2016-01-20,7.2
2016-01-21,7.2
2016-01-22,7.8
2016-01-25,7.9
2016-01-27,8.1
2016-01-28,8.05
2016-01-29,8.05
2016-02-01,7.95
2016-02-02,8.05
2016-02-03,7.7
2016-02-04,7.45
2016-02-05,7.45
2016-02-08,7.25
2016-02-09,7.6
2016-02-10,7.15
2016-02-11,6.7
2016-02-12,6.7
2016-02-15,7.0
2016-02-16,6.8
2016-02-17,6.65
2016-02-18,6.75
2016-02-19,6.55
2016-02-22,6.55
2016-02-23,6.55
2016-02-24,6.4
2016-02-25,6.0
2016-02-26,5.95
2016-02-29,6.4
2016-03-01,6.5
2016-03-02,6.7
2016-03-03,6.85
2016-03-04,6.8
2016-03-08,6.6
2016-03-09,6.7
2016-03-10,6.85
2016-03-11,6.2
2016-03-14,6.6
2016-03-15,6.55
2016-03-16,6.45
2016-03-17,6.3
2016-03-18,6.75
2016-03-21,7.0
2016-03-22,6.9
2016-03-23,6.95
2016-03-28,6.65
2016-03-29,6.7
2016-03-30,6.65
2016-03-31,6.35
2016-04-01,6.4
2016-04-04,6.3
2016-04-05,6.3
2016-04-06,6.3
2016-04-07,6.25
2016-04-08,6.2
2016-04-11,6.1
2016-04-12,6.2
2016-04-13,6.65
2016-04-18,6.55
2016-04-20,6.6
2016-04-21,6.4
2016-04-22,6.45
2016-04-25,6.3
2016-04-26,6.55
2016-04-27,6.4
2016-04-28,6.4
2016-04-29,6.35
2016-05-02,6.35
2016-05-03,6.4
2016-05-04,6.35
2016-05-05,6.5
2016-05-06,6.3
2016-05-09,6.55
2016-05-10,6.3
2016-05-11,6.45
2016-05-12,6.35
2016-05-13,6.2
2016-05-16,6.25
2016-05-17,6.5
2016-05-18,6.4
2016-05-19,6.55
2016-05-20,6.55
2016-05-23,6.6
2016-05-24,6.6
2016-05-25,6.6
2016-05-26,6.6
2016-05-27,6.6
2016-05-30,6.6
2016-05-31,6.65
2016-06-01,6.7
2016-06-02,6.65
2016-06-03,6.7
2016-06-06,6.65
2016-06-07,6.95
2016-06-08,6.8
2016-06-09,6.75
2016-06-10,6.65
2016-06-13,6.55
2016-06-14,6.6
2016-06-15,6.95
2016-06-16,6.95
2016-06-17,7.0
2016-06-20,7.05
2016-06-21,7.05
2016-06-22,7.0
2016-06-23,7.0
2016-06-24,6.7
2016-06-27,6.9
2016-06-28,6.95
2016-06-29,7.25
2016-06-30,7.85
2016-07-01,8.0
2016-07-04,8.0
2016-07-05,8.05
2016-07-07,8.0
2016-07-08,7.7
2016-07-11,7.65
2016-07-12,7.5
2016-07-13,7.55
2016-07-14,7.45
2016-07-15,7.7
2016-07-18,7.5
2016-07-19,7.0
2016-07-20,7.4
2016-07-21,7.7
2016-07-22,7.75
2016-07-25,7.5
2016-07-26,7.6
2016-07-27,8.35
2016-07-28,8.15
2016-07-29,8.0
2016-08-01,7.9
2016-08-02,7.35
2016-08-03,7.55
2016-08-04,7.7
2016-08-05,7.85
2016-08-08,8.0
2016-08-09,7.85
2016-08-10,7.55
2016-08-11,7.55
2016-08-12,7.6
2016-08-16,7.15
2016-08-17,7.2
2016-08-18,7.05
2016-08-19,7.3
2016-08-22,7.6
2016-08-23,7.5
2016-08-24,7.95
2016-08-25,7.55
2016-08-26,7.4
2016-08-29,7.4
2016-08-30,7.45
2016-08-31,7.5
2016-09-01,7.3
2016-09-02,8.75
2016-09-06,8.2
2016-09-07,8.1
2016-09-08,8.55
2016-09-09,8.6
2016-09-12,8.55
2016-09-14,8.35
2016-09-15,8.25
2016-09-16,8.15
2016-09-19,9.0
2016-09-20,10.8
2016-09-21,9.7
2016-09-22,10.05
2016-09-23,9.55
2016-09-26,9.3
2016-09-27,9.1
2016-09-28,9.8
2016-09-29,8.95
2016-09-30,9.2
2016-10-03,9.6
2016-10-04,9.4
2016-10-05,9.5
2016-10-06,9.5
2016-10-07,9.3
2016-10-10,9.2
2016-10-13,9.35
2016-10-14,11.0
2016-10-17,11.35
2016-10-18,11.65
2016-10-19,11.65
2016-10-20,11.55
2016-10-21,11.25
2016-10-24,11.9
2016-10-25,12.35
2016-10-26,14.0
2016-10-27,14.75
2016-10-28,14.45
2016-10-30,14.15
2016-11-01,15.0
2016-11-02,14.4
2016-11-03,13.95
2016-11-04,12.6
2016-11-07,12.7
2016-11-08,12.55
2016-11-09,11.3
2016-11-10,11.5
2016-11-11,10.95
2016-11-15,10.45
2016-11-16,9.95
2016-11-17,9.5
2016-11-18,9.05
2016-11-21,8.6
2016-11-22,8.2
2016-11-23,8.6
2016-11-24,9.0
2016-11-25,9.45
2016-11-28,9.9
2016-11-29,10.25
2016-11-30,9.9
2016-12-01,9.9
2016-12-02,9.45
2016-12-05,9.5
2016-12-06,9.95
2016-12-07,9.55
2016-12-08,10.0
2016-12-09,9.85
2016-12-12,9.65
2016-12-13,9.95
2016-12-14,9.95
2016-12-15,10.3
2016-12-16,9.8
2016-12-19,9.7
2016-12-20,9.65
2016-12-21,9.5
2016-12-22,9.6
2016-12-23,10.0
2016-12-26,9.75
2016-12-27,9.8
2016-12-28,9.8
2016-12-29,9.55
2016-12-30,9.9
