Date,RSSOFTWARE
2016-01-01,141.85
2016-01-04,138.1
2016-01-05,140.7
2016-01-06,139.05
2016-01-07,133.15
2016-01-08,137.4
2016-01-11,132.95
2016-01-12,130.3
2016-01-13,127.0
2016-01-14,123.15
2016-01-15,119.45
2016-01-18,100.45
2016-01-19,107.1
2016-01-20,104.3
2016-01-21,101.85
2016-01-22,102.6
2016-01-25,85.75
2016-01-27,77.9
2016-01-28,70.15
2016-01-29,65.35
2016-02-01,69.55
2016-02-02,72.6
2016-02-03,68.55
2016-02-04,68.65
2016-02-05,68.45
2016-02-08,66.4
2016-02-09,65.1
2016-02-10,64.55
2016-02-11,58.6
2016-02-12,60.55
2016-02-15,64.4
2016-02-16,65.6
2016-02-17,62.0
2016-02-18,62.2
2016-02-19,61.6
2016-02-22,60.95
2016-02-23,61.15
2016-02-24,66.25
2016-02-25,68.65
2016-02-26,65.25
2016-02-29,62.45
2016-03-01,68.65
2016-03-02,66.6
2016-03-03,69.1
2016-03-04,69.0
2016-03-08,68.05
2016-03-09,77.5
2016-03-10,77.9
2016-03-11,75.7
2016-03-14,85.9
2016-03-15,83.05
2016-03-16,89.55
2016-03-17,86.0
2016-03-18,87.7
2016-03-21,83.6
2016-03-22,83.85
2016-03-23,82.0
2016-03-28,75.2
2016-03-29,82.1
2016-03-30,82.35
2016-03-31,82.1
2016-04-01,82.35
2016-04-04,87.45
2016-04-05,83.2
2016-04-06,82.2
2016-04-07,81.3
2016-04-08,80.9
2016-04-11,85.7
2016-04-12,101.65
2016-04-13,116.7
2016-04-18,121.05
2016-04-20,113.4
2016-04-21,111.85
2016-04-22,108.6
2016-04-25,110.4
2016-04-26,110.1
2016-04-27,108.15
2016-04-28,104.5
2016-04-29,106.1
2016-05-02,104.05
2016-05-03,107.75
2016-05-04,102.6
2016-05-05,103.25
2016-05-06,104.0
2016-05-09,103.35
2016-05-10,102.65
2016-05-11,99.95
2016-05-12,100.45
2016-05-13,98.7
2016-05-16,97.75
2016-05-17,97.9
2016-05-18,93.7
2016-05-19,91.0
2016-05-20,87.7
2016-05-23,97.15
2016-05-24,92.95
2016-05-25,93.85
2016-05-26,93.5
2016-05-27,92.55
2016-05-30,93.65
2016-05-31,92.8
2016-06-01,94.3
2016-06-02,93.45
2016-06-03,92.65
2016-06-06,92.1
2016-06-07,91.4
2016-06-08,92.4
2016-06-09,93.75
2016-06-10,93.05
2016-06-13,91.45
2016-06-14,92.2
2016-06-15,94.5
2016-06-16,100.7
2016-06-17,98.3
2016-06-20,98.6
2016-06-21,100.25
2016-06-22,103.8
2016-06-23,101.25
2016-06-24,97.25
2016-06-27,100.4
2016-06-28,101.65
2016-06-29,101.5
2016-06-30,101.25
2016-07-01,101.9
2016-07-04,101.15
2016-07-05,99.75
2016-07-07,98.55
2016-07-08,97.0
2016-07-11,97.9
2016-07-12,96.55
2016-07-13,92.5
2016-07-14,93.15
2016-07-15,92.45
2016-07-18,91.0
2016-07-19,89.3
2016-07-20,91.05
2016-07-21,86.8
2016-07-22,83.5
2016-07-25,81.15
2016-07-26,76.9
2016-07-27,74.6
2016-07-28,89.5
2016-07-29,86.3
2016-08-01,85.15
2016-08-02,83.3
2016-08-03,80.4
2016-08-04,79.95
2016-08-05,80.15
2016-08-08,81.45
2016-08-09,80.35
2016-08-10,78.95
2016-08-11,78.45
2016-08-12,77.05
2016-08-16,76.35
2016-08-17,76.55
2016-08-18,76.4
2016-08-19,76.75
2016-08-22,77.55
2016-08-23,77.55
2016-08-24,77.5
2016-08-25,79.5
2016-08-26,78.75
2016-08-29,77.75
2016-08-30,79.35
2016-08-31,81.3
2016-09-01,79.0
2016-09-02,78.15
2016-09-06,78.65
2016-09-07,78.45
2016-09-08,77.4
2016-09-09,76.8
2016-09-12,76.75
2016-09-14,75.75
2016-09-15,75.75
2016-09-16,75.8
2016-09-19,75.55
2016-09-20,74.85
2016-09-21,74.75
2016-09-22,74.35
2016-09-23,73.5
2016-09-26,72.55
2016-09-27,75.3
2016-09-28,78.35
2016-09-29,72.05
2016-09-30,73.3
2016-10-03,74.45
2016-10-04,74.75
2016-10-05,74.1
2016-10-06,76.0
2016-10-07,74.4
2016-10-10,75.4
2016-10-13,74.05
2016-10-14,75.2
2016-10-17,70.35
2016-10-18,70.5
2016-10-19,70.2
2016-10-20,70.45
2016-10-21,69.8
2016-10-24,68.0
2016-10-25,70.15
2016-10-26,70.6
2016-10-27,69.25
2016-10-28,70.05
2016-10-30,71.7
2016-11-01,70.7
2016-11-02,69.15
2016-11-03,69.35
2016-11-04,69.25
2016-11-07,69.0
2016-11-08,68.3
2016-11-09,65.65
2016-11-10,78.75
2016-11-11,79.1
2016-11-15,70.7
2016-11-16,69.05
2016-11-17,67.95
2016-11-18,69.1
2016-11-21,66.25
2016-11-22,66.7
2016-11-23,74.55
2016-11-24,76.2
2016-11-25,82.75
2016-11-28,80.4
2016-11-29,79.8
2016-11-30,95.75
2016-12-01,90.6
2016-12-02,98.5
2016-12-05,98.45
2016-12-06,101.4
2016-12-07,100.2
2016-12-08,113.3
2016-12-09,118.15
2016-12-12,123.2
2016-12-13,122.0
2016-12-14,112.35
2016-12-15,118.0
2016-12-16,117.25
2016-12-19,117.55
2016-12-20,113.55
2016-12-21,114.55
2016-12-22,107.95
2016-12-23,105.35
2016-12-26,96.05
2016-12-27,105.4
2016-12-28,108.15
2016-12-29,109.95
2016-12-30,112.25
