Date,20MICRONS
2016-01-01,35.2
2016-01-04,35.9
2016-01-05,35.55
2016-01-06,35.75
2016-01-07,34.1
2016-01-08,35.05
2016-01-11,36.55
2016-01-12,36.2
2016-01-13,33.5
2016-01-14,32.75
2016-01-15,31.0
2016-01-18,28.1
2016-01-19,29.2
2016-01-20,28.1
2016-01-21,26.35
2016-01-22,26.75
2016-01-25,27.55
2016-01-27,27.3
2016-01-28,26.9
2016-01-29,27.3
2016-02-01,27.75
2016-02-02,27.55
2016-02-03,26.5
2016-02-04,26.1
2016-02-05,26.5
2016-02-08,26.4
2016-02-09,26.6
2016-02-10,27.6
2016-02-11,26.55
2016-02-12,26.4
2016-02-15,28.15
2016-02-16,27.25
2016-02-17,26.55
2016-02-18,26.65
2016-02-19,26.9
2016-02-22,26.65
2016-02-23,26.55
2016-02-24,26.2
2016-02-25,25.45
2016-02-26,26.4
2016-02-29,26.1
2016-03-01,27.0
2016-03-02,27.15
2016-03-03,27.3
2016-03-04,27.25
2016-03-08,27.2
2016-03-09,26.85
2016-03-10,26.75
2016-03-11,26.45
2016-03-14,27.6
2016-03-15,27.6
2016-03-16,28.65
2016-03-17,28.85
2016-03-18,28.45
2016-03-21,28.6
2016-03-22,28.45
2016-03-23,28.45
2016-03-28,27.55
2016-03-29,27.3
2016-03-30,27.5
2016-03-31,28.15
2016-04-01,28.5
2016-04-04,28.45
2016-04-05,28.9
2016-04-06,29.95
2016-04-07,32.75
2016-04-08,32.4
2016-04-11,31.65
2016-04-12,31.25
2016-04-13,35.0
2016-04-18,34.2
2016-04-20,33.75
2016-04-21,33.0
2016-04-22,32.4
2016-04-25,32.25
2016-04-26,32.05
2016-04-27,32.4
2016-04-28,31.95
2016-04-29,31.7
2016-05-02,32.0
2016-05-03,32.6
2016-05-04,32.0
2016-05-05,32.0
2016-05-06,32.2
2016-05-09,31.75
2016-05-10,32.9
2016-05-11,31.7
2016-05-12,32.3
2016-05-13,32.7
2016-05-16,33.15
2016-05-17,32.5
2016-05-18,32.75
2016-05-19,32.6
2016-05-20,31.8
2016-05-23,30.9
2016-05-24,29.25
2016-05-25,29.15
2016-05-26,28.25
2016-05-27,28.25
2016-05-30,28.3
2016-05-31,28.55
2016-06-01,28.5
2016-06-02,28.6
2016-06-03,28.4
2016-06-06,28.35
2016-06-07,28.05
2016-06-08,28.3
2016-06-09,27.9
2016-06-10,28.4
2016-06-13,28.7
2016-06-14,28.65
2016-06-15,29.75
2016-06-16,29.9
2016-06-17,29.3
2016-06-20,29.55
2016-06-21,29.3
2016-06-22,28.8
2016-06-23,29.4
2016-06-24,28.65
2016-06-27,28.65
2016-06-28,28.7
2016-06-29,29.6
2016-06-30,29.7
2016-07-01,30.05
2016-07-04,29.8
2016-07-05,30.35
2016-07-07,29.8
2016-07-08,29.9
2016-07-11,30.0
2016-07-12,29.6
2016-07-13,29.4
2016-07-14,29.05
2016-07-15,29.25
2016-07-18,28.65
2016-07-19,28.5
2016-07-20,28.6
2016-07-21,28.45
2016-07-22,28.55
2016-07-25,28.95
2016-07-26,28.85
2016-07-27,29.8
2016-07-28,30.15
2016-07-29,29.3
2016-08-01,28.85
2016-08-02,29.35
2016-08-03,29.8
2016-08-04,29.9
2016-08-05,29.85
2016-08-08,35.7
2016-08-09,39.0
2016-08-10,39.45
2016-08-11,39.6
2016-08-12,39.85
2016-08-16,39.2
2016-08-17,38.6
2016-08-18,39.45
2016-08-19,39.25
2016-08-22,39.2
2016-08-23,38.9
2016-08-24,39.35
2016-08-25,38.6
2016-08-26,38.7
2016-08-29,37.7
2016-08-30,38.05
2016-08-31,38.2
2016-09-01,36.3
2016-09-02,37.45
2016-09-06,36.95
2016-09-07,37.45
2016-09-08,37.55
2016-09-09,37.55
2016-09-12,36.65
2016-09-14,36.7
2016-09-15,36.65
2016-09-16,37.45
2016-09-19,36.85
2016-09-20,37.0
2016-09-21,36.75
2016-09-22,38.95
2016-09-23,38.3
2016-09-26,38.15
2016-09-27,38.3
2016-09-28,38.25
2016-09-29,35.15
2016-09-30,36.45
2016-10-03,36.7
2016-10-04,36.2
2016-10-05,36.4
2016-10-06,36.5
2016-10-07,36.4
2016-10-10,35.7
2016-10-13,35.2
2016-10-14,37.8
2016-10-17,38.05
2016-10-18,38.55
2016-10-19,39.0
2016-10-20,39.0
2016-10-21,39.45
2016-10-24,39.9
2016-10-25,39.6
2016-10-26,39.65
2016-10-27,38.5
2016-10-28,39.95
2016-10-30,40.65
2016-11-01,41.75
2016-11-02,40.0
2016-11-03,42.55
2016-11-04,41.0
2016-11-07,43.15
2016-11-08,42.15
2016-11-09,40.8
2016-11-10,40.9
2016-11-11,39.05
2016-11-15,36.15
2016-11-16,36.15
2016-11-17,34.0
2016-11-18,34.55
2016-11-21,32.35
2016-11-22,32.6
2016-11-23,34.35
2016-11-24,34.7
2016-11-25,35.45
2016-11-28,35.75
2016-11-29,35.65
2016-11-30,35.7
2016-12-01,35.4
2016-12-02,34.25
2016-12-05,34.2
2016-12-06,35.2
2016-12-07,34.8
2016-12-08,36.3
2016-12-09,36.6
2016-12-12,35.75
2016-12-13,35.7
2016-12-14,34.0
2016-12-15,35.0
2016-12-16,35.0
2016-12-19,34.6
2016-12-20,34.6
2016-12-21,34.05
2016-12-22,34.2
2016-12-23,33.7
2016-12-26,31.85
2016-12-27,32.15
2016-12-28,32.35
2016-12-29,32.3
2016-12-30,32.95
