Date,GANESHHOUC
2016-01-01,138.4
2016-01-04,132.7
2016-01-05,132.0
2016-01-06,131.5
2016-01-07,127.45
2016-01-08,130.95
2016-01-11,128.25
2016-01-12,123.15
2016-01-13,123.3
2016-01-14,116.45
2016-01-15,112.95
2016-01-18,111.7
2016-01-19,111.2
2016-01-20,103.5
2016-01-21,104.35
2016-01-22,108.3
2016-01-25,106.65
2016-01-27,106.85
2016-01-28,108.0
2016-01-29,108.35
2016-02-01,107.45
2016-02-02,105.3
2016-02-03,99.45
2016-02-04,98.7
2016-02-05,102.35
2016-02-08,105.65
2016-02-09,102.45
2016-02-10,99.0
2016-02-11,96.45
2016-02-12,92.55
2016-02-15,96.95
2016-02-16,96.05
2016-02-17,98.45
2016-02-18,104.45
2016-02-19,104.5
2016-02-22,105.5
2016-02-23,100.9
2016-02-24,97.2
2016-02-25,98.2
2016-02-26,95.3
2016-02-29,97.65
2016-03-01,102.05
2016-03-02,102.75
2016-03-03,103.95
2016-03-04,102.95
2016-03-08,103.15
2016-03-09,103.4
2016-03-10,103.5
2016-03-11,103.3
2016-03-14,104.1
2016-03-15,104.45
2016-03-16,104.0
2016-03-17,103.25
2016-03-18,101.6
2016-03-21,103.45
2016-03-22,105.25
2016-03-23,103.55
2016-03-28,101.6
2016-03-29,101.75
2016-03-30,102.45
2016-03-31,103.8
2016-04-01,103.9
2016-04-04,104.25
2016-04-05,106.85
2016-04-06,108.35
2016-04-07,106.5
2016-04-08,108.15
2016-04-11,108.75
2016-04-12,108.6
2016-04-13,109.5
2016-04-18,111.6
2016-04-20,112.3
2016-04-21,114.35
2016-04-22,114.65
2016-04-25,115.0
2016-04-26,114.1
2016-04-27,112.95
2016-04-28,113.85
2016-04-29,112.85
2016-05-02,110.0
2016-05-03,110.1
2016-05-04,107.05
2016-05-05,106.55
2016-05-06,106.7
2016-05-09,107.4
2016-05-10,104.2
2016-05-11,104.8
2016-05-12,106.85
2016-05-13,106.0
2016-05-16,106.65
2016-05-17,106.8
2016-05-18,106.75
2016-05-19,108.75
2016-05-20,110.1
2016-05-23,109.75
2016-05-24,110.35
2016-05-25,110.1
2016-05-26,113.5
2016-05-27,111.0
2016-05-30,131.2
2016-05-31,123.45
2016-06-01,123.9
2016-06-02,123.2
2016-06-03,123.65
2016-06-06,120.7
2016-06-07,121.95
2016-06-08,122.15
2016-06-09,123.25
2016-06-10,121.45
2016-06-13,121.55
2016-06-14,121.45
2016-06-15,123.45
2016-06-16,122.05
2016-06-17,122.65
2016-06-20,123.95
2016-06-21,124.2
2016-06-22,122.6
2016-06-23,121.7
2016-06-24,117.2
2016-06-27,122.4
2016-06-28,129.15
2016-06-29,131.25
2016-06-30,132.05
2016-07-01,129.45
2016-07-04,131.0
2016-07-05,129.55
2016-07-07,129.25
2016-07-08,129.4
2016-07-11,129.25
2016-07-12,128.9
2016-07-13,128.95
2016-07-14,88.85
2016-07-15,87.65
2016-07-18,86.95
2016-07-19,88.3
2016-07-20,88.65
2016-07-21,90.05
2016-07-22,90.85
2016-07-25,89.35
2016-07-26,89.2
2016-07-27,87.7
2016-07-28,89.35
2016-07-29,87.3
2016-08-01,87.1
2016-08-02,86.3
2016-08-03,83.9
2016-08-04,82.4
2016-08-05,85.0
2016-08-08,85.2
2016-08-09,83.25
2016-08-10,82.9
2016-08-11,83.3
2016-08-12,82.55
2016-08-16,80.65
2016-08-17,79.75
2016-08-18,80.1
2016-08-19,80.8
2016-08-22,80.15
2016-08-23,80.0
2016-08-24,79.55
2016-08-25,79.85
2016-08-26,78.5
2016-08-29,78.7
2016-08-30,78.4
2016-08-31,79.0
2016-09-01,78.25
2016-09-02,78.1
2016-09-06,78.95
2016-09-07,78.9
2016-09-08,78.1
2016-09-09,78.85
2016-09-12,78.55
2016-09-14,80.35
2016-09-15,78.6
2016-09-16,77.6
2016-09-19,78.5
2016-09-20,77.7
2016-09-21,79.0
2016-09-22,79.35
2016-09-23,77.65
2016-09-26,77.95
2016-09-27,76.7
2016-09-28,78.05
2016-09-29,73.2
2016-09-30,74.85
2016-10-03,73.4
2016-10-04,75.15
2016-10-05,74.65
2016-10-06,73.1
2016-10-07,73.05
2016-10-10,75.2
2016-10-13,73.95
2016-10-14,73.6
2016-10-17,73.85
2016-10-18,75.7
2016-10-19,75.8
2016-10-20,76.15
2016-10-21,75.9
2016-10-24,81.95
2016-10-25,82.65
2016-10-26,80.75
2016-10-27,78.95
2016-10-28,80.2
2016-10-30,81.1
2016-11-01,82.2
2016-11-02,81.8
2016-11-03,81.3
2016-11-04,79.15
2016-11-07,80.6
2016-11-08,78.75
2016-11-09,74.0
2016-11-10,75.75
2016-11-11,69.9
2016-11-15,65.8
2016-11-16,63.8
2016-11-17,62.0
2016-11-18,62.6
2016-11-21,62.55
2016-11-22,60.1
2016-11-23,60.7
2016-11-24,61.75
2016-11-25,63.15
2016-11-28,64.4
2016-11-29,76.95
2016-11-30,75.85
2016-12-01,72.85
2016-12-02,72.75
2016-12-05,70.65
2016-12-06,68.85
2016-12-07,68.55
2016-12-08,69.2
2016-12-09,69.35
2016-12-12,68.4
2016-12-13,69.25
2016-12-14,70.95
2016-12-15,68.55
2016-12-16,72.75
2016-12-19,69.7
2016-12-20,68.5
2016-12-21,68.6
2016-12-22,67.15
2016-12-23,65.55
2016-12-26,63.5
2016-12-27,65.2
2016-12-28,64.75
2016-12-29,64.75
2016-12-30,69.75
