Date,AXISCADES
2016-01-01,337.5
2016-01-04,327.45
2016-01-05,323.25
2016-01-06,313.35
2016-01-07,301.7
2016-01-08,305.05
2016-01-11,317.4
2016-01-12,311.7
2016-01-13,292.6
2016-01-14,290.25
2016-01-15,276.0
2016-01-18,232.35
2016-01-19,248.6
2016-01-20,245.65
2016-01-21,253.35
2016-01-22,259.45
2016-01-25,263.4
2016-01-27,272.65
2016-01-28,267.9
2016-01-29,268.9
2016-02-01,273.1
2016-02-02,261.75
2016-02-03,251.35
2016-02-04,245.4
2016-02-05,256.7
2016-02-08,253.05
2016-02-09,240.75
2016-02-10,237.1
2016-02-11,216.6
2016-02-12,217.45
2016-02-15,229.4
2016-02-16,223.05
2016-02-17,220.2
2016-02-18,220.35
2016-02-19,221.5
2016-02-22,223.65
2016-02-23,213.1
2016-02-24,200.8
2016-02-25,197.9
2016-02-26,194.2
2016-02-29,188.0
2016-03-01,202.85
2016-03-02,218.65
2016-03-03,219.15
2016-03-04,229.85
2016-03-08,230.75
2016-03-09,229.35
2016-03-10,229.45
2016-03-11,223.75
2016-03-14,216.1
2016-03-15,210.6
2016-03-16,211.6
2016-03-17,213.4
2016-03-18,214.65
2016-03-21,227.85
2016-03-22,235.45
2016-03-23,281.8
2016-03-28,270.85
2016-03-29,272.6
2016-03-30,278.7
2016-03-31,287.9
2016-04-01,288.05
2016-04-04,279.75
2016-04-05,271.25
2016-04-06,276.25
2016-04-07,272.6
2016-04-08,273.5
2016-04-11,273.65
2016-04-12,288.4
2016-04-13,284.6
2016-04-18,278.1
2016-04-20,283.15
2016-04-21,278.7
2016-04-22,298.6
2016-04-25,293.3
2016-04-26,293.85
2016-04-27,288.3
2016-04-28,280.75
2016-04-29,284.75
2016-05-02,280.25
2016-05-03,283.2
2016-05-04,277.3
2016-05-05,277.95
2016-05-06,275.7
2016-05-09,283.7
2016-05-10,281.4
2016-05-11,277.85
2016-05-12,283.1
2016-05-13,277.65
2016-05-16,278.25
2016-05-17,274.8
2016-05-18,275.95
2016-05-19,268.35
2016-05-20,263.55
2016-05-23,262.0
2016-05-24,247.45
2016-05-25,251.65
2016-05-26,262.1
2016-05-27,261.9
2016-05-30,263.95
2016-05-31,264.5
2016-06-01,264.85
2016-06-02,260.95
2016-06-03,263.2
2016-06-06,261.65
2016-06-07,273.1
2016-06-08,278.9
2016-06-09,273.5
2016-06-10,268.2
2016-06-13,264.3
2016-06-14,263.15
2016-06-15,260.95
2016-06-16,255.65
2016-06-17,260.55
2016-06-20,265.35
2016-06-21,260.75
2016-06-22,257.55
2016-06-23,257.3
2016-06-24,241.45
2016-06-27,249.35
2016-06-28,250.1
2016-06-29,250.55
2016-06-30,247.65
2016-07-01,249.8
2016-07-04,249.1
2016-07-05,247.85
2016-07-07,254.5
2016-07-08,251.15
2016-07-11,248.35
2016-07-12,247.75
2016-07-13,238.55
2016-07-14,240.7
2016-07-15,236.8
2016-07-18,230.55
2016-07-19,230.0
2016-07-20,227.85
2016-07-21,234.3
2016-07-22,232.0
2016-07-25,234.95
2016-07-26,234.85
2016-07-27,233.35
2016-07-28,234.6
2016-07-29,233.5
2016-08-01,231.55
2016-08-02,221.5
2016-08-03,215.75
2016-08-04,212.4
2016-08-05,220.25
2016-08-08,218.9
2016-08-09,215.0
2016-08-10,214.0
2016-08-11,205.5
2016-08-12,196.85
2016-08-16,196.05
2016-08-17,200.4
2016-08-18,201.85
2016-08-19,208.3
2016-08-22,215.75
2016-08-23,219.2
2016-08-24,217.95
2016-08-25,217.15
2016-08-26,212.6
2016-08-29,207.8
2016-08-30,205.0
2016-08-31,206.0
2016-09-01,213.0
2016-09-02,213.95
2016-09-06,211.2
2016-09-07,208.6
2016-09-08,212.3
2016-09-09,218.8
2016-09-12,210.95
2016-09-14,212.9
2016-09-15,215.0
2016-09-16,211.9
2016-09-19,214.1
2016-09-20,211.05
2016-09-21,212.3
2016-09-22,214.7
2016-09-23,224.25
2016-09-26,217.6
2016-09-27,216.9
2016-09-28,231.8
2016-09-29,211.4
2016-09-30,217.4
2016-10-03,222.1
2016-10-04,218.9
2016-10-05,226.15
2016-10-06,222.75
2016-10-07,220.15
2016-10-10,213.1
2016-10-13,210.5
2016-10-14,213.4
2016-10-17,212.95
2016-10-18,216.45
2016-10-19,217.35
2016-10-20,219.45
2016-10-21,216.1
2016-10-24,218.5
2016-10-25,228.7
2016-10-26,229.05
2016-10-27,224.65
2016-10-28,223.4
2016-10-30,226.95
2016-11-01,224.55
2016-11-02,216.5
2016-11-03,216.8
2016-11-04,204.3
2016-11-07,208.7
2016-11-08,208.5
2016-11-09,202.8
2016-11-10,207.4
2016-11-11,199.6
2016-11-15,165.45
2016-11-16,143.0
2016-11-17,151.55
2016-11-18,151.0
2016-11-21,136.0
2016-11-22,141.1
2016-11-23,145.0
2016-11-24,145.7
2016-11-25,150.5
2016-11-28,160.5
2016-11-29,158.1
2016-11-30,161.9
2016-12-01,178.05
2016-12-02,193.95
2016-12-05,194.65
2016-12-06,194.7
2016-12-07,185.7
2016-12-08,191.4
2016-12-09,187.0
2016-12-12,182.85
2016-12-13,182.65
2016-12-14,177.75
2016-12-15,184.2
2016-12-16,186.85
2016-12-19,192.0
2016-12-20,185.7
2016-12-21,184.75
2016-12-22,177.3
2016-12-23,177.9
2016-12-26,169.15
2016-12-27,173.3
2016-12-28,175.25
2016-12-29,177.3
2016-12-30,177.3
