Date,HONDAPOWER
2016-01-01,1338.8
2016-01-04,1322.9
2016-01-05,1325.55
2016-01-06,1364.6
2016-01-07,1324.0
2016-01-08,1321.25
2016-01-11,1316.45
2016-01-12,1308.65
2016-01-13,1261.55
2016-01-14,1278.1
2016-01-15,1256.65
2016-01-18,1183.75
2016-01-19,1170.2
2016-01-20,1157.65
2016-01-21,1148.75
2016-01-22,1170.8
2016-01-25,1145.7
2016-01-27,1151.3
2016-01-28,1149.7
2016-01-29,1159.85
2016-02-01,1190.4
2016-02-02,1217.1
2016-02-03,1165.5
2016-02-04,1180.8
2016-02-05,1189.75
2016-02-08,1211.3
2016-02-09,1224.5
2016-02-10,1206.1
2016-02-11,1125.3
2016-02-12,1129.05
2016-02-15,1160.15
2016-02-16,1140.0
2016-02-17,1187.6
2016-02-18,1156.75
2016-02-19,1159.0
2016-02-22,1150.05
2016-02-23,1142.7
2016-02-24,1118.35
2016-02-25,1098.45
2016-02-26,1104.55
2016-02-29,1094.75
2016-03-01,1174.9
2016-03-02,1182.6
2016-03-03,1173.1
2016-03-04,1189.85
2016-03-08,1166.05
2016-03-09,1175.8
2016-03-10,1170.7
2016-03-11,1153.15
2016-03-14,1151.0
2016-03-15,1174.2
2016-03-16,1208.95
2016-03-17,1239.95
2016-03-18,1240.0
2016-03-21,1252.15
2016-03-22,1250.05
2016-03-23,1270.05
2016-03-28,1270.3
2016-03-29,1280.0
2016-03-30,1293.9
2016-03-31,1314.5
2016-04-01,1311.65
2016-04-04,1310.65
2016-04-05,1316.5
2016-04-06,1365.35
2016-04-07,1357.45
2016-04-08,1348.05
2016-04-11,1297.75
2016-04-12,1321.15
2016-04-13,1327.4
2016-04-18,1363.6
2016-04-20,1375.4
2016-04-21,1354.85
2016-04-22,1346.75
2016-04-25,1351.35
2016-04-26,1330.05
2016-04-27,1337.15
2016-04-28,1299.2
2016-04-29,1274.65
2016-05-02,1237.95
2016-05-03,1235.5
2016-05-04,1227.45
2016-05-05,1220.85
2016-05-06,1245.35
2016-05-09,1250.4
2016-05-10,1253.1
2016-05-11,1279.7
2016-05-12,1328.85
2016-05-13,1325.65
2016-05-16,1280.2
2016-05-17,1269.85
2016-05-18,1267.7
2016-05-19,1260.3
2016-05-20,1279.55
2016-05-23,1230.7
2016-05-24,1212.55
2016-05-25,1196.6
2016-05-26,1181.0
2016-05-27,1203.5
2016-05-30,1210.6
2016-05-31,1184.25
2016-06-01,1199.95
2016-06-02,1181.0
2016-06-03,1190.2
2016-06-06,1175.3
2016-06-07,1200.85
2016-06-08,1200.3
2016-06-09,1209.05
2016-06-10,1206.2
2016-06-13,1200.0
2016-06-14,1207.75
2016-06-15,1219.85
2016-06-16,1210.65
2016-06-17,1204.85
2016-06-20,1200.55
2016-06-21,1201.3
2016-06-22,1217.4
2016-06-23,1203.6
2016-06-24,1175.2
2016-06-27,1203.05
2016-06-28,1192.25
2016-06-29,1232.1
2016-06-30,1258.6
2016-07-01,1255.15
2016-07-04,1248.7
2016-07-05,1233.95
2016-07-07,1214.35
2016-07-08,1215.95
2016-07-11,1227.0
2016-07-12,1218.45
2016-07-13,1202.25
2016-07-14,1210.3
2016-07-15,1192.0
2016-07-18,1178.5
2016-07-19,1187.65
2016-07-20,1184.9
2016-07-21,1187.0
2016-07-22,1189.55
2016-07-25,1197.15
2016-07-26,1194.9
2016-07-27,1200.35
2016-07-28,1218.3
2016-07-29,1191.3
2016-08-01,1202.7
2016-08-02,1209.8
2016-08-03,1210.75
2016-08-04,1195.35
