Date,PRAKASH
2016-01-01,35.75
2016-01-04,34.85
2016-01-05,37.65
2016-01-06,36.4
2016-01-07,33.8
2016-01-08,34.0
2016-01-11,33.7
2016-01-12,33.25
2016-01-13,31.7
2016-01-14,30.65
2016-01-15,30.0
2016-01-18,28.35
2016-01-19,28.8
2016-01-20,27.8
2016-01-21,27.35
2016-01-22,28.4
2016-01-25,28.45
2016-01-27,29.1
2016-01-28,29.1
2016-01-29,29.3
2016-02-01,29.35
2016-02-02,28.25
2016-02-03,27.3
2016-02-04,27.1
2016-02-05,28.3
2016-02-08,29.1
2016-02-09,27.9
2016-02-10,27.85
2016-02-11,25.2
2016-02-12,23.6
2016-02-15,25.0
2016-02-16,25.65
2016-02-17,27.55
2016-02-18,26.4
2016-02-19,26.65
2016-02-22,26.55
2016-02-23,26.05
2016-02-24,25.7
2016-02-25,25.55
2016-02-26,25.6
2016-02-29,25.35
2016-03-01,26.35
2016-03-02,28.7
2016-03-03,29.5
2016-03-04,28.9
2016-03-08,29.5
2016-03-09,29.0
2016-03-10,29.1
2016-03-11,28.7
2016-03-14,28.9
2016-03-15,28.6
2016-03-16,27.75
2016-03-17,27.7
2016-03-18,28.05
2016-03-21,29.1
2016-03-22,29.4
2016-03-23,28.75
2016-03-28,27.85
2016-03-29,29.45
2016-03-30,29.45
2016-03-31,29.9
2016-04-01,31.1
2016-04-04,32.75
2016-04-05,33.15
2016-04-06,35.75
2016-04-07,34.5
2016-04-08,35.85
2016-04-11,37.85
2016-04-12,39.65
2016-04-13,40.0
2016-04-18,38.9
2016-04-20,43.15
2016-04-21,41.05
2016-04-22,40.5
2016-04-25,42.25
2016-04-26,44.45
2016-04-27,43.55
2016-04-28,41.55
2016-04-29,41.85
2016-05-02,41.4
2016-05-03,40.95
2016-05-04,38.95
2016-05-05,38.75
2016-05-06,37.3
2016-05-09,39.4
2016-05-10,40.9
2016-05-11,39.95
2016-05-12,40.2
2016-05-13,39.3
2016-05-16,39.0
2016-05-17,39.2
2016-05-18,38.8
2016-05-19,38.0
2016-05-20,37.35
2016-05-23,36.95
2016-05-24,36.2
2016-05-25,37.2
2016-05-26,36.2
2016-05-27,36.95
2016-05-30,36.15
2016-05-31,36.1
2016-06-01,36.05
2016-06-02,34.8
2016-06-03,35.6
2016-06-06,35.35
2016-06-07,35.7
2016-06-08,37.0
2016-06-09,36.7
2016-06-10,35.6
2016-06-13,35.05
2016-06-14,36.4
2016-06-15,36.85
2016-06-16,36.45
2016-06-17,36.0
2016-06-20,36.0
2016-06-21,35.7
2016-06-22,36.1
2016-06-23,35.75
2016-06-24,34.65
2016-06-27,35.95
2016-06-28,36.0
2016-06-29,37.7
2016-06-30,38.0
2016-07-01,38.35
2016-07-04,37.85
2016-07-05,38.8
2016-07-07,39.45
2016-07-08,39.3
2016-07-11,40.45
2016-07-12,40.35
2016-07-13,38.75
2016-07-14,39.9
2016-07-15,38.65
2016-07-18,37.2
2016-07-19,36.25
2016-07-20,38.45
2016-07-21,38.3
2016-07-22,37.95
2016-07-25,38.8
2016-07-26,40.35
2016-07-27,41.75
2016-07-28,43.3
2016-07-29,42.45
2016-08-01,42.75
2016-08-02,41.0
2016-08-03,41.05
2016-08-04,42.3
2016-08-05,42.6
2016-08-08,42.0
2016-08-09,43.1
2016-08-10,42.45
2016-08-11,42.45
2016-08-12,41.5
2016-08-16,41.75
2016-08-17,41.85
2016-08-18,41.35
2016-08-19,48.05
2016-08-22,50.65
2016-08-23,51.25
2016-08-24,53.25
2016-08-25,51.3
2016-08-26,51.3
2016-08-29,47.95
2016-08-30,50.1
2016-08-31,51.9
2016-09-01,52.85
2016-09-02,53.55
2016-09-06,53.0
2016-09-07,53.7
2016-09-08,55.8
2016-09-09,56.15
2016-09-12,53.9
2016-09-14,56.95
2016-09-15,55.45
2016-09-16,55.15
2016-09-19,57.1
2016-09-20,56.0
2016-09-21,55.55
2016-09-22,55.8
2016-09-23,55.3
2016-09-26,54.8
2016-09-27,55.6
2016-09-28,56.45
2016-09-29,48.9
2016-09-30,50.85
2016-10-03,53.8
2016-10-04,53.6
2016-10-05,54.3
2016-10-06,54.85
2016-10-07,55.05
2016-10-10,56.85
2016-10-13,54.6
2016-10-14,60.1
2016-10-17,61.65
2016-10-18,61.05
2016-10-19,62.1
2016-10-20,61.15
2016-10-21,59.4
2016-10-24,62.3
2016-10-25,60.9
2016-10-26,60.15
2016-10-27,59.35
2016-10-28,61.0
2016-10-30,61.95
2016-11-01,61.85
2016-11-02,61.45
2016-11-03,58.35
2016-11-04,56.0
2016-11-07,58.35
2016-11-08,57.7
2016-11-09,53.2
2016-11-10,57.25
2016-11-11,54.35
2016-11-15,48.7
2016-11-16,47.1
2016-11-17,47.35
2016-11-18,47.6
2016-11-21,42.95
2016-11-22,43.6
2016-11-23,47.15
2016-11-24,48.3
2016-11-25,49.2
2016-11-28,48.75
2016-11-29,49.65
2016-11-30,49.8
2016-12-01,48.9
2016-12-02,48.05
2016-12-05,43.45
2016-12-06,43.75
2016-12-07,43.9
2016-12-08,45.2
2016-12-09,47.2
2016-12-12,48.35
2016-12-13,46.45
2016-12-14,47.85
2016-12-15,46.6
2016-12-16,46.05
2016-12-19,45.05
2016-12-20,43.6
2016-12-21,43.5
2016-12-22,42.8
2016-12-23,44.85
2016-12-26,43.15
2016-12-27,44.75
2016-12-28,44.95
2016-12-29,45.5
2016-12-30,45.1
