Date,ADSL
2016-01-01,55.85
2016-01-04,62.35
2016-01-05,61.6
2016-01-06,58.25
2016-01-07,55.05
2016-01-08,57.0
2016-01-11,54.3
2016-01-12,51.3
2016-01-13,49.15
2016-01-14,47.25
2016-01-15,43.55
2016-01-18,40.4
2016-01-19,42.45
2016-01-20,41.65
2016-01-21,42.2
2016-01-22,43.8
2016-01-25,45.1
2016-01-27,44.85
2016-01-28,47.65
2016-01-29,47.5
2016-02-01,47.9
2016-02-02,46.2
2016-02-03,43.65
2016-02-04,41.8
2016-02-05,44.95
2016-02-08,44.15
2016-02-09,43.55
2016-02-10,39.8
2016-02-11,37.05
2016-02-12,38.0
2016-02-15,39.65
2016-02-16,36.75
2016-02-17,36.0
2016-02-18,36.45
2016-02-19,36.15
2016-02-22,36.6
2016-02-23,35.55
2016-02-24,34.9
2016-02-25,34.9
2016-02-26,33.4
2016-02-29,32.4
2016-03-01,36.2
2016-03-02,37.95
2016-03-03,37.15
2016-03-04,38.55
2016-03-08,38.5
2016-03-09,42.25
2016-03-10,41.95
2016-03-11,42.05
2016-03-14,41.05
2016-03-15,39.7
2016-03-16,40.7
2016-03-17,39.4
2016-03-18,39.6
2016-03-21,39.5
2016-03-22,38.95
2016-03-23,37.8
2016-03-28,37.2
2016-03-29,36.05
2016-03-30,39.3
2016-03-31,39.85
2016-04-01,39.55
2016-04-04,40.5
2016-04-05,40.35
2016-04-06,40.75
2016-04-07,42.85
2016-04-08,44.75
2016-04-11,43.8
2016-04-12,45.15
2016-04-13,44.4
2016-04-18,45.65
2016-04-20,44.8
2016-04-21,44.05
2016-04-22,44.05
2016-04-25,43.9
2016-04-26,44.1
2016-04-27,43.85
2016-04-28,43.15
2016-04-29,42.2
2016-05-02,43.05
2016-05-03,42.6
2016-05-04,41.5
2016-05-05,42.8
2016-05-06,42.75
2016-05-09,42.75
2016-05-10,42.95
2016-05-11,42.5
2016-05-12,42.7
2016-05-13,41.75
2016-05-16,41.85
2016-05-17,41.4
2016-05-18,41.1
2016-05-19,40.6
2016-05-20,39.85
2016-05-23,38.1
2016-05-24,34.0
2016-05-25,33.5
2016-05-26,32.9
2016-05-27,33.3
2016-05-30,32.2
2016-05-31,30.4
2016-06-01,33.7
2016-06-02,32.95
2016-06-03,32.55
2016-06-06,32.0
2016-06-07,32.7
2016-06-08,32.8
2016-06-09,33.9
2016-06-10,32.2
2016-06-13,31.45
2016-06-14,32.0
2016-06-15,32.95
2016-06-16,32.8
2016-06-17,32.45
2016-06-20,32.6
2016-06-21,33.1
2016-06-22,32.7
2016-06-23,32.55
2016-06-24,31.85
2016-06-27,32.4
2016-06-28,32.0
2016-06-29,33.0
2016-06-30,36.6
2016-07-01,36.1
2016-07-04,35.2
2016-07-05,34.15
2016-07-07,35.25
2016-07-08,34.35
2016-07-11,34.3
2016-07-12,33.95
2016-07-13,34.85
2016-07-14,34.6
2016-07-15,33.6
2016-07-18,33.3
2016-07-19,34.95
2016-07-20,36.15
2016-07-21,34.6
2016-07-22,34.8
2016-07-25,34.8
2016-07-26,34.9
2016-07-27,34.7
2016-07-28,34.5
2016-07-29,34.05
2016-08-01,34.1
2016-08-02,32.95
2016-08-03,32.9
2016-08-04,32.6
2016-08-05,32.95
2016-08-08,32.45
2016-08-09,31.8
2016-08-10,30.85
2016-08-11,29.85
2016-08-12,29.55
2016-08-16,29.4
2016-08-17,29.85
2016-08-18,30.65
2016-08-19,31.1
2016-08-22,31.9
2016-08-23,31.45
2016-08-24,31.75
2016-08-25,31.6
2016-08-26,31.35
2016-08-29,31.0
2016-08-30,31.2
2016-08-31,31.0
2016-09-01,30.7
2016-09-02,29.8
2016-09-06,30.0
2016-09-07,30.1
2016-09-08,29.65
2016-09-09,29.85
2016-09-12,29.3
2016-09-14,29.4
2016-09-15,31.45
2016-09-16,30.45
2016-09-19,31.2
2016-09-20,31.05
2016-09-21,31.9
2016-09-22,31.3
2016-09-23,31.85
2016-09-26,31.4
2016-09-27,31.05
2016-09-28,32.5
2016-09-29,29.25
2016-09-30,30.05
2016-10-03,30.25
2016-10-04,30.45
2016-10-05,30.3
2016-10-06,29.9
2016-10-07,29.8
2016-10-10,30.25
2016-10-13,29.75
2016-10-14,31.3
2016-10-17,33.6
2016-10-18,35.95
2016-10-19,34.65
2016-10-20,35.6
2016-10-21,35.05
2016-10-24,34.45
2016-10-25,33.3
2016-10-26,32.45
2016-10-27,32.15
2016-10-28,32.5
2016-10-30,33.1
2016-11-01,32.1
2016-11-02,33.05
2016-11-03,32.35
2016-11-04,31.2
2016-11-07,31.25
2016-11-08,30.9
2016-11-09,29.5
2016-11-10,30.1
2016-11-11,29.7
2016-11-15,26.9
2016-11-16,27.15
2016-11-17,27.1
2016-11-18,26.55
2016-11-21,26.7
2016-11-22,27.05
2016-11-23,28.55
2016-11-24,28.9
2016-11-25,29.75
2016-11-28,31.4
2016-11-29,32.7
2016-11-30,34.65
2016-12-01,33.95
2016-12-02,32.6
2016-12-05,33.75
2016-12-06,34.4
2016-12-07,33.25
2016-12-08,33.55
2016-12-09,37.0
2016-12-12,42.25
2016-12-13,43.35
2016-12-14,41.4
2016-12-15,43.3
2016-12-16,42.5
2016-12-19,41.8
2016-12-20,37.5
2016-12-21,37.25
