Date,ICICIBANK
2016-01-01,263.0
2016-01-04,255.55
2016-01-05,256.7
2016-01-06,250.1
2016-01-07,246.75
2016-01-08,245.05
2016-01-11,239.45
2016-01-12,236.75
2016-01-13,239.5
2016-01-14,235.75
2016-01-15,224.45
2016-01-18,223.1
2016-01-19,228.75
2016-01-20,224.4
2016-01-21,226.3
2016-01-22,232.75
2016-01-25,236.05
2016-01-27,237.3
2016-01-28,233.2
2016-01-29,230.15
2016-02-01,217.2
2016-02-02,210.4
2016-02-03,204.05
2016-02-04,203.95
2016-02-05,209.4
2016-02-08,208.55
2016-02-09,209.4
2016-02-10,207.25
2016-02-11,199.25
2016-02-12,193.55
2016-02-15,203.5
2016-02-16,196.6
2016-02-17,190.75
2016-02-18,196.15
2016-02-19,198.8
2016-02-22,198.45
2016-02-23,192.0
2016-02-24,187.0
2016-02-25,183.0
2016-02-26,184.8
2016-02-29,190.05
2016-03-01,204.95
2016-03-02,220.0
2016-03-03,218.0
2016-03-04,220.5
2016-03-08,216.85
2016-03-09,216.35
2016-03-10,215.5
2016-03-11,213.85
2016-03-14,221.65
2016-03-15,221.35
2016-03-16,226.4
2016-03-17,227.75
2016-03-18,230.2
2016-03-21,234.85
2016-03-22,233.6
2016-03-23,234.2
2016-03-28,225.45
2016-03-29,223.4
2016-03-30,237.5
2016-03-31,236.65
2016-04-01,238.3
2016-04-04,238.75
2016-04-05,225.6
2016-04-06,222.55
2016-04-07,220.3
2016-04-08,221.25
2016-04-11,224.7
2016-04-12,228.75
2016-04-13,240.65
2016-04-18,237.15
2016-04-20,238.05
2016-04-21,253.05
2016-04-22,252.0
2016-04-25,252.95
2016-04-26,254.05
2016-04-27,244.6
2016-04-28,240.1
2016-04-29,236.95
2016-05-02,226.75
2016-05-03,221.1
2016-05-04,214.45
2016-05-05,214.65
2016-05-06,218.6
2016-05-09,225.3
2016-05-10,225.5
2016-05-11,223.95
2016-05-12,231.8
2016-05-13,226.5
2016-05-16,223.75
2016-05-17,225.95
2016-05-18,226.45
2016-05-19,225.55
2016-05-20,220.1
2016-05-23,221.1
2016-05-24,224.55
2016-05-25,235.0
2016-05-26,241.15
2016-05-27,243.15
2016-05-30,244.5
2016-05-31,244.65
2016-06-01,240.05
2016-06-02,241.35
2016-06-03,243.75
2016-06-06,243.5
2016-06-07,254.1
2016-06-08,257.65
2016-06-09,254.55
2016-06-10,252.6
2016-06-13,243.75
2016-06-14,244.95
2016-06-15,247.95
2016-06-16,239.05
2016-06-17,238.45
2016-06-20,238.1
2016-06-21,237.85
2016-06-22,239.0
2016-06-23,240.9
2016-06-24,230.95
2016-06-27,232.7
2016-06-28,233.15
2016-06-29,236.65
2016-06-30,240.55
2016-07-01,240.35
2016-07-04,248.15
2016-07-05,245.1
2016-07-07,244.85
2016-07-08,241.95
2016-07-11,249.85
2016-07-12,261.7
2016-07-13,261.15
2016-07-14,268.6
2016-07-15,265.75
2016-07-18,263.4
2016-07-19,269.15
2016-07-20,267.5
2016-07-21,261.9
2016-07-22,263.45
2016-07-25,268.65
2016-07-26,261.65
2016-07-27,270.6
2016-07-28,272.0
2016-07-29,262.9
2016-08-01,249.5
2016-08-02,245.3
2016-08-03,242.1
2016-08-04,240.35
2016-08-05,245.95
2016-08-08,245.25
2016-08-09,245.35
2016-08-10,239.35
2016-08-11,242.7
2016-08-12,245.95
2016-08-16,248.55
2016-08-17,247.6
2016-08-18,252.9
2016-08-19,253.9
2016-08-22,252.25
2016-08-23,250.2
2016-08-24,248.45
2016-08-25,246.95
2016-08-26,245.3
2016-08-29,250.5
2016-08-30,256.25
2016-08-31,258.0
2016-09-01,260.95
2016-09-02,261.3
2016-09-06,272.7
2016-09-07,278.15
2016-09-08,276.35
2016-09-09,274.1
2016-09-12,268.2
2016-09-14,271.45
2016-09-15,270.6
2016-09-16,267.35
2016-09-19,271.6
2016-09-20,272.1
2016-09-21,269.9
2016-09-22,275.5
2016-09-23,271.25
2016-09-26,262.55
2016-09-27,260.0
2016-09-28,260.75
2016-09-29,250.35
2016-09-30,252.15
2016-10-03,256.15
2016-10-04,258.2
2016-10-05,255.45
2016-10-06,251.25
2016-10-07,250.6
2016-10-10,250.1
2016-10-13,241.15
2016-10-14,241.75
2016-10-17,258.75
2016-10-18,270.35
2016-10-19,265.05
2016-10-20,277.6
2016-10-21,277.4
2016-10-24,284.55
2016-10-25,289.25
2016-10-26,278.4
2016-10-27,284.3
2016-10-28,276.85
2016-10-30,277.05
2016-11-01,275.35
2016-11-02,271.9
2016-11-03,269.75
2016-11-04,269.8
2016-11-07,278.7
2016-11-08,283.2
2016-11-09,281.45
2016-11-10,292.6
2016-11-11,276.4
2016-11-15,269.75
2016-11-16,266.2
2016-11-17,267.65
2016-11-18,264.6
2016-11-21,261.2
2016-11-22,262.7
2016-11-23,264.95
2016-11-24,259.3
2016-11-25,260.1
2016-11-28,255.3
2016-11-29,255.45
2016-11-30,265.55
2016-12-01,259.15
2016-12-02,259.5
2016-12-05,260.85
2016-12-06,261.0
2016-12-07,258.7
2016-12-08,262.75
2016-12-09,268.45
2016-12-12,264.85
2016-12-13,264.4
2016-12-14,260.55
2016-12-15,260.3
2016-12-16,255.6
2016-12-19,257.1
2016-12-20,251.6
2016-12-21,253.25
2016-12-22,252.95
2016-12-23,251.85
2016-12-26,248.15
2016-12-27,253.55
2016-12-28,251.75
2016-12-29,251.1
2016-12-30,255.3
