Date,GMBREW
2016-01-01,932.85
2016-01-04,1033.45
2016-01-05,1087.8
2016-01-06,1066.4
2016-01-07,1038.3
2016-01-08,1087.6
2016-01-11,1030.8
2016-01-12,973.0
2016-01-13,917.9
2016-01-14,959.25
2016-01-15,921.7
2016-01-18,805.8
2016-01-19,835.45
2016-01-20,833.15
2016-01-21,842.85
2016-01-22,850.45
2016-01-25,841.85
2016-01-27,851.05
2016-01-28,834.1
2016-01-29,829.25
2016-02-01,843.35
2016-02-02,844.95
2016-02-03,828.9
2016-02-04,800.95
2016-02-05,781.35
2016-02-08,746.3
2016-02-09,708.5
2016-02-10,823.75
2016-02-11,745.9
2016-02-12,785.2
2016-02-15,822.2
2016-02-16,793.1
2016-02-17,797.05
2016-02-18,781.7
2016-02-19,775.0
2016-02-22,792.35
2016-02-23,781.45
2016-02-24,752.9
2016-02-25,737.45
2016-02-26,736.8
2016-02-29,726.35
2016-03-01,806.2
2016-03-02,801.05
2016-03-03,799.3
2016-03-04,779.65
2016-03-08,822.95
2016-03-09,817.05
2016-03-10,859.6
2016-03-11,887.85
2016-03-14,932.1
2016-03-15,905.9
2016-03-16,914.85
2016-03-17,907.1
2016-03-18,922.75
2016-03-21,931.0
2016-03-22,909.65
2016-03-23,898.3
2016-03-28,902.8
2016-03-29,886.0
2016-03-30,919.45
2016-03-31,927.75
2016-04-01,971.2
2016-04-04,1082.95
2016-04-05,1025.45
2016-04-06,1036.5
2016-04-07,976.9
2016-04-08,948.3
2016-04-11,783.45
2016-04-12,807.5
2016-04-13,811.1
2016-04-18,796.25
2016-04-20,784.55
2016-04-21,784.15
2016-04-22,774.7
2016-04-25,782.3
2016-04-26,777.8
2016-04-27,774.85
2016-04-28,764.85
2016-04-29,745.4
2016-05-02,737.6
2016-05-03,728.4
2016-05-04,714.0
2016-05-05,700.4
2016-05-06,717.55
2016-05-09,714.75
2016-05-10,745.5
2016-05-11,730.75
2016-05-12,713.8
2016-05-13,704.1
2016-05-16,692.05
2016-05-17,702.35
2016-05-18,698.75
2016-05-19,696.7
2016-05-20,701.75
2016-05-23,714.45
2016-05-24,701.3
2016-05-25,708.5
2016-05-26,709.7
2016-05-27,710.6
2016-05-30,614.4
2016-05-31,610.95
2016-06-01,702.5
2016-06-02,663.2
2016-06-03,649.45
2016-06-06,621.8
2016-06-07,651.1
2016-06-08,650.8
2016-06-09,641.95
2016-06-10,636.2
2016-06-13,626.15
2016-06-14,629.1
2016-06-15,625.9
2016-06-16,615.55
2016-06-17,616.8
2016-06-20,646.0
2016-06-21,650.25
2016-06-22,650.5
2016-06-23,648.85
2016-06-24,647.9
2016-06-27,666.55
2016-06-28,676.95
2016-06-29,676.7
2016-06-30,672.25
2016-07-01,673.8
2016-07-04,645.1
2016-07-05,616.65
2016-07-07,596.3
2016-07-08,595.75
2016-07-11,589.35
2016-07-12,571.2
2016-07-13,548.85
2016-07-14,564.0
2016-07-15,546.2
2016-07-18,525.95
2016-07-19,516.6
2016-07-20,533.55
2016-07-21,540.45
2016-07-22,539.65
2016-07-25,532.7
2016-07-26,525.15
2016-07-27,526.65
2016-07-28,521.6
2016-07-29,515.25
2016-08-01,507.8
2016-08-02,489.0
2016-08-03,460.0
2016-08-04,461.2
2016-08-05,461.65
2016-08-08,445.45
2016-08-09,474.35
2016-08-10,462.25
2016-08-11,468.5
2016-08-12,455.55
2016-08-16,546.65
2016-08-17,587.95
2016-08-18,576.65
2016-08-19,614.1
2016-08-22,624.1
2016-08-23,615.85
2016-08-24,609.1
2016-08-25,594.15
2016-08-26,589.15
2016-08-29,572.9
2016-08-30,581.25
2016-08-31,572.3
2016-09-01,563.15
2016-09-02,558.55
2016-09-06,559.7
2016-09-07,590.1
2016-09-08,598.15
2016-09-09,584.7
2016-09-12,563.35
2016-09-14,584.5
2016-09-15,593.8
2016-09-16,606.0
2016-09-19,610.1
2016-09-20,598.1
2016-09-21,597.9
2016-09-22,605.6
2016-09-23,606.35
2016-09-26,607.05
2016-09-27,613.25
2016-09-28,616.2
2016-09-29,598.55
2016-09-30,645.9
2016-10-03,642.65
2016-10-04,662.85
2016-10-05,654.65
2016-10-06,632.6
2016-10-07,587.0
2016-10-10,590.3
2016-10-13,573.8
2016-10-14,564.3
2016-10-17,555.05
2016-10-18,554.55
2016-10-19,579.5
2016-10-20,577.55
2016-10-21,565.55
2016-10-24,570.9
2016-10-25,562.2
2016-10-26,547.5
2016-10-27,542.35
2016-10-28,547.1
2016-10-30,544.3
2016-11-01,526.9
2016-11-02,511.4
2016-11-03,511.6
2016-11-04,496.2
2016-11-07,510.2
2016-11-08,514.5
2016-11-09,494.5
2016-11-10,503.7
2016-11-11,494.55
2016-11-15,451.9
2016-11-16,462.6
2016-11-17,453.8
2016-11-18,452.95
2016-11-21,438.85
2016-11-22,434.9
2016-11-23,445.3
2016-11-24,451.2
2016-11-25,463.05
2016-11-28,555.65
2016-11-29,533.35
2016-11-30,551.45
2016-12-01,533.55
2016-12-02,518.9
2016-12-05,518.65
2016-12-06,515.65
2016-12-07,517.55
2016-12-08,516.35
2016-12-09,516.05
2016-12-12,517.8
2016-12-13,523.25
2016-12-14,532.15
2016-12-15,531.8
2016-12-16,531.55
2016-12-19,523.1
2016-12-20,516.05
2016-12-21,502.15
2016-12-22,498.75
2016-12-23,502.0
2016-12-26,485.65
2016-12-27,486.0
2016-12-28,487.9
2016-12-29,509.35
2016-12-30,513.75
