Date,BHARATFIN
2016-01-01,506.3
2016-01-04,493.5
2016-01-05,512.3
2016-01-06,520.5
2016-01-07,518.55
2016-01-08,531.35
2016-01-11,524.55
2016-01-12,527.6
2016-01-13,524.6
2016-01-14,514.1
2016-01-15,497.45
2016-01-18,477.7
2016-01-19,475.75
2016-01-20,450.0
2016-01-21,451.05
2016-01-22,483.55
2016-01-25,485.25
2016-01-27,497.75
2016-01-28,535.05
2016-01-29,529.6
2016-02-01,549.2
2016-02-02,551.45
2016-02-03,548.45
2016-02-04,538.35
2016-02-05,566.6
2016-02-08,562.85
2016-02-09,539.8
2016-02-10,539.3
2016-02-11,495.65
2016-02-12,498.2
2016-02-15,524.75
2016-02-16,491.2
2016-02-17,502.4
2016-02-18,498.95
2016-02-19,496.85
2016-02-22,498.3
2016-02-23,492.3
2016-02-24,491.1
2016-02-25,481.15
2016-02-26,469.9
2016-02-29,483.15
2016-03-01,504.55
2016-03-02,536.35
2016-03-03,519.85
2016-03-04,530.5
2016-03-08,526.55
2016-03-09,523.85
2016-03-10,531.3
2016-03-11,527.0
2016-03-14,537.8
2016-03-15,522.75
2016-03-16,522.85
2016-03-17,519.0
2016-03-18,524.65
2016-03-21,533.9
2016-03-22,532.1
2016-03-23,530.2
2016-03-28,518.1
2016-03-29,513.35
2016-03-30,526.65
2016-03-31,545.85
2016-04-01,546.5
2016-04-04,538.35
2016-04-05,524.45
2016-04-06,546.75
2016-04-07,549.75
2016-04-08,545.9
2016-04-11,551.0
2016-04-12,557.0
2016-04-13,560.1
2016-04-18,571.3
2016-04-20,584.45
2016-04-21,578.85
2016-04-22,585.2
2016-04-25,580.85
2016-04-26,586.2
2016-04-27,594.65
2016-04-28,588.8
2016-04-29,603.8
2016-05-02,616.0
2016-05-03,614.5
2016-05-04,595.6
2016-05-05,601.85
2016-05-06,593.9
2016-05-09,596.75
2016-05-10,593.95
2016-05-11,586.05
2016-05-12,597.85
2016-05-13,605.4
2016-05-16,626.55
2016-05-17,627.6
2016-05-18,632.55
2016-05-19,631.45
2016-05-20,618.2
2016-05-23,603.05
2016-05-24,609.85
2016-05-25,619.0
2016-05-26,625.7
2016-05-27,633.05
2016-05-30,650.9
2016-05-31,650.3
2016-06-01,655.9
2016-06-02,666.1
2016-06-03,678.55
2016-06-06,679.7
2016-06-07,675.15
2016-06-08,685.9
2016-06-09,680.8
2016-06-10,678.55
2016-06-13,669.7
2016-06-14,670.15
2016-06-15,674.45
2016-06-16,676.75
2016-06-17,675.1
2016-06-20,695.75
2016-06-21,700.0
2016-06-22,687.95
2016-06-23,697.45
2016-06-24,686.6
2016-06-27,689.35
2016-06-28,695.05
2016-06-29,735.55
2016-06-30,741.3
2016-07-01,734.85
2016-07-04,762.75
2016-07-05,763.8
2016-07-07,759.8
2016-07-08,752.7
2016-07-11,779.25
2016-07-12,778.95
2016-07-13,759.5
2016-07-14,744.8
2016-07-15,764.55
2016-07-18,764.6
2016-07-19,787.35
2016-07-20,782.15
2016-07-21,763.7
2016-07-22,843.6
2016-07-25,862.95
2016-07-26,879.35
2016-07-27,887.7
2016-07-28,896.55
2016-07-29,907.3
2016-08-01,910.7
2016-08-02,822.65
2016-08-03,802.25
2016-08-04,789.8
2016-08-05,818.15
2016-08-08,833.35
2016-08-09,833.8
2016-08-10,803.85
2016-08-11,794.65
2016-08-12,811.8
2016-08-16,784.15
2016-08-17,744.95
2016-08-18,795.9
2016-08-19,786.25
2016-08-22,748.05
2016-08-23,760.15
2016-08-24,755.9
2016-08-25,764.65
2016-08-26,784.15
2016-08-29,792.6
2016-08-30,818.1
2016-08-31,819.5
2016-09-01,805.4
2016-09-02,809.4
2016-09-06,829.15
2016-09-07,817.8
2016-09-08,814.15
2016-09-09,779.9
2016-09-12,730.7
2016-09-14,775.4
2016-09-15,762.35
2016-09-16,753.75
2016-09-19,769.35
2016-09-20,781.2
2016-09-21,778.55
2016-09-22,812.3
2016-09-23,847.2
2016-09-26,849.8
2016-09-27,856.85
2016-09-28,864.05
2016-09-29,833.45
2016-09-30,880.65
2016-10-03,920.85
2016-10-04,919.7
2016-10-05,902.25
2016-10-06,886.95
2016-10-07,882.2
2016-10-10,872.75
2016-10-13,881.8
2016-10-14,893.85
2016-10-17,868.5
2016-10-18,900.65
2016-10-19,890.0
2016-10-20,917.9
2016-10-21,919.8
2016-10-24,909.5
2016-10-25,912.7
2016-10-26,905.8
2016-10-27,879.15
2016-10-28,882.55
2016-10-30,884.2
2016-11-01,852.2
2016-11-02,817.85
2016-11-03,831.15
2016-11-04,797.85
2016-11-07,818.8
2016-11-08,826.1
2016-11-09,770.5
2016-11-10,741.3
2016-11-11,690.95
2016-11-15,633.3
2016-11-16,686.6
2016-11-17,691.05
2016-11-18,695.1
2016-11-21,674.75
2016-11-22,690.1
2016-11-23,715.4
2016-11-24,684.45
2016-11-25,699.35
2016-11-28,681.45
2016-11-29,733.0
2016-11-30,739.5
2016-12-01,744.75
2016-12-02,697.7
2016-12-05,707.6
2016-12-06,716.5
2016-12-07,705.15
2016-12-08,720.8
2016-12-09,714.35
2016-12-12,692.25
2016-12-13,676.95
2016-12-14,653.3
2016-12-15,659.85
2016-12-16,641.25
2016-12-19,603.2
2016-12-20,580.5
2016-12-21,578.9
2016-12-22,554.2
2016-12-23,519.8
2016-12-26,480.15
2016-12-27,519.4
2016-12-28,573.35
2016-12-29,597.5
2016-12-30,587.9
