Date,MAHSEAMLES
2016-01-01,174.3
2016-01-04,168.5
2016-01-05,172.2
2016-01-06,168.9
2016-01-07,162.1
2016-01-08,165.8
2016-01-11,162.35
2016-01-12,160.4
2016-01-13,157.3
2016-01-14,156.75
2016-01-15,147.1
2016-01-18,144.65
2016-01-19,146.25
2016-01-20,142.8
2016-01-21,143.2
2016-01-22,145.4
2016-01-25,143.15
2016-01-27,146.8
2016-01-28,148.55
2016-01-29,147.4
2016-02-01,148.95
2016-02-02,141.9
2016-02-03,141.25
2016-02-04,142.4
2016-02-05,144.7
2016-02-08,145.8
2016-02-09,144.1
2016-02-10,142.1
2016-02-11,140.15
2016-02-12,141.75
2016-02-15,143.7
2016-02-16,141.4
2016-02-17,136.4
2016-02-18,136.25
2016-02-19,136.35
2016-02-22,138.1
2016-02-23,136.65
2016-02-24,135.95
2016-02-25,134.3
2016-02-26,131.95
2016-02-29,132.45
2016-03-01,136.0
2016-03-02,137.3
2016-03-03,140.1
2016-03-04,135.95
2016-03-08,137.05
2016-03-09,138.3
2016-03-10,137.8
2016-03-11,138.5
2016-03-14,140.1
2016-03-15,137.9
2016-03-16,138.3
2016-03-17,138.0
2016-03-18,142.35
2016-03-21,140.15
2016-03-22,140.7
2016-03-23,144.75
2016-03-28,147.05
2016-03-29,141.55
2016-03-30,144.5
2016-03-31,143.75
2016-04-01,145.2
2016-04-04,174.2
2016-04-05,183.05
2016-04-06,198.85
2016-04-07,187.55
2016-04-08,186.95
2016-04-11,181.75
2016-04-12,180.0
2016-04-13,206.25
2016-04-18,205.0
2016-04-20,209.7
2016-04-21,204.85
2016-04-22,208.75
2016-04-25,212.4
2016-04-26,210.65
2016-04-27,202.0
2016-04-28,203.45
2016-04-29,202.95
2016-05-02,203.5
2016-05-03,200.5
2016-05-04,200.6
2016-05-05,203.4
2016-05-06,204.4
2016-05-09,205.0
2016-05-10,201.3
2016-05-11,196.2
2016-05-12,209.95
2016-05-13,211.8
2016-05-16,207.55
2016-05-17,201.05
2016-05-18,204.9
2016-05-19,210.95
2016-05-20,221.95
2016-05-23,226.4
2016-05-24,221.1
2016-05-25,222.75
2016-05-26,223.9
2016-05-27,231.35
2016-05-30,231.05
2016-05-31,234.65
2016-06-01,239.3
2016-06-02,235.45
2016-06-03,230.9
2016-06-06,231.85
2016-06-07,239.45
2016-06-08,238.1
2016-06-09,241.0
2016-06-10,238.65
2016-06-13,235.1
2016-06-14,235.65
2016-06-15,235.2
2016-06-16,232.5
2016-06-17,238.55
2016-06-20,235.5
2016-06-21,232.65
2016-06-22,231.2
2016-06-23,234.65
2016-06-24,233.4
2016-06-27,231.35
2016-06-28,231.45
2016-06-29,234.25
2016-06-30,236.6
2016-07-01,242.7
2016-07-04,238.2
2016-07-05,233.5
2016-07-07,229.85
2016-07-08,227.05
2016-07-11,238.4
2016-07-12,235.45
2016-07-13,230.2
2016-07-14,230.45
2016-07-15,226.85
2016-07-18,225.65
2016-07-19,222.25
2016-07-20,222.95
2016-07-21,216.0
2016-07-22,214.4
2016-07-25,212.9
2016-07-26,211.6
2016-07-27,213.65
2016-07-28,211.85
2016-07-29,212.95
2016-08-01,211.6
2016-08-02,210.85
2016-08-03,211.7
2016-08-04,211.85
2016-08-05,213.3
2016-08-08,212.35
2016-08-09,212.55
2016-08-10,208.4
2016-08-11,208.2
2016-08-12,209.05
2016-08-16,204.65
2016-08-17,211.35
2016-08-18,225.9
2016-08-19,227.95
2016-08-22,217.65
2016-08-23,212.85
2016-08-24,219.65
2016-08-25,214.5
2016-08-26,217.0
2016-08-29,218.1
2016-08-30,225.6
2016-08-31,223.55
2016-09-01,221.65
2016-09-02,219.0
2016-09-06,220.4
2016-09-07,219.65
2016-09-08,220.65
2016-09-09,222.1
2016-09-12,218.75
2016-09-14,226.9
2016-09-15,223.45
2016-09-16,223.85
2016-09-19,220.5
2016-09-20,219.25
2016-09-21,220.65
2016-09-22,223.45
2016-09-23,221.5
2016-09-26,218.5
2016-09-27,219.0
2016-09-28,218.45
2016-09-29,207.2
2016-09-30,208.3
2016-10-03,219.35
2016-10-04,216.75
2016-10-05,214.8
2016-10-06,212.3
2016-10-07,214.2
2016-10-10,215.95
2016-10-13,213.2
2016-10-14,214.8
2016-10-17,214.1
2016-10-18,225.85
2016-10-19,234.25
2016-10-20,254.1
2016-10-21,254.2
2016-10-24,270.1
2016-10-25,273.6
2016-10-26,264.3
2016-10-27,262.6
2016-10-28,262.6
2016-10-30,267.2
2016-11-01,261.4
2016-11-02,253.1
2016-11-03,248.7
2016-11-04,242.95
2016-11-07,252.35
2016-11-08,247.25
2016-11-09,238.95
2016-11-10,241.1
2016-11-11,234.25
2016-11-15,223.5
2016-11-16,223.65
2016-11-17,220.8
2016-11-18,222.05
2016-11-21,217.45
2016-11-22,221.2
2016-11-23,220.85
2016-11-24,214.2
2016-11-25,226.55
2016-11-28,231.25
2016-11-29,230.35
2016-11-30,223.65
2016-12-01,224.3
2016-12-02,223.0
2016-12-05,227.35
2016-12-06,226.0
2016-12-07,224.75
2016-12-08,228.85
2016-12-09,229.85
2016-12-12,243.2
2016-12-13,247.5
2016-12-14,237.7
2016-12-15,240.55
2016-12-16,237.75
2016-12-19,236.05
2016-12-20,230.8
2016-12-21,228.95
2016-12-22,229.9
2016-12-23,232.2
2016-12-26,229.85
2016-12-27,228.25
2016-12-28,232.1
2016-12-29,237.05
2016-12-30,240.45
