Date,NRBBEARING
2016-01-01,139.45
2016-01-04,137.25
2016-01-05,140.0
2016-01-06,142.75
2016-01-07,141.0
2016-01-08,139.8
2016-01-11,142.1
2016-01-12,142.95
2016-01-13,137.8
2016-01-14,132.45
2016-01-15,134.0
2016-01-18,127.0
2016-01-19,130.55
2016-01-20,128.3
2016-01-21,127.25
2016-01-22,128.8
2016-01-25,118.5
2016-01-27,118.85
2016-01-28,117.55
2016-01-29,118.5
2016-02-01,116.95
2016-02-02,115.55
2016-02-03,113.05
2016-02-04,112.55
2016-02-05,116.75
2016-02-08,112.6
2016-02-09,110.25
2016-02-10,115.55
2016-02-11,114.5
2016-02-12,115.0
2016-02-15,113.6
2016-02-16,111.8
2016-02-17,110.95
2016-02-18,109.35
2016-02-19,110.05
2016-02-22,112.65
2016-02-23,112.1
2016-02-24,111.0
2016-02-25,109.65
2016-02-26,110.0
2016-02-29,105.85
2016-03-01,108.3
2016-03-02,110.85
2016-03-03,112.6
2016-03-04,114.65
2016-03-08,116.45
2016-03-09,116.7
2016-03-10,114.8
2016-03-11,115.55
2016-03-14,116.15
2016-03-15,115.3
2016-03-16,115.95
2016-03-17,115.8
2016-03-18,115.9
2016-03-21,117.3
2016-03-22,118.4
2016-03-23,122.2
2016-03-28,122.0
2016-03-29,121.6
2016-03-30,122.65
2016-03-31,124.45
2016-04-01,127.35
2016-04-04,127.15
2016-04-05,128.05
2016-04-06,127.8
2016-04-07,129.55
2016-04-08,131.7
2016-04-11,129.1
2016-04-12,129.85
2016-04-13,129.6
2016-04-18,130.15
2016-04-20,128.1
2016-04-21,130.15
2016-04-22,130.35
2016-04-25,129.85
2016-04-26,129.95
2016-04-27,129.1
2016-04-28,123.5
2016-04-29,125.0
2016-05-02,123.7
2016-05-03,121.7
2016-05-04,120.7
2016-05-05,121.65
2016-05-06,121.0
2016-05-09,120.05
2016-05-10,119.8
2016-05-11,115.05
2016-05-12,116.0
2016-05-13,116.05
2016-05-16,116.0
2016-05-17,119.05
2016-05-18,119.6
2016-05-19,115.55
2016-05-20,115.15
2016-05-23,113.0
2016-05-24,112.95
2016-05-25,114.9
2016-05-26,115.75
2016-05-27,114.9
2016-05-30,114.45
2016-05-31,114.8
2016-06-01,114.1
2016-06-02,113.35
2016-06-03,113.95
2016-06-06,113.8
2016-06-07,113.95
2016-06-08,114.75
2016-06-09,113.05
2016-06-10,112.55
2016-06-13,111.9
2016-06-14,109.95
2016-06-15,109.75
2016-06-16,110.35
2016-06-17,111.45
2016-06-20,113.85
2016-06-21,113.4
2016-06-22,112.65
2016-06-23,110.6
2016-06-24,112.1
2016-06-27,115.3
2016-06-28,113.75
2016-06-29,116.6
2016-06-30,115.9
2016-07-01,116.7
2016-07-04,119.4
2016-07-05,118.15
2016-07-07,116.45
2016-07-08,114.75
2016-07-11,114.25
2016-07-12,114.3
2016-07-13,114.2
2016-07-14,115.65
2016-07-15,114.65
2016-07-18,113.0
2016-07-19,112.95
2016-07-20,112.95
2016-07-21,112.6
2016-07-22,113.0
2016-07-25,112.4
2016-07-26,112.3
2016-07-27,110.7
2016-07-28,112.7
2016-07-29,114.45
2016-08-01,113.8
2016-08-02,114.0
2016-08-03,114.0
2016-08-04,114.4
2016-08-05,113.2
2016-08-08,114.0
2016-08-09,114.55
2016-08-10,113.55
2016-08-11,115.4
2016-08-12,114.35
2016-08-16,115.0
2016-08-17,115.65
2016-08-18,118.75
2016-08-19,119.3
2016-08-22,118.85
2016-08-23,118.15
2016-08-24,118.45
2016-08-25,117.6
2016-08-26,117.95
2016-08-29,118.0
2016-08-30,118.35
2016-08-31,117.8
2016-09-01,117.1
2016-09-02,117.5
2016-09-06,118.8
2016-09-07,118.75
2016-09-08,119.7
2016-09-09,132.1
2016-09-12,126.9
2016-09-14,130.2
2016-09-15,130.85
2016-09-16,129.15
2016-09-19,129.75
2016-09-20,127.15
2016-09-21,131.05
2016-09-22,137.5
2016-09-23,138.95
2016-09-26,133.05
2016-09-27,131.5
2016-09-28,131.9
2016-09-29,123.8
2016-09-30,126.2
2016-10-03,135.0
2016-10-04,135.4
2016-10-05,133.5
2016-10-06,131.5
2016-10-07,132.25
2016-10-10,132.35
2016-10-13,126.85
2016-10-14,127.4
2016-10-17,126.25
2016-10-18,129.75
2016-10-19,128.3
2016-10-20,128.55
2016-10-21,131.45
2016-10-24,131.7
2016-10-25,130.35
2016-10-26,126.0
2016-10-27,125.5
2016-10-28,126.7
2016-10-30,127.9
2016-11-01,126.05
2016-11-02,125.55
2016-11-03,124.5
2016-11-04,120.15
2016-11-07,122.95
2016-11-08,123.35
2016-11-09,119.9
2016-11-10,123.15
2016-11-11,119.35
2016-11-15,110.05
2016-11-16,111.5
2016-11-17,110.05
2016-11-18,112.1
2016-11-21,107.7
2016-11-22,107.85
2016-11-23,110.9
2016-11-24,107.3
2016-11-25,108.75
2016-11-28,110.3
2016-11-29,110.5
2016-11-30,111.8
2016-12-01,111.6
2016-12-02,112.35
2016-12-05,112.1
2016-12-06,111.6
2016-12-07,110.85
2016-12-08,111.55
2016-12-09,111.25
2016-12-12,112.25
2016-12-13,110.55
2016-12-14,109.2
2016-12-15,110.7
2016-12-16,111.4
2016-12-19,109.25
2016-12-20,109.05
2016-12-21,106.75
2016-12-22,107.5
2016-12-23,107.45
2016-12-26,107.2
2016-12-27,106.4
2016-12-28,106.2
2016-12-29,106.3
2016-12-30,107.1
