Date,VINDHYATEL
2016-01-01,860.05
2016-01-04,840.4
2016-01-05,850.2
2016-01-06,849.35
2016-01-07,836.3
2016-01-08,836.6
2016-01-11,832.45
2016-01-12,813.95
2016-01-13,791.75
2016-01-14,780.9
2016-01-15,753.4
2016-01-18,719.7
2016-01-19,716.6
2016-01-20,667.5
2016-01-21,686.5
2016-01-22,723.9
2016-01-25,727.7
2016-01-27,730.95
2016-01-28,733.8
2016-01-29,752.5
2016-02-01,745.5
2016-02-02,728.5
2016-02-03,692.55
2016-02-04,688.5
2016-02-05,732.0
2016-02-08,737.7
2016-02-09,722.6
2016-02-10,665.05
2016-02-11,612.6
2016-02-12,601.75
2016-02-15,612.55
2016-02-16,561.95
2016-02-17,576.45
2016-02-18,579.1
2016-02-19,583.15
2016-02-22,622.35
2016-02-23,620.15
2016-02-24,593.05
2016-02-25,597.9
2016-02-26,585.6
2016-02-29,589.45
2016-03-01,613.8
2016-03-02,626.6
2016-03-03,608.2
2016-03-04,628.85
2016-03-08,643.15
2016-03-09,641.25
2016-03-10,653.35
2016-03-11,645.6
2016-03-14,635.4
2016-03-15,627.3
2016-03-16,627.75
2016-03-17,631.95
2016-03-18,638.8
2016-03-21,631.9
2016-03-22,651.45
2016-03-23,653.85
2016-03-28,645.4
2016-03-29,637.0
2016-03-30,635.95
2016-03-31,624.75
2016-04-01,628.95
2016-04-04,640.5
2016-04-05,626.35
2016-04-06,637.8
2016-04-07,642.25
2016-04-08,645.65
2016-04-11,677.7
2016-04-12,679.2
2016-04-13,692.15
2016-04-18,706.55
2016-04-20,705.7
2016-04-21,696.95
2016-04-22,691.55
2016-04-25,703.1
2016-04-26,695.05
2016-04-27,695.55
2016-04-28,688.75
2016-04-29,693.5
2016-05-02,689.45
2016-05-03,689.15
2016-05-04,662.6
2016-05-05,662.8
2016-05-06,649.85
2016-05-09,627.35
2016-05-10,626.9
2016-05-11,636.1
2016-05-12,653.05
2016-05-13,640.8
2016-05-16,645.1
2016-05-17,644.25
2016-05-18,641.65
2016-05-19,651.8
2016-05-20,633.15
2016-05-23,614.55
2016-05-24,614.15
2016-05-25,600.85
2016-05-26,590.4
2016-05-27,586.65
2016-05-30,591.45
2016-05-31,581.05
2016-06-01,582.5
2016-06-02,592.2
2016-06-03,584.5
2016-06-06,606.1
2016-06-07,612.45
2016-06-08,633.7
2016-06-09,626.25
2016-06-10,620.0
2016-06-13,623.3
2016-06-14,619.7
2016-06-15,618.8
2016-06-16,613.0
2016-06-17,612.65
2016-06-20,611.8
2016-06-21,601.75
2016-06-22,600.2
2016-06-23,596.25
2016-06-24,600.8
2016-06-27,629.05
2016-06-28,644.25
2016-06-29,671.0
2016-06-30,657.35
2016-07-01,644.15
2016-07-04,645.0
2016-07-05,637.45
2016-07-07,633.3
2016-07-08,631.55
2016-07-11,644.8
2016-07-12,630.0
2016-07-13,625.85
2016-07-14,629.7
2016-07-15,612.75
2016-07-18,604.4
2016-07-19,604.7
2016-07-20,620.05
2016-07-21,613.95
2016-07-22,615.75
2016-07-25,611.1
2016-07-26,601.3
2016-07-27,599.1
2016-07-28,593.4
2016-07-29,596.2
2016-08-01,594.65
2016-08-02,590.15
2016-08-03,579.7
2016-08-04,582.6
2016-08-05,600.65
2016-08-08,599.75
2016-08-09,594.2
2016-08-10,585.3
2016-08-11,587.95
2016-08-12,563.25
2016-08-16,559.5
2016-08-17,560.75
2016-08-18,549.2
2016-08-19,563.8
2016-08-22,565.65
2016-08-23,578.05
2016-08-24,596.55
2016-08-25,595.05
2016-08-26,580.2
2016-08-29,578.8
2016-08-30,577.35
2016-08-31,578.1
2016-09-01,571.15
2016-09-02,577.1
2016-09-06,580.0
2016-09-07,579.25
2016-09-08,595.1
2016-09-09,589.8
2016-09-12,582.0
2016-09-14,593.6
2016-09-15,593.3
2016-09-16,610.75
2016-09-19,620.65
2016-09-20,612.7
2016-09-21,607.95
2016-09-22,606.6
2016-09-23,603.15
2016-09-26,594.3
2016-09-27,589.0
2016-09-28,616.4
2016-09-29,582.35
2016-09-30,598.25
2016-10-03,612.45
2016-10-04,609.95
2016-10-05,645.8
2016-10-06,646.8
2016-10-07,651.4
2016-10-10,658.5
2016-10-13,646.7
2016-10-14,689.2
2016-10-17,682.9
2016-10-18,735.35
2016-10-19,712.65
2016-10-20,687.85
2016-10-21,698.65
2016-10-24,707.35
2016-10-25,726.7
2016-10-26,727.9
2016-10-27,721.85
2016-10-28,745.2
2016-10-30,756.1
2016-11-01,741.0
2016-11-02,710.6
2016-11-03,710.7
2016-11-04,686.45
2016-11-07,705.75
2016-11-08,694.1
2016-11-09,679.15
2016-11-10,691.9
2016-11-11,656.25
2016-11-15,608.1
2016-11-16,601.15
2016-11-17,602.85
2016-11-18,591.8
2016-11-21,573.85
2016-11-22,575.8
2016-11-23,586.75
2016-11-24,585.55
2016-11-25,598.15
2016-11-28,605.45
2016-11-29,606.8
2016-11-30,610.0
2016-12-01,622.1
2016-12-02,611.2
2016-12-05,599.9
2016-12-06,604.6
2016-12-07,593.15
2016-12-08,605.15
2016-12-09,617.7
2016-12-12,609.5
2016-12-13,605.75
2016-12-14,607.45
2016-12-15,605.9
2016-12-16,605.1
2016-12-19,600.45
2016-12-20,589.8
2016-12-21,595.25
2016-12-22,585.85
2016-12-23,589.9
2016-12-26,575.65
2016-12-27,579.2
2016-12-28,576.15
2016-12-29,597.25
2016-12-30,596.5
