Date,ASTEC
2016-01-01,253.6
2016-01-04,248.5
2016-01-05,250.85
2016-01-06,246.5
2016-01-07,235.35
2016-01-08,236.75
2016-01-11,233.3
2016-01-12,231.55
2016-01-13,225.55
2016-01-14,219.65
2016-01-15,211.95
2016-01-18,193.1
2016-01-19,198.8
2016-01-20,192.4
2016-01-21,191.55
2016-01-22,195.8
2016-01-25,202.0
2016-01-27,203.35
2016-01-28,201.1
2016-01-29,203.1
2016-02-01,183.45
2016-02-02,184.15
2016-02-03,182.55
2016-02-04,184.75
2016-02-05,188.95
2016-02-08,190.05
2016-02-09,187.1
2016-02-10,199.75
2016-02-11,197.0
2016-02-12,184.9
2016-02-15,190.85
2016-02-16,185.1
2016-02-17,186.05
2016-02-18,192.25
2016-02-19,186.55
2016-02-22,185.1
2016-02-23,188.6
2016-02-24,184.75
2016-02-25,185.3
2016-02-26,181.55
2016-02-29,177.55
2016-03-01,184.9
2016-03-02,187.6
2016-03-03,190.2
2016-03-04,198.1
2016-03-08,193.1
2016-03-09,195.55
2016-03-10,193.75
2016-03-11,198.3
2016-03-14,193.5
2016-03-15,190.9
2016-03-16,191.05
2016-03-17,191.1
2016-03-18,190.5
2016-03-21,190.4
2016-03-22,191.7
2016-03-23,196.75
2016-03-28,194.25
2016-03-29,194.85
2016-03-30,196.0
2016-03-31,197.7
2016-04-01,201.5
2016-04-04,208.2
2016-04-05,210.65
2016-04-06,206.6
2016-04-07,202.95
2016-04-08,203.95
2016-04-11,203.4
2016-04-12,204.65
2016-04-13,223.05
2016-04-18,222.2
2016-04-20,221.05
2016-04-21,218.4
2016-04-22,219.65
2016-04-25,224.85
2016-04-26,223.8
2016-04-27,220.5
2016-04-28,218.45
2016-04-29,224.25
2016-05-02,240.5
2016-05-03,223.8
2016-05-04,215.9
2016-05-05,211.4
2016-05-06,213.6
2016-05-09,222.65
2016-05-10,220.05
2016-05-11,237.55
2016-05-12,237.35
2016-05-13,242.0
2016-05-16,242.35
2016-05-17,238.7
2016-05-18,238.7
2016-05-19,233.25
2016-05-20,231.0
2016-05-23,229.65
2016-05-24,226.0
2016-05-25,229.8
2016-05-26,230.5
2016-05-27,234.4
2016-05-30,235.05
2016-05-31,240.25
2016-06-01,237.1
2016-06-02,241.3
2016-06-03,242.2
2016-06-06,242.65
2016-06-07,244.8
2016-06-08,293.75
2016-06-09,306.85
2016-06-10,303.3
2016-06-13,289.0
2016-06-14,299.75
2016-06-15,302.75
2016-06-16,296.0
2016-06-17,287.75
2016-06-20,296.15
2016-06-21,294.85
2016-06-22,293.6
2016-06-23,346.75
2016-06-24,389.55
2016-06-27,372.85
2016-06-28,370.65
2016-06-29,371.95
2016-06-30,368.4
2016-07-01,365.25
2016-07-04,359.35
2016-07-05,371.0
2016-07-07,363.15
2016-07-08,367.25
2016-07-11,365.2
2016-07-12,362.7
2016-07-13,354.4
2016-07-14,357.5
2016-07-15,352.35
2016-07-18,355.95
2016-07-19,354.65
2016-07-20,360.6
2016-07-21,352.3
2016-07-22,358.4
2016-07-25,387.35
2016-07-26,381.35
2016-07-27,376.1
2016-07-28,377.05
2016-07-29,368.85
2016-08-01,356.4
2016-08-02,354.1
2016-08-03,351.25
2016-08-04,351.1
2016-08-05,369.6
2016-08-08,374.7
2016-08-09,381.1
2016-08-10,373.05
2016-08-11,367.25
2016-08-12,367.25
2016-08-16,366.5
2016-08-17,364.05
2016-08-18,369.7
2016-08-19,378.65
2016-08-22,413.4
2016-08-23,424.55
2016-08-24,417.35
2016-08-25,422.45
2016-08-26,412.45
2016-08-29,417.45
2016-08-30,425.05
2016-08-31,420.95
2016-09-01,414.15
2016-09-02,417.95
2016-09-06,427.1
2016-09-07,422.55
2016-09-08,423.0
2016-09-09,424.4
2016-09-12,405.4
2016-09-14,416.7
2016-09-15,417.15
2016-09-16,414.5
2016-09-19,410.0
2016-09-20,415.0
2016-09-21,421.65
2016-09-22,420.75
2016-09-23,414.8
2016-09-26,408.0
2016-09-27,408.35
2016-09-28,412.65
2016-09-29,388.4
2016-09-30,411.65
2016-10-03,418.25
2016-10-04,413.5
2016-10-05,412.05
2016-10-06,406.95
2016-10-07,480.25
2016-10-10,455.1
2016-10-13,453.0
2016-10-14,445.3
2016-10-17,452.55
2016-10-18,458.35
2016-10-19,460.8
2016-10-20,466.05
2016-10-21,465.9
2016-10-24,464.45
2016-10-25,459.7
2016-10-26,462.85
2016-10-27,451.85
2016-10-28,542.2
2016-10-30,643.3
2016-11-01,624.15
2016-11-02,639.55
2016-11-03,640.0
2016-11-04,611.25
2016-11-07,610.05
2016-11-08,587.65
2016-11-09,588.85
2016-11-10,591.85
2016-11-11,567.2
2016-11-15,534.8
2016-11-16,526.3
2016-11-17,521.8
2016-11-18,521.1
2016-11-21,487.95
2016-11-22,511.0
2016-11-23,534.25
2016-11-24,542.25
2016-11-25,563.15
2016-11-28,581.3
2016-11-29,586.1
2016-11-30,595.3
2016-12-01,584.35
2016-12-02,579.5
2016-12-05,584.2
2016-12-06,595.35
2016-12-07,584.15
2016-12-08,589.55
2016-12-09,584.7
2016-12-12,587.85
2016-12-13,619.25
2016-12-14,604.95
2016-12-15,608.3
2016-12-16,617.8
2016-12-19,672.5
2016-12-20,678.9
2016-12-21,633.85
2016-12-22,613.05
2016-12-23,616.8
2016-12-26,590.8
2016-12-27,601.45
2016-12-28,611.9
2016-12-29,616.15
2016-12-30,618.55
