Date,EMAMILTD
2016-01-01,989.15
2016-01-04,995.4
2016-01-05,999.05
2016-01-06,977.65
2016-01-07,967.65
2016-01-08,972.1
2016-01-11,953.5
2016-01-12,960.05
2016-01-13,989.9
2016-01-14,1008.35
2016-01-15,989.15
2016-01-18,1000.85
2016-01-19,1013.55
2016-01-20,1005.55
2016-01-21,1004.95
2016-01-22,1010.05
2016-01-25,989.85
2016-01-27,992.0
2016-01-28,1011.15
2016-01-29,1007.65
2016-02-01,1033.8
2016-02-02,1033.4
2016-02-03,1032.35
2016-02-04,1037.35
2016-02-05,1027.5
2016-02-08,1052.8
2016-02-09,1061.05
2016-02-10,1034.25
2016-02-11,1027.3
2016-02-12,1059.3
2016-02-15,1041.3
2016-02-16,1039.55
2016-02-17,1036.05
2016-02-18,1014.4
2016-02-19,991.15
2016-02-22,988.6
2016-02-23,979.9
2016-02-24,980.75
2016-02-25,963.85
2016-02-26,968.15
2016-02-29,983.9
2016-03-01,999.95
2016-03-02,999.35
2016-03-03,995.2
2016-03-04,1002.55
2016-03-08,987.3
2016-03-09,977.85
2016-03-10,941.95
2016-03-11,939.95
2016-03-14,961.2
2016-03-15,950.3
2016-03-16,945.6
2016-03-17,938.2
2016-03-18,939.4
2016-03-21,948.85
2016-03-22,940.0
2016-03-23,930.1
2016-03-28,912.3
2016-03-29,915.4
2016-03-30,936.75
2016-03-31,932.3
2016-04-01,924.9
2016-04-04,956.3
2016-04-05,933.8
2016-04-06,933.45
2016-04-07,929.0
2016-04-08,954.9
2016-04-11,963.05
2016-04-12,970.9
2016-04-13,977.7
2016-04-18,979.25
2016-04-20,996.4
2016-04-21,1013.05
2016-04-22,1034.45
2016-04-25,1015.4
2016-04-26,993.85
2016-04-27,1007.4
2016-04-28,998.7
2016-04-29,1006.75
2016-05-02,979.9
2016-05-03,972.25
2016-05-04,965.9
2016-05-05,978.2
2016-05-06,1045.05
2016-05-09,1085.4
2016-05-10,1112.25
2016-05-11,1113.15
2016-05-12,1074.5
2016-05-13,1116.2
2016-05-16,1119.35
2016-05-17,1111.3
2016-05-18,1109.0
2016-05-19,1104.45
2016-05-20,1089.45
2016-05-23,1068.45
2016-05-24,1032.75
2016-05-25,1026.45
2016-05-26,1025.1
2016-05-27,1014.9
2016-05-30,1022.7
2016-05-31,1024.0
2016-06-01,1033.7
2016-06-02,1015.0
2016-06-03,1038.9
2016-06-06,1025.8
2016-06-07,1026.95
2016-06-08,1030.7
2016-06-09,1019.95
2016-06-10,1023.25
2016-06-13,1009.25
2016-06-14,990.1
2016-06-15,982.5
2016-06-16,1006.55
2016-06-17,1010.65
2016-06-20,1047.8
2016-06-21,1069.35
2016-06-22,1087.9
2016-06-23,1073.3
2016-06-24,1082.8
2016-06-27,1098.8
2016-06-28,1097.9
2016-06-29,1087.25
2016-06-30,1100.25
2016-07-01,1149.6
2016-07-04,1131.4
2016-07-05,1125.65
2016-07-07,1095.4
2016-07-08,1095.15
2016-07-11,1109.95
2016-07-12,1124.7
2016-07-13,1114.8
2016-07-14,1116.85
2016-07-15,1097.75
2016-07-18,1111.5
2016-07-19,1100.45
2016-07-20,1111.05
2016-07-21,1126.75
2016-07-22,1131.95
2016-07-25,1129.55
2016-07-26,1132.35
2016-07-27,1145.5
2016-07-28,1126.4
2016-07-29,1140.3
2016-08-01,1148.6
2016-08-02,1144.7
2016-08-03,1151.65
2016-08-04,1162.0
2016-08-05,1147.2
2016-08-08,1148.8
2016-08-09,1128.7
2016-08-10,1123.8
2016-08-11,1124.45
2016-08-12,1134.65
2016-08-16,1166.55
2016-08-17,1187.5
2016-08-18,1180.8
2016-08-19,1181.55
2016-08-22,1172.1
2016-08-23,1144.1
2016-08-24,1137.2
2016-08-25,1132.55
2016-08-26,1125.15
2016-08-29,1135.55
2016-08-30,1148.9
2016-08-31,1146.7
2016-09-01,1172.45
2016-09-02,1160.5
2016-09-06,1222.0
2016-09-07,1209.85
2016-09-08,1200.9
2016-09-09,1201.15
2016-09-12,1197.6
2016-09-14,1179.65
2016-09-15,1169.95
2016-09-16,1209.6
2016-09-19,1226.3
2016-09-20,1206.4
2016-09-21,1180.95
2016-09-22,1200.65
2016-09-23,1184.1
2016-09-26,1176.85
2016-09-27,1157.45
2016-09-28,1171.35
2016-09-29,1167.3
2016-09-30,1169.9
2016-10-03,1183.2
2016-10-04,1170.4
2016-10-05,1163.4
2016-10-06,1163.95
2016-10-07,1152.35
2016-10-10,1148.7
2016-10-13,1125.0
2016-10-14,1169.3
2016-10-17,1166.55
2016-10-18,1167.0
2016-10-19,1143.7
2016-10-20,1150.05
2016-10-21,1151.2
2016-10-24,1173.1
2016-10-25,1178.35
2016-10-26,1171.55
2016-10-27,1161.4
2016-10-28,1213.15
2016-10-30,1203.8
2016-11-01,1244.15
2016-11-02,1229.8
2016-11-03,1247.45
2016-11-04,1199.5
2016-11-07,1174.6
2016-11-08,1170.0
2016-11-09,1168.55
2016-11-10,1185.65
2016-11-11,1100.25
2016-11-15,1040.9
2016-11-16,1050.9
2016-11-17,1086.1
2016-11-18,1080.5
2016-11-21,1079.6
2016-11-22,1060.1
2016-11-23,1047.4
2016-11-24,1057.7
2016-11-25,1075.7
2016-11-28,1096.0
2016-11-29,1127.95
2016-11-30,1108.9
2016-12-01,1072.6
2016-12-02,1030.25
2016-12-05,1030.75
2016-12-06,1025.45
2016-12-07,1012.1
2016-12-08,1035.4
2016-12-09,1038.1
2016-12-12,1040.15
2016-12-13,1024.1
2016-12-14,1009.85
2016-12-15,1020.4
2016-12-16,1020.9
2016-12-19,1013.05
2016-12-20,1006.4
2016-12-21,987.9
2016-12-22,953.3
2016-12-23,961.15
2016-12-26,989.45
2016-12-27,979.35
2016-12-28,976.6
2016-12-29,970.35
2016-12-30,951.55
