Date,HINDMOTORS
2016-01-01,7.4
2016-01-04,7.4
2016-01-05,8.3
2016-01-06,7.8
2016-01-07,7.6
2016-01-08,7.6
2016-01-11,7.55
2016-01-12,7.35
2016-01-13,7.15
2016-01-14,6.95
2016-01-15,6.9
2016-01-18,6.65
2016-01-19,6.6
2016-01-20,6.3
2016-01-21,6.0
2016-01-22,6.15
2016-01-25,6.05
2016-01-27,6.1
2016-01-28,5.9
2016-01-29,5.75
2016-02-01,5.9
2016-02-02,5.85
2016-02-03,5.9
2016-02-04,5.75
2016-02-05,5.8
2016-02-08,5.8
2016-02-09,5.65
2016-02-10,5.5
2016-02-11,5.35
2016-02-12,5.35
2016-02-15,5.3
2016-02-16,5.25
2016-02-17,5.2
2016-02-18,5.05
2016-02-19,5.0
2016-02-22,5.1
2016-02-23,5.05
2016-02-24,5.0
2016-02-25,5.0
2016-02-26,4.95
2016-02-29,5.05
2016-03-01,4.95
2016-03-02,5.05
2016-03-03,5.2
2016-03-04,5.25
2016-03-08,5.25
2016-03-09,5.1
2016-03-10,5.1
2016-03-11,5.15
2016-03-14,5.0
2016-03-15,5.05
2016-03-16,5.05
2016-03-17,5.1
2016-03-18,5.05
2016-03-21,5.1
2016-03-22,5.25
2016-03-23,5.25
2016-03-28,5.0
2016-03-29,4.85
2016-03-30,5.3
2016-03-31,5.0
2016-04-01,5.2
2016-04-04,5.15
2016-04-05,5.15
2016-04-06,5.25
2016-04-07,5.15
2016-04-08,5.1
2016-04-11,5.1
2016-04-12,5.1
2016-04-13,5.35
2016-04-18,5.35
2016-04-20,5.4
2016-04-21,5.3
2016-04-22,5.25
2016-04-25,5.15
2016-04-26,5.2
2016-04-27,5.25
2016-04-28,5.25
2016-04-29,5.3
2016-05-02,5.2
2016-05-03,5.15
2016-05-04,5.1
2016-05-05,5.15
2016-05-06,5.15
2016-05-09,5.15
2016-05-10,5.15
2016-05-11,5.15
2016-05-12,5.15
2016-05-13,5.1
2016-05-16,5.05
2016-05-17,5.05
2016-05-18,5.0
2016-05-19,4.95
2016-05-20,4.85
2016-05-23,4.9
2016-05-24,4.85
2016-05-25,4.8
2016-05-26,4.75
2016-05-27,4.7
2016-05-30,4.8
2016-05-31,4.75
2016-06-01,4.75
2016-06-02,4.65
2016-06-03,4.65
2016-06-06,4.7
2016-06-07,4.7
2016-06-08,4.9
2016-06-09,4.75
2016-06-10,4.7
2016-06-13,4.85
2016-06-14,4.8
2016-06-15,4.85
2016-06-16,4.85
2016-06-17,4.85
2016-06-20,4.75
2016-06-21,4.7
2016-06-22,4.85
2016-06-23,4.7
2016-06-24,4.8
2016-06-27,4.9
2016-06-28,4.85
2016-06-29,4.85
2016-06-30,4.85
2016-07-01,4.85
2016-07-04,4.85
2016-07-05,4.95
2016-07-07,4.95
2016-07-08,4.95
2016-07-11,4.85
2016-07-12,4.85
2016-07-13,4.75
2016-07-14,4.8
2016-07-15,4.8
2016-07-18,4.85
2016-07-19,4.75
2016-07-20,4.75
2016-07-21,4.7
2016-07-22,4.85
2016-07-25,4.9
2016-07-26,4.9
2016-07-27,5.85
2016-07-28,6.95
2016-07-29,6.6
2016-08-01,6.7
2016-08-02,6.4
2016-08-03,6.1
2016-08-04,6.15
2016-08-05,5.95
2016-08-08,5.7
2016-08-09,5.6
2016-08-10,5.7
2016-08-11,5.6
2016-08-12,5.4
2016-08-16,5.2
2016-08-17,5.4
2016-08-18,5.5
2016-08-19,5.5
2016-08-22,5.45
2016-08-23,5.4
2016-08-24,5.6
2016-08-25,5.5
2016-08-26,5.45
2016-08-29,5.4
2016-08-30,5.45
2016-08-31,5.35
2016-09-01,5.4
2016-09-02,5.4
2016-09-06,5.35
2016-09-07,5.4
2016-09-08,6.4
2016-09-09,6.05
2016-09-12,6.35
2016-09-14,6.85
2016-09-15,6.7
2016-09-16,6.5
2016-09-19,6.5
2016-09-20,6.3
2016-09-21,6.3
2016-09-22,6.3
2016-09-23,6.3
2016-09-26,6.1
2016-09-27,6.35
2016-09-28,6.75
2016-09-29,6.05
2016-09-30,6.2
2016-10-03,6.65
2016-10-04,6.65
2016-10-05,6.6
2016-10-06,6.45
2016-10-07,6.65
2016-10-10,6.9
2016-10-13,6.6
2016-10-14,7.35
2016-10-17,8.25
2016-10-18,8.7
2016-10-19,8.95
2016-10-20,9.65
2016-10-21,9.45
2016-10-24,9.7
2016-10-25,10.4
2016-10-26,10.65
2016-10-27,9.65
2016-10-28,9.65
2016-10-30,9.9
2016-11-01,9.6
2016-11-02,8.9
2016-11-03,8.45
2016-11-04,8.3
2016-11-07,8.55
2016-11-08,8.5
2016-11-09,7.75
2016-11-10,8.15
2016-11-11,7.85
2016-11-15,7.05
2016-11-16,6.9
2016-11-17,6.85
2016-11-18,6.9
2016-11-21,6.75
2016-11-22,6.8
2016-11-23,6.65
2016-11-24,7.0
2016-11-25,7.15
2016-11-28,7.15
2016-11-29,6.9
2016-11-30,6.95
2016-12-01,6.95
2016-12-02,7.0
2016-12-05,7.0
2016-12-06,6.95
2016-12-07,7.15
2016-12-08,7.3
2016-12-09,7.25
2016-12-12,7.1
2016-12-13,7.1
2016-12-14,7.1
2016-12-15,7.05
2016-12-16,7.05
2016-12-19,6.95
2016-12-20,6.9
2016-12-21,7.0
2016-12-22,6.75
2016-12-23,6.85
2016-12-26,6.75
2016-12-27,6.9
2016-12-28,6.85
2016-12-29,6.9
2016-12-30,6.9
