Date,JAGRAN
2016-01-01,166.25
2016-01-04,164.7
2016-01-05,166.0
2016-01-06,168.35
2016-01-07,166.85
2016-01-08,168.65
2016-01-11,168.5
2016-01-12,168.5
2016-01-13,161.55
2016-01-14,160.15
2016-01-15,154.2
2016-01-18,152.1
2016-01-19,157.35
2016-01-20,158.1
2016-01-21,164.75
2016-01-22,163.75
2016-01-25,164.5
2016-01-27,164.4
2016-01-28,162.1
2016-01-29,161.9
2016-02-01,160.8
2016-02-02,156.95
2016-02-03,155.0
2016-02-04,156.25
2016-02-05,159.95
2016-02-08,160.3
2016-02-09,159.9
2016-02-10,159.9
2016-02-11,155.95
2016-02-12,154.3
2016-02-15,156.4
2016-02-16,155.3
2016-02-17,155.25
2016-02-18,151.55
2016-02-19,150.95
2016-02-22,150.05
2016-02-23,149.95
2016-02-24,150.0
2016-02-25,147.7
2016-02-26,147.9
2016-02-29,148.9
2016-03-01,157.15
2016-03-02,153.15
2016-03-03,159.0
2016-03-04,156.8
2016-03-08,155.5
2016-03-09,154.95
2016-03-10,154.05
2016-03-11,151.85
2016-03-14,149.0
2016-03-15,148.35
2016-03-16,146.1
2016-03-17,148.0
2016-03-18,146.9
2016-03-21,150.3
2016-03-22,153.6
2016-03-23,154.9
2016-03-28,151.2
2016-03-29,156.1
2016-03-30,162.45
2016-03-31,160.3
2016-04-01,158.6
2016-04-04,158.95
2016-04-05,158.65
2016-04-06,158.65
2016-04-07,157.3
2016-04-08,157.0
2016-04-11,158.95
2016-04-12,158.3
2016-04-13,160.95
2016-04-18,161.8
2016-04-20,170.6
2016-04-21,174.05
2016-04-22,170.5
2016-04-25,167.3
2016-04-26,162.8
2016-04-27,163.0
2016-04-28,163.35
2016-04-29,159.5
2016-05-02,163.25
2016-05-03,164.6
2016-05-04,166.7
2016-05-05,165.9
2016-05-06,163.4
2016-05-09,169.25
2016-05-10,169.5
2016-05-11,171.0
2016-05-12,172.3
2016-05-13,173.0
2016-05-16,170.15
2016-05-17,170.2
2016-05-18,168.8
2016-05-19,165.9
2016-05-20,170.0
2016-05-23,171.05
2016-05-24,172.55
2016-05-25,172.7
2016-05-26,170.8
2016-05-27,172.9
2016-05-30,174.8
2016-05-31,169.15
2016-06-01,170.2
2016-06-02,170.85
2016-06-03,170.35
2016-06-06,171.05
2016-06-07,171.35
2016-06-08,173.0
2016-06-09,172.85
2016-06-10,170.9
2016-06-13,169.6
2016-06-14,169.7
2016-06-15,171.2
2016-06-16,174.05
2016-06-17,169.9
2016-06-20,171.85
2016-06-21,172.95
2016-06-22,173.05
2016-06-23,170.05
2016-06-24,167.95
2016-06-27,170.0
2016-06-28,169.2
2016-06-29,171.85
2016-06-30,181.35
2016-07-01,179.45
2016-07-04,177.6
2016-07-05,178.0
2016-07-07,182.4
2016-07-08,184.3
2016-07-11,184.55
2016-07-12,183.7
2016-07-13,179.4
2016-07-14,178.9
2016-07-15,179.95
2016-07-18,178.9
2016-07-19,179.45
2016-07-20,180.0
2016-07-21,179.5
2016-07-22,178.8
2016-07-25,179.4
2016-07-26,178.75
2016-07-27,181.0
2016-07-28,181.0
2016-07-29,178.8
2016-08-01,180.05
2016-08-02,182.0
2016-08-03,181.55
2016-08-04,184.85
2016-08-05,181.25
2016-08-08,181.7
2016-08-09,182.7
2016-08-10,184.25
2016-08-11,183.6
2016-08-12,185.2
2016-08-16,182.1
2016-08-17,185.95
2016-08-18,185.1
2016-08-19,184.15
2016-08-22,183.75
2016-08-23,184.65
2016-08-24,186.2
2016-08-25,188.5
2016-08-26,186.9
2016-08-29,189.95
2016-08-30,189.3
2016-08-31,189.5
2016-09-01,197.9
2016-09-02,195.2
2016-09-06,195.3
2016-09-07,195.25
2016-09-08,205.95
2016-09-09,191.7
2016-09-12,187.95
2016-09-14,188.25
2016-09-15,190.6
2016-09-16,188.6
2016-09-19,188.95
2016-09-20,187.55
2016-09-21,190.0
2016-09-22,187.65
2016-09-23,188.1
2016-09-26,192.3
2016-09-27,192.25
2016-09-28,189.8
2016-09-29,183.75
2016-09-30,183.0
2016-10-03,190.85
2016-10-04,194.6
2016-10-05,204.55
2016-10-06,198.5
2016-10-07,201.45
2016-10-10,201.05
2016-10-13,200.6
2016-10-14,200.3
2016-10-17,200.25
2016-10-18,198.85
2016-10-19,204.6
2016-10-20,210.35
2016-10-21,205.95
2016-10-24,201.9
2016-10-25,198.95
2016-10-26,194.5
2016-10-27,196.5
2016-10-28,194.45
2016-10-30,198.35
2016-11-01,194.65
2016-11-02,195.0
2016-11-03,185.3
2016-11-04,184.05
2016-11-07,186.0
2016-11-08,188.0
2016-11-09,185.6
2016-11-10,186.9
2016-11-11,181.6
2016-11-15,179.05
2016-11-16,174.6
2016-11-17,174.35
2016-11-18,173.25
2016-11-21,170.8
2016-11-22,169.9
2016-11-23,172.0
2016-11-24,169.25
2016-11-25,169.5
2016-11-28,172.0
2016-11-29,171.7
2016-11-30,175.35
2016-12-01,177.25
2016-12-02,172.9
2016-12-05,172.05
2016-12-06,170.8
2016-12-07,169.65
2016-12-08,170.95
2016-12-09,173.35
2016-12-12,173.3
2016-12-13,169.95
2016-12-14,167.55
2016-12-15,163.8
2016-12-16,165.35
2016-12-19,168.85
2016-12-20,169.55
2016-12-21,169.65
2016-12-22,168.75
2016-12-23,168.2
2016-12-26,165.55
2016-12-27,165.55
2016-12-28,168.35
2016-12-29,173.35
2016-12-30,179.4
