Date,APCOTEXIND
2016-01-01,237.05
2016-01-04,230.2
2016-01-05,233.15
2016-01-06,235.55
2016-01-07,228.2
2016-01-08,229.3
2016-01-11,228.6
2016-01-12,225.65
2016-01-13,217.85
2016-01-14,214.95
2016-01-15,210.2
2016-01-18,198.6
2016-01-19,198.7
2016-01-20,193.75
2016-01-21,188.6
2016-01-22,192.8
2016-01-25,192.9
2016-01-27,192.75
2016-01-28,205.55
2016-01-29,204.45
2016-02-01,203.2
2016-02-02,203.1
2016-02-03,198.1
2016-02-04,198.45
2016-02-05,204.15
2016-02-08,203.25
2016-02-09,201.65
2016-02-10,200.5
2016-02-11,190.9
2016-02-12,185.3
2016-02-15,196.9
2016-02-16,193.75
2016-02-17,197.85
2016-02-18,193.95
2016-02-19,195.85
2016-02-22,196.55
2016-02-23,196.15
2016-02-24,188.6
2016-02-25,188.95
2016-02-26,189.85
2016-02-29,186.2
2016-03-01,193.05
2016-03-02,199.1
2016-03-03,201.7
2016-03-04,204.0
2016-03-08,202.05
2016-03-09,203.6
2016-03-10,201.4
2016-03-11,200.4
2016-03-14,201.35
2016-03-15,201.05
2016-03-16,195.25
2016-03-17,197.55
2016-03-18,196.1
2016-03-21,199.55
2016-03-22,202.45
2016-03-23,227.55
2016-03-28,221.15
2016-03-29,214.9
2016-03-30,214.8
2016-03-31,213.9
2016-04-01,217.7
2016-04-04,218.6
2016-04-05,218.45
2016-04-06,216.55
2016-04-07,211.85
2016-04-08,209.85
2016-04-11,211.6
2016-04-12,213.0
2016-04-13,214.05
2016-04-18,214.3
2016-04-20,253.4
2016-04-21,259.55
2016-04-22,262.45
2016-04-25,270.5
2016-04-26,278.9
2016-04-27,277.45
2016-04-28,283.4
2016-04-29,284.55
2016-05-02,280.8
2016-05-03,282.95
2016-05-04,279.45
2016-05-05,276.4
2016-05-06,281.1
2016-05-09,290.7
2016-05-10,291.15
2016-05-11,287.0
2016-05-12,288.45
2016-05-13,288.75
2016-05-16,299.8
2016-05-17,291.85
2016-05-18,287.1
2016-05-19,286.95
2016-05-20,282.55
2016-05-23,282.3
2016-05-24,278.65
2016-05-25,275.4
2016-05-26,278.35
2016-05-27,283.6
2016-05-30,290.75
2016-05-31,327.45
2016-06-01,348.85
2016-06-02,352.6
2016-06-03,355.65
2016-06-06,377.5
2016-06-07,380.6
2016-06-08,373.4
2016-06-09,363.55
2016-06-10,350.5
2016-06-13,345.7
2016-06-14,361.6
2016-06-15,366.4
2016-06-16,355.4
2016-06-17,363.95
2016-06-20,348.8
2016-06-21,348.15
2016-06-22,338.7
2016-06-23,344.15
2016-06-24,350.55
2016-06-27,351.05
2016-06-28,350.3
2016-06-29,358.0
2016-06-30,379.15
2016-07-01,383.7
2016-07-04,378.8
2016-07-05,374.7
2016-07-07,374.7
2016-07-08,372.15
2016-07-11,367.7
2016-07-12,363.9
2016-07-13,359.75
2016-07-14,361.2
2016-07-15,360.15
2016-07-18,361.55
2016-07-19,357.0
2016-07-20,363.05
2016-07-21,370.75
2016-07-22,402.15
2016-07-25,411.75
2016-07-26,396.9
2016-07-27,403.25
2016-07-28,429.2
2016-07-29,407.8
2016-08-01,402.55
2016-08-02,407.0
2016-08-03,398.35
2016-08-04,391.75
2016-08-05,396.4
2016-08-08,421.65
2016-08-09,418.05
2016-08-10,413.85
2016-08-11,365.6
2016-08-12,363.15
2016-08-16,361.5
2016-08-17,368.1
2016-08-18,380.15
2016-08-19,399.75
2016-08-22,397.4
2016-08-23,391.45
2016-08-24,385.1
2016-08-25,380.95
2016-08-26,384.25
2016-08-29,388.45
2016-08-30,386.45
2016-08-31,382.85
2016-09-01,375.9
2016-09-02,375.95
2016-09-06,380.15
2016-09-07,383.3
2016-09-08,379.4
2016-09-09,374.6
2016-09-12,364.55
2016-09-14,363.4
2016-09-15,364.3
2016-09-16,378.75
2016-09-19,375.75
2016-09-20,396.85
2016-09-21,388.1
2016-09-22,386.6
2016-09-23,383.15
2016-09-26,379.9
2016-09-27,378.95
2016-09-28,400.0
2016-09-29,371.2
2016-09-30,376.85
2016-10-03,385.15
2016-10-04,382.85
2016-10-05,380.35
2016-10-06,377.1
2016-10-07,377.9
2016-10-10,372.9
2016-10-13,363.85
2016-10-14,365.75
2016-10-17,361.5
2016-10-18,372.85
2016-10-19,381.8
2016-10-20,381.75
2016-10-21,382.35
2016-10-24,367.65
2016-10-25,368.85
2016-10-26,363.7
2016-10-27,365.35
2016-10-28,370.05
2016-10-30,375.45
2016-11-01,368.35
2016-11-02,365.3
2016-11-03,362.95
2016-11-04,361.55
2016-11-07,331.3
2016-11-08,334.65
2016-11-09,335.15
2016-11-10,333.0
2016-11-11,334.7
2016-11-15,321.0
2016-11-16,317.3
2016-11-17,308.7
2016-11-18,316.55
2016-11-21,306.9
2016-11-22,306.75
2016-11-23,315.2
2016-11-24,319.6
2016-11-25,322.25
2016-11-28,319.2
2016-11-29,321.25
2016-11-30,327.2
2016-12-01,330.75
2016-12-02,328.15
2016-12-05,326.1
2016-12-06,327.15
2016-12-07,321.55
2016-12-08,322.25
2016-12-09,318.95
2016-12-12,311.35
2016-12-13,311.2
2016-12-14,315.1
2016-12-15,313.1
2016-12-16,309.8
2016-12-19,309.9
2016-12-20,305.65
2016-12-21,300.15
2016-12-22,295.35
2016-12-23,291.2
2016-12-26,287.5
2016-12-27,291.9
2016-12-28,296.55
2016-12-29,297.15
2016-12-30,305.15
