Date,KIRLOSIND
2016-01-01,656.6
2016-01-04,659.6
2016-01-05,664.4
2016-01-06,659.45
2016-01-07,638.45
2016-01-08,641.5
2016-01-11,643.0
2016-01-12,623.25
2016-01-13,605.0
2016-01-14,637.6
2016-01-15,637.0
2016-01-18,632.3
2016-01-19,609.1
2016-01-20,594.05
2016-01-21,599.75
2016-01-22,599.2
2016-01-25,608.0
2016-01-27,596.15
2016-01-28,600.2
2016-01-29,600.25
2016-02-01,623.3
2016-02-02,604.1
2016-02-03,595.05
2016-02-04,604.4
2016-02-05,591.25
2016-02-08,610.65
2016-02-09,586.0
2016-02-10,595.75
2016-02-11,591.75
2016-02-12,571.9
2016-02-15,600.0
2016-02-16,599.5
2016-02-17,561.55
2016-02-18,566.5
2016-02-19,562.1
2016-02-22,575.6
2016-02-23,571.05
2016-02-24,593.0
2016-02-25,568.45
2016-02-26,562.0
2016-02-29,565.2
2016-03-01,573.75
2016-03-02,580.0
2016-03-03,582.05
2016-03-04,594.85
2016-03-08,606.75
2016-03-09,621.0
2016-03-10,602.4
2016-03-11,636.85
2016-03-14,644.8
2016-03-15,642.65
2016-03-16,635.45
2016-03-17,630.35
2016-03-18,642.8
2016-03-21,623.9
2016-03-22,602.55
2016-03-23,612.85
2016-03-28,624.3
2016-03-29,613.0
2016-03-30,608.0
2016-03-31,606.9
2016-04-01,597.9
2016-04-04,594.15
2016-04-05,595.0
2016-04-06,602.1
2016-04-07,602.6
2016-04-08,595.35
2016-04-11,613.55
2016-04-12,603.55
2016-04-13,608.05
2016-04-18,635.0
2016-04-20,631.85
2016-04-21,636.1
2016-04-22,623.55
2016-04-25,628.85
2016-04-26,624.0
2016-04-27,633.2
2016-04-28,626.85
2016-04-29,625.05
2016-05-02,641.1
2016-05-03,624.6
2016-05-04,623.2
2016-05-05,615.85
2016-05-06,633.0
2016-05-09,627.95
2016-05-10,627.7
2016-05-11,597.9
2016-05-12,606.35
2016-05-13,613.0
2016-05-16,625.0
2016-05-17,625.05
2016-05-18,625.85
2016-05-19,630.0
2016-05-20,628.9
2016-05-23,625.0
2016-05-24,635.35
2016-05-25,645.45
2016-05-26,642.55
2016-05-27,647.7
2016-05-30,656.0
2016-05-31,654.8
2016-06-01,662.0
2016-06-02,653.95
2016-06-03,648.25
2016-06-06,671.1
2016-06-07,673.05
2016-06-08,674.8
2016-06-09,695.65
2016-06-10,730.4
2016-06-13,718.0
2016-06-14,712.0
2016-06-15,719.0
2016-06-16,712.05
2016-06-17,710.75
2016-06-20,720.0
2016-06-21,708.5
2016-06-22,700.0
2016-06-23,688.0
2016-06-24,674.2
2016-06-27,690.0
2016-06-28,682.45
2016-06-29,681.95
2016-06-30,677.65
2016-07-01,692.3
2016-07-04,711.9
2016-07-05,710.65
2016-07-07,713.0
2016-07-08,715.9
2016-07-11,710.9
2016-07-12,697.0
2016-07-13,705.15
2016-07-14,716.05
2016-07-15,710.1
2016-07-18,703.25
2016-07-19,698.9
2016-07-20,701.3
2016-07-21,712.8
2016-07-22,719.15
2016-07-25,717.0
2016-07-26,721.2
2016-07-27,718.9
2016-07-28,721.05
2016-07-29,723.2
2016-08-01,733.25
2016-08-02,722.05
2016-08-03,732.4
2016-08-04,726.0
2016-08-05,744.7
2016-08-08,748.0
2016-08-09,750.0
2016-08-10,749.6
2016-08-11,710.65
2016-08-12,736.3
2016-08-16,748.6
2016-08-17,764.2
2016-08-18,764.35
2016-08-19,775.1
2016-08-22,804.75
2016-08-23,845.0
2016-08-24,905.05
2016-08-25,970.1
2016-08-26,1019.1
2016-08-29,1029.85
2016-08-30,1014.6
2016-08-31,1016.0
2016-09-01,1022.9
2016-09-02,1005.9
2016-09-06,1004.65
2016-09-07,995.7
2016-09-08,1002.5
2016-09-09,985.0
2016-09-12,962.45
2016-09-14,924.5
2016-09-15,918.4
2016-09-16,922.5
2016-09-19,901.85
2016-09-20,874.1
2016-09-21,874.8
2016-09-22,866.05
2016-09-23,867.15
2016-09-26,870.0
2016-09-27,860.85
2016-09-28,878.9
2016-09-29,865.6
2016-09-30,860.35
2016-10-03,865.25
2016-10-04,867.45
2016-10-05,856.2
2016-10-06,851.15
2016-10-07,863.9
2016-10-10,854.0
2016-10-13,876.4
2016-10-14,882.95
2016-10-17,930.55
2016-10-18,947.25
2016-10-19,930.05
2016-10-20,889.3
2016-10-21,902.3
2016-10-24,874.35
2016-10-25,901.2
2016-10-26,875.75
2016-10-27,877.4
2016-10-28,896.35
2016-10-30,898.5
2016-11-01,896.55
2016-11-02,885.15
2016-11-03,857.9
2016-11-04,853.65
2016-11-07,850.85
2016-11-08,859.85
2016-11-09,833.65
2016-11-10,854.15
2016-11-11,860.25
2016-11-15,817.1
2016-11-16,846.85
2016-11-17,815.6
2016-11-18,809.75
2016-11-21,816.05
2016-11-22,759.3
2016-11-23,772.7
2016-11-24,794.15
2016-11-25,820.2
2016-11-28,840.35
2016-11-29,850.45
2016-11-30,827.6
2016-12-01,820.95
2016-12-02,853.75
2016-12-05,829.55
2016-12-06,830.0
2016-12-07,809.7
2016-12-08,837.95
2016-12-09,850.5
2016-12-12,844.95
2016-12-13,839.75
2016-12-14,811.75
2016-12-15,793.85
2016-12-16,811.7
2016-12-19,817.5
2016-12-20,823.0
2016-12-21,828.2
2016-12-22,825.6
2016-12-23,807.85
2016-12-26,810.0
2016-12-27,819.45
2016-12-28,819.5
2016-12-29,819.0
2016-12-30,849.95
