Date,GEPIL
2016-01-01,695.2
2016-01-04,689.8
2016-01-05,684.2
2016-01-06,681.9
2016-01-07,680.0
2016-01-08,683.3
2016-01-11,674.05
2016-01-12,654.0
2016-01-13,641.0
2016-01-14,627.5
2016-01-15,627.5
2016-01-18,615.9
2016-01-19,609.05
2016-01-20,604.0
2016-01-21,616.15
2016-01-22,641.7
2016-01-25,654.7
2016-01-27,645.55
2016-01-28,635.45
2016-01-29,640.4
2016-02-01,640.4
2016-02-02,642.45
2016-02-03,637.6
2016-02-04,641.2
2016-02-05,632.1
2016-02-08,630.3
2016-02-09,620.25
2016-02-10,643.8
2016-02-11,610.55
2016-02-12,599.85
2016-02-15,615.3
2016-02-16,588.3
2016-02-17,597.2
2016-02-18,596.75
2016-02-19,592.15
2016-02-22,594.8
2016-02-23,576.85
2016-02-24,560.85
2016-02-25,569.2
2016-02-26,563.5
2016-02-29,562.0
2016-03-01,578.4
2016-03-02,579.15
2016-03-03,576.25
2016-03-04,577.85
2016-03-08,587.7
2016-03-09,580.05
2016-03-10,567.75
2016-03-11,586.7
2016-03-14,602.45
2016-03-15,590.0
2016-03-16,609.3
2016-03-17,580.95
2016-03-18,571.3
2016-03-21,580.9
2016-03-22,593.5
2016-03-23,588.35
2016-03-28,577.6
2016-03-29,582.65
2016-03-30,599.5
2016-03-31,607.45
2016-04-01,613.8
2016-04-04,628.3
2016-04-05,630.8
2016-04-06,631.7
2016-04-07,637.1
2016-04-08,642.5
2016-04-11,633.65
2016-04-12,635.35
2016-04-13,631.25
2016-04-18,631.05
2016-04-20,617.6
2016-04-21,623.95
2016-04-22,615.35
2016-04-25,621.35
2016-04-26,629.85
2016-04-27,635.4
2016-04-28,619.05
2016-04-29,633.6
2016-05-02,624.55
2016-05-03,615.9
2016-05-04,612.3
2016-05-05,609.1
2016-05-06,610.45
2016-05-09,611.0
2016-05-10,610.25
2016-05-11,615.8
2016-05-12,617.85
2016-05-13,600.2
2016-05-16,611.75
2016-05-17,617.7
2016-05-18,611.4
2016-05-19,610.1
2016-05-20,607.1
2016-05-23,610.45
2016-05-24,621.25
2016-05-25,611.45
2016-05-26,613.0
2016-05-27,614.65
2016-05-30,613.0
2016-05-31,613.3
2016-06-01,613.8
2016-06-02,613.25
2016-06-03,616.8
2016-06-06,629.5
2016-06-07,633.15
2016-06-08,624.15
2016-06-09,617.05
2016-06-10,620.25
2016-06-13,620.45
2016-06-14,620.05
2016-06-15,621.0
2016-06-16,620.25
2016-06-17,616.05
2016-06-20,610.35
2016-06-21,610.2
2016-06-22,618.2
2016-06-23,609.8
2016-06-24,596.95
2016-06-27,609.75
2016-06-28,610.0
2016-06-29,621.4
2016-06-30,621.3
2016-07-01,617.2
2016-07-04,620.85
2016-07-05,628.8
2016-07-07,636.8
2016-07-08,627.3
2016-07-11,641.1
2016-07-12,642.7
2016-07-13,647.45
2016-07-14,652.75
2016-07-15,640.25
2016-07-18,638.5
2016-07-19,634.95
2016-07-20,638.7
2016-07-21,632.85
2016-07-22,628.15
2016-07-25,631.65
2016-07-26,628.25
2016-07-27,624.85
2016-07-28,626.8
2016-07-29,619.15
2016-08-01,613.45
2016-08-02,612.0
2016-08-03,610.15
2016-08-04,612.55
2016-08-05,602.5
2016-08-08,618.5
2016-08-09,621.15
2016-08-10,617.95
2016-08-11,614.1
2016-08-12,605.7
2016-08-16,615.1
2016-08-17,615.7
2016-08-18,608.5
2016-08-19,607.45
2016-08-22,610.85
2016-08-23,601.45
2016-08-24,597.95
2016-08-25,599.25
2016-08-26,600.15
2016-08-29,609.65
2016-08-30,607.2
2016-08-31,613.8
2016-09-01,603.65
2016-09-02,598.55
2016-09-06,593.4
2016-09-07,588.35
2016-09-08,584.05
2016-09-09,578.35
2016-09-12,575.1
2016-09-14,560.4
2016-09-15,565.85
2016-09-16,568.25
2016-09-19,560.55
2016-09-20,558.4
2016-09-21,571.05
2016-09-22,570.6
2016-09-23,575.8
2016-09-26,577.2
2016-09-27,569.85
2016-09-28,569.05
2016-09-29,555.15
2016-09-30,550.7
2016-10-03,547.8
2016-10-04,542.95
2016-10-05,538.85
2016-10-06,539.4
2016-10-07,542.35
2016-10-10,532.7
2016-10-13,524.0
2016-10-14,517.0
2016-10-17,512.5
2016-10-18,508.3
2016-10-19,499.1
2016-10-20,505.95
2016-10-21,508.6
2016-10-24,512.2
2016-10-25,510.95
2016-10-26,513.5
2016-10-27,510.5
2016-10-28,513.45
2016-10-30,515.9
2016-11-01,532.05
2016-11-02,521.8
2016-11-03,511.9
2016-11-04,507.75
2016-11-07,500.25
2016-11-08,500.7
2016-11-09,492.5
2016-11-10,496.6
2016-11-11,483.3
2016-11-15,465.2
2016-11-16,464.75
2016-11-17,470.6
2016-11-18,461.25
2016-11-21,451.4
2016-11-22,455.7
2016-11-23,477.55
2016-11-24,476.8
2016-11-25,485.35
2016-11-28,471.5
2016-11-29,466.95
2016-11-30,469.25
2016-12-01,477.45
2016-12-02,468.8
2016-12-05,480.2
2016-12-06,490.2
2016-12-07,493.7
2016-12-08,490.75
2016-12-09,486.05
2016-12-12,487.6
2016-12-13,488.35
2016-12-14,479.95
2016-12-15,485.55
2016-12-16,482.45
2016-12-19,475.1
2016-12-20,467.15
2016-12-21,467.4
2016-12-22,459.4
2016-12-23,467.9
2016-12-26,456.35
2016-12-27,461.7
2016-12-28,455.6
2016-12-29,456.45
2016-12-30,478.45
