Date,INVENTURE
2016-01-01,13.45
2016-01-04,13.5
2016-01-05,13.5
2016-01-06,13.8
2016-01-07,13.25
2016-01-08,13.7
2016-01-11,13.8
2016-01-12,13.55
2016-01-13,13.1
2016-01-14,12.95
2016-01-15,12.6
2016-01-18,12.6
2016-01-19,12.55
2016-01-20,12.55
2016-01-21,12.55
2016-01-22,12.55
2016-01-25,13.0
2016-01-27,13.0
2016-01-28,12.55
2016-01-29,12.5
2016-02-01,12.55
2016-02-02,12.45
2016-02-03,12.15
2016-02-04,12.4
2016-02-05,12.4
2016-02-08,12.05
2016-02-09,12.3
2016-02-10,11.75
2016-02-11,12.1
2016-02-12,11.25
2016-02-15,12.85
2016-02-16,12.25
2016-02-17,12.25
2016-02-18,13.05
2016-02-19,12.95
2016-02-22,12.5
2016-02-23,12.5
2016-02-24,13.15
2016-02-25,12.9
2016-02-26,12.5
2016-02-29,12.9
2016-03-01,13.0
2016-03-02,12.7
2016-03-03,13.25
2016-03-04,12.5
2016-03-08,12.55
2016-03-09,12.25
2016-03-10,12.25
2016-03-11,12.75
2016-03-14,12.6
2016-03-15,12.8
2016-03-16,12.65
2016-03-17,12.6
2016-03-18,12.7
2016-03-21,12.5
2016-03-22,12.55
2016-03-23,12.15
2016-03-28,12.5
2016-03-29,11.65
2016-03-30,11.8
2016-03-31,11.05
2016-04-01,11.1
2016-04-04,11.9
2016-04-05,12.4
2016-04-06,13.5
2016-04-07,13.85
2016-04-08,13.95
2016-04-11,14.0
2016-04-12,13.8
2016-04-13,13.9
2016-04-18,14.0
2016-04-20,13.9
2016-04-21,14.0
2016-04-22,13.65
2016-04-25,13.65
2016-04-26,13.75
2016-04-27,14.0
2016-04-28,13.5
2016-04-29,13.45
2016-05-02,16.1
2016-05-03,16.2
2016-05-04,16.4
2016-05-05,16.6
2016-05-06,16.85
2016-05-09,17.35
2016-05-10,17.4
2016-05-11,16.4
2016-05-12,17.1
2016-05-13,16.6
2016-05-16,18.35
2016-05-17,20.0
2016-05-18,20.25
2016-05-19,21.2
2016-05-20,23.75
2016-05-23,23.5
2016-05-24,24.5
2016-05-25,26.6
2016-05-26,25.95
2016-05-27,24.0
2016-05-30,23.3
2016-05-31,21.5
2016-06-01,19.55
2016-06-02,18.6
2016-06-03,19.05
2016-06-06,18.7
2016-06-07,17.8
2016-06-08,17.1
2016-06-09,17.4
2016-06-10,17.5
2016-06-13,16.65
2016-06-14,16.85
2016-06-15,17.65
2016-06-16,18.5
2016-06-17,18.2
2016-06-20,17.75
2016-06-21,18.6
2016-06-22,18.85
2016-06-23,18.5
2016-06-24,18.15
2016-06-27,18.05
2016-06-28,18.0
2016-06-29,17.55
2016-06-30,17.7
2016-07-01,18.3
2016-07-04,18.25
2016-07-05,18.45
2016-07-07,19.0
2016-07-08,19.75
2016-07-11,20.5
2016-07-12,20.45
2016-07-13,20.75
2016-07-14,20.45
2016-07-15,19.5
2016-07-18,19.1
2016-07-19,18.6
2016-07-20,18.65
2016-07-21,19.3
2016-07-22,18.0
2016-07-25,18.35
2016-07-26,18.0
2016-07-27,16.95
2016-07-28,17.25
2016-07-29,17.35
2016-08-01,17.5
2016-08-02,18.15
2016-08-03,17.7
2016-08-04,17.95
2016-08-05,18.4
2016-08-08,17.95
2016-08-09,17.6
2016-08-10,16.65
2016-08-11,16.35
2016-08-12,19.6
2016-08-16,21.6
2016-08-17,21.9
2016-08-18,21.75
2016-08-19,20.75
2016-08-22,19.9
2016-08-23,19.35
2016-08-24,18.95
2016-08-25,19.1
2016-08-26,18.65
2016-08-29,18.7
2016-08-30,19.0
2016-08-31,18.45
2016-09-01,18.9
2016-09-02,18.8
2016-09-06,18.3
2016-09-07,18.0
2016-09-08,17.5
2016-09-09,17.3
2016-09-12,17.25
2016-09-14,17.15
2016-09-15,17.5
2016-09-16,17.5
2016-09-19,17.05
2016-09-20,17.25
2016-09-21,17.2
2016-09-22,17.05
2016-09-23,17.4
2016-09-26,17.0
2016-09-27,16.9
2016-09-28,16.75
2016-09-29,16.05
2016-09-30,16.85
2016-10-03,16.85
2016-10-04,16.5
2016-10-05,16.55
2016-10-06,17.2
2016-10-07,17.55
2016-10-10,17.8
2016-10-13,18.0
2016-10-14,18.6
2016-10-17,18.3
2016-10-18,18.0
2016-10-19,18.0
2016-10-20,18.0
2016-10-21,17.2
2016-10-24,18.0
2016-10-25,18.05
2016-10-26,17.75
2016-10-27,17.8
2016-10-28,19.15
2016-10-30,18.2
2016-11-01,18.65
2016-11-02,18.45
2016-11-03,17.7
2016-11-04,17.9
2016-11-07,17.85
2016-11-08,17.8
2016-11-09,16.35
2016-11-10,17.25
2016-11-11,16.4
2016-11-15,16.0
2016-11-16,15.85
2016-11-17,13.7
2016-11-18,14.45
2016-11-21,12.85
2016-11-22,13.0
2016-11-23,13.15
2016-11-24,12.85
2016-11-25,13.0
2016-11-28,13.1
2016-11-29,13.65
2016-11-30,14.9
2016-12-01,15.75
2016-12-02,15.3
2016-12-05,16.15
2016-12-06,15.9
2016-12-07,14.9
2016-12-08,15.65
2016-12-09,15.15
2016-12-12,15.0
2016-12-13,16.35
2016-12-14,16.15
2016-12-15,15.55
2016-12-16,15.15
2016-12-19,14.7
2016-12-20,14.1
2016-12-21,15.15
2016-12-22,14.4
2016-12-23,14.85
2016-12-26,14.25
2016-12-27,14.6
2016-12-28,14.65
2016-12-29,14.7
2016-12-30,14.6
