Date,SURYALAXMI
2016-01-01,124.15
2016-01-04,121.05
2016-01-05,123.05
2016-01-06,128.15
2016-01-07,120.7
2016-01-08,121.05
2016-01-11,121.05
2016-01-12,120.05
2016-01-13,110.4
2016-01-14,107.7
2016-01-15,102.25
2016-01-18,100.05
2016-01-19,102.05
2016-01-20,98.7
2016-01-21,100.2
2016-01-22,104.45
2016-01-25,104.9
2016-01-27,115.4
2016-01-28,114.05
2016-01-29,114.15
2016-02-01,113.0
2016-02-02,115.6
2016-02-03,109.8
2016-02-04,107.2
2016-02-05,108.6
2016-02-08,108.5
2016-02-09,106.2
2016-02-10,104.5
2016-02-11,93.9
2016-02-12,89.65
2016-02-15,98.95
2016-02-16,95.55
2016-02-17,93.0
2016-02-18,93.0
2016-02-19,91.65
2016-02-22,94.8
2016-02-23,92.05
2016-02-24,90.55
2016-02-25,91.0
2016-02-26,90.3
2016-02-29,90.8
2016-03-01,93.95
2016-03-02,95.95
2016-03-03,97.6
2016-03-04,95.7
2016-03-08,95.1
2016-03-09,95.95
2016-03-10,91.15
2016-03-11,90.55
2016-03-14,91.7
2016-03-15,89.8
2016-03-16,90.0
2016-03-17,99.35
2016-03-18,105.15
2016-03-21,105.0
2016-03-22,103.8
2016-03-23,102.0
2016-03-28,100.15
2016-03-29,101.25
2016-03-30,105.35
2016-03-31,102.05
2016-04-01,104.85
2016-04-04,103.2
2016-04-05,100.7
2016-04-06,100.5
2016-04-07,100.8
2016-04-08,120.4
2016-04-11,116.6
2016-04-12,117.6
2016-04-13,125.7
2016-04-18,125.75
2016-04-20,127.0
2016-04-21,123.9
2016-04-22,124.45
2016-04-25,123.15
2016-04-26,131.4
2016-04-27,140.4
2016-04-28,139.25
2016-04-29,143.7
2016-05-02,138.05
2016-05-03,138.6
2016-05-04,134.85
2016-05-05,139.35
2016-05-06,143.3
2016-05-09,145.05
2016-05-10,148.25
2016-05-11,148.15
2016-05-12,150.3
2016-05-13,147.95
2016-05-16,146.7
2016-05-17,146.55
2016-05-18,147.3
2016-05-19,145.1
2016-05-20,144.0
2016-05-23,148.25
2016-05-24,144.1
2016-05-25,145.5
2016-05-26,150.45
2016-05-27,145.6
2016-05-30,148.5
2016-05-31,145.95
2016-06-01,145.6
2016-06-02,142.5
2016-06-03,147.8
2016-06-06,145.1
2016-06-07,145.35
2016-06-08,145.55
2016-06-09,145.6
2016-06-10,146.35
2016-06-13,144.75
2016-06-14,144.6
2016-06-15,143.05
2016-06-16,144.15
2016-06-17,142.2
2016-06-20,143.2
2016-06-21,145.6
2016-06-22,148.5
2016-06-23,148.25
2016-06-24,143.3
2016-06-27,144.85
2016-06-28,142.85
2016-06-29,143.55
2016-06-30,145.15
2016-07-01,144.85
2016-07-04,145.3
2016-07-05,143.4
2016-07-07,139.9
2016-07-08,134.4
2016-07-11,136.05
2016-07-12,136.4
2016-07-13,134.15
2016-07-14,147.45
2016-07-15,155.45
2016-07-18,159.0
2016-07-19,160.95
2016-07-20,163.3
2016-07-21,159.05
2016-07-22,158.25
2016-07-25,155.2
2016-07-26,155.05
2016-07-27,161.55
2016-07-28,151.9
2016-07-29,148.95
2016-08-01,145.9
2016-08-02,148.8
2016-08-03,144.4
2016-08-04,146.5
2016-08-05,150.3
2016-08-08,146.2
2016-08-09,143.05
2016-08-10,143.2
2016-08-11,143.4
2016-08-12,141.25
2016-08-16,139.15
2016-08-17,140.05
2016-08-18,143.3
2016-08-19,139.9
2016-08-22,139.65
2016-08-23,137.6
2016-08-24,138.1
2016-08-25,136.55
2016-08-26,137.1
2016-08-29,140.45
2016-08-30,143.3
2016-08-31,139.9
2016-09-01,140.5
2016-09-02,144.25
2016-09-06,142.1
2016-09-07,145.25
2016-09-08,142.05
2016-09-09,140.1
2016-09-12,137.7
2016-09-14,138.3
2016-09-15,139.65
2016-09-16,139.25
2016-09-19,138.0
2016-09-20,137.2
2016-09-21,140.85
2016-09-22,139.15
2016-09-23,137.4
2016-09-26,135.75
2016-09-27,135.3
2016-09-28,134.95
2016-09-29,127.3
2016-09-30,132.4
2016-10-03,132.45
2016-10-04,136.1
2016-10-05,135.5
2016-10-06,133.8
2016-10-07,133.0
2016-10-10,132.65
2016-10-13,130.0
2016-10-14,131.3
2016-10-17,131.1
2016-10-18,133.25
2016-10-19,136.8
2016-10-20,137.6
2016-10-21,136.15
2016-10-24,140.8
2016-10-25,140.2
2016-10-26,143.55
2016-10-27,139.85
2016-10-28,139.6
2016-10-30,141.1
2016-11-01,143.25
2016-11-02,138.2
2016-11-03,136.05
2016-11-04,130.35
2016-11-07,135.9
2016-11-08,134.6
2016-11-09,129.55
2016-11-10,140.95
2016-11-11,133.85
2016-11-15,129.75
2016-11-16,126.6
2016-11-17,126.55
2016-11-18,125.2
2016-11-21,122.3
2016-11-22,127.15
2016-11-23,127.85
2016-11-24,125.8
2016-11-25,127.25
2016-11-28,125.85
2016-11-29,126.35
2016-11-30,130.5
2016-12-01,128.4
2016-12-02,125.8
2016-12-05,126.5
2016-12-06,126.1
2016-12-07,125.45
2016-12-08,126.45
2016-12-09,126.45
2016-12-12,126.75
2016-12-13,126.5
2016-12-14,126.35
2016-12-15,128.15
2016-12-16,131.55
2016-12-19,130.55
2016-12-20,131.0
2016-12-21,129.15
2016-12-22,125.65
2016-12-23,124.6
2016-12-26,122.0
2016-12-27,121.85
2016-12-28,125.0
2016-12-29,126.8
2016-12-30,134.0
