Date,HARRMALAYA
2016-01-01,61.65
2016-01-04,60.25
2016-01-05,62.75
2016-01-06,60.85
2016-01-07,57.05
2016-01-08,60.5
2016-01-11,62.95
2016-01-12,60.3
2016-01-13,56.7
2016-01-14,56.25
2016-01-15,52.75
2016-01-18,50.7
2016-01-19,52.2
2016-01-20,49.95
2016-01-21,49.6
2016-01-22,52.05
2016-01-25,51.95
2016-01-27,51.6
2016-01-28,51.3
2016-01-29,55.6
2016-02-01,54.1
2016-02-02,52.05
2016-02-03,50.3
2016-02-04,50.1
2016-02-05,50.8
2016-02-08,51.8
2016-02-09,49.95
2016-02-10,48.75
2016-02-11,45.1
2016-02-12,42.95
2016-02-15,44.6
2016-02-16,43.05
2016-02-17,43.15
2016-02-18,43.95
2016-02-19,44.9
2016-02-22,44.95
2016-02-23,44.45
2016-02-24,43.95
2016-02-25,42.6
2016-02-26,40.9
2016-02-29,40.15
2016-03-01,42.25
2016-03-02,43.9
2016-03-03,45.7
2016-03-04,45.95
2016-03-08,45.95
2016-03-09,47.05
2016-03-10,46.05
2016-03-11,45.95
2016-03-14,49.05
2016-03-15,48.4
2016-03-16,50.9
2016-03-17,49.15
2016-03-18,48.8
2016-03-21,48.8
2016-03-22,52.2
2016-03-23,50.75
2016-03-28,48.25
2016-03-29,49.1
2016-03-30,51.1
2016-03-31,49.6
2016-04-01,58.2
2016-04-04,56.75
2016-04-05,57.2
2016-04-06,61.4
2016-04-07,59.15
2016-04-08,60.7
2016-04-11,58.8
2016-04-12,58.55
2016-04-13,59.25
2016-04-18,59.95
2016-04-20,63.75
2016-04-21,64.35
2016-04-22,71.6
2016-04-25,69.95
2016-04-26,70.85
2016-04-27,69.9
2016-04-28,67.3
2016-04-29,66.65
2016-05-02,66.35
2016-05-03,64.7
2016-05-04,62.65
2016-05-05,64.65
2016-05-06,64.45
2016-05-09,64.85
2016-05-10,65.95
2016-05-11,65.35
2016-05-12,65.55
2016-05-13,63.45
2016-05-16,63.75
2016-05-17,63.05
2016-05-18,62.95
2016-05-19,61.85
2016-05-20,60.9
2016-05-23,61.35
2016-05-24,59.2
2016-05-25,60.3
2016-05-26,60.3
2016-05-27,61.85
2016-05-30,60.85
2016-05-31,56.7
2016-06-01,57.25
2016-06-02,55.95
2016-06-03,57.3
2016-06-06,57.5
2016-06-07,57.05
2016-06-08,61.95
2016-06-09,64.0
2016-06-10,62.35
2016-06-13,73.35
2016-06-14,70.3
2016-06-15,68.35
2016-06-16,66.9
2016-06-17,68.45
2016-06-20,69.75
2016-06-21,69.85
2016-06-22,72.2
2016-06-23,70.05
2016-06-24,65.95
2016-06-27,67.2
2016-06-28,68.35
2016-06-29,69.25
2016-06-30,69.8
2016-07-01,82.85
2016-07-04,80.85
2016-07-05,82.4
2016-07-07,88.25
2016-07-08,85.2
2016-07-11,85.8
2016-07-12,89.05
2016-07-13,86.45
2016-07-14,88.95
2016-07-15,86.15
2016-07-18,85.5
2016-07-19,84.9
2016-07-20,87.3
2016-07-21,85.95
2016-07-22,86.2
2016-07-25,88.45
2016-07-26,84.8
2016-07-27,86.05
2016-07-28,85.7
2016-07-29,85.15
2016-08-01,81.45
2016-08-02,76.55
2016-08-03,73.0
2016-08-04,76.2
2016-08-05,76.95
2016-08-08,78.2
2016-08-09,76.7
2016-08-10,73.9
2016-08-11,73.55
2016-08-12,73.25
2016-08-16,70.75
2016-08-17,71.0
2016-08-18,73.25
2016-08-19,75.95
2016-08-22,74.4
2016-08-23,74.95
2016-08-24,75.0
2016-08-25,74.15
2016-08-26,72.65
2016-08-29,72.9
2016-08-30,73.3
2016-08-31,73.75
2016-09-01,73.2
2016-09-02,72.45
2016-09-06,74.9
2016-09-07,80.25
2016-09-08,78.6
2016-09-09,77.3
2016-09-12,74.25
2016-09-14,75.2
2016-09-15,74.3
2016-09-16,74.2
2016-09-19,74.3
2016-09-20,74.5
2016-09-21,73.4
2016-09-22,73.45
2016-09-23,74.6
2016-09-26,73.8
2016-09-27,73.95
2016-09-28,74.3
2016-09-29,70.0
2016-09-30,71.6
2016-10-03,73.0
2016-10-04,72.85
2016-10-05,76.85
2016-10-06,75.3
2016-10-07,76.25
2016-10-10,75.1
2016-10-13,72.8
2016-10-14,74.85
2016-10-17,74.2
2016-10-18,74.75
2016-10-19,75.15
2016-10-20,74.8
2016-10-21,74.3
2016-10-24,74.4
2016-10-25,73.9
2016-10-26,76.8
2016-10-27,75.3
2016-10-28,75.1
2016-10-30,75.4
2016-11-01,75.35
2016-11-02,73.55
2016-11-03,72.35
2016-11-04,69.6
2016-11-07,70.1
2016-11-08,69.5
2016-11-09,64.45
2016-11-10,67.85
2016-11-11,62.2
2016-11-15,58.6
2016-11-16,58.05
2016-11-17,56.8
2016-11-18,57.5
2016-11-21,55.8
2016-11-22,57.75
2016-11-23,58.9
2016-11-24,60.2
2016-11-25,60.9
2016-11-28,61.7
2016-11-29,64.3
2016-11-30,63.5
2016-12-01,63.1
2016-12-02,61.25
2016-12-05,61.25
2016-12-06,60.9
2016-12-07,61.75
2016-12-08,62.75
2016-12-09,63.3
2016-12-12,63.2
2016-12-13,64.25
2016-12-14,63.8
2016-12-15,63.65
2016-12-16,63.9
2016-12-19,68.35
2016-12-20,67.65
2016-12-21,67.1
2016-12-22,64.15
2016-12-23,63.85
2016-12-26,61.35
2016-12-27,62.2
2016-12-28,63.1
2016-12-29,63.15
2016-12-30,68.6
