Date,GESHIP
2016-01-01,370.15
2016-01-04,365.9
2016-01-05,368.05
2016-01-06,369.45
2016-01-07,366.6
2016-01-08,369.4
2016-01-11,368.8
2016-01-12,366.8
2016-01-13,358.45
2016-01-14,351.3
2016-01-15,344.0
2016-01-18,330.85
2016-01-19,333.1
2016-01-20,325.2
2016-01-21,326.5
2016-01-22,333.85
2016-01-25,336.65
2016-01-27,329.85
2016-01-28,336.05
2016-01-29,336.4
2016-02-01,337.3
2016-02-02,335.3
2016-02-03,333.9
2016-02-04,336.2
2016-02-05,329.9
2016-02-08,330.85
2016-02-09,326.15
2016-02-10,316.5
2016-02-11,302.4
2016-02-12,288.3
2016-02-15,300.5
2016-02-16,301.05
2016-02-17,293.75
2016-02-18,296.8
2016-02-19,294.85
2016-02-22,295.75
2016-02-23,292.55
2016-02-24,290.35
2016-02-25,282.85
2016-02-26,279.45
2016-02-29,282.9
2016-03-01,279.6
2016-03-02,278.05
2016-03-03,295.6
2016-03-04,301.15
2016-03-08,308.3
2016-03-09,305.5
2016-03-10,316.8
2016-03-11,312.25
2016-03-14,310.0
2016-03-15,314.0
2016-03-16,317.45
2016-03-17,309.8
2016-03-18,304.3
2016-03-21,308.25
2016-03-22,300.9
2016-03-23,305.05
2016-03-28,305.4
2016-03-29,304.9
2016-03-30,310.2
2016-03-31,311.8
2016-04-01,335.6
2016-04-04,342.5
2016-04-05,329.1
2016-04-06,327.95
2016-04-07,332.5
2016-04-08,334.0
2016-04-11,323.75
2016-04-12,329.05
2016-04-13,328.35
2016-04-18,337.8
2016-04-20,329.25
2016-04-21,334.65
2016-04-22,330.6
2016-04-25,334.9
2016-04-26,332.5
2016-04-27,333.95
2016-04-28,328.55
2016-04-29,328.35
2016-05-02,331.75
2016-05-03,328.6
2016-05-04,324.75
2016-05-05,313.25
2016-05-06,307.15
2016-05-09,311.95
2016-05-10,309.75
2016-05-11,307.7
2016-05-12,306.75
2016-05-13,306.8
2016-05-16,306.4
2016-05-17,307.05
2016-05-18,307.15
2016-05-19,306.4
2016-05-20,313.75
2016-05-23,309.0
2016-05-24,311.65
2016-05-25,311.7
2016-05-26,310.5
2016-05-27,310.7
2016-05-30,310.95
2016-05-31,307.5
2016-06-01,311.65
2016-06-02,310.1
2016-06-03,307.0
2016-06-06,305.2
2016-06-07,308.8
2016-06-08,307.0
2016-06-09,313.9
2016-06-10,306.35
2016-06-13,308.85
2016-06-14,309.05
2016-06-15,308.35
2016-06-16,309.75
2016-06-17,309.95
2016-06-20,307.15
2016-06-21,313.55
2016-06-22,313.15
2016-06-23,308.8
2016-06-24,301.95
2016-06-27,306.95
2016-06-28,308.15
2016-06-29,312.4
2016-06-30,313.35
2016-07-01,311.15
2016-07-04,317.05
2016-07-05,329.15
2016-07-07,322.15
2016-07-08,317.4
2016-07-11,318.45
2016-07-12,318.75
2016-07-13,323.9
2016-07-14,326.35
2016-07-15,326.05
2016-07-18,324.65
2016-07-19,325.35
2016-07-20,331.2
2016-07-21,333.9
2016-07-22,335.7
2016-07-25,334.15
2016-07-26,335.45
2016-07-27,339.4
2016-07-28,343.9
2016-07-29,335.2
2016-08-01,350.95
2016-08-02,353.75
2016-08-03,349.95
2016-08-04,356.0
2016-08-05,363.0
2016-08-08,365.2
2016-08-09,363.4
2016-08-10,352.45
2016-08-11,347.5
2016-08-12,341.25
2016-08-16,340.3
2016-08-17,349.0
2016-08-18,350.15
2016-08-19,347.55
2016-08-22,348.4
2016-08-23,341.5
2016-08-24,341.75
2016-08-25,343.9
2016-08-26,341.25
2016-08-29,341.65
2016-08-30,360.85
2016-08-31,368.85
2016-09-01,359.25
2016-09-02,369.9
2016-09-06,363.6
2016-09-07,359.05
2016-09-08,365.95
2016-09-09,361.7
2016-09-12,356.95
2016-09-14,361.2
2016-09-15,366.85
2016-09-16,364.75
2016-09-19,365.0
2016-09-20,372.35
2016-09-21,371.45
2016-09-22,374.65
2016-09-23,371.75
2016-09-26,370.25
2016-09-27,369.95
2016-09-28,370.2
2016-09-29,350.5
2016-09-30,352.15
2016-10-03,367.1
2016-10-04,367.2
2016-10-05,370.65
2016-10-06,373.2
2016-10-07,376.1
2016-10-10,383.45
2016-10-13,373.95
2016-10-14,370.8
2016-10-17,368.25
2016-10-18,376.45
2016-10-19,373.3
2016-10-20,385.2
2016-10-21,383.3
2016-10-24,373.55
2016-10-25,367.75
2016-10-26,362.15
2016-10-27,365.15
2016-10-28,373.1
2016-10-30,374.3
2016-11-01,386.7
2016-11-02,370.4
2016-11-03,365.15
2016-11-04,356.85
2016-11-07,355.65
2016-11-08,361.95
2016-11-09,359.45
2016-11-10,362.1
2016-11-11,361.85
2016-11-15,359.5
2016-11-16,351.05
2016-11-17,358.95
2016-11-18,349.9
2016-11-21,355.5
2016-11-22,360.25
2016-11-23,355.05
2016-11-24,347.7
2016-11-25,361.75
2016-11-28,358.2
2016-11-29,354.6
2016-11-30,363.15
2016-12-01,352.55
2016-12-02,356.45
2016-12-05,363.0
2016-12-06,371.9
2016-12-07,364.4
2016-12-08,376.35
2016-12-09,373.75
2016-12-12,374.95
2016-12-13,368.6
2016-12-14,369.65
2016-12-15,367.0
2016-12-16,365.35
2016-12-19,364.9
2016-12-20,363.6
2016-12-21,361.0
2016-12-22,363.65
2016-12-23,358.4
2016-12-26,352.2
2016-12-27,349.95
2016-12-28,353.25
2016-12-29,360.3
2016-12-30,362.95
