Date,ZEEMEDIA
2016-01-01,23.85
2016-01-04,23.25
2016-01-05,23.25
2016-01-06,23.05
2016-01-07,21.85
2016-01-08,21.85
2016-01-11,21.2
2016-01-12,21.0
2016-01-13,20.6
2016-01-14,20.3
2016-01-15,19.7
2016-01-18,18.3
2016-01-19,18.75
2016-01-20,18.35
2016-01-21,18.3
2016-01-22,20.65
2016-01-25,20.8
2016-01-27,20.8
2016-01-28,21.0
2016-01-29,21.0
2016-02-01,20.35
2016-02-02,19.5
2016-02-03,18.95
2016-02-04,18.75
2016-02-05,18.95
2016-02-08,18.75
2016-02-09,18.65
2016-02-10,18.15
2016-02-11,17.65
2016-02-12,17.4
2016-02-15,18.5
2016-02-16,18.1
2016-02-17,17.9
2016-02-18,17.9
2016-02-19,18.0
2016-02-22,17.8
2016-02-23,17.35
2016-02-24,17.35
2016-02-25,17.35
2016-02-26,17.35
2016-02-29,17.35
2016-03-01,17.95
2016-03-02,18.2
2016-03-03,18.75
2016-03-04,18.4
2016-03-08,18.0
2016-03-09,18.1
2016-03-10,18.1
2016-03-11,18.15
2016-03-14,18.35
2016-03-15,17.75
2016-03-16,17.8
2016-03-17,17.8
2016-03-18,17.95
2016-03-21,18.55
2016-03-22,18.15
2016-03-23,18.6
2016-03-28,17.95
2016-03-29,18.25
2016-03-30,18.35
2016-03-31,18.35
2016-04-01,18.8
2016-04-04,18.8
2016-04-05,18.45
2016-04-06,19.1
2016-04-07,18.75
2016-04-08,19.35
2016-04-11,19.3
2016-04-12,19.05
2016-04-13,19.35
2016-04-18,19.55
2016-04-20,19.7
2016-04-21,19.1
2016-04-22,19.15
2016-04-25,19.0
2016-04-26,19.15
2016-04-27,19.05
2016-04-28,18.7
2016-04-29,18.5
2016-05-02,18.4
2016-05-03,18.0
2016-05-04,17.75
2016-05-05,17.95
2016-05-06,17.85
2016-05-09,18.0
2016-05-10,18.0
2016-05-11,18.65
2016-05-12,18.6
2016-05-13,18.8
2016-05-16,19.15
2016-05-17,19.1
2016-05-18,19.1
2016-05-19,18.7
2016-05-20,18.3
2016-05-23,18.4
2016-05-24,18.25
2016-05-25,20.8
2016-05-26,19.6
2016-05-27,20.4
2016-05-30,21.05
2016-05-31,21.65
2016-06-01,21.15
2016-06-02,22.25
2016-06-03,21.8
2016-06-06,21.25
2016-06-07,20.95
2016-06-08,22.6
2016-06-09,23.1
2016-06-10,23.0
2016-06-13,23.45
2016-06-14,24.6
2016-06-15,24.55
2016-06-16,26.2
2016-06-17,27.8
2016-06-20,27.1
2016-06-21,26.4
2016-06-22,26.0
2016-06-23,25.35
2016-06-24,25.1
2016-06-27,26.1
2016-06-28,26.05
2016-06-29,26.2
2016-06-30,26.05
2016-07-01,25.75
2016-07-04,25.75
2016-07-05,25.3
2016-07-07,26.1
2016-07-08,26.75
2016-07-11,26.1
2016-07-12,25.75
2016-07-13,25.1
2016-07-14,24.8
2016-07-15,24.35
2016-07-18,23.9
2016-07-19,23.75
2016-07-20,25.1
2016-07-21,24.7
2016-07-22,25.05
2016-07-25,24.65
2016-07-26,24.8
2016-07-27,24.85
2016-07-28,24.9
2016-07-29,24.85
2016-08-01,24.3
2016-08-02,24.15
2016-08-03,23.55
2016-08-04,23.4
2016-08-05,23.75
2016-08-08,23.75
2016-08-09,23.85
2016-08-10,24.0
2016-08-11,23.3
2016-08-12,23.35
2016-08-16,22.9
2016-08-17,23.25
2016-08-18,23.95
2016-08-19,24.05
2016-08-22,24.15
2016-08-23,24.05
2016-08-24,23.75
2016-08-25,23.55
2016-08-26,23.3
2016-08-29,23.7
2016-08-30,24.35
2016-08-31,25.25
2016-09-01,24.1
2016-09-02,24.45
2016-09-06,25.75
2016-09-07,25.0
2016-09-08,25.1
2016-09-09,25.3
2016-09-12,24.25
2016-09-14,27.1
2016-09-15,29.8
2016-09-16,29.0
2016-09-19,29.3
2016-09-20,28.05
2016-09-21,28.45
2016-09-22,29.0
2016-09-23,28.3
2016-09-26,27.4
2016-09-27,26.9
2016-09-28,27.95
2016-09-29,25.75
2016-09-30,26.7
2016-10-03,27.85
2016-10-04,27.55
2016-10-05,29.15
2016-10-06,29.6
2016-10-07,31.8
2016-10-10,32.2
2016-10-13,30.85
2016-10-14,31.35
2016-10-17,30.45
2016-10-18,31.75
2016-10-19,33.2
2016-10-20,33.3
2016-10-21,33.6
2016-10-24,34.3
2016-10-25,35.45
2016-10-26,36.05
2016-10-27,35.5
2016-10-28,33.9
2016-10-30,37.5
2016-11-01,39.0
2016-11-02,39.15
2016-11-03,38.3
2016-11-04,37.2
2016-11-07,37.9
2016-11-08,37.85
2016-11-09,37.0
2016-11-10,38.7
2016-11-11,36.45
2016-11-15,33.5
2016-11-16,33.95
2016-11-17,33.15
2016-11-18,33.9
2016-11-21,30.35
2016-11-22,31.05
2016-11-23,34.1
2016-11-24,34.9
2016-11-25,36.1
2016-11-28,35.35
2016-11-29,35.7
2016-11-30,36.3
2016-12-01,35.6
2016-12-02,34.4
2016-12-05,35.0
2016-12-06,35.1
2016-12-07,37.05
2016-12-08,37.6
2016-12-09,37.75
2016-12-12,38.9
2016-12-13,38.95
2016-12-14,38.6
2016-12-15,40.8
2016-12-16,40.55
2016-12-19,40.2
2016-12-20,39.75
2016-12-21,39.1
2016-12-22,37.4
2016-12-23,37.9
2016-12-26,36.35
2016-12-27,38.3
2016-12-28,38.2
2016-12-29,38.65
2016-12-30,38.75
