Date,FELDVR
2016-01-01,122.95
2016-01-04,121.4
2016-01-05,118.25
2016-01-06,121.9
2016-01-07,117.1
2016-01-08,118.05
2016-01-11,116.05
2016-01-12,112.9
2016-01-13,112.2
2016-01-14,108.0
2016-01-15,105.05
2016-01-18,102.55
2016-01-19,107.0
2016-01-20,108.0
2016-01-21,108.4
2016-01-22,105.1
2016-01-25,105.1
2016-01-27,105.15
2016-01-28,105.85
2016-01-29,113.4
2016-02-01,111.7
2016-02-02,107.4
2016-02-03,105.25
2016-02-04,102.85
2016-02-05,103.4
2016-02-08,107.55
2016-02-09,103.65
2016-02-10,103.9
2016-02-11,95.0
2016-02-12,97.15
2016-02-15,100.25
2016-02-16,98.0
2016-02-17,97.5
2016-02-18,96.0
2016-02-19,96.15
2016-02-22,100.45
2016-02-23,100.15
2016-02-24,95.8
2016-02-25,96.9
2016-02-26,94.5
2016-02-29,93.7
2016-03-01,95.95
2016-03-02,98.0
2016-03-03,109.35
2016-03-04,109.8
2016-03-08,112.1
2016-03-09,114.5
2016-03-10,111.5
2016-03-11,110.2
2016-03-14,113.6
2016-03-15,111.95
2016-03-16,112.45
2016-03-17,116.15
2016-03-18,114.0
2016-03-21,115.3
2016-03-22,111.9
2016-03-23,111.05
2016-03-28,109.0
2016-03-29,113.3
2016-03-30,110.25
2016-03-31,115.05
2016-04-01,116.9
2016-04-04,114.6
2016-04-05,112.2
2016-04-06,115.0
2016-04-07,115.0
2016-04-08,111.65
2016-04-11,114.0
2016-04-12,116.3
2016-04-13,110.7
2016-04-18,119.25
2016-04-20,127.3
2016-04-21,131.25
2016-04-22,127.6
2016-04-25,126.0
2016-04-26,123.7
2016-04-27,126.6
2016-04-28,123.3
2016-04-29,125.95
2016-05-02,129.15
2016-05-03,130.2
2016-05-04,130.5
2016-05-05,130.3
2016-05-06,129.4
2016-05-09,137.35
2016-05-10,132.05
2016-05-25,17.2
2016-05-26,17.15
2016-05-27,16.05
2016-05-30,15.95
2016-05-31,16.6
2016-06-01,16.75
2016-06-02,16.95
2016-06-03,16.75
2016-06-06,17.15
2016-06-07,16.75
2016-06-08,16.9
2016-06-09,16.7
2016-06-10,16.75
2016-06-13,16.65
2016-06-14,16.95
2016-06-15,17.75
2016-06-16,18.0
2016-06-17,17.9
2016-06-20,17.95
2016-06-21,17.65
2016-06-22,17.95
2016-06-23,18.0
2016-06-24,17.15
2016-06-27,18.4
2016-06-28,17.6
2016-06-29,17.95
2016-06-30,17.9
2016-07-01,17.8
2016-07-04,17.5
2016-07-05,18.95
2016-07-07,19.7
2016-07-08,19.5
2016-07-11,19.0
2016-07-12,18.9
2016-07-13,19.5
2016-07-14,19.6
2016-07-15,19.0
2016-07-18,18.8
2016-07-19,18.8
2016-07-20,18.55
2016-07-21,19.15
2016-07-22,18.7
2016-07-25,19.2
2016-07-26,19.7
2016-07-27,19.65
2016-07-28,19.45
2016-07-29,19.0
2016-08-01,19.5
2016-08-02,18.9
2016-08-03,18.65
2016-08-04,18.5
2016-08-05,19.55
2016-08-08,19.5
2016-08-09,19.55
2016-08-10,18.8
2016-08-11,19.0
2016-08-12,18.8
2016-08-16,18.55
2016-08-17,18.35
2016-08-18,18.5
2016-08-19,18.45
2016-08-22,18.8
2016-08-23,18.7
2016-08-24,18.65
2016-08-25,18.35
2016-08-26,18.45
2016-08-29,17.35
2016-08-30,16.85
2016-08-31,16.8
2016-09-01,16.35
2016-09-02,16.2
2016-09-06,16.0
2016-09-07,16.1
2016-09-08,16.15
2016-09-09,15.95
2016-09-12,15.2
2016-09-14,15.95
2016-09-15,15.35
2016-09-16,16.0
2016-09-19,16.0
2016-09-20,15.95
2016-09-21,15.4
2016-09-22,15.8
2016-09-23,15.7
2016-09-26,15.35
2016-09-27,15.15
2016-09-28,15.0
2016-09-29,15.45
2016-09-30,15.95
2016-10-03,15.75
2016-10-04,16.0
2016-10-05,15.55
2016-10-06,15.25
2016-10-07,15.75
2016-10-10,15.85
2016-10-13,15.8
2016-10-14,15.9
2016-10-17,15.8
2016-10-18,15.7
2016-10-19,16.0
2016-10-20,15.9
2016-10-21,15.85
2016-10-24,16.05
2016-10-25,15.9
2016-10-26,15.8
2016-10-27,17.2
2016-10-28,17.15
2016-10-30,17.95
2016-11-01,17.75
2016-11-02,16.9
2016-11-03,16.9
2016-11-04,17.4
2016-11-07,17.85
2016-11-08,17.7
2016-11-09,17.4
2016-11-10,17.45
2016-11-11,17.3
2016-11-15,16.65
2016-11-16,15.8
2016-11-17,15.35
2016-11-18,15.65
2016-11-21,15.55
2016-11-22,15.4
2016-11-23,15.3
2016-11-24,15.6
2016-11-25,16.05
2016-11-28,16.0
2016-11-29,15.95
2016-11-30,16.0
2016-12-01,16.0
2016-12-02,15.85
2016-12-05,15.95
2016-12-06,15.5
2016-12-07,15.6
2016-12-08,15.7
2016-12-09,15.85
2016-12-12,15.8
2016-12-13,17.5
2016-12-14,17.4
2016-12-15,17.05
2016-12-16,16.65
2016-12-19,16.75
2016-12-20,16.4
2016-12-21,16.9
2016-12-22,16.55
2016-12-23,16.3
2016-12-26,16.0
2016-12-27,16.0
2016-12-28,16.15
2016-12-29,16.25
2016-12-30,16.6
