Date,GRANULES
2016-01-01,150.5
2016-01-04,146.65
2016-01-05,147.95
2016-01-06,144.0
2016-01-07,139.15
2016-01-08,139.6
2016-01-11,135.75
2016-01-12,127.4
2016-01-13,125.1
2016-01-14,120.0
2016-01-15,109.3
2016-01-18,105.3
2016-01-19,115.5
2016-01-20,117.1
2016-01-21,120.1
2016-01-22,119.9
2016-01-25,122.45
2016-01-27,120.2
2016-01-28,113.4
2016-01-29,116.4
2016-02-01,113.65
2016-02-02,114.25
2016-02-03,112.35
2016-02-04,105.95
2016-02-05,113.75
2016-02-08,120.8
2016-02-09,120.05
2016-02-10,116.1
2016-02-11,107.85
2016-02-12,105.9
2016-02-15,112.2
2016-02-16,109.0
2016-02-17,107.25
2016-02-18,108.8
2016-02-19,108.35
2016-02-22,109.55
2016-02-23,107.8
2016-02-24,106.15
2016-02-25,109.55
2016-02-26,106.3
2016-02-29,106.25
2016-03-01,112.45
2016-03-02,115.8
2016-03-03,117.7
2016-03-04,118.7
2016-03-08,117.8
2016-03-09,118.75
2016-03-10,124.75
2016-03-11,126.2
2016-03-14,124.95
2016-03-15,120.65
2016-03-16,120.25
2016-03-17,118.3
2016-03-18,119.3
2016-03-21,121.6
2016-03-22,121.75
2016-03-23,121.75
2016-03-28,119.8
2016-03-29,117.95
2016-03-30,119.75
2016-03-31,119.95
2016-04-01,119.95
2016-04-04,118.65
2016-04-05,118.0
2016-04-06,118.45
2016-04-07,118.8
2016-04-08,120.1
2016-04-11,120.65
2016-04-12,126.55
2016-04-13,127.3
2016-04-18,127.3
2016-04-20,128.0
2016-04-21,128.05
2016-04-22,127.65
2016-04-25,131.15
2016-04-26,132.2
2016-04-27,132.7
2016-04-28,133.15
2016-04-29,134.65
2016-05-02,131.7
2016-05-03,129.0
2016-05-04,126.2
2016-05-05,124.6
2016-05-06,126.25
2016-05-09,130.3
2016-05-10,131.65
2016-05-11,130.05
2016-05-12,132.7
2016-05-13,131.0
2016-05-16,132.35
2016-05-17,131.3
2016-05-18,131.95
2016-05-19,131.0
2016-05-20,129.7
2016-05-23,128.25
2016-05-24,128.1
2016-05-25,126.85
2016-05-26,128.05
2016-05-27,129.3
2016-05-30,136.25
2016-05-31,137.8
2016-06-01,135.8
2016-06-02,136.95
2016-06-03,139.5
2016-06-06,138.4
2016-06-07,139.8
2016-06-08,139.8
2016-06-09,142.25
2016-06-10,142.3
2016-06-13,139.25
2016-06-14,140.05
2016-06-15,141.5
2016-06-16,138.7
2016-06-17,138.7
2016-06-20,138.75
2016-06-21,138.35
2016-06-22,136.15
2016-06-23,139.55
2016-06-24,135.3
2016-06-27,137.1
2016-06-28,136.6
2016-06-29,137.75
2016-06-30,138.15
2016-07-01,140.95
2016-07-04,142.9
2016-07-05,143.8
2016-07-07,143.5
2016-07-08,142.35
2016-07-11,147.55
2016-07-12,147.75
2016-07-13,145.55
2016-07-14,148.9
2016-07-15,146.45
2016-07-18,144.9
2016-07-19,143.4
2016-07-20,147.25
2016-07-21,143.45
2016-07-22,143.85
2016-07-25,142.9
2016-07-26,139.95
2016-07-27,139.6
2016-07-28,141.8
2016-07-29,142.45
2016-08-01,141.8
2016-08-02,141.55
2016-08-03,140.0
2016-08-04,140.1
2016-08-05,139.75
2016-08-08,143.55
2016-08-09,140.95
2016-08-10,139.45
2016-08-11,134.5
2016-08-12,134.25
2016-08-16,133.6
2016-08-17,132.25
2016-08-18,132.6
2016-08-19,132.15
2016-08-22,129.1
2016-08-23,126.6
2016-08-24,130.5
2016-08-25,128.8
2016-08-26,127.65
2016-08-29,126.55
2016-08-30,127.1
2016-08-31,129.0
2016-09-01,126.8
2016-09-02,125.95
2016-09-06,124.85
2016-09-07,122.9
2016-09-08,126.9
2016-09-09,125.35
2016-09-12,117.2
2016-09-14,115.95
2016-09-15,117.45
2016-09-16,118.15
2016-09-19,119.8
2016-09-20,121.4
2016-09-21,121.15
2016-09-22,122.15
2016-09-23,121.35
2016-09-26,121.25
2016-09-27,122.6
2016-09-28,122.8
2016-09-29,113.25
2016-09-30,116.3
2016-10-03,119.9
2016-10-04,119.7
2016-10-05,122.05
2016-10-06,120.35
2016-10-07,119.1
2016-10-10,120.3
2016-10-13,119.25
2016-10-14,120.0
2016-10-17,121.2
2016-10-18,122.4
2016-10-19,123.1
2016-10-20,122.5
2016-10-21,122.95
2016-10-24,125.1
2016-10-25,125.0
2016-10-26,122.15
2016-10-27,121.45
2016-10-28,121.65
2016-10-30,122.8
2016-11-01,122.05
2016-11-02,117.1
2016-11-03,115.5
2016-11-04,111.9
2016-11-07,114.7
2016-11-08,114.1
2016-11-09,108.25
2016-11-10,113.55
2016-11-11,108.65
2016-11-15,105.1
2016-11-16,101.7
2016-11-17,102.5
2016-11-18,103.2
2016-11-21,99.1
2016-11-22,103.05
2016-11-23,106.4
2016-11-24,104.35
2016-11-25,108.55
2016-11-28,108.3
2016-11-29,108.45
2016-11-30,109.6
2016-12-01,111.4
2016-12-02,111.5
2016-12-05,112.0
2016-12-06,112.1
2016-12-07,111.1
2016-12-08,112.3
2016-12-09,112.45
2016-12-12,111.15
2016-12-13,111.2
2016-12-14,111.4
2016-12-15,116.4
2016-12-16,116.1
2016-12-19,115.6
2016-12-20,110.65
2016-12-21,112.35
2016-12-22,109.2
2016-12-23,108.55
2016-12-26,102.1
2016-12-27,105.05
2016-12-28,105.15
2016-12-29,107.25
2016-12-30,108.05
