Date,KARURVYSYA
2016-01-01,492.05
2016-01-04,484.7
2016-01-05,486.4
2016-01-06,485.65
2016-01-07,475.9
2016-01-08,480.75
2016-01-11,494.95
2016-01-12,494.4
2016-01-13,490.1
2016-01-14,464.25
2016-01-15,442.1
2016-01-18,425.15
2016-01-19,424.4
2016-01-20,420.9
2016-01-21,431.1
2016-01-22,434.5
2016-01-25,437.45
2016-01-27,441.2
2016-01-28,445.3
2016-01-29,448.25
2016-02-01,459.85
2016-02-02,461.5
2016-02-03,456.1
2016-02-04,455.1
2016-02-05,455.95
2016-02-08,451.05
2016-02-09,447.6
2016-02-10,434.6
2016-02-11,423.1
2016-02-12,431.5
2016-02-15,435.65
2016-02-16,432.7
2016-02-17,424.8
2016-02-18,418.8
2016-02-19,414.5
2016-02-22,415.45
2016-02-23,410.4
2016-02-24,401.2
2016-02-25,396.7
2016-02-26,395.75
2016-02-29,398.25
2016-03-01,394.95
2016-03-02,407.3
2016-03-03,401.4
2016-03-04,401.65
2016-03-08,400.8
2016-03-09,401.1
2016-03-10,409.0
2016-03-11,410.45
2016-03-14,416.55
2016-03-15,424.25
2016-03-16,428.3
2016-03-17,429.7
2016-03-18,432.9
2016-03-21,430.15
2016-03-22,433.7
2016-03-23,429.2
2016-03-28,420.45
2016-03-29,422.25
2016-03-30,428.6
2016-03-31,436.8
2016-04-01,442.05
2016-04-04,479.25
2016-04-05,472.5
2016-04-06,459.9
2016-04-07,462.85
2016-04-08,464.1
2016-04-11,468.05
2016-04-12,469.85
2016-04-13,472.1
2016-04-18,477.6
2016-04-20,471.65
2016-04-21,464.8
2016-04-22,464.75
2016-04-25,472.4
2016-04-26,475.4
2016-04-27,480.5
2016-04-28,479.95
2016-04-29,480.95
2016-05-02,470.8
2016-05-03,465.1
2016-05-04,468.4
2016-05-05,468.2
2016-05-06,466.2
2016-05-09,469.35
2016-05-10,469.5
2016-05-11,469.1
2016-05-12,466.0
2016-05-13,469.15
2016-05-16,465.65
2016-05-17,463.65
2016-05-18,467.5
2016-05-19,467.75
2016-05-20,470.85
2016-05-23,478.75
2016-05-24,476.8
2016-05-25,475.65
2016-05-26,476.0
2016-05-27,477.85
2016-05-30,471.85
2016-05-31,461.6
2016-06-01,462.7
2016-06-02,458.35
2016-06-03,459.45
2016-06-06,465.2
2016-06-07,471.65
2016-06-08,474.2
2016-06-09,476.05
2016-06-10,473.95
2016-06-13,475.05
2016-06-14,471.0
2016-06-15,478.3
2016-06-16,475.55
2016-06-17,475.6
2016-06-20,484.0
2016-06-21,489.35
2016-06-22,493.4
2016-06-23,504.25
2016-06-24,497.25
2016-06-27,501.85
2016-06-28,499.9
2016-06-29,504.8
2016-06-30,496.4
2016-07-01,499.7
2016-07-04,521.45
2016-07-05,525.7
2016-07-07,533.95
2016-07-08,531.4
2016-07-11,538.7
2016-07-12,531.75
2016-07-13,526.55
2016-07-14,527.9
2016-07-15,524.15
2016-07-18,523.4
2016-07-19,526.55
2016-07-20,520.1
2016-07-21,502.5
2016-07-22,491.4
2016-07-25,509.0
2016-07-26,481.55
2016-07-27,479.25
2016-07-28,482.1
2016-07-29,480.3
2016-08-01,472.9
2016-08-02,466.4
2016-08-03,475.15
2016-08-04,486.4
2016-08-05,488.85
2016-08-08,492.2
2016-08-09,494.3
2016-08-10,485.65
2016-08-11,480.5
2016-08-12,484.2
2016-08-16,488.0
2016-08-17,485.65
2016-08-18,498.4
2016-08-19,501.7
2016-08-22,504.05
2016-08-23,505.8
2016-08-24,507.3
2016-08-25,503.4
2016-08-26,497.75
2016-08-29,497.55
2016-08-30,483.8
2016-08-31,482.1
2016-09-01,479.75
2016-09-02,478.8
2016-09-06,479.6
2016-09-07,477.15
2016-09-08,478.65
2016-09-09,470.5
2016-09-12,462.85
2016-09-14,469.85
2016-09-15,480.65
2016-09-16,467.3
2016-09-19,476.1
2016-09-20,482.05
2016-09-21,484.75
2016-09-22,480.25
2016-09-23,476.4
2016-09-26,470.4
2016-09-27,469.4
2016-09-28,474.85
2016-09-29,465.0
2016-09-30,469.45
2016-10-03,480.5
2016-10-04,479.95
2016-10-05,475.25
2016-10-06,476.1
2016-10-07,477.05
2016-10-10,477.4
2016-10-13,470.2
2016-10-14,465.4
2016-10-17,477.5
2016-10-18,479.9
2016-10-19,477.9
2016-10-20,486.55
2016-10-21,497.95
2016-10-24,499.65
2016-10-25,500.0
2016-10-26,497.25
2016-10-27,472.85
2016-10-28,478.9
2016-10-30,483.25
2016-11-01,482.8
2016-11-02,474.5
2016-11-03,470.75
2016-11-04,470.0
2016-11-07,467.7
2016-11-08,466.85
2016-11-09,455.4
2016-11-10,466.15
2016-11-11,464.1
2016-11-15,459.9
2016-11-16,455.15
2016-11-17,90.9
2016-11-18,90.95
2016-11-21,87.9
2016-11-22,83.9
2016-11-23,81.75
2016-11-24,80.7
2016-11-25,81.95
2016-11-28,83.35
2016-11-29,83.8
2016-11-30,83.7
2016-12-01,82.0
2016-12-02,81.1
2016-12-05,80.95
2016-12-06,82.7
2016-12-07,81.9
2016-12-08,83.05
2016-12-09,83.3
2016-12-12,83.45
2016-12-13,83.3
2016-12-14,85.9
2016-12-15,85.9
2016-12-16,86.3
2016-12-19,85.5
2016-12-20,84.3
2016-12-21,83.55
2016-12-22,83.4
2016-12-23,82.55
2016-12-26,80.7
2016-12-27,80.1
2016-12-28,80.7
2016-12-29,80.95
2016-12-30,81.75
