Date,MCDOWELL-N
2016-01-01,3010.5
2016-01-04,2977.45
2016-01-05,2945.0
2016-01-06,2898.65
2016-01-07,2782.3
2016-01-08,2810.4
2016-01-11,2758.1
2016-01-12,2831.9
2016-01-13,2797.6
2016-01-14,2762.75
2016-01-15,2679.9
2016-01-18,2590.25
2016-01-19,2731.15
2016-01-20,2738.75
2016-01-21,2677.05
2016-01-22,2757.45
2016-01-25,2700.0
2016-01-27,2586.75
2016-01-28,2578.85
2016-01-29,2488.45
2016-02-01,2452.65
2016-02-02,2454.65
2016-02-03,2527.85
2016-02-04,2474.5
2016-02-05,2618.9
2016-02-08,2605.95
2016-02-09,2505.4
2016-02-10,2416.05
2016-02-11,2312.75
2016-02-12,2330.5
2016-02-15,2378.45
2016-02-16,2318.25
2016-02-17,2308.8
2016-02-18,2265.15
2016-02-19,2395.35
2016-02-22,2480.55
2016-02-23,2577.7
2016-02-24,2592.35
2016-02-25,2665.6
2016-02-26,2729.55
2016-02-29,2650.65
2016-03-01,2639.8
2016-03-02,2509.6
2016-03-03,2481.0
2016-03-04,2432.1
2016-03-08,2438.65
2016-03-09,2414.1
2016-03-10,2349.0
2016-03-11,2385.0
2016-03-14,2405.45
2016-03-15,2469.45
2016-03-16,2547.85
2016-03-17,2529.75
2016-03-18,2590.3
2016-03-21,2620.1
2016-03-22,2622.15
2016-03-23,2613.4
2016-03-28,2588.05
2016-03-29,2557.05
2016-03-30,2542.15
2016-03-31,2499.4
2016-04-01,2498.5
2016-04-04,2551.5
2016-04-05,2448.65
2016-04-06,2396.55
2016-04-07,2354.55
2016-04-08,2355.3
2016-04-11,2260.25
2016-04-12,2325.6
2016-04-13,2377.95
2016-04-18,2397.95
2016-04-20,2442.4
2016-04-21,2402.2
2016-04-22,2432.95
2016-04-25,2438.1
2016-04-26,2404.9
2016-04-27,2363.45
2016-04-28,2343.35
2016-04-29,2376.0
2016-05-02,2359.6
2016-05-03,2448.0
2016-05-04,2489.45
2016-05-05,2595.75
2016-05-06,2580.55
2016-05-09,2585.85
2016-05-10,2639.65
2016-05-11,2693.25
2016-05-12,2677.65
2016-05-13,2678.7
2016-05-16,2634.8
2016-05-17,2626.95
2016-05-18,2534.35
2016-05-19,2445.15
2016-05-20,2445.55
2016-05-23,2466.55
2016-05-24,2464.45
2016-05-25,2498.45
2016-05-26,2464.65
2016-05-27,2481.15
2016-05-30,2489.4
2016-05-31,2470.1
2016-06-01,2462.85
2016-06-02,2491.4
2016-06-03,2494.7
2016-06-06,2474.25
2016-06-07,2464.55
2016-06-08,2442.45
2016-06-09,2463.75
2016-06-10,2428.05
2016-06-13,2439.45
2016-06-14,2429.7
2016-06-15,2428.15
2016-06-16,2438.95
2016-06-17,2448.9
2016-06-20,2449.5
2016-06-21,2432.55
2016-06-22,2417.9
2016-06-23,2419.35
2016-06-24,2359.35
2016-06-27,2397.05
2016-06-28,2419.35
2016-06-29,2462.9
2016-06-30,2500.15
2016-07-01,2568.65
2016-07-04,2613.75
2016-07-05,2682.8
2016-07-07,2625.65
2016-07-08,2624.65
2016-07-11,2576.75
2016-07-12,2542.9
2016-07-13,2501.1
2016-07-14,2499.6
2016-07-15,2446.15
2016-07-18,2482.6
2016-07-19,2423.85
2016-07-20,2393.25
2016-07-21,2373.7
2016-07-22,2402.9
2016-07-25,2457.05
2016-07-26,2457.05
2016-07-27,2549.95
2016-07-28,2531.85
2016-07-29,2454.3
2016-08-01,2384.6
2016-08-02,2389.6
2016-08-03,2316.15
2016-08-04,2201.15
2016-08-05,2252.5
2016-08-08,2238.05
2016-08-09,2199.95
2016-08-10,2158.8
2016-08-11,2252.1
2016-08-12,2271.1
2016-08-16,2224.2
2016-08-17,2203.1
2016-08-18,2249.2
2016-08-19,2261.8
2016-08-22,2229.4
2016-08-23,2299.5
