Date,CHROMATIC
2016-01-01,3.7
2016-01-04,4.05
2016-01-05,4.45
2016-01-06,4.15
2016-01-07,3.95
2016-01-08,3.75
2016-01-11,3.65
2016-01-12,3.45
2016-01-13,3.3
2016-01-14,3.15
2016-01-15,3.0
2016-01-18,2.85
2016-01-19,2.95
2016-01-20,2.95
2016-01-21,2.95
2016-01-22,3.0
2016-01-25,3.05
2016-01-27,3.05
2016-01-28,3.05
2016-01-29,3.05
2016-02-01,3.05
2016-02-02,3.05
2016-02-03,2.95
2016-02-04,2.95
2016-02-05,3.0
2016-02-08,3.0
2016-02-09,2.95
2016-02-10,3.05
2016-02-11,2.95
2016-02-12,2.95
2016-02-15,2.85
2016-02-16,2.8
2016-02-17,2.75
2016-02-18,2.75
2016-02-19,2.85
2016-02-22,3.1
2016-02-23,3.15
2016-02-24,3.05
2016-02-25,3.05
2016-02-26,2.95
2016-02-29,2.9
2016-03-01,3.1
2016-03-02,3.05
2016-03-03,3.1
2016-03-04,3.7
2016-03-08,3.8
2016-03-09,3.8
2016-03-10,3.65
2016-03-11,3.7
2016-03-14,3.65
2016-03-15,3.8
2016-03-16,3.75
2016-03-17,3.95
2016-03-18,4.6
2016-03-21,4.35
2016-03-22,4.65
2016-03-23,4.5
2016-03-28,4.35
2016-03-29,4.3
2016-03-30,4.4
2016-03-31,4.2
2016-04-01,4.05
2016-04-04,4.7
2016-04-05,5.55
2016-04-06,5.7
2016-04-07,4.6
2016-04-08,5.2
2016-04-11,4.6
2016-04-12,4.15
2016-04-13,4.3
2016-04-18,3.7
2016-04-20,4.4
2016-04-21,4.4
2016-04-22,4.0
2016-04-25,3.8
2016-04-26,3.6
2016-04-27,3.85
2016-04-28,3.85
2016-04-29,3.75
2016-05-02,3.45
2016-05-03,3.15
2016-05-04,3.2
2016-05-05,3.15
2016-05-06,3.3
2016-05-09,3.35
2016-05-10,3.3
2016-05-11,3.2
2016-05-12,3.35
2016-05-13,3.2
2016-05-16,3.25
2016-05-17,3.3
2016-05-18,3.2
2016-05-19,3.25
2016-05-20,3.2
2016-05-23,3.25
2016-05-24,3.2
2016-05-25,3.25
2016-05-26,3.2
2016-05-27,3.2
2016-05-30,3.1
2016-05-31,3.05
2016-06-01,2.95
2016-06-02,2.95
2016-06-03,2.95
2016-06-06,3.05
2016-06-07,3.0
2016-06-08,3.05
2016-06-09,3.0
2016-06-10,3.0
2016-06-13,3.2
2016-06-14,3.8
2016-06-15,4.55
2016-06-16,4.3
2016-06-17,4.15
2016-06-20,3.8
2016-06-21,3.95
2016-06-22,4.3
2016-06-23,4.15
2016-06-24,4.15
2016-06-27,4.35
2016-06-28,4.4
2016-06-29,4.3
2016-06-30,4.0
2016-07-01,4.1
2016-07-04,4.1
2016-07-05,4.0
2016-07-07,3.95
2016-07-08,3.95
2016-07-11,4.0
2016-07-12,3.95
2016-07-13,3.85
2016-07-14,4.15
2016-07-15,4.05
2016-07-18,4.1
2016-07-19,4.05
2016-07-20,4.1
2016-07-21,4.1
2016-07-22,4.1
2016-07-25,4.1
2016-07-26,4.1
2016-07-27,3.95
2016-07-28,4.1
2016-07-29,3.95
2016-08-01,3.8
2016-08-02,3.65
2016-08-03,3.7
2016-08-04,3.65
2016-08-05,3.95
2016-08-08,4.0
2016-08-09,3.95
2016-08-10,4.05
2016-08-11,4.0
2016-08-12,4.0
2016-08-16,3.85
2016-08-17,3.8
2016-08-18,3.9
2016-08-19,3.75
2016-08-22,3.75
2016-08-23,3.75
2016-08-24,3.8
2016-08-25,3.75
2016-08-26,3.5
2016-08-29,3.45
2016-08-30,3.55
2016-08-31,3.85
2016-09-01,3.65
2016-09-02,3.5
2016-09-06,3.6
2016-09-07,3.45
2016-09-08,3.4
2016-09-09,3.3
2016-09-12,3.3
2016-09-14,3.35
2016-09-15,3.35
2016-09-16,3.4
2016-09-19,3.4
2016-09-20,3.35
2016-09-21,3.4
2016-09-22,3.5
2016-09-23,3.45
2016-09-26,3.4
2016-09-27,3.35
2016-09-28,3.4
2016-09-29,3.1
2016-09-30,3.2
2016-10-03,3.4
2016-10-04,3.4
2016-10-05,3.4
2016-10-06,3.35
2016-10-07,3.35
2016-10-10,3.3
2016-10-13,3.3
2016-10-14,3.35
2016-10-17,3.35
2016-10-18,3.3
2016-10-19,3.3
2016-10-20,3.4
2016-10-21,3.35
2016-10-24,3.35
2016-10-25,3.35
2016-10-26,3.35
2016-10-27,3.25
2016-10-28,3.25
2016-10-30,3.35
2016-11-01,3.3
2016-11-02,3.35
2016-11-03,3.25
2016-11-04,3.1
2016-11-07,3.05
2016-11-08,3.05
2016-11-09,3.1
2016-11-10,3.15
2016-11-11,3.15
2016-11-15,3.0
2016-11-16,2.9
2016-11-17,2.95
2016-11-18,2.95
2016-11-21,2.85
2016-11-22,2.75
2016-11-23,2.95
2016-11-24,2.85
2016-11-25,2.95
2016-11-28,3.0
2016-11-29,2.95
2016-11-30,3.0
2016-12-01,2.95
2016-12-02,2.9
2016-12-05,2.9
2016-12-06,2.9
2016-12-07,2.85
2016-12-08,2.9
2016-12-09,2.9
2016-12-12,2.9
2016-12-13,2.85
2016-12-14,2.9
2016-12-15,2.85
2016-12-16,2.85
2016-12-19,2.9
2016-12-20,2.9
2016-12-21,2.85
2016-12-22,2.8
2016-12-23,2.75
2016-12-26,2.75
2016-12-27,2.8
2016-12-28,2.75
2016-12-29,2.75
2016-12-30,2.8
