Date,AIFL
2016-01-01,292.25
2016-01-04,285.85
2016-01-05,295.0
2016-01-06,302.4
2016-01-07,306.15
2016-01-08,302.9
2016-01-11,311.45
2016-01-12,299.5
2016-01-13,292.75
2016-01-14,288.2
2016-01-15,273.0
2016-01-18,253.6
2016-01-19,268.35
2016-01-20,269.85
2016-01-21,275.5
2016-01-22,279.1
2016-01-25,278.85
2016-01-27,279.3
2016-01-28,271.15
2016-01-29,272.7
2016-02-01,272.15
2016-02-02,268.85
2016-02-03,262.2
2016-02-04,259.15
2016-02-05,269.3
2016-02-08,265.95
2016-02-09,265.15
2016-02-10,268.6
2016-02-11,253.6
2016-02-12,237.25
2016-02-15,249.1
2016-02-16,246.1
2016-02-17,247.1
2016-02-18,245.05
2016-02-19,249.15
2016-02-22,249.55
2016-02-23,243.2
2016-02-24,234.45
2016-02-25,244.15
2016-02-26,242.55
2016-02-29,233.25
2016-03-01,244.45
2016-03-02,243.25
2016-03-03,249.05
2016-03-04,248.1
2016-03-08,241.65
2016-03-09,243.75
2016-03-10,240.65
2016-03-11,240.05
2016-03-14,239.75
2016-03-15,239.6
2016-03-16,239.6
2016-03-17,234.7
2016-03-18,237.6
2016-03-21,238.8
2016-03-22,237.35
2016-03-23,246.85
2016-03-28,246.6
2016-03-29,242.55
2016-03-30,250.65
2016-03-31,252.8
2016-04-01,269.3
2016-04-04,273.5
2016-04-05,268.7
2016-04-06,271.05
2016-04-07,271.5
2016-04-08,278.6
2016-04-11,281.65
2016-04-12,279.9
2016-04-13,276.45
2016-04-18,271.9
2016-04-20,271.0
2016-04-21,265.0
2016-04-22,262.5
2016-04-25,260.1
2016-04-26,263.65
2016-04-27,260.45
2016-04-28,256.2
2016-04-29,249.55
2016-05-02,257.15
2016-05-03,258.25
2016-05-04,259.0
2016-05-05,259.85
2016-05-06,259.5
2016-05-09,263.55
2016-05-10,261.7
2016-05-11,261.6
2016-05-12,264.8
2016-05-13,256.75
2016-05-16,258.4
2016-05-17,257.0
2016-05-18,255.9
2016-05-19,255.65
2016-05-20,253.4
2016-05-23,251.85
2016-05-24,252.0
2016-05-25,262.45
2016-05-26,263.25
2016-05-27,268.5
2016-05-30,260.15
2016-05-31,261.35
2016-06-01,256.5
2016-06-02,258.15
2016-06-03,254.7
2016-06-06,254.8
2016-06-07,255.1
2016-06-08,252.7
2016-06-09,253.8
2016-06-10,254.9
2016-06-13,250.9
2016-06-14,252.9
2016-06-15,257.85
2016-06-16,256.7
2016-06-17,255.45
2016-06-20,252.0
2016-06-21,252.4
2016-06-22,257.55
2016-06-23,255.05
2016-06-24,256.25
2016-06-27,255.35
2016-06-28,257.7
2016-06-29,257.95
2016-06-30,256.9
2016-07-01,256.7
2016-07-04,256.0
2016-07-05,277.35
2016-07-07,293.15
2016-07-08,290.35
2016-07-11,303.85
2016-07-12,298.6
2016-07-13,308.75
2016-07-14,305.95
2016-07-15,298.45
2016-07-18,296.3
2016-07-19,293.75
2016-07-20,292.1
2016-07-21,292.55
2016-07-22,303.3
2016-07-25,304.7
2016-07-26,306.2
2016-07-27,300.85
2016-07-28,297.1
2016-07-29,293.85
2016-08-01,296.05
2016-08-02,295.0
2016-08-03,289.65
2016-08-04,298.8
2016-08-05,294.4
2016-08-08,306.4
2016-08-09,303.25
2016-08-10,303.45
2016-08-11,305.2
2016-08-12,301.55
2016-08-16,295.15
2016-08-17,295.05
2016-08-18,293.7
2016-08-19,308.7
2016-08-22,334.75
2016-08-23,331.6
2016-08-24,344.05
2016-08-25,348.05
2016-08-26,352.3
2016-08-29,357.1
2016-08-30,356.05
2016-08-31,371.5
2016-09-01,372.65
2016-09-02,383.1
2016-09-06,381.2
2016-09-07,380.35
2016-09-08,380.4
2016-09-09,376.45
2016-09-12,368.25
2016-09-14,361.45
2016-09-15,371.75
2016-09-16,377.1
2016-09-19,365.8
2016-09-20,355.15
2016-09-21,358.75
2016-09-22,368.45
2016-09-23,367.9
2016-09-26,361.45
2016-09-27,361.4
2016-09-28,353.95
2016-09-29,350.9
2016-09-30,352.2
2016-10-03,356.55
2016-10-04,357.75
2016-10-05,357.85
2016-10-06,352.9
2016-10-07,351.3
2016-10-10,348.2
2016-10-13,358.2
2016-10-14,370.2
2016-10-17,382.1
2016-10-18,396.35
2016-10-19,420.65
2016-10-20,416.75
2016-10-21,421.7
2016-10-24,434.4
2016-10-25,432.5
2016-10-26,436.0
2016-10-27,429.5
2016-10-28,429.65
2016-10-30,439.55
2016-11-01,433.4
2016-11-02,429.95
2016-11-03,426.35
2016-11-04,421.4
2016-11-07,431.3
2016-11-08,430.25
2016-11-09,428.8
2016-11-10,429.05
2016-11-11,413.9
2016-11-15,407.65
2016-11-16,399.45
2016-11-17,391.2
2016-11-18,389.35
2016-11-21,390.55
2016-11-22,386.8
2016-11-23,394.55
2016-11-24,401.55
2016-11-25,419.0
2016-11-28,419.85
2016-11-29,428.4
2016-11-30,422.75
2016-12-01,417.75
2016-12-02,415.9
2016-12-05,408.6
2016-12-06,405.6
2016-12-07,413.95
2016-12-08,414.05
2016-12-09,418.5
2016-12-12,410.3
2016-12-13,409.6
2016-12-14,408.8
2016-12-15,406.55
2016-12-16,410.9
2016-12-19,415.8
2016-12-20,423.3
2016-12-21,427.15
2016-12-22,433.75
2016-12-23,428.05
2016-12-26,408.05
2016-12-27,416.85
2016-12-28,417.55
2016-12-29,415.1
2016-12-30,415.45
