Date,SANGAMIND
2016-01-01,312.2
2016-01-04,307.75
2016-01-05,311.65
2016-01-06,309.2
2016-01-07,298.95
2016-01-08,299.15
2016-01-11,299.15
2016-01-12,297.25
2016-01-13,292.15
2016-01-14,291.45
2016-01-15,284.2
2016-01-18,273.75
2016-01-19,285.25
2016-01-20,280.15
2016-01-21,283.35
2016-01-22,296.95
2016-01-25,293.2
2016-01-27,278.2
2016-01-28,275.1
2016-01-29,281.65
2016-02-01,280.2
2016-02-02,277.3
2016-02-03,274.3
2016-02-04,271.75
2016-02-05,274.1
2016-02-08,269.6
2016-02-09,270.4
2016-02-10,267.35
2016-02-11,251.85
2016-02-12,250.7
2016-02-15,253.1
2016-02-16,247.5
2016-02-17,252.45
2016-02-18,264.4
2016-02-19,269.9
2016-02-22,268.15
2016-02-23,263.55
2016-02-24,259.15
2016-02-25,253.75
2016-02-26,251.0
2016-02-29,248.4
2016-03-01,259.7
2016-03-02,263.65
2016-03-03,264.3
2016-03-04,265.3
2016-03-08,262.35
2016-03-09,266.95
2016-03-10,265.4
2016-03-11,260.45
2016-03-14,262.9
2016-03-15,257.5
2016-03-16,260.15
2016-03-17,260.9
2016-03-18,259.35
2016-03-21,258.75
2016-03-22,258.9
2016-03-23,268.95
2016-03-28,258.1
2016-03-29,252.95
2016-03-30,252.9
2016-03-31,250.6
2016-04-01,253.85
2016-04-04,255.15
2016-04-05,259.75
2016-04-06,262.65
2016-04-07,258.9
2016-04-08,268.7
2016-04-11,264.6
2016-04-12,266.05
2016-04-13,265.45
2016-04-18,264.35
2016-04-20,262.7
2016-04-21,262.9
2016-04-22,258.7
2016-04-25,261.95
2016-04-26,265.0
2016-04-27,280.7
2016-04-28,280.15
2016-04-29,279.75
2016-05-02,281.3
2016-05-03,279.4
2016-05-04,277.65
2016-05-05,277.25
2016-05-06,280.0
2016-05-09,282.15
2016-05-10,277.05
2016-05-11,279.85
2016-05-12,287.85
2016-05-13,283.6
2016-05-16,278.55
2016-05-17,276.8
2016-05-18,278.1
2016-05-19,284.5
2016-05-20,277.7
2016-05-23,270.9
2016-05-24,266.95
2016-05-25,266.5
2016-05-26,270.1
2016-05-27,268.8
2016-05-30,278.05
2016-05-31,276.9
2016-06-01,275.95
2016-06-02,278.3
2016-06-03,275.05
2016-06-06,272.0
2016-06-07,273.6
2016-06-08,271.4
2016-06-09,271.4
2016-06-10,269.8
2016-06-13,270.7
2016-06-14,274.35
2016-06-15,278.4
2016-06-16,273.7
2016-06-17,274.95
2016-06-20,279.95
2016-06-21,281.95
2016-06-22,279.9
2016-06-23,279.15
2016-06-24,271.1
2016-06-27,279.3
2016-06-28,278.75
2016-06-29,275.55
2016-06-30,275.85
2016-07-01,274.4
2016-07-04,276.9
2016-07-05,275.4
2016-07-07,274.35
2016-07-08,278.1
2016-07-11,277.1
2016-07-12,275.45
2016-07-13,276.4
2016-07-14,280.05
2016-07-15,274.7
2016-07-18,273.0
2016-07-19,271.55
2016-07-20,271.95
2016-07-21,269.75
2016-07-22,269.55
2016-07-25,268.0
2016-07-26,268.5
2016-07-27,278.7
2016-07-28,276.25
2016-07-29,271.1
2016-08-01,269.3
2016-08-02,266.85
2016-08-03,261.4
2016-08-04,258.35
2016-08-05,257.7
2016-08-08,255.25
2016-08-09,254.75
2016-08-10,254.85
2016-08-11,254.2
2016-08-12,256.6
2016-08-16,257.9
2016-08-17,258.8
2016-08-18,267.25
2016-08-19,268.15
2016-08-22,266.95
2016-08-23,272.85
2016-08-24,276.15
2016-08-25,270.85
2016-08-26,266.0
2016-08-29,269.5
2016-08-30,270.7
2016-08-31,269.0
2016-09-01,266.1
2016-09-02,263.6
2016-09-06,260.15
2016-09-07,255.45
2016-09-08,260.0
2016-09-09,250.55
2016-09-12,246.3
2016-09-14,249.3
2016-09-15,249.05
2016-09-16,260.55
2016-09-19,265.0
2016-09-20,262.95
2016-09-21,263.65
2016-09-22,261.7
2016-09-23,267.35
2016-09-26,265.85
2016-09-27,263.35
2016-09-28,262.2
2016-09-29,252.3
2016-09-30,252.65
2016-10-03,255.05
2016-10-04,254.75
2016-10-05,262.1
2016-10-06,261.3
2016-10-07,265.65
2016-10-10,287.85
2016-10-13,296.3
2016-10-14,311.85
2016-10-17,310.2
2016-10-18,320.1
2016-10-19,314.05
2016-10-20,314.6
2016-10-21,309.7
2016-10-24,312.95
2016-10-25,306.85
2016-10-26,307.25
2016-10-27,305.35
2016-10-28,316.95
2016-10-30,317.55
2016-11-01,320.3
2016-11-02,311.15
2016-11-03,308.6
2016-11-04,292.3
2016-11-07,288.75
2016-11-08,286.2
2016-11-09,274.3
2016-11-10,281.75
2016-11-11,270.1
2016-11-15,229.35
2016-11-16,239.2
2016-11-17,246.6
2016-11-18,245.55
2016-11-21,231.1
2016-11-22,243.05
2016-11-23,250.65
2016-11-24,255.0
2016-11-25,269.8
2016-11-28,262.4
2016-11-29,261.35
2016-11-30,259.8
2016-12-01,258.55
2016-12-02,251.1
2016-12-05,252.65
2016-12-06,255.15
2016-12-07,256.5
2016-12-08,262.0
2016-12-09,259.55
2016-12-12,249.45
2016-12-13,241.5
2016-12-14,240.25
2016-12-15,239.35
2016-12-16,241.25
2016-12-19,240.0
2016-12-20,245.45
2016-12-21,249.05
2016-12-22,248.2
2016-12-23,247.15
2016-12-26,246.3
2016-12-27,245.65
2016-12-28,241.95
2016-12-29,249.1
2016-12-30,246.6
