Date,BYKE
2016-01-01,159.05
2016-01-04,157.55
2016-01-05,159.35
2016-01-06,157.8
2016-01-07,152.85
2016-01-08,153.6
2016-01-11,153.4
2016-01-12,152.25
2016-01-13,151.6
2016-01-14,150.3
2016-01-15,150.35
2016-01-18,148.75
2016-01-19,152.5
2016-01-20,148.6
2016-01-21,150.3
2016-01-22,159.35
2016-01-25,156.6
2016-01-27,156.8
2016-01-28,156.6
2016-01-29,158.85
2016-02-01,158.9
2016-02-02,156.85
2016-02-03,159.45
2016-02-04,161.4
2016-02-05,160.65
2016-02-08,158.45
2016-02-09,156.0
2016-02-10,155.05
2016-02-11,150.55
2016-02-12,150.3
2016-02-15,153.95
2016-02-16,152.9
2016-02-17,153.4
2016-02-18,153.95
2016-02-19,154.15
2016-02-22,154.6
2016-02-23,153.4
2016-02-24,151.85
2016-02-25,150.9
2016-02-26,153.05
2016-02-29,150.8
2016-03-01,153.45
2016-03-02,154.9
2016-03-03,156.8
2016-03-04,156.0
2016-03-08,155.5
2016-03-09,155.8
2016-03-10,155.1
2016-03-11,154.55
2016-03-14,155.1
2016-03-15,151.8
2016-03-16,152.45
2016-03-17,152.95
2016-03-18,153.85
2016-03-21,154.45
2016-03-22,153.75
2016-03-23,155.3
2016-03-28,153.55
2016-03-29,154.75
2016-03-30,157.05
2016-03-31,156.6
2016-04-01,154.7
2016-04-04,155.4
2016-04-05,152.1
2016-04-06,156.5
2016-04-07,154.7
2016-04-08,154.0
2016-04-11,156.2
2016-04-12,155.15
2016-04-13,158.5
2016-04-18,159.85
2016-04-20,160.6
2016-04-21,160.3
2016-04-22,159.35
2016-04-25,157.4
2016-04-26,159.95
2016-04-27,160.15
2016-04-28,157.1
2016-04-29,155.3
2016-05-02,153.4
2016-05-03,152.55
2016-05-04,151.75
2016-05-05,153.6
2016-05-06,153.15
2016-05-09,156.3
2016-05-10,156.0
2016-05-11,155.05
2016-05-12,155.95
2016-05-13,152.75
2016-05-16,152.95
2016-05-17,153.5
2016-05-18,152.75
2016-05-19,153.45
2016-05-20,164.4
2016-05-23,166.15
2016-05-24,165.7
2016-05-25,167.35
2016-05-26,171.2
2016-05-27,172.6
2016-05-30,173.45
2016-05-31,172.5
2016-06-01,171.85
2016-06-02,170.05
2016-06-03,169.85
2016-06-06,169.5
2016-06-07,170.7
2016-06-08,170.25
2016-06-09,167.6
2016-06-10,167.2
2016-06-13,164.75
2016-06-14,163.85
2016-06-15,165.15
2016-06-16,161.8
2016-06-17,160.5
2016-06-20,159.9
2016-06-21,158.15
2016-06-22,159.15
2016-06-23,158.8
2016-06-24,153.45
2016-06-27,157.05
2016-06-28,161.45
2016-06-29,162.5
2016-06-30,162.4
2016-07-01,159.65
2016-07-04,158.85
2016-07-05,159.5
2016-07-07,159.5
2016-07-08,157.75
2016-07-11,160.85
2016-07-12,162.45
2016-07-13,162.75
2016-07-14,162.9
2016-07-15,162.25
2016-07-18,161.2
2016-07-19,161.6
2016-07-20,162.45
2016-07-21,161.6
2016-07-22,162.15
2016-07-25,162.5
2016-07-26,163.1
2016-07-27,163.55
2016-07-28,163.85
2016-07-29,162.6
2016-08-01,162.35
2016-08-02,161.0
2016-08-03,160.5
2016-08-04,163.8
2016-08-05,163.85
2016-08-08,162.5
2016-08-09,161.35
2016-08-10,160.3
2016-08-11,160.6
2016-08-12,161.05
2016-08-16,160.65
2016-08-17,161.05
2016-08-18,160.8
2016-08-19,160.65
2016-08-22,160.2
2016-08-23,160.55
2016-08-24,160.0
2016-08-25,159.85
2016-08-26,157.55
2016-08-29,158.7
2016-08-30,158.6
2016-08-31,160.1
2016-09-01,158.6
2016-09-02,159.15
2016-09-06,161.4
2016-09-07,162.0
2016-09-08,161.75
2016-09-09,161.0
2016-09-12,157.9
2016-09-14,158.15
2016-09-15,158.75
2016-09-16,159.85
2016-09-19,160.95
2016-09-20,161.4
2016-09-21,161.05
2016-09-22,163.55
2016-09-23,162.65
2016-09-26,160.5
2016-09-27,163.4
2016-09-28,193.4
2016-09-29,179.9
2016-09-30,180.05
2016-10-03,187.9
2016-10-04,194.2
2016-10-05,191.25
2016-10-06,189.7
2016-10-07,187.35
2016-10-10,186.25
2016-10-13,184.25
2016-10-14,185.1
2016-10-17,183.75
2016-10-18,184.85
2016-10-19,186.1
2016-10-20,184.5
2016-10-21,183.25
2016-10-24,182.3
2016-10-25,182.25
2016-10-26,183.6
2016-10-27,181.2
2016-10-28,180.7
2016-10-30,184.8
2016-11-01,192.2
2016-11-02,188.2
2016-11-03,185.95
2016-11-04,182.95
2016-11-07,185.95
2016-11-08,190.3
2016-11-09,179.05
2016-11-10,184.1
2016-11-11,178.7
2016-11-15,176.35
2016-11-16,176.1
2016-11-17,175.65
2016-11-18,173.85
2016-11-21,168.75
2016-11-22,171.05
2016-11-23,176.75
2016-11-24,174.45
2016-11-25,175.0
2016-11-28,174.35
2016-11-29,174.6
2016-11-30,173.35
2016-12-01,170.35
2016-12-02,165.6
2016-12-05,162.65
2016-12-06,161.7
2016-12-07,161.5
2016-12-08,166.7
2016-12-09,165.75
2016-12-12,166.25
2016-12-13,171.9
2016-12-14,168.2
2016-12-15,166.9
2016-12-16,167.25
2016-12-19,166.75
2016-12-20,169.45
2016-12-21,168.05
2016-12-22,166.35
2016-12-23,164.4
2016-12-26,161.35
2016-12-27,161.6
2016-12-28,164.85
2016-12-29,165.6
2016-12-30,165.25
