Date,ADORWELD
2016-01-01,328.5
2016-01-04,314.35
2016-01-05,316.3
2016-01-06,315.4
2016-01-07,305.4
2016-01-08,309.25
2016-01-11,306.3
2016-01-12,308.7
2016-01-13,298.15
2016-01-14,284.4
2016-01-15,270.4
2016-01-18,263.0
2016-01-19,272.9
2016-01-20,264.65
2016-01-21,280.15
2016-01-22,274.15
2016-01-25,272.9
2016-01-27,268.55
2016-01-28,272.2
2016-01-29,268.55
2016-02-01,266.75
2016-02-02,262.4
2016-02-03,252.4
2016-02-04,255.1
2016-02-05,288.85
2016-02-08,276.4
2016-02-09,282.2
2016-02-10,271.3
2016-02-11,251.1
2016-02-12,244.8
2016-02-15,260.95
2016-02-16,235.6
2016-02-17,251.25
2016-02-18,250.0
2016-02-19,249.2
2016-02-22,253.95
2016-02-23,243.45
2016-02-24,243.0
2016-02-25,243.45
2016-02-26,244.4
2016-02-29,248.7
2016-03-01,256.9
2016-03-02,267.95
2016-03-03,273.55
2016-03-04,275.1
2016-03-08,272.05
2016-03-09,267.9
2016-03-10,263.55
2016-03-11,266.85
2016-03-14,263.4
2016-03-15,261.65
2016-03-16,262.85
2016-03-17,262.0
2016-03-18,266.9
2016-03-21,264.45
2016-03-22,266.9
2016-03-23,258.8
2016-03-28,270.0
2016-03-29,281.0
2016-03-30,286.6
2016-03-31,287.05
2016-04-01,284.25
2016-04-04,279.7
2016-04-05,285.65
2016-04-06,283.65
2016-04-07,279.2
2016-04-08,278.05
2016-04-11,278.85
2016-04-12,278.7
2016-04-13,300.75
2016-04-18,308.3
2016-04-20,303.2
2016-04-21,300.4
2016-04-22,300.7
2016-04-25,300.8
2016-04-26,301.3
2016-04-27,303.3
2016-04-28,298.1
2016-04-29,298.55
2016-05-02,294.0
2016-05-03,306.75
2016-05-04,300.2
2016-05-05,305.1
2016-05-06,298.85
2016-05-09,300.85
2016-05-10,304.8
2016-05-11,290.9
2016-05-12,292.75
2016-05-13,292.4
2016-05-16,282.3
2016-05-17,286.55
2016-05-18,281.95
2016-05-19,284.5
2016-05-20,284.1
2016-05-23,289.9
2016-05-24,283.75
2016-05-25,283.65
2016-05-26,281.5
2016-05-27,280.6
2016-05-30,282.3
2016-05-31,289.4
2016-06-01,295.65
2016-06-02,294.3
2016-06-03,287.1
2016-06-06,278.3
2016-06-07,284.1
2016-06-08,286.45
2016-06-09,285.8
2016-06-10,285.1
2016-06-13,283.75
2016-06-14,280.0
2016-06-15,285.65
2016-06-16,287.8
2016-06-17,283.1
2016-06-20,279.85
2016-06-21,280.05
2016-06-22,276.95
2016-06-23,282.0
2016-06-24,280.55
2016-06-27,289.1
2016-06-28,288.35
2016-06-29,297.8
2016-06-30,298.55
2016-07-01,293.75
2016-07-04,291.55
2016-07-05,292.6
2016-07-07,292.05
2016-07-08,290.85
2016-07-11,291.0
2016-07-12,288.1
2016-07-13,287.8
2016-07-14,287.25
2016-07-15,287.5
2016-07-18,285.1
2016-07-19,286.8
2016-07-20,289.95
2016-07-21,284.45
2016-07-22,284.55
2016-07-25,277.35
2016-07-26,279.0
2016-07-27,282.95
2016-07-28,290.4
2016-07-29,283.35
2016-08-01,275.3
2016-08-02,271.8
2016-08-03,263.85
2016-08-04,261.25
2016-08-05,262.0
2016-08-08,263.5
2016-08-09,265.25
2016-08-10,271.55
2016-08-11,276.25
2016-08-12,277.25
2016-08-16,277.1
2016-08-17,273.2
2016-08-18,277.0
2016-08-19,276.5
2016-08-22,271.4
2016-08-23,275.2
2016-08-24,280.25
2016-08-25,285.45
2016-08-26,281.35
2016-08-29,284.8
2016-08-30,287.45
2016-08-31,293.4
2016-09-01,286.9
2016-09-02,286.05
2016-09-06,285.65
2016-09-07,290.55
2016-09-08,290.9
2016-09-09,290.05
2016-09-12,282.65
2016-09-14,281.1
2016-09-15,281.9
2016-09-16,286.6
2016-09-19,284.35
2016-09-20,284.95
2016-09-21,281.9
2016-09-22,284.15
2016-09-23,283.5
2016-09-26,281.1
2016-09-27,280.3
2016-09-28,281.95
2016-09-29,259.95
2016-09-30,266.55
2016-10-03,274.5
2016-10-04,276.1
2016-10-05,271.95
2016-10-06,269.7
2016-10-07,267.9
2016-10-10,268.3
2016-10-13,265.85
2016-10-14,267.0
2016-10-17,264.95
2016-10-18,268.75
2016-10-19,270.1
2016-10-20,271.0
2016-10-21,270.6
2016-10-24,282.0
2016-10-25,325.2
2016-10-26,308.15
2016-10-27,309.0
2016-10-28,310.2
2016-10-30,314.2
2016-11-01,310.5
2016-11-02,307.8
2016-11-03,311.85
2016-11-04,294.3
2016-11-07,304.05
2016-11-08,302.8
2016-11-09,291.3
2016-11-10,301.35
2016-11-11,302.95
2016-11-15,292.1
2016-11-16,289.1
2016-11-17,283.5
2016-11-18,286.1
2016-11-21,276.25
2016-11-22,279.65
2016-11-23,284.45
2016-11-24,282.0
2016-11-25,289.6
2016-11-28,285.1
2016-11-29,286.65
2016-11-30,292.95
2016-12-01,290.15
2016-12-02,284.35
2016-12-05,285.25
2016-12-06,284.25
2016-12-07,282.8
2016-12-08,285.45
2016-12-09,295.4
2016-12-12,304.15
2016-12-13,302.0
2016-12-14,298.7
2016-12-15,299.0
2016-12-16,295.85
2016-12-19,296.9
2016-12-20,298.9
2016-12-21,294.4
2016-12-22,287.1
2016-12-23,290.3
2016-12-26,281.85
2016-12-27,290.25
2016-12-28,290.2
2016-12-29,290.05
2016-12-30,293.15
