Date,INFRABEES
2016-01-01,282.79
2016-01-04,276.34
2016-01-05,276.67
2016-01-06,273.47
2016-01-07,266.61
2016-01-08,267.4
2016-01-11,264.06
2016-01-12,265.3
2016-01-13,260.96
2016-01-14,256.0
2016-01-15,248.38
2016-01-18,242.59
2016-01-19,249.42
2016-01-20,245.41
2016-01-21,245.21
2016-01-22,246.59
2016-01-25,245.84
2016-01-27,244.13
2016-01-28,242.81
2016-01-29,246.59
2016-02-01,245.9
2016-02-02,246.47
2016-02-03,240.52
2016-02-04,243.23
2016-02-05,244.81
2016-02-08,243.73
2016-02-09,242.21
2016-02-10,240.03
2016-02-11,231.24
2016-02-12,227.0
2016-02-15,239.65
2016-02-16,235.72
2016-02-17,239.49
2016-02-18,241.12
2016-02-19,242.1
2016-02-22,240.15
2016-02-23,237.59
2016-02-24,235.33
2016-02-25,232.58
2016-02-26,234.47
2016-02-29,229.82
2016-03-01,236.95
2016-03-02,242.61
2016-03-03,249.0
2016-03-04,249.36
2016-03-08,246.62
2016-03-09,249.0
2016-03-10,246.8
2016-03-11,248.53
2016-03-14,249.72
2016-03-15,246.74
2016-03-16,247.0
2016-03-17,247.52
2016-03-18,252.34
2016-03-21,256.82
2016-03-22,256.75
2016-03-23,257.86
2016-03-28,249.08
2016-03-29,253.97
2016-03-30,257.02
2016-03-31,259.14
2016-04-01,258.0
2016-04-04,275.13
2016-04-05,255.29
2016-04-06,253.6
2016-04-07,252.55
2016-04-08,254.24
2016-04-11,258.71
2016-04-12,263.1
2016-04-13,263.57
2016-04-18,267.14
2016-04-20,270.99
2016-04-21,266.22
2016-04-22,269.8
2016-04-25,267.88
2016-04-26,271.74
2016-04-27,273.68
2016-04-28,269.86
2016-04-29,266.75
2016-05-02,268.0
2016-05-03,269.97
2016-05-04,262.0
2016-05-05,261.9
2016-05-06,262.8
2016-05-09,267.9
2016-05-10,270.0
2016-05-11,267.5
2016-05-12,269.9
2016-05-13,266.23
2016-05-16,262.82
2016-05-17,271.08
2016-05-18,265.57
2016-05-19,261.03
2016-05-20,261.15
2016-05-23,260.0
2016-05-24,260.0
2016-05-25,265.39
2016-05-26,277.7
2016-05-27,279.56
2016-05-30,279.5
2016-05-31,281.26
2016-06-01,279.5
2016-06-02,282.06
2016-06-03,277.97
2016-06-06,276.39
2016-06-07,280.31
2016-06-08,283.74
2016-06-09,280.78
2016-06-10,280.96
2016-06-13,279.84
2016-06-14,279.69
2016-06-15,284.86
2016-06-16,280.0
2016-06-17,280.0
2016-06-20,281.86
2016-06-21,281.9
2016-06-22,283.93
2016-06-23,283.17
2016-06-24,277.49
2016-06-27,279.13
2016-06-28,281.68
2016-06-29,281.5
2016-06-30,285.53
2016-07-01,291.86
2016-07-04,295.55
2016-07-05,293.5
2016-07-07,293.48
2016-07-08,289.5
2016-07-11,292.19
2016-07-12,294.0
2016-07-13,293.3
2016-07-14,293.65
2016-07-15,296.1
2016-07-18,291.7
2016-07-19,293.9
2016-07-20,294.21
2016-07-21,292.48
2016-07-22,297.42
2016-07-25,296.38
2016-07-26,298.18
2016-07-27,301.05
2016-07-28,299.4
2016-07-29,298.07
2016-08-01,295.02
2016-08-02,293.43
2016-08-03,291.71
2016-08-04,291.91
2016-08-05,296.18
2016-08-08,297.74
2016-08-09,295.13
2016-08-10,293.9
2016-08-11,291.0
2016-08-12,291.22
2016-08-16,295.85
2016-08-17,294.8
2016-08-18,295.1
2016-08-19,297.7
2016-08-22,298.0
2016-08-23,296.0
2016-08-24,294.5
2016-08-25,294.48
2016-08-26,293.0
2016-08-29,292.48
2016-08-30,293.98
2016-08-31,298.87
2016-09-01,293.0
2016-09-02,293.5
2016-09-06,296.32
2016-09-07,296.8
2016-09-08,301.23
2016-09-09,299.66
2016-09-12,289.78
2016-09-14,290.0
2016-09-15,290.0
2016-09-16,290.0
2016-09-19,294.83
2016-09-20,293.73
2016-09-21,291.17
2016-09-22,294.24
2016-09-23,296.71
2016-09-26,292.01
2016-09-27,287.73
2016-09-28,290.88
2016-09-29,281.42
2016-09-30,282.7
2016-10-03,289.86
2016-10-04,289.89
2016-10-05,291.9
2016-10-06,287.99
2016-10-07,290.0
2016-10-10,295.0
2016-10-13,283.06
2016-10-14,284.63
2016-10-17,283.31
2016-10-18,290.0
2016-10-19,289.18
2016-10-20,294.0
2016-10-21,291.64
2016-10-24,292.74
2016-10-26,290.81
2016-10-27,291.25
2016-10-28,290.32
2016-10-30,288.57
2016-11-01,292.5
2016-11-02,289.59
2016-11-03,287.32
2016-11-04,280.0
2016-11-07,280.09
2016-11-08,282.74
2016-11-09,263.88
2016-11-10,286.55
2016-11-11,279.9
2016-11-15,272.05
2016-11-16,277.98
2016-11-17,273.52
2016-11-18,275.26
2016-11-21,271.0
2016-11-22,270.55
2016-11-23,271.77
2016-11-24,272.72
2016-11-25,276.1
2016-11-28,278.5
2016-11-29,280.77
2016-11-30,283.95
2016-12-01,280.41
2016-12-02,279.21
2016-12-05,278.72
2016-12-06,280.55
2016-12-07,280.0
2016-12-08,283.74
2016-12-09,281.93
2016-12-12,282.58
2016-12-13,283.31
2016-12-14,281.37
2016-12-15,281.52
2016-12-16,278.16
2016-12-19,275.25
2016-12-20,275.6
2016-12-21,276.0
2016-12-22,270.51
2016-12-23,269.61
2016-12-26,269.15
2016-12-27,271.47
2016-12-28,272.78
2016-12-29,272.66
2016-12-30,274.7
