Date,SBIN
2016-01-01,227.8
2016-01-04,220.7
2016-01-05,217.75
2016-01-06,216.85
2016-01-07,209.55
2016-01-08,208.95
2016-01-11,204.3
2016-01-12,199.4
2016-01-13,200.9
2016-01-14,196.05
2016-01-15,184.3
2016-01-18,181.0
2016-01-19,182.95
2016-01-20,173.65
2016-01-21,175.6
2016-01-22,184.6
2016-01-25,182.95
2016-01-27,184.4
2016-01-28,185.25
2016-01-29,179.9
2016-02-01,172.75
2016-02-02,169.4
2016-02-03,166.05
2016-02-04,162.85
2016-02-05,168.2
2016-02-08,172.15
2016-02-09,167.05
2016-02-10,159.0
2016-02-11,154.25
2016-02-12,154.8
2016-02-15,167.85
2016-02-16,156.4
2016-02-17,158.95
2016-02-18,159.8
2016-02-19,164.7
2016-02-22,164.95
2016-02-23,158.5
2016-02-24,156.3
2016-02-25,151.8
2016-02-26,155.9
2016-02-29,158.75
2016-03-01,162.05
2016-03-02,181.15
2016-03-03,182.75
2016-03-04,188.4
2016-03-08,183.35
2016-03-09,183.4
2016-03-10,180.5
2016-03-11,180.1
2016-03-14,181.75
2016-03-15,185.3
2016-03-16,185.2
2016-03-17,186.35
2016-03-18,191.25
2016-03-21,196.8
2016-03-22,197.5
2016-03-23,196.6
2016-03-28,188.3
2016-03-29,189.5
2016-03-30,197.55
2016-03-31,194.25
2016-04-01,195.65
2016-04-04,194.7
2016-04-05,184.35
2016-04-06,183.85
2016-04-07,181.95
2016-04-08,183.1
2016-04-11,188.25
2016-04-12,187.8
2016-04-13,191.9
2016-04-18,186.75
2016-04-20,187.3
2016-04-21,194.35
2016-04-22,200.15
2016-04-25,197.05
2016-04-26,200.95
2016-04-27,196.15
2016-04-28,192.05
2016-04-29,189.0
2016-05-02,186.0
2016-05-03,184.05
2016-05-04,179.95
2016-05-05,180.35
2016-05-06,184.35
2016-05-09,188.7
2016-05-10,189.5
2016-05-11,185.0
2016-05-12,188.5
2016-05-13,184.85
2016-05-16,176.8
2016-05-17,176.85
2016-05-18,179.95
2016-05-19,172.7
2016-05-20,171.35
2016-05-23,168.4
2016-05-24,169.5
2016-05-25,175.1
2016-05-26,184.15
2016-05-27,195.9
2016-05-30,198.85
2016-05-31,204.95
2016-06-01,198.25
2016-06-02,200.55
2016-06-03,196.6
2016-06-06,198.9
2016-06-07,210.15
2016-06-08,210.7
2016-06-09,209.95
2016-06-10,205.95
2016-06-13,201.8
2016-06-14,207.7
2016-06-15,216.05
2016-06-16,216.0
2016-06-17,213.45
2016-06-20,215.9
2016-06-21,214.0
2016-06-22,212.9
2016-06-23,217.55
2016-06-24,211.25
2016-06-27,217.15
2016-06-28,215.9
2016-06-29,217.2
2016-06-30,218.8
2016-07-01,219.6
2016-07-04,223.0
2016-07-05,223.5
2016-07-07,220.05
2016-07-08,218.3
2016-07-11,224.7
2016-07-12,226.7
2016-07-13,227.7
2016-07-14,232.0
2016-07-15,231.5
2016-07-18,228.75
2016-07-19,229.6
2016-07-20,231.15
2016-07-21,225.65
2016-07-22,223.5
2016-07-25,229.9
2016-07-26,226.7
2016-07-27,229.25
2016-07-28,231.0
2016-07-29,229.4
2016-08-01,227.3
2016-08-02,228.05
2016-08-03,226.65
2016-08-04,225.65
2016-08-05,232.75
2016-08-08,233.25
2016-08-09,235.15
2016-08-10,231.5
2016-08-11,227.15
2016-08-12,243.3
2016-08-16,246.75
2016-08-17,246.25
2016-08-18,248.4
2016-08-19,258.5
2016-08-22,254.8
2016-08-23,254.75
2016-08-24,254.4
2016-08-25,250.15
2016-08-26,246.6
2016-08-29,249.05
2016-08-30,252.25
2016-08-31,252.5
2016-09-01,252.0
2016-09-02,254.6
2016-09-06,260.1
2016-09-07,266.8
2016-09-08,268.35
2016-09-09,264.1
2016-09-12,252.75
2016-09-14,257.55
2016-09-15,256.0
2016-09-16,254.3
2016-09-19,255.65
2016-09-20,254.45
2016-09-21,251.15
2016-09-22,257.9
2016-09-23,254.55
2016-09-26,251.65
2016-09-27,249.0
2016-09-28,253.75
2016-09-29,247.25
2016-09-30,251.25
2016-10-03,255.3
2016-10-04,259.75
2016-10-05,260.85
2016-10-06,256.8
2016-10-07,258.7
2016-10-10,256.6
2016-10-13,249.65
2016-10-14,252.1
2016-10-17,253.2
2016-10-18,256.9
2016-10-19,255.4
2016-10-20,260.2
2016-10-21,258.5
2016-10-24,262.95
2016-10-25,261.45
2016-10-26,258.75
2016-10-27,255.4
2016-10-28,258.0
2016-10-30,257.6
2016-11-01,258.95
2016-11-02,251.05
2016-11-03,245.65
2016-11-04,242.85
2016-11-07,252.7
2016-11-08,252.65
2016-11-09,260.0
2016-11-10,281.3
2016-11-11,273.0
2016-11-15,278.2
2016-11-16,277.2
2016-11-17,277.45
2016-11-18,275.8
2016-11-21,257.35
2016-11-22,257.35
2016-11-23,258.65
2016-11-24,261.75
2016-11-25,260.95
2016-11-28,253.55
2016-11-29,252.7
2016-11-30,258.35
2016-12-01,255.65
2016-12-02,254.1
2016-12-05,256.9
2016-12-06,259.1
2016-12-07,255.6
2016-12-08,259.9
2016-12-09,266.65
2016-12-12,263.65
2016-12-13,266.15
2016-12-14,262.9
2016-12-15,265.4
2016-12-16,264.75
2016-12-19,261.35
2016-12-20,254.55
2016-12-21,255.35
2016-12-22,249.8
2016-12-23,249.15
2016-12-26,244.2
2016-12-27,248.75
2016-12-28,247.75
2016-12-29,247.65
2016-12-30,250.2
