Date,IDFC
2016-01-01,48.4
2016-01-04,47.8
2016-01-05,48.5
2016-01-06,47.85
2016-01-07,46.7
2016-01-08,46.6
2016-01-11,45.9
2016-01-12,45.1
2016-01-13,44.75
2016-01-14,43.2
2016-01-15,41.0
2016-01-18,39.6
2016-01-19,40.95
2016-01-20,40.25
2016-01-21,41.0
2016-01-22,41.75
2016-01-25,41.3
2016-01-27,41.15
2016-01-28,40.75
2016-01-29,40.5
2016-02-01,40.3
2016-02-02,40.8
2016-02-03,40.4
2016-02-04,41.15
2016-02-05,43.75
2016-02-08,43.05
2016-02-09,42.55
2016-02-10,43.2
2016-02-11,39.65
2016-02-12,37.9
2016-02-15,41.25
2016-02-16,39.5
2016-02-17,40.1
2016-02-18,40.55
2016-02-19,41.0
2016-02-22,40.65
2016-02-23,39.1
2016-02-24,38.75
2016-02-25,37.15
2016-02-26,37.4
2016-02-29,37.5
2016-03-01,38.4
2016-03-02,40.0
2016-03-03,39.95
2016-03-04,40.65
2016-03-08,40.05
2016-03-09,39.55
2016-03-10,38.85
2016-03-11,38.75
2016-03-14,39.05
2016-03-15,37.9
2016-03-16,37.55
2016-03-17,37.75
2016-03-18,37.85
2016-03-21,38.1
2016-03-22,38.2
2016-03-23,38.2
2016-03-28,38.15
2016-03-29,38.0
2016-03-30,38.75
2016-03-31,40.45
2016-04-01,40.55
2016-04-04,41.35
2016-04-05,42.1
2016-04-06,42.1
2016-04-07,41.95
2016-04-08,42.3
2016-04-11,42.75
2016-04-12,43.2
2016-04-13,43.55
2016-04-18,44.0
2016-04-20,44.15
2016-04-21,44.5
2016-04-22,44.15
2016-04-25,43.6
2016-04-26,45.5
2016-04-27,46.45
2016-04-28,43.4
2016-04-29,44.6
2016-05-02,43.5
2016-05-03,43.55
2016-05-04,42.9
2016-05-05,41.95
2016-05-06,46.75
2016-05-09,47.85
2016-05-10,47.75
2016-05-11,47.6
2016-05-12,47.8
2016-05-13,49.8
2016-05-16,49.95
2016-05-17,49.55
2016-05-18,49.25
2016-05-19,48.6
2016-05-20,47.55
2016-05-23,46.9
2016-05-24,47.0
2016-05-25,47.5
2016-05-26,47.3
2016-05-27,49.65
2016-05-30,51.9
2016-05-31,51.55
2016-06-01,50.65
2016-06-02,50.2
2016-06-03,49.75
2016-06-06,49.6
2016-06-07,50.6
2016-06-08,50.35
2016-06-09,49.2
2016-06-10,51.05
2016-06-13,49.35
2016-06-14,49.35
2016-06-15,50.75
2016-06-16,50.2
2016-06-17,50.25
2016-06-20,50.2
2016-06-21,50.6
2016-06-22,49.7
2016-06-23,49.85
2016-06-24,47.95
2016-06-27,48.5
2016-06-28,48.1
2016-06-29,48.2
2016-06-30,47.5
2016-07-01,48.2
2016-07-04,50.15
2016-07-05,49.9
2016-07-07,51.3
2016-07-08,51.85
2016-07-11,51.95
2016-07-12,53.2
2016-07-13,52.05
2016-07-14,53.2
2016-07-15,52.65
2016-07-18,51.45
2016-07-19,51.9
2016-07-20,52.4
2016-07-21,51.35
2016-07-22,52.25
2016-07-25,53.9
2016-07-26,54.2
2016-07-27,53.15
2016-07-28,53.55
2016-07-29,54.7
2016-08-01,53.7
2016-08-02,57.95
2016-08-03,56.9
2016-08-04,56.8
2016-08-05,58.3
2016-08-08,58.4
2016-08-09,58.6
2016-08-10,57.05
2016-08-11,56.75
2016-08-12,56.8
2016-08-16,56.3
2016-08-17,57.45
2016-08-18,58.2
2016-08-19,58.8
2016-08-22,57.95
2016-08-23,57.95
2016-08-24,57.65
2016-08-25,56.95
2016-08-26,56.0
2016-08-29,55.95
2016-08-30,58.5
2016-08-31,63.2
2016-09-01,61.0
2016-09-02,61.15
2016-09-06,62.35
2016-09-07,62.65
2016-09-08,63.7
2016-09-09,62.95
2016-09-12,59.2
2016-09-14,60.4
2016-09-15,60.1
2016-09-16,60.15
2016-09-19,60.1
2016-09-20,60.35
2016-09-21,59.95
2016-09-22,61.05
2016-09-23,61.5
2016-09-26,60.55
2016-09-27,63.15
2016-09-28,67.75
2016-09-29,64.45
2016-09-30,67.2
2016-10-03,68.2
2016-10-04,68.0
2016-10-05,70.15
2016-10-06,68.15
2016-10-07,68.75
2016-10-10,68.35
2016-10-13,66.0
2016-10-14,67.25
2016-10-17,66.0
2016-10-18,67.15
2016-10-19,69.2
2016-10-20,69.1
2016-10-21,68.65
2016-10-24,69.85
2016-10-25,68.55
2016-10-26,69.5
2016-10-27,68.2
2016-10-28,69.9
2016-10-30,69.4
2016-11-01,68.4
2016-11-02,65.65
2016-11-03,64.05
2016-11-04,62.65
2016-11-07,63.6
2016-11-08,63.15
2016-11-09,60.5
2016-11-10,63.9
2016-11-11,61.4
2016-11-15,58.35
2016-11-16,58.7
2016-11-17,58.45
2016-11-18,57.0
2016-11-21,54.15
2016-11-22,55.2
2016-11-23,56.65
2016-11-24,55.25
2016-11-25,56.9
2016-11-28,57.75
2016-11-29,57.2
2016-11-30,57.4
2016-12-01,56.6
2016-12-02,55.5
2016-12-05,56.05
2016-12-06,56.15
2016-12-07,55.65
2016-12-08,56.3
2016-12-09,56.95
2016-12-12,55.95
2016-12-13,55.3
2016-12-14,54.75
2016-12-15,54.7
2016-12-16,54.05
2016-12-19,53.55
2016-12-20,52.55
2016-12-21,52.65
2016-12-22,51.7
2016-12-23,51.7
2016-12-26,50.55
2016-12-27,52.35
2016-12-28,52.3
2016-12-29,55.75
2016-12-30,53.75
