Date,SHANTIGEAR
2016-01-01,104.8
2016-01-04,104.35
2016-01-05,104.0
2016-01-06,103.95
2016-01-07,99.4
2016-01-08,100.5
2016-01-11,98.5
2016-01-12,97.4
2016-01-13,97.9
2016-01-14,96.4
2016-01-15,96.25
2016-01-18,89.85
2016-01-19,90.05
2016-01-20,87.9
2016-01-21,88.65
2016-01-22,90.3
2016-01-25,93.65
2016-01-27,93.7
2016-01-28,92.7
2016-01-29,94.15
2016-02-01,94.9
2016-02-02,92.7
2016-02-03,90.0
2016-02-04,89.0
2016-02-05,88.9
2016-02-08,90.1
2016-02-09,86.65
2016-02-10,85.0
2016-02-11,81.45
2016-02-12,84.05
2016-02-15,83.7
2016-02-16,84.1
2016-02-17,83.5
2016-02-18,82.4
2016-02-19,82.15
2016-02-22,81.35
2016-02-23,81.3
2016-02-24,80.3
2016-02-25,80.3
2016-02-26,80.05
2016-02-29,80.4
2016-03-01,84.4
2016-03-02,87.0
2016-03-03,87.05
2016-03-04,85.4
2016-03-08,84.8
2016-03-09,84.45
2016-03-10,85.3
2016-03-11,82.65
2016-03-14,82.55
2016-03-15,82.5
2016-03-16,81.6
2016-03-17,80.0
2016-03-18,80.45
2016-03-21,81.85
2016-03-22,80.6
2016-03-23,81.0
2016-03-28,80.05
2016-03-29,79.9
2016-03-30,80.6
2016-03-31,82.8
2016-04-01,85.7
2016-04-04,86.7
2016-04-05,84.25
2016-04-06,86.15
2016-04-07,86.1
2016-04-08,86.0
2016-04-11,85.35
2016-04-12,87.2
2016-04-13,90.6
2016-04-18,93.8
2016-04-20,92.3
2016-04-21,93.8
2016-04-22,95.8
2016-04-25,93.2
2016-04-26,94.15
2016-04-27,96.55
2016-04-28,91.35
2016-04-29,90.5
2016-05-02,94.95
2016-05-03,93.15
2016-05-04,92.15
2016-05-05,91.5
2016-05-06,93.75
2016-05-09,93.0
2016-05-10,93.95
2016-05-11,97.25
2016-05-12,98.05
2016-05-13,101.0
2016-05-16,101.5
2016-05-17,100.4
2016-05-18,100.6
2016-05-19,98.3
2016-05-20,96.75
2016-05-23,100.15
2016-05-24,100.05
2016-05-25,100.0
2016-05-26,100.05
2016-05-27,101.25
2016-05-30,100.2
2016-05-31,100.0
2016-06-01,101.2
2016-06-02,105.2
2016-06-03,104.1
2016-06-06,102.05
2016-06-07,102.2
2016-06-08,105.25
2016-06-09,105.05
2016-06-10,103.7
2016-06-13,107.65
2016-06-14,106.55
2016-06-15,113.65
2016-06-16,117.95
2016-06-17,118.55
2016-06-20,116.45
2016-06-21,117.0
2016-06-22,116.5
2016-06-23,118.7
2016-06-24,112.5
2016-06-27,115.0
2016-06-28,116.6
2016-06-29,118.05
2016-06-30,121.05
2016-07-01,121.55
2016-07-04,120.85
2016-07-05,118.1
2016-07-07,118.0
2016-07-08,117.2
2016-07-11,118.95
2016-07-12,117.65
2016-07-13,116.2
2016-07-14,118.0
2016-07-15,117.15
2016-07-18,115.75
2016-07-19,118.8
2016-07-20,118.85
2016-07-21,120.0
2016-07-22,120.05
2016-07-25,127.5
2016-07-26,122.95
2016-07-27,122.1
2016-07-28,120.7
2016-07-29,119.6
2016-08-01,119.6
2016-08-02,119.0
2016-08-03,117.0
2016-08-04,117.65
2016-08-05,120.2
2016-08-08,123.35
2016-08-09,121.5
2016-08-10,118.6
2016-08-11,119.7
2016-08-12,118.95
2016-08-16,118.4
2016-08-17,119.9
2016-08-18,119.8
2016-08-19,122.9
2016-08-22,122.8
2016-08-23,123.25
2016-08-24,125.85
2016-08-25,129.85
2016-08-26,123.15
2016-08-29,123.6
2016-08-30,124.6
2016-08-31,124.25
2016-09-01,131.5
2016-09-02,131.05
2016-09-06,128.25
2016-09-07,125.7
2016-09-08,125.05
2016-09-09,125.75
2016-09-12,121.8
2016-09-14,125.9
2016-09-15,126.05
2016-09-16,124.65
2016-09-19,123.15
2016-09-20,122.8
2016-09-21,123.6
2016-09-22,134.7
2016-09-23,129.7
2016-09-26,126.25
2016-09-27,125.75
2016-09-28,127.15
2016-09-29,117.2
2016-09-30,120.15
2016-10-03,125.7
2016-10-04,123.7
2016-10-05,135.55
2016-10-06,130.25
2016-10-07,129.55
2016-10-10,131.1
2016-10-13,128.5
2016-10-14,128.25
2016-10-17,131.15
2016-10-18,130.3
2016-10-19,132.1
2016-10-20,131.35
2016-10-21,130.05
2016-10-24,128.6
2016-10-25,128.8
2016-10-26,128.45
2016-10-27,125.6
2016-10-28,125.4
2016-10-30,128.85
2016-11-01,126.2
2016-11-02,122.9
2016-11-03,121.15
2016-11-04,114.75
2016-11-07,117.25
2016-11-08,116.35
2016-11-09,114.75
2016-11-10,117.4
2016-11-11,112.75
2016-11-15,107.8
2016-11-16,107.5
2016-11-17,105.9
2016-11-18,105.15
2016-11-21,101.85
2016-11-22,102.1
2016-11-23,106.65
2016-11-24,106.8
2016-11-25,108.25
2016-11-28,111.7
2016-11-29,115.6
2016-11-30,116.25
2016-12-01,114.15
2016-12-02,111.55
2016-12-05,112.5
2016-12-06,110.15
2016-12-07,108.85
2016-12-08,113.25
2016-12-09,119.2
2016-12-12,115.55
2016-12-13,114.65
2016-12-14,115.2
2016-12-15,114.65
2016-12-16,114.5
2016-12-19,113.55
2016-12-20,111.9
2016-12-21,112.25
2016-12-22,111.45
2016-12-23,111.7
2016-12-26,109.95
2016-12-27,110.65
2016-12-28,111.75
2016-12-29,111.0
2016-12-30,113.15
