Date,RKDL
2016-01-01,10.9
2016-01-04,11.95
2016-01-05,13.1
2016-01-06,13.5
2016-01-07,13.65
2016-01-08,14.3
2016-01-11,15.0
2016-01-12,15.75
2016-01-13,16.5
2016-01-14,16.2
2016-01-15,15.4
2016-01-18,14.65
2016-01-19,13.95
2016-01-20,13.3
2016-01-21,12.65
2016-01-22,12.05
2016-01-25,11.45
2016-01-27,10.9
2016-01-28,10.4
2016-01-29,10.9
2016-02-01,11.4
2016-02-02,11.85
2016-02-03,11.6
2016-02-04,11.05
2016-02-05,10.65
2016-02-08,10.3
2016-02-09,9.8
2016-02-10,9.5
2016-02-11,9.05
2016-02-12,8.65
2016-02-15,9.0
2016-02-16,8.55
2016-02-17,8.3
2016-02-18,8.45
2016-02-19,8.5
2016-02-22,8.3
2016-02-23,8.0
2016-02-24,8.3
2016-02-25,8.15
2016-02-26,8.25
2016-02-29,7.85
2016-03-01,8.1
2016-03-02,8.5
2016-03-03,8.7
2016-03-04,9.0
2016-03-08,8.9
2016-03-09,9.3
2016-03-10,9.4
2016-03-11,9.55
2016-03-14,9.9
2016-03-15,9.65
2016-03-16,9.4
2016-03-17,9.15
2016-03-18,8.7
2016-03-21,8.3
2016-03-22,8.0
2016-03-23,8.2
2016-03-28,8.0
2016-03-29,8.05
2016-03-30,8.0
2016-03-31,7.85
2016-04-01,8.25
2016-04-04,8.3
2016-04-05,8.15
2016-04-06,8.25
2016-04-07,8.3
2016-04-08,8.5
2016-04-11,8.3
2016-04-12,8.15
2016-04-13,8.25
2016-04-18,8.45
2016-04-20,8.4
2016-04-21,8.25
2016-04-22,8.05
2016-04-25,7.8
2016-04-26,7.8
2016-04-27,7.75
2016-04-28,7.75
2016-04-29,7.85
2016-05-02,7.85
2016-05-03,8.0
2016-05-04,8.25
2016-05-05,7.65
2016-05-06,7.9
2016-05-09,9.45
2016-05-10,11.3
2016-05-11,10.2
2016-05-12,10.45
2016-05-13,9.7
2016-05-16,9.75
2016-05-17,9.7
2016-05-18,9.35
2016-05-19,8.65
2016-05-20,8.8
2016-05-23,8.95
2016-05-24,8.65
2016-05-25,8.8
2016-05-26,8.75
2016-05-27,8.4
2016-05-30,8.25
2016-05-31,8.15
2016-06-01,8.0
2016-06-02,7.95
2016-06-03,7.9
2016-06-06,7.9
2016-06-07,7.85
2016-06-08,7.95
2016-06-09,8.0
2016-06-10,8.4
2016-06-13,8.35
2016-06-14,8.4
2016-06-15,8.6
2016-06-16,8.4
2016-06-17,8.25
2016-06-20,8.35
2016-06-21,8.3
2016-06-22,8.35
2016-06-23,8.45
2016-06-24,8.15
2016-06-27,8.25
2016-06-28,8.35
2016-06-29,8.3
2016-06-30,8.25
2016-07-01,8.45
2016-07-04,9.25
2016-07-05,9.5
2016-07-07,8.95
2016-07-08,8.95
2016-07-11,9.0
2016-07-12,8.85
2016-07-13,8.5
2016-07-14,8.55
2016-07-15,8.15
2016-07-18,8.1
2016-07-19,8.25
2016-07-20,8.3
2016-07-21,8.35
2016-07-22,8.35
2016-07-25,8.15
2016-07-26,8.75
2016-07-27,8.55
2016-07-28,8.45
2016-07-29,8.45
2016-08-01,8.15
2016-08-02,8.3
2016-08-03,7.9
2016-08-04,8.0
2016-08-05,8.9
2016-08-08,8.5
2016-08-09,8.15
2016-08-10,7.9
2016-08-11,8.7
2016-08-12,8.8
2016-08-16,9.3
2016-08-17,9.8
2016-08-18,9.3
2016-08-19,9.4
2016-08-22,9.3
2016-08-23,9.35
2016-08-24,9.1
2016-08-25,8.95
2016-08-26,8.5
2016-08-29,8.05
2016-08-30,8.2
2016-08-31,8.4
2016-09-01,8.25
2016-09-02,8.45
2016-09-06,8.45
2016-09-07,8.5
2016-09-08,8.4
2016-09-09,8.45
2016-09-12,8.3
2016-09-14,8.55
2016-09-15,9.5
2016-09-16,9.0
2016-09-19,8.75
2016-09-20,8.6
2016-09-21,9.55
2016-09-22,9.25
2016-09-23,9.15
2016-09-26,9.15
2016-09-27,9.75
2016-09-28,11.7
2016-09-29,11.35
2016-09-30,13.6
2016-10-03,14.25
2016-10-04,15.2
2016-10-05,14.55
2016-10-06,13.8
2016-10-07,12.8
2016-10-10,14.05
2016-10-13,13.05
2016-10-14,12.95
2016-10-17,12.95
2016-10-18,12.9
2016-10-19,13.15
2016-10-20,13.05
2016-10-21,13.0
2016-10-24,12.95
2016-10-25,13.25
2016-10-26,12.8
2016-10-27,12.85
2016-10-28,12.8
2016-10-30,12.7
2016-11-01,12.35
2016-11-02,12.1
2016-11-03,11.75
2016-11-04,10.75
2016-11-07,10.95
2016-11-08,11.8
2016-11-09,11.3
2016-11-10,11.6
2016-11-11,11.25
2016-11-15,10.35
2016-11-16,10.2
2016-11-17,9.9
2016-11-18,11.15
2016-11-21,10.5
2016-11-22,9.95
2016-11-23,10.05
2016-11-24,10.1
2016-11-25,10.65
2016-11-28,12.75
2016-11-29,12.95
2016-11-30,13.45
2016-12-01,12.6
2016-12-02,12.2
2016-12-05,11.95
2016-12-06,12.15
2016-12-07,11.8
2016-12-08,12.1
2016-12-09,11.75
2016-12-12,11.8
2016-12-13,11.6
2016-12-14,11.85
2016-12-15,11.8
2016-12-16,11.6
2016-12-19,11.45
2016-12-20,11.3
2016-12-21,11.15
2016-12-22,10.85
2016-12-23,11.15
2016-12-26,10.55
2016-12-27,10.7
2016-12-28,10.65
2016-12-29,10.9
2016-12-30,11.1
