Date,SUNTECK
2016-01-01,238.5
2016-01-04,254.25
2016-01-05,255.35
2016-01-06,258.35
2016-01-07,252.3
2016-01-08,252.0
2016-01-11,260.55
2016-01-12,255.0
2016-01-13,245.45
2016-01-14,254.6
2016-01-15,240.9
2016-01-18,229.25
2016-01-19,231.35
2016-01-20,219.8
2016-01-21,219.85
2016-01-22,223.25
2016-01-25,216.8
2016-01-27,218.55
2016-01-28,231.35
2016-01-29,235.25
2016-02-01,237.3
2016-02-02,234.25
2016-02-03,227.95
2016-02-04,233.95
2016-02-05,228.45
2016-02-08,227.25
2016-02-09,225.6
2016-02-10,225.65
2016-02-11,203.85
2016-02-12,198.3
2016-02-15,197.6
2016-02-16,190.75
2016-02-17,192.1
2016-02-18,199.3
2016-02-19,203.0
2016-02-22,200.7
2016-02-23,199.25
2016-02-24,201.0
2016-02-25,193.05
2016-02-26,187.45
2016-02-29,191.5
2016-03-01,192.7
2016-03-02,201.4
2016-03-03,199.4
2016-03-04,200.05
2016-03-08,215.55
2016-03-09,224.75
2016-03-10,231.9
2016-03-11,229.7
2016-03-14,234.8
2016-03-15,231.7
2016-03-16,231.35
2016-03-17,233.95
2016-03-18,233.35
2016-03-21,236.5
2016-03-22,235.35
2016-03-23,233.35
2016-03-28,223.7
2016-03-29,220.25
2016-03-30,224.95
2016-03-31,227.15
2016-04-01,222.85
2016-04-04,221.35
2016-04-05,215.3
2016-04-06,214.75
2016-04-07,212.75
2016-04-08,207.7
2016-04-11,211.25
2016-04-12,205.95
2016-04-13,205.3
2016-04-18,222.2
2016-04-20,216.2
2016-04-21,207.15
2016-04-22,213.6
2016-04-25,213.95
2016-04-26,216.9
2016-04-27,215.4
2016-04-28,214.0
2016-04-29,213.6
2016-05-02,212.75
2016-05-03,211.15
2016-05-04,205.2
2016-05-05,205.5
2016-05-06,205.3
2016-05-09,215.35
2016-05-10,211.75
2016-05-11,205.1
2016-05-12,210.2
2016-05-13,204.15
2016-05-16,213.1
2016-05-17,218.8
2016-05-18,220.2
2016-05-19,217.35
2016-05-20,215.45
2016-05-23,213.75
2016-05-24,207.4
2016-05-25,206.3
2016-05-26,209.9
2016-05-27,217.35
2016-05-30,218.35
2016-05-31,219.85
2016-06-01,217.25
2016-06-02,217.7
2016-06-03,216.5
2016-06-06,210.6
2016-06-07,210.45
2016-06-08,212.2
2016-06-09,217.75
2016-06-10,221.8
2016-06-13,223.8
2016-06-14,224.85
2016-06-15,223.0
2016-06-16,226.9
2016-06-17,233.2
2016-06-20,239.1
2016-06-21,240.85
2016-06-22,233.3
2016-06-23,234.3
2016-06-24,224.25
2016-06-27,225.95
2016-06-28,228.05
2016-06-29,229.55
2016-06-30,246.25
2016-07-01,252.9
2016-07-04,232.85
2016-07-05,239.9
2016-07-07,237.8
2016-07-08,232.85
2016-07-11,236.2
2016-07-12,241.05
2016-07-13,254.65
2016-07-14,258.7
2016-07-15,254.45
2016-07-18,254.55
2016-07-19,260.9
2016-07-20,261.4
2016-07-21,252.45
2016-07-22,254.85
2016-07-25,259.5
2016-07-26,259.55
2016-07-27,258.8
2016-07-28,262.2
2016-07-29,252.9
2016-08-01,243.2
2016-08-02,242.2
2016-08-03,234.35
2016-08-04,233.55
2016-08-05,242.05
2016-08-08,245.8
2016-08-09,239.3
2016-08-10,231.9
2016-08-11,230.2
2016-08-12,227.0
2016-08-16,229.65
2016-08-17,236.9
2016-08-18,236.7
2016-08-19,229.4
2016-08-22,235.15
2016-08-23,235.3
2016-08-24,232.85
2016-08-25,233.6
2016-08-26,230.65
2016-08-29,236.85
2016-08-30,234.95
2016-08-31,232.55
2016-09-01,229.9
2016-09-02,228.15
2016-09-06,228.25
2016-09-07,236.8
2016-09-08,247.35
2016-09-09,250.95
2016-09-12,245.35
2016-09-14,255.55
2016-09-15,262.25
2016-09-16,255.7
2016-09-19,254.75
2016-09-20,249.25
2016-09-21,254.3
2016-09-22,255.45
2016-09-23,253.05
2016-09-26,250.15
2016-09-27,249.9
2016-09-28,251.9
2016-09-29,237.6
2016-09-30,249.1
2016-10-03,251.95
2016-10-04,256.05
2016-10-05,256.3
2016-10-06,262.2
2016-10-07,261.75
2016-10-10,263.15
2016-10-13,260.35
2016-10-14,269.35
2016-10-17,278.1
2016-10-18,285.5
2016-10-19,285.2
2016-10-20,280.45
2016-10-21,278.35
2016-10-24,278.8
2016-10-25,276.75
2016-10-26,275.4
2016-10-27,288.05
2016-10-28,293.0
2016-10-30,295.7
2016-11-01,289.1
2016-11-02,285.0
2016-11-03,281.0
2016-11-04,277.45
2016-11-07,272.8
2016-11-08,275.35
2016-11-09,220.95
2016-11-10,225.5
2016-11-11,212.95
2016-11-15,192.25
2016-11-16,184.1
2016-11-17,185.75
2016-11-18,183.75
2016-11-21,181.0
2016-11-22,177.95
2016-11-23,192.8
2016-11-24,193.2
2016-11-25,191.2
2016-11-28,188.55
2016-11-29,189.05
2016-11-30,193.95
2016-12-01,196.7
2016-12-02,191.2
2016-12-05,197.75
2016-12-06,198.55
2016-12-07,192.8
2016-12-08,197.3
2016-12-09,199.55
2016-12-12,208.55
2016-12-13,226.75
2016-12-14,223.1
2016-12-15,225.4
2016-12-16,226.95
2016-12-19,230.3
2016-12-20,234.1
2016-12-21,226.95
2016-12-22,218.4
2016-12-23,216.85
2016-12-26,208.85
2016-12-27,208.5
2016-12-28,213.0
2016-12-29,212.75
2016-12-30,216.6
