Date,ADHUNIK
2016-01-01,15.05
2016-01-04,14.95
2016-01-05,16.05
2016-01-06,15.6
2016-01-07,14.9
2016-01-08,15.4
2016-01-11,15.3
2016-01-12,14.95
2016-01-13,14.65
2016-01-14,14.7
2016-01-15,14.0
2016-01-18,12.55
2016-01-19,12.95
2016-01-20,12.4
2016-01-21,12.25
2016-01-22,12.9
2016-01-25,13.15
2016-01-27,13.0
2016-01-28,13.25
2016-01-29,12.95
2016-02-01,12.95
2016-02-02,12.7
2016-02-03,12.25
2016-02-04,12.15
2016-02-05,12.5
2016-02-08,12.05
2016-02-09,12.1
2016-02-10,11.85
2016-02-11,11.25
2016-02-12,10.65
2016-02-15,11.4
2016-02-16,11.35
2016-02-17,10.9
2016-02-18,10.85
2016-02-19,10.7
2016-02-22,10.85
2016-02-23,10.6
2016-02-24,10.35
2016-02-25,10.35
2016-02-26,10.1
2016-02-29,10.1
2016-03-01,10.6
2016-03-02,10.9
2016-03-03,11.65
2016-03-04,11.95
2016-03-08,12.15
2016-03-09,11.9
2016-03-10,11.65
2016-03-11,11.55
2016-03-14,11.25
2016-03-15,11.1
2016-03-16,11.3
2016-03-17,11.25
2016-03-18,11.05
2016-03-21,12.1
2016-03-22,11.75
2016-03-23,11.55
2016-03-28,11.15
2016-03-29,11.0
2016-03-30,11.5
2016-03-31,11.1
2016-04-01,11.2
2016-04-04,11.15
2016-04-05,11.1
2016-04-06,11.15
2016-04-07,10.85
2016-04-08,11.25
2016-04-11,11.2
2016-04-12,11.15
2016-04-13,11.5
2016-04-18,11.2
2016-04-20,11.75
2016-04-21,12.35
2016-04-22,12.4
2016-04-25,11.9
2016-04-26,12.45
2016-04-27,12.2
2016-04-28,11.8
2016-04-29,11.6
2016-05-02,12.3
2016-05-03,11.65
2016-05-04,10.3
2016-05-05,8.75
2016-05-06,7.0
2016-05-09,6.3
2016-05-10,6.9
2016-05-11,7.55
2016-05-12,8.3
2016-05-13,8.6
2016-05-16,8.25
2016-05-17,7.95
2016-05-18,8.15
2016-05-19,7.9
2016-05-20,7.65
2016-05-23,7.4
2016-05-24,7.4
2016-05-25,7.5
2016-05-26,7.7
2016-05-27,7.85
2016-05-30,7.65
2016-05-31,7.6
2016-06-01,7.5
2016-06-02,7.35
2016-06-03,7.15
2016-06-06,7.0
2016-06-07,7.1
2016-06-08,7.55
2016-06-09,7.75
2016-06-10,7.8
2016-06-13,7.9
2016-06-14,8.15
2016-06-15,8.1
2016-06-16,8.1
2016-06-17,7.7
2016-06-20,7.95
2016-06-21,7.7
2016-06-22,7.65
2016-06-23,7.55
2016-06-24,7.7
2016-06-27,7.7
2016-06-28,7.7
2016-06-29,7.85
2016-06-30,7.9
2016-07-01,8.0
2016-07-04,8.0
2016-07-05,8.05
2016-07-07,8.7
2016-07-08,8.55
2016-07-11,8.55
2016-07-12,8.7
2016-07-13,8.75
2016-07-14,8.85
2016-07-15,8.55
2016-07-18,8.3
2016-07-19,8.3
2016-07-20,8.45
2016-07-21,8.2
2016-07-22,8.35
2016-07-25,8.25
2016-07-26,8.65
2016-07-27,8.75
2016-07-28,8.7
2016-07-29,8.95
2016-08-01,8.7
2016-08-02,8.3
2016-08-03,8.2
2016-08-04,8.1
2016-08-05,8.25
2016-08-08,8.7
2016-08-09,8.4
2016-08-10,8.1
2016-08-11,8.1
2016-08-12,8.15
2016-08-16,7.9
2016-08-17,7.95
2016-08-18,7.95
2016-08-19,8.1
2016-08-22,8.0
2016-08-23,7.85
2016-08-24,8.15
2016-08-25,7.85
2016-08-26,7.9
2016-08-29,7.8
2016-08-30,7.9
2016-08-31,7.85
2016-09-01,7.7
2016-09-02,7.75
2016-09-06,8.0
2016-09-07,8.1
2016-09-08,8.15
2016-09-09,8.05
2016-09-12,7.9
2016-09-14,7.95
2016-09-15,8.05
2016-09-16,7.95
2016-09-19,7.9
2016-09-20,7.8
2016-09-21,7.85
2016-09-22,7.9
2016-09-23,7.8
2016-09-26,7.65
2016-09-27,7.75
2016-09-28,7.75
2016-09-29,7.35
2016-09-30,7.05
2016-10-03,7.55
2016-10-04,7.55
2016-10-05,7.5
2016-10-06,7.35
2016-10-07,7.25
2016-10-10,7.45
2016-10-13,7.45
2016-10-14,7.45
2016-10-17,7.45
2016-10-18,7.55
2016-10-19,7.5
2016-10-20,7.85
2016-10-21,8.0
2016-10-24,8.05
2016-10-25,8.35
2016-10-26,8.0
2016-10-27,7.95
2016-10-28,7.9
2016-10-30,7.95
2016-11-01,8.25
2016-11-02,7.95
2016-11-03,7.85
2016-11-04,7.65
2016-11-07,7.8
2016-11-08,7.7
2016-11-09,7.55
2016-11-10,7.65
2016-11-11,7.25
2016-11-15,7.0
2016-11-16,6.85
2016-11-17,6.7
2016-11-18,6.9
2016-11-21,6.45
2016-11-22,6.45
2016-11-23,6.95
2016-11-24,7.1
2016-11-25,7.2
2016-11-28,7.05
2016-11-29,7.15
2016-11-30,7.1
2016-12-01,7.15
2016-12-02,7.05
2016-12-05,7.0
2016-12-06,7.1
2016-12-07,7.05
2016-12-08,7.2
2016-12-09,7.35
2016-12-12,7.3
2016-12-13,7.2
2016-12-14,7.1
2016-12-15,7.1
2016-12-16,7.0
2016-12-19,6.9
2016-12-20,7.1
2016-12-21,7.1
2016-12-22,7.0
2016-12-23,7.15
2016-12-26,6.95
2016-12-27,6.95
2016-12-28,6.8
2016-12-29,6.85
2016-12-30,6.8
