Date,HUBTOWN
2016-01-01,110.2
2016-01-04,109.4
2016-01-05,111.65
2016-01-06,111.4
2016-01-07,107.8
2016-01-08,108.45
2016-01-11,107.9
2016-01-12,107.05
2016-01-13,104.95
2016-01-14,104.3
2016-01-15,100.65
2016-01-18,100.65
2016-01-19,109.55
2016-01-20,109.8
2016-01-21,108.75
2016-01-22,110.15
2016-01-25,109.2
2016-01-27,108.3
2016-01-28,108.0
2016-01-29,110.65
2016-02-01,110.6
2016-02-02,109.9
2016-02-03,108.7
2016-02-04,107.9
2016-02-05,107.55
2016-02-08,109.05
2016-02-09,110.8
2016-02-10,109.5
2016-02-11,109.15
2016-02-12,106.2
2016-02-15,104.95
2016-02-16,107.45
2016-02-17,108.85
2016-02-18,106.2
2016-02-19,108.2
2016-02-22,106.1
2016-02-23,103.9
2016-02-24,105.2
2016-02-25,102.3
2016-02-26,106.35
2016-02-29,108.1
2016-03-01,107.85
2016-03-02,107.4
2016-03-03,107.45
2016-03-04,107.05
2016-03-08,106.3
2016-03-09,108.3
2016-03-10,106.75
2016-03-11,104.1
2016-03-14,103.25
2016-03-15,105.65
2016-03-16,107.8
2016-03-17,106.75
2016-03-18,104.9
2016-03-21,105.9
2016-03-22,103.1
2016-03-23,104.75
2016-03-28,102.4
2016-03-29,100.0
2016-03-30,100.95
2016-03-31,103.45
2016-04-01,103.5
2016-04-04,105.25
2016-04-05,103.35
2016-04-06,103.2
2016-04-07,102.65
2016-04-08,104.1
2016-04-11,104.8
2016-04-12,105.85
2016-04-13,105.2
2016-04-18,108.4
2016-04-20,106.05
2016-04-21,107.0
2016-04-22,105.25
2016-04-25,104.05
2016-04-26,109.6
2016-04-27,106.45
2016-04-28,105.0
2016-04-29,105.8
2016-05-02,107.45
2016-05-03,105.85
2016-05-04,102.95
2016-05-05,101.45
2016-05-06,104.65
2016-05-09,105.75
2016-05-10,103.75
2016-05-11,105.45
2016-05-12,103.2
2016-05-13,103.95
2016-05-16,102.5
2016-05-17,101.05
2016-05-18,101.6
2016-05-19,99.3
2016-05-20,101.65
2016-05-23,102.3
2016-05-24,98.35
2016-05-25,99.7
2016-05-26,98.6
2016-05-27,99.0
2016-05-30,98.5
2016-05-31,99.55
2016-06-01,99.35
2016-06-02,96.25
2016-06-03,99.45
2016-06-06,100.9
2016-06-07,98.35
2016-06-08,99.0
2016-06-09,98.5
2016-06-10,99.25
2016-06-13,100.95
2016-06-14,98.75
2016-06-15,95.6
2016-06-16,94.7
2016-06-17,95.0
2016-06-20,95.05
2016-06-21,94.6
2016-06-22,94.5
2016-06-23,97.3
2016-06-24,95.3
2016-06-27,96.0
2016-06-28,95.35
2016-06-29,98.6
2016-06-30,98.85
2016-07-01,98.8
2016-07-04,99.5
2016-07-05,99.75
2016-07-07,97.15
2016-07-08,98.2
2016-07-11,98.4
2016-07-12,99.0
2016-07-13,97.05
2016-07-14,97.05
2016-07-15,99.25
2016-07-18,97.05
2016-07-19,98.95
2016-07-20,98.55
2016-07-21,96.65
2016-07-22,96.9
2016-07-25,96.95
2016-07-26,96.75
2016-07-27,96.1
2016-07-28,96.85
2016-07-29,96.9
2016-08-01,96.15
2016-08-02,96.25
2016-08-03,95.0
2016-08-04,94.9
2016-08-05,95.5
2016-08-08,95.65
2016-08-09,95.25
2016-08-10,93.8
2016-08-11,93.3
2016-08-12,95.85
2016-08-16,94.55
2016-08-17,93.4
2016-08-18,92.3
2016-08-19,93.05
2016-08-22,92.05
2016-08-23,95.4
2016-08-24,93.1
2016-08-25,92.35
2016-08-26,94.05
2016-08-29,93.95
2016-08-30,93.4
2016-08-31,94.05
2016-09-01,92.75
2016-09-02,92.4
2016-09-06,93.55
2016-09-07,93.3
2016-09-08,92.85
2016-09-09,93.0
2016-09-12,91.75
2016-09-14,93.65
2016-09-15,92.3
2016-09-16,92.4
2016-09-19,91.9
2016-09-20,91.75
2016-09-21,91.35
2016-09-22,93.35
2016-09-23,92.55
2016-09-26,92.55
2016-09-27,92.65
2016-09-28,91.95
2016-09-29,89.6
2016-09-30,90.2
2016-10-03,94.4
2016-10-04,92.35
2016-10-05,92.7
2016-10-06,92.5
2016-10-07,92.3
2016-10-10,91.35
2016-10-13,89.45
2016-10-14,90.0
2016-10-17,89.75
2016-10-18,90.25
2016-10-19,91.05
2016-10-20,89.5
2016-10-21,89.6
2016-10-24,88.75
2016-10-25,106.5
2016-10-26,117.0
2016-10-27,113.1
2016-10-28,107.7
2016-10-30,107.4
2016-11-01,112.25
2016-11-02,106.8
2016-11-03,105.55
2016-11-04,98.8
2016-11-07,97.65
2016-11-08,97.7
2016-11-09,89.4
2016-11-10,92.65
2016-11-11,88.8
2016-11-15,87.2
2016-11-16,88.95
2016-11-17,87.5
2016-11-18,91.15
2016-11-21,90.2
2016-11-22,91.35
2016-11-23,88.95
2016-11-24,87.35
2016-11-25,88.4
2016-11-28,87.6
2016-11-29,87.95
2016-11-30,91.85
2016-12-01,90.5
2016-12-02,89.85
2016-12-05,89.75
2016-12-06,89.8
2016-12-07,88.75
2016-12-08,89.55
2016-12-09,88.95
2016-12-12,94.1
2016-12-13,95.7
2016-12-14,94.55
2016-12-15,95.2
2016-12-16,94.1
2016-12-19,91.2
2016-12-20,91.8
2016-12-21,91.65
2016-12-22,89.85
2016-12-23,89.5
2016-12-26,88.0
2016-12-27,89.1
2016-12-28,88.5
2016-12-29,89.65
2016-12-30,88.5
