Date,CANBK
2016-01-01,238.3
2016-01-04,233.35
2016-01-05,230.6
2016-01-06,227.5
2016-01-07,218.7
2016-01-08,219.7
2016-01-11,215.3
2016-01-12,208.0
2016-01-13,199.3
2016-01-14,191.6
2016-01-15,179.7
2016-01-18,177.25
2016-01-19,178.6
2016-01-20,171.35
2016-01-21,174.9
2016-01-22,186.25
2016-01-25,184.25
2016-01-27,190.15
2016-01-28,191.85
2016-01-29,194.0
2016-02-01,187.5
2016-02-02,185.65
2016-02-03,180.45
2016-02-04,181.7
2016-02-05,192.95
2016-02-08,196.7
2016-02-09,190.3
2016-02-10,183.45
2016-02-11,172.5
2016-02-12,174.25
2016-02-15,179.4
2016-02-16,170.5
2016-02-17,172.05
2016-02-18,172.45
2016-02-19,171.15
2016-02-22,167.8
2016-02-23,162.65
2016-02-24,163.35
2016-02-25,160.55
2016-02-26,161.25
2016-02-29,158.45
2016-03-01,165.0
2016-03-02,177.2
2016-03-03,178.45
2016-03-04,184.3
2016-03-08,179.5
2016-03-09,180.15
2016-03-10,180.0
2016-03-11,182.25
2016-03-14,185.15
2016-03-15,186.6
2016-03-16,187.6
2016-03-17,187.2
2016-03-18,190.3
2016-03-21,193.1
2016-03-22,193.15
2016-03-23,191.3
2016-03-28,182.2
2016-03-29,180.4
2016-03-30,187.2
2016-03-31,190.05
2016-04-01,198.65
2016-04-04,198.35
2016-04-05,186.35
2016-04-06,184.8
2016-04-07,182.05
2016-04-08,182.5
2016-04-11,187.45
2016-04-12,190.3
2016-04-13,196.65
2016-04-18,193.65
2016-04-20,197.15
2016-04-21,205.9
2016-04-22,211.45
2016-04-25,206.75
2016-04-26,214.0
2016-04-27,211.9
2016-04-28,209.7
2016-04-29,205.95
2016-05-02,201.05
2016-05-03,196.3
2016-05-04,189.3
2016-05-05,189.65
2016-05-06,189.05
2016-05-09,194.05
2016-05-10,193.45
2016-05-11,187.2
2016-05-12,188.35
2016-05-13,186.45
2016-05-16,178.35
2016-05-17,181.1
2016-05-18,184.9
2016-05-19,178.75
2016-05-20,183.55
2016-05-23,180.8
2016-05-24,181.8
2016-05-25,193.35
2016-05-26,199.4
2016-05-27,192.65
2016-05-30,192.9
2016-05-31,206.4
2016-06-01,197.5
2016-06-02,199.8
2016-06-03,192.25
2016-06-06,193.45
2016-06-07,195.45
2016-06-08,194.05
2016-06-09,197.45
2016-06-10,195.25
2016-06-13,192.65
2016-06-14,197.2
2016-06-15,199.25
2016-06-16,202.45
2016-06-17,202.9
2016-06-20,209.05
2016-06-21,212.1
2016-06-22,211.35
2016-06-23,212.45
2016-06-24,210.1
2016-06-27,215.15
2016-06-28,215.1
2016-06-29,217.6
2016-06-30,218.45
2016-07-01,218.35
2016-07-04,225.85
2016-07-05,229.5
2016-07-07,230.55
2016-07-08,226.0
2016-07-11,237.0
2016-07-12,238.9
2016-07-13,240.3
2016-07-14,255.5
2016-07-15,256.9
2016-07-18,247.0
2016-07-19,259.05
2016-07-20,259.9
2016-07-21,250.8
2016-07-22,241.3
2016-07-25,254.75
2016-07-26,257.8
2016-07-27,261.45
2016-07-28,258.05
2016-07-29,250.55
2016-08-01,243.55
2016-08-02,253.0
2016-08-03,251.65
2016-08-04,257.2
2016-08-05,259.25
2016-08-08,257.9
2016-08-09,261.4
2016-08-10,250.05
2016-08-11,247.2
2016-08-12,255.8
2016-08-16,254.15
2016-08-17,260.05
2016-08-18,264.65
2016-08-19,266.3
2016-08-22,267.4
2016-08-23,265.45
2016-08-24,271.05
2016-08-25,270.55
2016-08-26,268.35
2016-08-29,273.6
2016-08-30,280.6
2016-08-31,280.55
2016-09-01,277.45
2016-09-02,281.55
2016-09-06,287.25
2016-09-07,306.7
2016-09-08,309.85
2016-09-09,311.2
2016-09-12,297.0
2016-09-14,311.4
2016-09-15,304.5
2016-09-16,300.1
2016-09-19,303.15
2016-09-20,304.05
2016-09-21,302.0
2016-09-22,308.1
2016-09-23,302.55
2016-09-26,304.35
2016-09-27,302.75
2016-09-28,312.4
2016-09-29,297.4
2016-09-30,308.35
2016-10-03,319.3
2016-10-04,330.75
2016-10-05,335.05
2016-10-06,329.95
2016-10-07,328.6
2016-10-10,324.8
2016-10-13,310.3
2016-10-14,313.05
2016-10-17,304.8
2016-10-18,314.4
2016-10-19,314.1
2016-10-20,322.05
2016-10-21,319.4
2016-10-24,325.5
2016-10-25,323.5
2016-10-26,314.25
2016-10-27,315.0
2016-10-28,313.75
2016-10-30,314.05
2016-11-01,311.65
2016-11-02,294.0
2016-11-03,295.7
2016-11-04,289.8
2016-11-07,299.05
2016-11-08,296.65
2016-11-09,300.4
2016-11-10,320.95
2016-11-11,311.9
2016-11-15,316.05
2016-11-16,319.85
2016-11-17,324.2
2016-11-18,326.3
2016-11-21,307.1
2016-11-22,302.65
2016-11-23,304.75
2016-11-24,305.95
2016-11-25,310.5
2016-11-28,309.35
2016-11-29,310.6
2016-11-30,318.4
2016-12-01,314.65
2016-12-02,308.5
2016-12-05,311.6
2016-12-06,313.3
2016-12-07,308.35
2016-12-08,311.25
2016-12-09,315.6
2016-12-12,306.55
2016-12-13,304.85
2016-12-14,301.45
2016-12-15,304.85
2016-12-16,300.2
2016-12-19,297.6
2016-12-20,291.6
2016-12-21,288.8
2016-12-22,282.95
2016-12-23,279.7
2016-12-26,263.7
2016-12-27,267.55
2016-12-28,263.85
2016-12-29,260.6
2016-12-30,262.9
