Date,SMLISUZU
2016-01-01,1231.4
2016-01-04,1174.45
2016-01-05,1162.25
2016-01-06,1139.65
2016-01-07,1078.2
2016-01-08,1053.6
2016-01-11,1077.35
2016-01-12,1046.8
2016-01-13,1026.5
2016-01-14,1010.95
2016-01-15,962.75
2016-01-18,902.2
2016-01-19,917.9
2016-01-20,896.55
2016-01-21,904.0
2016-01-22,928.7
2016-01-25,947.55
2016-01-27,945.5
2016-01-28,934.4
2016-01-29,944.05
2016-02-01,954.05
2016-02-02,953.35
2016-02-03,903.5
2016-02-04,894.3
2016-02-05,921.6
2016-02-08,888.4
2016-02-09,869.2
2016-02-10,821.35
2016-02-11,786.35
2016-02-12,769.5
2016-02-15,779.7
2016-02-16,781.15
2016-02-17,763.85
2016-02-18,747.95
2016-02-19,731.7
2016-02-22,734.7
2016-02-23,715.8
2016-02-24,705.9
2016-02-25,689.65
2016-02-26,672.4
2016-02-29,667.1
2016-03-01,719.55
2016-03-02,733.8
2016-03-03,729.4
2016-03-04,797.1
2016-03-08,790.1
2016-03-09,773.95
2016-03-10,804.85
2016-03-11,781.05
2016-03-14,773.85
2016-03-15,765.15
2016-03-16,749.9
2016-03-17,757.05
2016-03-18,750.7
2016-03-21,765.25
2016-03-22,767.0
2016-03-23,804.7
2016-03-28,778.9
2016-03-29,776.65
2016-03-30,779.5
2016-03-31,783.3
2016-04-01,778.7
2016-04-04,803.95
2016-04-05,818.65
2016-04-06,848.85
2016-04-07,830.95
2016-04-08,877.8
2016-04-11,865.05
2016-04-12,870.3
2016-04-13,882.85
2016-04-18,879.1
2016-04-20,914.4
2016-04-21,904.7
2016-04-22,896.0
2016-04-25,885.95
2016-04-26,907.55
2016-04-27,909.85
2016-04-28,934.8
2016-04-29,966.75
2016-05-02,1031.6
2016-05-03,1005.6
2016-05-04,1014.8
2016-05-05,1038.9
2016-05-06,1058.35
2016-05-09,1063.75
2016-05-10,1036.25
2016-05-11,1022.25
2016-05-12,1027.6
2016-05-13,1013.05
2016-05-16,1015.0
2016-05-17,1005.15
2016-05-18,1005.1
2016-05-19,975.65
2016-05-20,947.05
2016-05-23,922.9
2016-05-24,910.6
2016-05-25,948.05
2016-05-26,967.45
2016-05-27,970.6
2016-05-30,960.75
2016-05-31,987.25
2016-06-01,1050.7
2016-06-02,1065.3
2016-06-03,1049.85
2016-06-06,1035.45
2016-06-07,1028.85
2016-06-08,1032.4
2016-06-09,1018.15
2016-06-10,1025.0
2016-06-13,1023.1
2016-06-14,1068.95
2016-06-15,1068.8
2016-06-16,1059.65
2016-06-17,1086.7
2016-06-20,1078.15
2016-06-21,1133.8
2016-06-22,1136.95
2016-06-23,1123.8
2016-06-24,1100.35
2016-06-27,1122.55
2016-06-28,1144.55
2016-06-29,1157.5
2016-06-30,1164.15
2016-07-01,1143.95
2016-07-04,1136.55
2016-07-05,1137.65
2016-07-07,1138.35
2016-07-08,1129.45
2016-07-11,1115.9
2016-07-12,1116.2
2016-07-13,1137.1
2016-07-14,1159.45
2016-07-15,1147.8
2016-07-18,1150.3
2016-07-19,1157.45
2016-07-20,1160.4
