Date,HSIL
2016-01-01,298.2
2016-01-04,299.65
2016-01-05,297.75
2016-01-06,296.9
2016-01-07,294.15
2016-01-08,296.6
2016-01-11,290.95
2016-01-12,288.85
2016-01-13,283.9
2016-01-14,283.1
2016-01-15,276.95
2016-01-18,267.1
2016-01-19,270.25
2016-01-20,261.3
2016-01-21,268.65
2016-01-22,280.7
2016-01-25,280.25
2016-01-27,279.9
2016-01-28,274.0
2016-01-29,274.15
2016-02-01,276.75
2016-02-02,272.95
2016-02-03,270.8
2016-02-04,265.95
2016-02-05,266.1
2016-02-08,267.25
2016-02-09,269.45
2016-02-10,269.85
2016-02-11,258.4
2016-02-12,245.25
2016-02-15,250.85
2016-02-16,240.0
2016-02-17,233.0
2016-02-18,230.75
2016-02-19,228.0
2016-02-22,236.45
2016-02-23,231.65
2016-02-24,229.5
2016-02-25,227.7
2016-02-26,232.35
2016-02-29,240.6
2016-03-01,254.45
2016-03-02,259.5
2016-03-03,260.2
2016-03-04,275.65
2016-03-08,277.35
2016-03-09,279.7
2016-03-10,270.85
2016-03-11,271.1
2016-03-14,271.7
2016-03-15,286.85
2016-03-16,280.35
2016-03-17,280.35
2016-03-18,281.1
2016-03-21,284.15
2016-03-22,282.0
2016-03-23,276.7
2016-03-28,271.15
2016-03-29,272.25
2016-03-30,277.85
2016-03-31,278.3
2016-04-01,289.3
2016-04-04,297.8
2016-04-05,300.1
2016-04-06,299.2
2016-04-07,298.5
2016-04-08,299.3
2016-04-11,300.75
2016-04-12,302.05
2016-04-13,307.95
2016-04-18,309.8
2016-04-20,308.9
2016-04-21,307.15
2016-04-22,301.95
2016-04-25,302.3
2016-04-26,303.35
2016-04-27,300.0
2016-04-28,297.9
2016-04-29,297.6
2016-05-02,290.0
2016-05-03,308.75
2016-05-04,301.25
2016-05-05,307.05
2016-05-06,308.3
2016-05-09,310.6
2016-05-10,310.0
2016-05-11,307.45
2016-05-12,307.5
2016-05-13,309.3
2016-05-16,311.45
2016-05-17,308.7
2016-05-18,309.75
2016-05-19,310.45
2016-05-20,307.55
2016-05-23,311.45
2016-05-24,284.75
2016-05-25,289.85
2016-05-26,290.15
2016-05-27,287.6
2016-05-30,284.1
2016-05-31,279.5
2016-06-01,272.5
2016-06-02,267.95
2016-06-03,269.85
2016-06-06,267.5
2016-06-07,267.8
2016-06-08,265.55
2016-06-09,265.55
2016-06-10,264.35
2016-06-13,264.35
2016-06-14,257.8
2016-06-15,260.95
2016-06-16,257.65
2016-06-17,258.05
2016-06-20,258.05
2016-06-21,257.0
2016-06-22,265.65
2016-06-23,273.4
2016-06-24,275.05
2016-06-27,271.25
2016-06-28,272.65
2016-06-29,277.2
2016-06-30,274.95
2016-07-01,273.05
2016-07-04,280.45
2016-07-05,286.4
2016-07-07,279.3
2016-07-08,277.3
2016-07-11,282.1
2016-07-12,280.35
2016-07-13,281.95
2016-07-14,291.0
2016-07-15,298.4
2016-07-18,297.85
2016-07-19,302.05
2016-07-20,303.45
2016-07-21,307.8
2016-07-22,302.8
2016-07-25,311.5
2016-07-26,310.6
2016-07-27,314.15
2016-07-28,314.55
2016-07-29,313.1
2016-08-01,311.5
2016-08-02,310.5
2016-08-03,300.45
2016-08-04,311.4
2016-08-05,322.05
2016-08-08,338.9
2016-08-09,337.4
2016-08-10,338.6
2016-08-11,326.85
2016-08-12,340.8
2016-08-16,339.95
2016-08-17,340.05
2016-08-18,342.6
2016-08-19,344.55
2016-08-22,354.5
2016-08-23,363.55
2016-08-24,363.65
2016-08-25,363.55
2016-08-26,359.75
2016-08-29,355.1
2016-08-30,351.4
2016-08-31,347.2
2016-09-01,348.6
2016-09-02,358.9
2016-09-06,357.85
2016-09-07,352.65
2016-09-08,352.45
2016-09-09,347.0
2016-09-12,339.6
2016-09-14,340.35
2016-09-15,342.95
2016-09-16,339.25
2016-09-19,350.0
2016-09-20,350.8
2016-09-21,347.7
2016-09-22,348.55
2016-09-23,348.4
2016-09-26,340.2
2016-09-27,338.6
2016-09-28,338.45
2016-09-29,334.95
2016-09-30,340.0
2016-10-03,341.25
2016-10-04,349.1
2016-10-05,348.3
2016-10-06,345.4
2016-10-07,342.6
2016-10-10,344.65
2016-10-13,346.05
2016-10-14,344.45
2016-10-17,352.05
2016-10-18,354.45
2016-10-19,351.9
2016-10-20,349.75
2016-10-21,350.8
2016-10-24,350.25
2016-10-25,347.6
2016-10-26,353.0
2016-10-27,349.9
2016-10-28,348.1
2016-10-30,349.65
2016-11-01,350.55
2016-11-02,346.8
2016-11-03,349.5
2016-11-04,342.8
2016-11-07,351.35
2016-11-08,358.25
2016-11-09,342.7
2016-11-10,345.05
2016-11-11,319.95
2016-11-15,287.4
2016-11-16,284.25
2016-11-17,284.65
2016-11-18,297.4
2016-11-21,290.05
2016-11-22,292.25
2016-11-23,303.9
2016-11-24,300.6
2016-11-25,302.7
2016-11-28,300.75
2016-11-29,289.85
2016-11-30,293.8
2016-12-01,288.75
2016-12-02,281.0
2016-12-05,277.3
2016-12-06,284.35
2016-12-07,283.6
2016-12-08,292.4
2016-12-09,281.7
2016-12-12,279.7
2016-12-13,281.25
2016-12-14,279.35
2016-12-15,280.1
2016-12-16,279.0
2016-12-19,279.25
2016-12-20,285.0
2016-12-21,280.4
2016-12-22,278.0
2016-12-23,280.75
2016-12-26,279.85
2016-12-27,279.6
2016-12-28,276.35
2016-12-29,274.15
2016-12-30,275.4
