Date,SIMPLEX
2016-01-01,36.5
2016-01-04,36.65
2016-01-05,37.5
2016-01-06,36.95
2016-01-07,34.7
2016-01-08,33.65
2016-01-11,33.55
2016-01-12,33.7
2016-01-13,31.95
2016-01-14,30.45
2016-01-15,29.8
2016-01-18,26.85
2016-01-19,27.95
2016-01-20,27.4
2016-01-21,27.6
2016-01-22,28.6
2016-01-25,29.5
2016-01-27,28.55
2016-01-28,28.05
2016-01-29,29.95
2016-02-01,28.65
2016-02-02,29.05
2016-02-03,27.35
2016-02-04,27.05
2016-02-05,27.85
2016-02-08,27.3
2016-02-09,27.0
2016-02-10,26.0
2016-02-11,23.4
2016-02-12,23.15
2016-02-15,23.25
2016-02-16,23.95
2016-02-17,22.85
2016-02-18,23.55
2016-02-19,23.0
2016-02-22,22.65
2016-02-23,23.55
2016-02-24,23.25
2016-02-25,23.55
2016-02-26,23.6
2016-02-29,22.7
2016-03-01,21.05
2016-03-02,21.55
2016-03-03,22.8
2016-03-04,22.6
2016-03-08,23.05
2016-03-09,22.95
2016-03-10,24.5
2016-03-11,23.7
2016-03-14,24.05
2016-03-15,22.7
2016-03-16,22.4
2016-03-17,22.05
2016-03-18,21.85
2016-03-21,22.6
2016-03-22,23.05
2016-03-23,22.3
2016-03-28,23.2
2016-03-29,23.0
2016-03-30,23.25
2016-03-31,22.85
2016-04-01,24.95
2016-04-04,24.6
2016-04-05,24.7
2016-04-06,24.5
2016-04-07,24.05
2016-04-08,28.85
2016-04-11,34.6
2016-04-12,38.05
2016-04-13,35.9
2016-04-18,34.6
2016-04-20,32.65
2016-04-21,31.25
2016-04-22,33.15
2016-04-25,31.8
2016-04-26,31.75
2016-04-27,31.45
2016-04-28,30.2
2016-04-29,29.35
2016-05-02,29.45
2016-05-03,29.2
2016-05-04,26.45
2016-05-05,24.65
2016-05-06,23.85
2016-05-09,25.0
2016-05-10,26.25
2016-05-11,27.2
2016-05-12,27.45
2016-05-13,26.9
2016-05-16,26.1
2016-05-17,26.2
2016-05-18,26.65
2016-05-19,25.75
2016-05-20,25.45
2016-05-23,24.9
2016-05-24,24.25
2016-05-25,24.6
2016-05-26,25.0
2016-05-27,25.3
2016-05-30,25.6
2016-05-31,24.6
2016-06-01,24.45
2016-06-02,23.55
2016-06-03,23.3
2016-06-06,23.35
2016-06-07,23.5
2016-06-08,24.0
2016-06-09,24.45
2016-06-10,24.75
2016-06-13,23.8
2016-06-14,23.5
2016-06-15,24.85
2016-06-16,24.15
2016-06-17,23.9
2016-06-20,23.9
2016-06-21,24.35
2016-06-22,23.8
2016-06-23,23.5
2016-06-24,24.65
2016-06-27,24.35
2016-06-28,23.45
2016-06-29,23.75
2016-06-30,23.9
2016-07-01,24.45
2016-07-04,25.55
2016-07-05,26.6
2016-07-07,26.45
2016-07-08,27.15
2016-07-11,26.35
2016-07-12,31.6
2016-07-13,35.6
2016-07-14,33.1
2016-07-15,31.3
2016-07-18,30.35
2016-07-19,29.15
2016-07-20,29.6
2016-07-21,28.55
2016-07-22,30.2
2016-07-25,29.55
2016-07-26,31.0
2016-07-27,30.5
2016-07-28,29.75
2016-07-29,29.6
2016-08-01,28.85
2016-08-02,27.45
2016-08-03,26.45
2016-08-04,26.75
2016-08-05,27.2
2016-08-08,27.35
2016-08-09,26.7
2016-08-10,25.95
2016-08-11,25.4
2016-08-12,26.25
2016-08-16,25.75
2016-08-17,25.6
2016-08-18,25.7
2016-08-19,26.3
2016-08-22,25.65
2016-08-23,25.9
2016-08-24,26.1
2016-08-25,25.85
2016-08-26,25.8
2016-08-29,25.55
2016-08-30,25.7
2016-08-31,29.25
2016-09-01,27.15
2016-09-02,29.1
2016-09-06,28.75
2016-09-07,27.2
2016-09-08,28.0
2016-09-09,27.85
2016-09-12,26.75
2016-09-14,27.1
2016-09-15,27.25
2016-09-16,26.6
2016-09-19,26.6
2016-09-20,25.5
2016-09-21,25.85
2016-09-22,25.85
2016-09-23,25.8
2016-09-26,25.75
2016-09-27,25.8
2016-09-28,25.55
2016-09-29,23.6
2016-09-30,24.85
2016-10-03,24.85
2016-10-04,25.85
2016-10-05,26.25
2016-10-06,26.0
2016-10-07,26.45
2016-10-10,26.6
2016-10-13,26.3
2016-10-14,25.75
2016-10-17,25.85
2016-10-18,26.2
2016-10-19,25.85
2016-10-20,28.35
2016-10-21,30.4
2016-10-24,30.45
2016-10-25,29.35
2016-10-26,28.0
2016-10-27,27.1
2016-10-28,27.2
2016-10-30,27.5
2016-11-01,27.55
2016-11-02,27.75
2016-11-03,26.55
2016-11-04,25.5
2016-11-07,26.65
2016-11-08,25.85
2016-11-09,24.65
2016-11-10,25.35
2016-11-11,25.55
2016-11-15,24.6
2016-11-16,24.7
2016-11-17,24.6
2016-11-18,24.05
2016-11-21,23.15
2016-11-22,22.0
2016-11-23,23.0
2016-11-24,23.5
2016-11-25,24.0
2016-11-28,26.45
2016-11-29,26.1
2016-11-30,25.5
2016-12-01,25.2
2016-12-05,24.95
2016-12-06,25.35
2016-12-07,25.4
2016-12-08,25.25
2016-12-09,25.25
2016-12-12,25.9
2016-12-13,25.35
2016-12-14,25.25
2016-12-15,25.95
2016-12-16,25.25
2016-12-20,24.75
2016-12-21,24.85
2016-12-22,24.9
2016-12-23,24.5
2016-12-26,23.35
2016-12-28,25.1
2016-12-29,25.15
2016-12-30,25.2
