Date,ATLANTA
2016-01-01,41.25
2016-01-04,39.9
2016-01-05,39.75
2016-01-06,39.6
2016-01-07,38.2
2016-01-08,38.25
2016-01-11,37.35
2016-01-12,38.0
2016-01-13,36.05
2016-01-14,34.4
2016-01-15,33.2
2016-01-18,30.85
2016-01-19,34.95
2016-01-20,33.65
2016-01-21,34.05
2016-01-22,34.8
2016-01-25,35.1
2016-01-27,34.4
2016-01-28,35.45
2016-01-29,35.05
2016-02-01,36.95
2016-02-02,35.8
2016-02-03,34.55
2016-02-04,34.1
2016-02-05,33.85
2016-02-08,33.75
2016-02-09,33.25
2016-02-10,32.75
2016-02-11,30.15
2016-02-12,31.25
2016-02-15,32.2
2016-02-16,30.5
2016-02-17,28.7
2016-02-18,29.1
2016-02-19,28.9
2016-02-22,29.3
2016-02-23,28.3
2016-02-24,28.35
2016-02-25,28.6
2016-02-26,28.85
2016-02-29,29.0
2016-03-01,30.1
2016-03-02,30.95
2016-03-03,31.25
2016-03-04,34.45
2016-03-08,33.5
2016-03-09,33.8
2016-03-10,33.55
2016-03-11,33.7
2016-03-14,33.3
2016-03-15,33.6
2016-03-16,33.25
2016-03-17,33.05
2016-03-18,32.7
2016-03-21,32.65
2016-03-22,32.0
2016-03-23,31.65
2016-03-28,30.6
2016-03-29,30.6
2016-03-30,31.6
2016-03-31,30.85
2016-04-01,31.75
2016-04-04,31.8
2016-04-05,31.1
2016-04-06,31.2
2016-04-07,30.9
2016-04-08,32.45
2016-04-11,32.0
2016-04-12,32.65
2016-04-13,32.2
2016-04-18,32.65
2016-04-20,33.15
2016-04-21,32.9
2016-04-22,32.9
2016-04-25,32.85
2016-04-26,32.75
2016-04-27,32.6
2016-04-28,33.6
2016-04-29,33.25
2016-05-02,36.15
2016-05-03,35.7
2016-05-04,35.4
2016-05-05,34.6
2016-05-06,32.8
2016-05-09,33.8
2016-05-10,34.05
2016-05-11,33.3
2016-05-12,33.2
2016-05-13,32.4
2016-05-16,33.05
2016-05-17,32.05
2016-05-18,33.0
2016-05-19,32.9
2016-05-20,32.55
2016-05-23,32.5
2016-05-24,32.15
2016-05-25,38.0
2016-05-26,37.1
2016-05-27,39.8
2016-05-30,42.05
2016-05-31,39.55
2016-06-01,40.7
2016-06-02,40.8
2016-06-03,40.45
2016-06-06,42.0
2016-06-07,41.4
2016-06-08,41.6
2016-06-09,40.5
2016-06-10,40.8
2016-06-13,40.45
2016-06-14,40.6
2016-06-15,40.05
2016-06-16,39.0
2016-06-17,38.75
2016-06-20,38.2
2016-06-21,37.3
2016-06-22,38.9
2016-06-23,39.35
2016-06-24,37.25
2016-06-27,37.6
2016-06-28,38.75
2016-06-29,41.5
2016-06-30,40.3
2016-07-01,41.0
2016-07-04,42.05
2016-07-05,41.5
2016-07-07,48.65
2016-07-08,48.2
2016-07-11,53.6
2016-07-12,55.45
2016-07-13,56.0
2016-07-14,55.65
2016-07-15,55.25
2016-07-18,53.65
2016-07-19,54.55
2016-07-20,57.15
2016-07-21,55.8
2016-07-22,55.95
2016-07-25,55.85
2016-07-26,53.85
2016-07-27,52.6
2016-07-28,51.4
2016-07-29,50.1
2016-08-01,49.55
2016-08-02,49.75
2016-08-03,51.05
2016-08-04,50.9
2016-08-05,51.6
2016-08-08,52.35
2016-08-09,51.3
2016-08-10,50.25
2016-08-11,60.3
2016-08-12,70.9
2016-08-16,64.65
2016-08-17,66.75
2016-08-18,68.1
2016-08-19,66.6
2016-08-22,67.25
2016-08-23,70.3
2016-08-24,70.05
2016-08-25,68.65
2016-08-26,62.05
2016-08-29,57.8
2016-08-30,57.05
2016-08-31,59.5
2016-09-01,59.45
2016-09-02,61.75
2016-09-06,73.45
2016-09-07,70.85
2016-09-08,68.8
2016-09-09,67.9
2016-09-12,64.95
2016-09-14,67.1
2016-09-15,66.3
2016-09-16,64.75
2016-09-19,64.0
2016-09-20,62.7
2016-09-21,63.5
2016-09-22,63.9
2016-09-23,63.4
2016-09-26,62.7
2016-09-27,63.1
2016-09-28,66.9
2016-09-29,59.6
2016-09-30,62.4
2016-10-03,69.85
2016-10-04,75.3
2016-10-05,74.4
2016-10-06,70.3
2016-10-07,70.4
2016-10-10,71.65
2016-10-13,70.15
2016-10-14,74.15
2016-10-17,75.7
2016-10-18,77.2
2016-10-19,77.9
2016-10-20,78.85
2016-10-21,78.1
2016-10-24,78.9
2016-10-25,76.75
2016-10-26,75.3
2016-10-27,74.7
2016-10-28,74.3
2016-10-30,74.4
2016-11-01,73.75
2016-11-02,72.25
2016-11-03,70.9
2016-11-04,67.9
2016-11-07,67.25
2016-11-08,66.8
2016-11-09,63.25
2016-11-10,65.7
2016-11-11,62.8
2016-11-15,58.5
2016-11-16,58.8
2016-11-17,56.6
2016-11-18,56.6
2016-11-21,54.55
2016-11-22,53.7
2016-11-23,57.1
2016-11-24,58.5
2016-11-25,60.35
2016-11-28,61.1
2016-11-29,62.6
2016-11-30,63.05
2016-12-01,63.65
2016-12-02,63.2
2016-12-05,64.8
2016-12-06,69.45
2016-12-07,66.8
2016-12-08,69.1
2016-12-09,68.55
2016-12-12,71.2
2016-12-13,75.35
2016-12-14,76.0
2016-12-15,77.8
2016-12-16,78.9
2016-12-19,77.35
2016-12-20,74.5
2016-12-21,73.1
2016-12-22,70.15
2016-12-23,69.6
2016-12-26,67.05
2016-12-27,68.75
2016-12-28,69.05
2016-12-29,69.55
2016-12-30,70.45
