Date,PFIZER
2016-01-01,2383.65
2016-01-04,2367.45
2016-01-05,2368.25
2016-01-06,2360.3
2016-01-07,2313.2
2016-01-08,2364.4
2016-01-11,2337.2
2016-01-12,2330.95
2016-01-13,2307.2
2016-01-14,2299.8
2016-01-15,2263.05
2016-01-18,2175.85
2016-01-19,2214.65
2016-01-20,2238.35
2016-01-21,2259.55
2016-01-22,2248.95
2016-01-25,2222.85
2016-01-27,2200.1
2016-01-28,2200.8
2016-01-29,2236.25
2016-02-01,2253.45
2016-02-02,2240.5
2016-02-03,2233.95
2016-02-04,2235.05
2016-02-05,2236.45
2016-02-08,2207.6
2016-02-09,2192.6
2016-02-10,2154.85
2016-02-11,2063.45
2016-02-12,1995.2
2016-02-15,2004.15
2016-02-16,1988.05
2016-02-17,1973.75
2016-02-18,1990.65
2016-02-19,1975.85
2016-02-22,1965.65
2016-02-23,1923.3
2016-02-24,1888.0
2016-02-25,1837.55
2016-02-26,1800.75
2016-02-29,1840.35
2016-03-01,1856.35
2016-03-02,1896.5
2016-03-03,1925.15
2016-03-04,1933.85
2016-03-08,1929.8
2016-03-09,1928.85
2016-03-10,1928.85
2016-03-11,1928.1
2016-03-14,1754.7
2016-03-15,1705.2
2016-03-16,1687.55
2016-03-17,1661.0
2016-03-18,1625.1
2016-03-21,1661.7
2016-03-22,1678.3
2016-03-23,1714.3
2016-03-28,1737.75
2016-03-29,1789.85
2016-03-30,1794.45
2016-03-31,1793.35
2016-04-01,1775.15
2016-04-04,1748.2
2016-04-05,1721.05
2016-04-06,1739.65
2016-04-07,1725.6
2016-04-08,1703.45
2016-04-11,1722.25
2016-04-12,1728.7
2016-04-13,1737.45
2016-04-18,1740.3
2016-04-20,1740.85
2016-04-21,1756.25
2016-04-22,1760.35
2016-04-25,1768.55
2016-04-26,1761.25
2016-04-27,1755.3
2016-04-28,1764.4
2016-04-29,1738.55
2016-05-02,1757.3
2016-05-03,1759.85
2016-05-04,1764.4
2016-05-05,1753.25
2016-05-06,1788.8
2016-05-09,1792.25
2016-05-10,1783.25
2016-05-11,1775.9
2016-05-12,1759.1
2016-05-13,1778.5
2016-05-16,1787.85
2016-05-17,1796.65
2016-05-18,1794.4
2016-05-19,1771.8
2016-05-20,1763.6
2016-05-23,1769.75
2016-05-24,1810.5
2016-05-25,1823.8
2016-05-26,1838.35
2016-05-27,1848.55
2016-05-30,1870.1
2016-05-31,1892.8
2016-06-01,1893.55
2016-06-02,1876.7
2016-06-03,1879.55
2016-06-06,1855.75
2016-06-07,1850.35
2016-06-08,1858.65
2016-06-09,1849.3
2016-06-10,1853.1
2016-06-13,1836.8
2016-06-14,1846.5
2016-06-15,1879.55
2016-06-16,1887.05
2016-06-17,1881.65
2016-06-20,1886.4
2016-06-21,1886.45
2016-06-22,1885.8
2016-06-23,1889.8
2016-06-24,1849.15
2016-06-27,1867.2
2016-06-28,1866.05
2016-06-29,1874.2
2016-06-30,1895.35
2016-07-01,1904.75
2016-07-04,1937.15
2016-07-05,1935.25
2016-07-07,1951.6
2016-07-08,1926.15
2016-07-11,1938.75
2016-07-12,1944.8
2016-07-13,1940.9
2016-07-14,1940.35
2016-07-15,1943.45
2016-07-18,1944.5
2016-07-19,1954.05
2016-07-20,1945.1
2016-07-21,1953.05
2016-07-22,1959.1
2016-07-25,1971.05
2016-07-26,1958.5
2016-07-27,1940.45
2016-07-28,1964.1
2016-07-29,1999.0
2016-08-01,1960.5
2016-08-02,1972.5
2016-08-03,1975.95
2016-08-04,1949.6
2016-08-05,1938.4
2016-08-08,1892.65
2016-08-09,1906.55
2016-08-10,1899.0
2016-08-11,1899.3
2016-08-12,1900.7
2016-08-16,1914.35
2016-08-17,1911.6
2016-08-18,1916.6
2016-08-19,1908.25
2016-08-22,1907.7
2016-08-23,1944.3
2016-08-24,1947.8
2016-08-25,1964.1
2016-08-26,1952.55
2016-08-29,1941.15
2016-08-30,1959.6
2016-08-31,1992.15
2016-09-01,1960.9
2016-09-02,1973.5
2016-09-06,1998.7
2016-09-07,2003.8
2016-09-08,2037.9
2016-09-09,2011.6
2016-09-12,1979.95
2016-09-14,1973.2
2016-09-15,1972.4
2016-09-16,2027.15
2016-09-19,2009.35
2016-09-20,2008.85
2016-09-21,1996.45
2016-09-22,1988.7
2016-09-23,1964.35
2016-09-26,1941.95
2016-09-27,1922.95
2016-09-28,1932.75
2016-09-29,1909.2
2016-09-30,1917.9
2016-10-03,1929.5
2016-10-04,1909.1
2016-10-05,1931.45
2016-10-06,1934.3
2016-10-07,1926.8
2016-10-10,1905.75
2016-10-13,1912.8
2016-10-14,1902.6
2016-10-17,1871.55
2016-10-18,1887.25
2016-10-19,1890.95
2016-10-20,1871.7
2016-10-21,1865.8
2016-10-24,1831.15
2016-10-25,1826.2
2016-10-26,1825.95
2016-10-27,1818.55
2016-10-28,1825.95
2016-10-30,1845.45
2016-11-01,1790.7
2016-11-02,1802.6
2016-11-03,1770.55
2016-11-04,1781.3
2016-11-07,1782.1
2016-11-08,1779.8
2016-11-09,1811.2
2016-11-10,1799.75
2016-11-11,1805.9
2016-11-15,1780.9
2016-11-16,1792.45
2016-11-17,1774.6
2016-11-18,1802.95
2016-11-21,1797.4
2016-11-22,1721.5
2016-11-23,1771.85
2016-11-24,1787.15
2016-11-25,1820.1
2016-11-28,1819.15
2016-11-29,1827.85
2016-11-30,1833.15
2016-12-01,1892.75
2016-12-02,1888.3
2016-12-05,1873.3
2016-12-06,1852.2
2016-12-07,1850.85
2016-12-08,1838.15
2016-12-09,1858.1
2016-12-12,1871.6
2016-12-13,1880.6
2016-12-14,1851.35
2016-12-15,1861.1
2016-12-16,1859.5
2016-12-19,1844.65
2016-12-20,1830.45
2016-12-21,1821.9
2016-12-22,1804.2
2016-12-23,1826.9
2016-12-26,1809.9
2016-12-27,1800.45
2016-12-28,1809.2
2016-12-29,1798.4
2016-12-30,1823.9
