Date,GMDCLTD
2016-01-01,85.9
2016-01-04,86.2
2016-01-05,85.8
2016-01-06,85.95
2016-01-07,83.1
2016-01-08,80.7
2016-01-11,83.2
2016-01-12,82.1
2016-01-13,78.05
2016-01-14,74.1
2016-01-15,70.0
2016-01-18,67.7
2016-01-19,65.85
2016-01-20,62.85
2016-01-21,61.0
2016-01-22,61.3
2016-01-25,61.45
2016-01-27,60.8
2016-01-28,62.0
2016-01-29,62.0
2016-02-01,61.65
2016-02-02,60.75
2016-02-03,61.6
2016-02-04,61.5
2016-02-05,62.0
2016-02-08,61.7
2016-02-09,60.6
2016-02-10,58.9
2016-02-11,57.0
2016-02-12,54.05
2016-02-15,56.05
2016-02-16,56.35
2016-02-17,55.6
2016-02-18,56.05
2016-02-19,56.2
2016-02-22,56.6
2016-02-23,55.1
2016-02-24,56.0
2016-02-25,57.0
2016-02-26,55.9
2016-02-29,56.7
2016-03-01,59.3
2016-03-02,60.6
2016-03-03,60.95
2016-03-04,60.25
2016-03-08,64.8
2016-03-09,64.25
2016-03-10,66.9
2016-03-11,66.85
2016-03-14,65.0
2016-03-15,63.8
2016-03-16,64.5
2016-03-17,64.8
2016-03-18,65.4
2016-03-21,65.85
2016-03-22,65.2
2016-03-23,66.75
2016-03-28,64.8
2016-03-29,64.45
2016-03-30,66.1
2016-03-31,65.4
2016-04-01,65.6
2016-04-04,66.95
2016-04-05,65.45
2016-04-06,65.0
2016-04-07,64.1
2016-04-08,65.45
2016-04-11,66.45
2016-04-12,64.9
2016-04-13,65.2
2016-04-18,64.85
2016-04-20,66.5
2016-04-21,67.65
2016-04-22,70.5
2016-04-25,72.7
2016-04-26,72.85
2016-04-27,72.5
2016-04-28,70.2
2016-04-29,69.35
2016-05-02,70.4
2016-05-03,70.6
2016-05-04,69.45
2016-05-05,68.55
2016-05-06,68.2
2016-05-09,69.3
2016-05-10,69.2
2016-05-11,68.15
2016-05-12,69.05
2016-05-13,67.65
2016-05-16,65.1
2016-05-17,64.85
2016-05-18,66.6
2016-05-19,65.55
2016-05-20,65.1
2016-05-23,67.5
2016-05-24,67.0
2016-05-25,67.75
2016-05-26,68.2
2016-05-27,68.25
2016-05-30,68.95
2016-05-31,66.1
2016-06-01,66.3
2016-06-02,66.55
2016-06-03,66.3
2016-06-06,66.0
2016-06-07,66.1
2016-06-08,67.85
2016-06-09,69.45
2016-06-10,68.8
2016-06-13,67.45
2016-06-14,68.2
2016-06-15,68.25
2016-06-16,69.55
2016-06-17,71.9
2016-06-20,71.9
2016-06-21,73.1
2016-06-22,71.6
2016-06-23,71.9
2016-06-24,69.65
2016-06-27,70.9
2016-06-28,75.8
2016-06-29,77.9
2016-06-30,78.85
2016-07-01,77.55
2016-07-04,79.25
2016-07-05,78.15
2016-07-07,77.7
2016-07-08,76.8
2016-07-11,78.15
2016-07-12,77.1
2016-07-13,81.8
2016-07-14,84.9
2016-07-15,82.75
2016-07-18,84.25
2016-07-19,81.9
2016-07-20,81.0
2016-07-21,80.75
2016-07-22,81.45
2016-07-25,81.8
2016-07-26,80.65
2016-07-27,80.15
2016-07-28,81.3
2016-07-29,79.35
2016-08-01,81.4
2016-08-02,85.95
2016-08-03,83.5
2016-08-04,85.15
2016-08-05,85.85
2016-08-08,85.35
2016-08-09,85.0
2016-08-10,84.0
2016-08-11,83.6
2016-08-12,83.75
2016-08-16,83.75
2016-08-17,85.25
2016-08-18,85.35
2016-08-19,86.85
2016-08-22,90.05
2016-08-23,90.0
2016-08-24,90.85
2016-08-25,90.05
2016-08-26,89.8
2016-08-29,90.7
2016-08-30,97.85
2016-08-31,96.85
2016-09-01,93.65
2016-09-02,92.75
2016-09-06,92.15
2016-09-07,93.45
2016-09-08,93.15
2016-09-09,94.05
2016-09-12,90.9
2016-09-14,92.0
2016-09-15,92.25
2016-09-16,91.5
2016-09-19,91.85
2016-09-20,91.0
2016-09-21,88.5
2016-09-22,87.95
2016-09-23,86.0
2016-09-26,85.7
2016-09-27,87.15
2016-09-28,88.45
2016-09-29,84.65
2016-09-30,84.15
2016-10-03,86.05
2016-10-04,87.1
2016-10-05,92.4
2016-10-06,93.95
2016-10-07,96.95
2016-10-10,99.35
2016-10-13,96.7
2016-10-14,97.2
2016-10-17,103.5
2016-10-18,104.8
2016-10-19,103.95
2016-10-20,102.15
2016-10-21,103.5
2016-10-24,107.6
2016-10-25,106.0
2016-10-26,109.05
2016-10-27,107.95
2016-10-28,110.95
2016-10-30,113.25
2016-11-01,114.95
2016-11-02,114.0
2016-11-03,110.75
2016-11-04,103.7
2016-11-07,105.2
2016-11-08,105.35
2016-11-09,104.35
2016-11-10,104.2
2016-11-11,102.35
2016-11-15,98.8
2016-11-16,98.45
2016-11-17,95.85
2016-11-18,95.95
2016-11-21,91.3
2016-11-22,95.3
2016-11-23,100.25
2016-11-24,102.85
2016-11-25,104.7
2016-11-28,103.8
2016-11-29,106.2
2016-11-30,106.3
2016-12-01,101.2
2016-12-02,100.45
2016-12-05,99.8
2016-12-06,98.25
2016-12-07,99.0
2016-12-08,99.0
2016-12-09,101.1
2016-12-12,102.7
2016-12-13,100.85
2016-12-14,97.3
2016-12-15,96.0
2016-12-16,94.1
2016-12-19,92.65
2016-12-20,92.25
2016-12-21,93.9
2016-12-22,92.05
2016-12-23,91.6
2016-12-26,89.6
2016-12-27,90.0
2016-12-28,90.75
2016-12-29,90.5
2016-12-30,91.5
