Date,MANAPPURAM
2016-01-01,29.65
2016-01-04,28.8
2016-01-05,29.2
2016-01-06,30.25
2016-01-07,29.15
2016-01-08,30.25
2016-01-11,30.25
2016-01-12,28.95
2016-01-13,28.6
2016-01-14,28.4
2016-01-15,27.75
2016-01-18,26.95
2016-01-19,27.8
2016-01-20,26.75
2016-01-21,26.1
2016-01-22,26.85
2016-01-25,27.25
2016-01-27,26.8
2016-01-28,27.0
2016-01-29,28.6
2016-02-01,29.3
2016-02-02,28.3
2016-02-03,28.4
2016-02-04,28.3
2016-02-05,29.5
2016-02-08,29.1
2016-02-09,29.45
2016-02-10,29.9
2016-02-11,28.45
2016-02-12,28.6
2016-02-15,31.8
2016-02-16,30.0
2016-02-17,30.55
2016-02-18,32.1
2016-02-19,31.35
2016-02-22,31.2
2016-02-23,30.85
2016-02-24,30.8
2016-02-25,29.8
2016-02-26,30.8
2016-02-29,30.15
2016-03-01,31.3
2016-03-02,31.75
2016-03-03,31.95
2016-03-04,32.0
2016-03-08,33.0
2016-03-09,33.7
2016-03-10,34.9
2016-03-11,34.05
2016-03-14,35.5
2016-03-15,34.65
2016-03-16,35.15
2016-03-17,35.45
2016-03-18,36.15
2016-03-21,36.05
2016-03-22,34.95
2016-03-23,34.7
2016-03-28,34.05
2016-03-29,35.45
2016-03-30,35.6
2016-03-31,35.0
2016-04-01,34.85
2016-04-04,34.95
2016-04-05,35.0
2016-04-06,34.85
2016-04-07,35.8
2016-04-08,37.85
2016-04-11,37.55
2016-04-12,37.85
2016-04-13,38.2
2016-04-18,38.1
2016-04-20,39.75
2016-04-21,38.85
2016-04-22,38.9
2016-04-25,39.5
2016-04-26,39.95
2016-04-27,40.55
2016-04-28,39.5
2016-04-29,40.05
2016-05-02,39.8
2016-05-03,39.05
2016-05-04,38.8
2016-05-05,39.7
2016-05-06,39.25
2016-05-09,40.7
2016-05-10,41.35
2016-05-11,41.6
2016-05-12,41.9
2016-05-13,50.25
2016-05-16,47.75
2016-05-17,48.8
2016-05-18,49.05
2016-05-19,49.9
2016-05-20,48.65
2016-05-23,52.95
2016-05-24,54.35
2016-05-25,54.0
2016-05-26,52.1
2016-05-27,53.85
2016-05-30,52.8
2016-05-31,53.65
2016-06-01,54.2
2016-06-02,53.05
2016-06-03,56.85
2016-06-06,55.8
2016-06-07,58.15
2016-06-08,57.8
2016-06-09,57.4
2016-06-10,57.4
2016-06-13,56.2
2016-06-14,57.35
2016-06-15,57.6
2016-06-16,58.9
2016-06-17,58.6
2016-06-20,59.65
2016-06-21,63.7
2016-06-22,64.15
2016-06-23,63.35
2016-06-24,65.95
2016-06-27,65.65
2016-06-28,66.35
2016-06-29,67.2
2016-06-30,68.95
2016-07-01,72.0
2016-07-04,77.75
2016-07-05,76.2
2016-07-07,78.9
2016-07-08,78.05
2016-07-11,78.2
2016-07-12,77.65
2016-07-13,73.85
2016-07-14,73.1
2016-07-15,73.9
2016-07-18,74.5
2016-07-19,74.9
2016-07-20,76.45
2016-07-21,74.95
2016-07-22,75.2
2016-07-25,75.85
2016-07-26,77.4
2016-07-27,78.25
2016-07-28,80.45
2016-07-29,82.0
2016-08-01,86.05
2016-08-02,87.85
2016-08-03,83.45
2016-08-04,85.6
2016-08-05,86.25
2016-08-08,91.3
2016-08-09,87.3
2016-08-10,88.3
2016-08-11,84.85
2016-08-12,86.05
2016-08-16,87.35
2016-08-17,86.05
2016-08-18,87.65
2016-08-19,87.5
2016-08-22,87.6
2016-08-23,86.7
2016-08-24,85.7
2016-08-25,81.3
2016-08-26,83.2
2016-08-29,85.05
2016-08-30,84.75
2016-08-31,85.3
2016-09-01,83.8
2016-09-02,87.25
2016-09-06,86.7
2016-09-07,89.95
2016-09-08,92.65
2016-09-09,89.8
2016-09-12,90.25
2016-09-14,95.55
2016-09-15,96.3
2016-09-16,95.3
2016-09-19,96.55
2016-09-20,96.2
2016-09-21,96.1
2016-09-22,97.5
2016-09-23,97.65
2016-09-26,97.15
2016-09-27,98.9
2016-09-28,98.05
2016-09-29,89.0
2016-09-30,91.5
2016-10-03,94.35
2016-10-04,93.75
2016-10-05,92.55
2016-10-06,92.8
2016-10-07,92.7
2016-10-10,91.7
2016-10-13,94.0
2016-10-14,94.45
2016-10-17,96.9
2016-10-18,101.7
2016-10-19,102.6
2016-10-20,102.6
2016-10-21,99.9
2016-10-24,98.4
2016-10-25,104.55
2016-10-26,103.6
2016-10-27,99.9
2016-10-28,102.15
2016-10-30,102.7
2016-11-01,102.7
2016-11-02,99.65
2016-11-03,100.3
2016-11-04,98.35
2016-11-07,99.4
2016-11-08,102.75
2016-11-09,97.95
2016-11-10,102.1
2016-11-11,90.1
2016-11-15,74.9
2016-11-16,77.8
2016-11-17,78.3
2016-11-18,75.55
2016-11-21,70.0
2016-11-22,73.8
2016-11-23,77.45
2016-11-24,73.3
2016-11-25,73.75
2016-11-28,72.3
2016-11-29,76.6
2016-11-30,77.0
2016-12-01,74.25
2016-12-02,73.0
2016-12-05,71.45
2016-12-06,74.45
2016-12-07,73.35
2016-12-08,73.85
2016-12-09,74.0
2016-12-12,70.8
2016-12-13,70.45
2016-12-14,69.25
2016-12-15,68.6
2016-12-16,67.0
2016-12-19,63.15
2016-12-20,60.3
2016-12-21,62.25
2016-12-22,60.5
2016-12-23,61.0
2016-12-26,58.8
2016-12-27,62.7
2016-12-28,65.85
2016-12-29,66.5
2016-12-30,67.3
