Date,ESTER
2016-01-01,89.2
2016-01-04,85.25
2016-01-05,88.4
2016-01-06,86.15
2016-01-07,82.1
2016-01-08,82.2
2016-01-11,82.0
2016-01-12,79.75
2016-01-13,74.15
2016-01-14,72.6
2016-01-15,65.55
2016-01-18,58.95
2016-01-19,60.25
2016-01-20,54.85
2016-01-21,60.2
2016-01-22,66.2
2016-01-25,64.55
2016-01-27,66.0
2016-01-28,65.05
2016-01-29,65.9
2016-02-01,64.35
2016-02-02,62.2
2016-02-03,59.7
2016-02-04,55.8
2016-02-05,58.7
2016-02-08,59.1
2016-02-09,58.5
2016-02-10,58.75
2016-02-11,47.1
2016-02-12,42.9
2016-02-15,45.7
2016-02-16,44.75
2016-02-17,42.35
2016-02-18,45.2
2016-02-19,44.55
2016-02-22,44.1
2016-02-23,43.1
2016-02-24,42.05
2016-02-25,36.95
2016-02-26,35.95
2016-02-29,36.8
2016-03-01,42.6
2016-03-02,42.55
2016-03-03,46.15
2016-03-04,45.45
2016-03-08,47.35
2016-03-09,52.4
2016-03-10,59.4
2016-03-11,62.4
2016-03-14,59.65
2016-03-15,56.75
2016-03-16,54.8
2016-03-17,52.85
2016-03-18,53.75
2016-03-21,53.2
2016-03-22,54.2
2016-03-23,53.95
2016-03-28,48.4
2016-03-29,51.95
2016-03-30,53.05
2016-03-31,52.45
2016-04-01,57.8
2016-04-04,57.7
2016-04-05,54.95
2016-04-06,56.35
2016-04-07,54.95
2016-04-08,55.95
2016-04-11,58.05
2016-04-12,56.7
2016-04-13,58.1
2016-04-18,56.65
2016-04-20,58.25
2016-04-21,62.4
2016-04-22,64.15
2016-04-25,62.1
2016-04-26,63.2
2016-04-27,63.1
2016-04-28,62.05
2016-04-29,62.0
2016-05-02,61.5
2016-05-03,60.35
2016-05-04,58.7
2016-05-05,59.05
2016-05-06,57.3
2016-05-09,58.7
2016-05-10,58.15
2016-05-11,57.6
2016-05-12,58.3
2016-05-13,57.0
2016-05-16,55.15
2016-05-17,58.4
2016-05-18,58.1
2016-05-19,57.85
2016-05-20,58.45
2016-05-23,58.75
2016-05-24,57.35
2016-05-25,59.1
2016-05-26,58.4
2016-05-27,58.95
2016-05-30,57.55
2016-05-31,55.05
2016-06-01,56.2
2016-06-02,56.8
2016-06-03,55.35
2016-06-06,53.3
2016-06-07,53.9
2016-06-08,53.05
2016-06-09,52.55
2016-06-10,52.75
2016-06-13,52.85
2016-06-14,54.55
2016-06-15,54.8
2016-06-16,53.85
2016-06-17,53.3
2016-06-20,53.4
2016-06-21,52.8
2016-06-22,53.9
2016-06-23,53.2
2016-06-24,51.9
2016-06-27,52.95
2016-06-28,54.05
2016-06-29,53.8
2016-06-30,54.1
2016-07-01,57.95
2016-07-04,56.3
2016-07-05,55.1
2016-07-07,54.75
2016-07-08,53.75
2016-07-11,52.3
2016-07-12,50.95
2016-07-13,49.45
2016-07-14,49.6
2016-07-15,49.6
2016-07-18,48.0
2016-07-19,47.55
2016-07-20,47.9
2016-07-21,46.9
2016-07-22,48.35
2016-07-25,47.95
2016-07-26,46.85
2016-07-27,45.1
2016-07-28,45.65
2016-07-29,43.75
2016-08-01,44.15
2016-08-02,43.5
2016-08-03,40.95
2016-08-04,39.7
2016-08-05,41.7
2016-08-08,50.0
2016-08-09,46.95
2016-08-10,46.6
2016-08-11,44.85
2016-08-12,44.35
2016-08-16,40.7
2016-08-17,39.75
2016-08-18,39.85
2016-08-19,40.25
2016-08-22,40.65
2016-08-23,43.3
2016-08-24,43.2
2016-08-25,42.45
2016-08-26,42.8
2016-08-29,41.1
2016-08-30,42.3
2016-08-31,41.8
2016-09-01,41.35
2016-09-02,40.95
2016-09-06,42.55
2016-09-07,42.15
2016-09-08,42.5
2016-09-09,41.65
2016-09-12,40.85
2016-09-14,40.7
2016-09-15,41.1
2016-09-16,42.2
2016-09-19,46.1
2016-09-20,43.65
2016-09-21,44.5
2016-09-22,48.3
2016-09-23,46.25
2016-09-26,47.35
2016-09-27,46.5
2016-09-28,47.8
2016-09-29,44.4
2016-09-30,46.05
2016-10-03,46.85
2016-10-04,47.6
2016-10-05,48.9
2016-10-06,48.5
2016-10-07,47.85
2016-10-10,48.05
2016-10-13,46.65
2016-10-14,46.95
2016-10-17,46.65
2016-10-18,49.75
2016-10-19,51.75
2016-10-20,57.55
2016-10-21,56.1
2016-10-24,53.55
2016-10-25,53.3
2016-10-26,51.5
2016-10-27,51.05
2016-10-28,52.35
2016-10-30,53.15
2016-11-01,53.35
2016-11-02,51.0
2016-11-03,50.0
2016-11-04,46.7
2016-11-07,48.1
2016-11-08,48.85
2016-11-09,45.6
2016-11-10,47.05
2016-11-11,45.05
2016-11-15,40.1
2016-11-16,38.65
2016-11-17,38.75
2016-11-18,39.45
2016-11-21,35.0
2016-11-22,34.95
2016-11-23,35.4
2016-11-24,38.6
2016-11-25,39.65
2016-11-28,39.55
2016-11-29,39.7
2016-11-30,38.9
2016-12-01,39.1
2016-12-02,39.0
2016-12-05,39.15
2016-12-06,40.05
2016-12-07,39.65
2016-12-08,40.35
2016-12-09,39.9
2016-12-12,39.55
2016-12-13,38.85
2016-12-14,39.9
2016-12-15,39.05
2016-12-16,38.85
2016-12-19,37.9
2016-12-20,37.55
2016-12-21,37.75
2016-12-22,37.05
2016-12-23,37.0
2016-12-26,36.35
2016-12-27,36.45
2016-12-28,36.95
2016-12-29,37.5
2016-12-30,37.9
