Date,DHANUKA
2016-01-01,524.6
2016-01-04,521.15
2016-01-05,517.1
2016-01-06,521.3
2016-01-07,511.5
2016-01-08,527.35
2016-01-11,525.0
2016-01-12,530.0
2016-01-13,552.05
2016-01-14,535.9
2016-01-15,530.05
2016-01-18,490.5
2016-01-19,505.3
2016-01-20,480.25
2016-01-21,485.3
2016-01-22,501.0
2016-01-25,515.6
2016-01-27,522.05
2016-01-28,524.05
2016-01-29,538.9
2016-02-01,537.65
2016-02-02,532.3
2016-02-03,516.7
2016-02-04,504.95
2016-02-05,505.4
2016-02-08,510.0
2016-02-09,525.75
2016-02-10,536.75
2016-02-11,523.35
2016-02-12,522.95
2016-02-15,530.6
2016-02-16,520.65
2016-02-17,529.5
2016-02-18,538.65
2016-02-19,530.75
2016-02-22,526.9
2016-02-23,524.2
2016-02-24,532.2
2016-02-25,528.35
2016-02-26,528.6
2016-02-29,543.05
2016-03-01,544.75
2016-03-02,555.95
2016-03-03,558.15
2016-03-04,555.35
2016-03-08,557.0
2016-03-09,566.25
2016-03-10,555.1
2016-03-11,555.35
2016-03-14,555.1
2016-03-15,555.3
2016-03-16,554.15
2016-03-17,556.05
2016-03-18,584.4
2016-03-21,587.3
2016-03-22,580.75
2016-03-23,584.2
2016-03-28,584.55
2016-03-29,588.1
2016-03-30,583.5
2016-03-31,589.05
2016-04-01,585.55
2016-04-04,601.95
2016-04-05,608.35
2016-04-06,619.1
2016-04-07,606.85
2016-04-08,622.15
2016-04-11,616.7
2016-04-12,641.05
2016-04-13,649.55
2016-04-18,614.3
2016-04-20,636.35
2016-04-21,633.5
2016-04-22,611.25
2016-04-25,609.25
2016-04-26,608.55
2016-04-27,607.7
2016-04-28,613.3
2016-04-29,601.55
2016-05-02,608.4
2016-05-03,607.4
2016-05-04,598.6
2016-05-05,585.5
2016-05-06,586.55
2016-05-09,585.7
2016-05-10,586.05
2016-05-11,590.4
2016-05-12,609.75
2016-05-13,630.1
2016-05-16,624.25
2016-05-17,637.4
2016-05-18,635.4
2016-05-19,633.1
2016-05-20,631.05
2016-05-23,618.15
2016-05-24,610.0
2016-05-25,620.95
2016-05-26,629.1
2016-05-27,638.95
2016-05-30,628.2
2016-05-31,638.3
2016-06-01,668.25
2016-06-02,653.95
2016-06-03,655.8
2016-06-06,669.5
2016-06-07,674.65
2016-06-08,656.1
2016-06-09,658.25
2016-06-10,651.75
2016-06-13,649.3
2016-06-14,654.35
2016-06-15,646.95
2016-06-16,646.9
2016-06-17,642.8
2016-06-20,648.6
2016-06-21,657.95
2016-06-22,639.2
2016-06-23,631.25
2016-06-24,623.05
2016-06-27,643.1
2016-06-28,640.25
2016-06-29,648.9
2016-06-30,657.95
2016-07-01,664.95
2016-07-04,649.3
2016-07-05,641.4
2016-07-07,644.2
2016-07-08,643.45
2016-07-11,655.9
2016-07-12,657.6
2016-07-13,643.0
2016-07-14,640.2
2016-07-15,640.9
2016-07-18,634.8
2016-07-19,637.15
2016-07-20,655.75
2016-07-21,644.8
2016-07-22,649.0
2016-07-25,650.9
2016-07-26,652.1
2016-07-27,660.35
2016-07-28,668.8
2016-07-29,663.9
2016-08-01,645.5
2016-08-02,645.65
2016-08-03,640.4
2016-08-04,634.7
2016-08-05,639.55
2016-08-08,650.0
2016-08-09,634.7
2016-08-10,638.85
2016-08-11,639.4
2016-08-12,677.5
2016-08-16,678.15
2016-08-17,662.45
2016-08-18,677.5
2016-08-19,695.4
2016-08-22,710.05
2016-08-23,723.05
2016-08-24,712.35
2016-08-25,715.5
2016-08-26,720.05
2016-08-29,731.8
2016-08-30,750.35
2016-08-31,762.5
2016-09-01,736.35
2016-09-02,724.7
2016-09-06,696.0
2016-09-07,702.9
2016-09-08,705.05
2016-09-09,694.1
2016-09-12,671.15
2016-09-14,663.7
2016-09-15,655.15
2016-09-16,669.0
2016-09-19,685.6
2016-09-20,710.2
2016-09-21,710.5
2016-09-22,711.15
2016-09-23,668.85
2016-09-26,665.7
2016-09-27,669.95
2016-09-28,678.3
2016-09-29,661.7
2016-09-30,669.35
2016-10-03,681.3
2016-10-04,682.15
2016-10-05,676.4
2016-10-06,681.0
2016-10-07,683.0
2016-10-10,683.55
2016-10-13,677.9
2016-10-14,677.45
2016-10-17,650.95
2016-10-18,651.65
2016-10-19,661.1
2016-10-20,646.2
2016-10-21,646.6
2016-10-24,662.85
2016-10-25,653.75
2016-10-26,666.2
2016-10-27,665.8
2016-10-28,694.35
2016-10-30,697.75
2016-11-01,702.65
2016-11-02,699.65
2016-11-03,697.85
2016-11-04,669.7
2016-11-07,690.55
2016-11-08,685.75
2016-11-09,678.45
2016-11-10,727.4
2016-11-11,741.7
2016-11-15,707.75
2016-11-16,711.55
2016-11-17,695.95
2016-11-18,705.3
2016-11-21,680.2
2016-11-22,679.25
2016-11-23,685.25
2016-11-24,692.6
2016-11-25,708.0
2016-11-28,711.45
2016-11-29,702.4
2016-11-30,719.5
2016-12-01,708.9
2016-12-02,706.45
2016-12-05,694.85
2016-12-06,706.25
2016-12-07,702.2
2016-12-08,700.75
2016-12-09,701.75
2016-12-12,701.2
2016-12-13,709.1
2016-12-14,701.1
2016-12-15,701.8
2016-12-16,702.35
2016-12-19,717.5
2016-12-20,718.65
2016-12-21,720.1
2016-12-22,715.6
2016-12-23,713.65
2016-12-26,713.25
2016-12-27,716.45
2016-12-28,727.0
2016-12-29,734.85
2016-12-30,734.6
