Date,INDOCO
2016-01-01,320.6
2016-01-04,311.25
2016-01-05,324.1
2016-01-06,313.95
2016-01-07,308.65
2016-01-08,312.15
2016-01-11,318.0
2016-01-12,307.3
2016-01-13,313.5
2016-01-14,309.65
2016-01-15,309.3
2016-01-18,304.05
2016-01-19,304.8
2016-01-20,301.35
2016-01-21,298.55
2016-01-22,302.45
2016-01-25,322.4
2016-01-27,318.75
2016-01-28,316.0
2016-01-29,323.45
2016-02-01,320.25
2016-02-02,321.7
2016-02-03,317.5
2016-02-04,308.1
2016-02-05,305.8
2016-02-08,301.65
2016-02-09,300.45
2016-02-10,299.5
2016-02-11,287.15
2016-02-12,269.8
2016-02-15,272.15
2016-02-16,264.7
2016-02-17,257.3
2016-02-18,260.25
2016-02-19,261.8
2016-02-22,254.95
2016-02-23,252.2
2016-02-24,255.95
2016-02-25,255.05
2016-02-26,254.15
2016-02-29,270.2
2016-03-01,270.5
2016-03-02,273.7
2016-03-03,275.7
2016-03-04,276.95
2016-03-08,282.4
2016-03-09,285.2
2016-03-10,282.7
2016-03-11,282.15
2016-03-14,281.25
2016-03-15,276.1
2016-03-16,272.95
2016-03-17,275.6
2016-03-18,273.8
2016-03-21,264.2
2016-03-22,295.75
2016-03-23,295.0
2016-03-28,289.55
2016-03-29,277.0
2016-03-30,279.0
2016-03-31,290.5
2016-04-01,280.65
2016-04-04,275.3
2016-04-05,275.0
2016-04-06,276.05
2016-04-07,271.6
2016-04-08,273.1
2016-04-11,270.8
2016-04-12,274.35
2016-04-13,272.3
2016-04-18,281.95
2016-04-20,279.9
2016-04-21,276.35
2016-04-22,269.4
2016-04-25,264.45
2016-04-26,275.4
2016-04-27,272.35
2016-04-28,272.2
2016-04-29,266.0
2016-05-02,268.15
2016-05-03,270.7
2016-05-04,269.5
2016-05-05,266.2
2016-05-06,263.5
2016-05-09,265.4
2016-05-10,262.0
2016-05-11,263.6
2016-05-12,263.7
2016-05-13,260.75
2016-05-16,265.55
2016-05-17,265.0
2016-05-18,263.0
2016-05-19,259.05
2016-05-20,259.15
2016-05-23,268.15
2016-05-24,262.05
2016-05-25,303.9
2016-05-26,293.75
2016-05-27,290.55
2016-05-30,288.9
2016-05-31,279.25
2016-06-01,279.0
2016-06-02,283.9
2016-06-03,286.7
2016-06-06,283.8
2016-06-07,281.1
2016-06-08,282.25
2016-06-09,280.05
2016-06-10,280.45
2016-06-13,280.05
2016-06-14,280.6
2016-06-15,280.15
2016-06-16,280.35
2016-06-17,280.1
2016-06-20,269.35
2016-06-21,263.5
2016-06-22,259.4
2016-06-23,262.6
2016-06-24,271.8
2016-06-27,281.4
2016-06-28,272.15
2016-06-29,277.7
2016-06-30,275.25
2016-07-01,275.0
2016-07-04,281.85
2016-07-05,285.7
2016-07-07,285.35
2016-07-08,285.85
2016-07-11,286.75
2016-07-12,285.1
2016-07-13,286.35
2016-07-14,291.2
2016-07-15,294.55
2016-07-18,302.75
2016-07-19,301.15
2016-07-20,306.45
2016-07-21,303.6
2016-07-22,308.7
2016-07-25,314.4
2016-07-26,316.55
2016-07-27,315.45
2016-07-28,322.55
2016-07-29,307.2
2016-08-01,311.8
2016-08-02,310.65
2016-08-03,312.55
2016-08-04,314.15
2016-08-05,315.1
2016-08-08,311.25
2016-08-09,321.9
2016-08-10,322.25
2016-08-11,318.65
2016-08-12,311.0
2016-08-16,307.2
2016-08-17,307.9
2016-08-18,305.65
2016-08-19,306.35
2016-08-22,300.3
2016-08-23,305.15
2016-08-24,317.1
2016-08-25,320.0
2016-08-26,309.9
2016-08-29,314.9
2016-08-30,319.75
2016-08-31,315.05
2016-09-01,319.15
2016-09-02,322.75
2016-09-06,321.6
2016-09-07,332.6
2016-09-08,323.15
2016-09-09,320.05
2016-09-12,314.2
2016-09-14,315.95
2016-09-15,317.55
2016-09-16,314.95
2016-09-19,322.4
2016-09-20,328.0
2016-09-21,331.1
2016-09-22,334.5
2016-09-23,340.4
2016-09-26,343.8
2016-09-27,331.5
2016-09-28,330.3
2016-09-29,316.0
2016-09-30,313.05
2016-10-03,318.45
2016-10-04,317.3
2016-10-05,316.4
2016-10-06,314.45
2016-10-07,315.2
2016-10-10,314.5
2016-10-13,313.1
2016-10-14,312.45
2016-10-17,314.6
2016-10-18,310.0
2016-10-19,314.25
2016-10-20,311.65
2016-10-21,310.5
2016-10-24,305.45
2016-10-25,299.3
2016-10-26,296.9
2016-10-27,289.2
2016-10-28,283.75
2016-10-30,284.45
2016-11-01,283.7
2016-11-02,281.0
2016-11-03,280.1
2016-11-04,275.75
2016-11-07,280.05
2016-11-08,275.5
2016-11-09,283.9
2016-11-10,293.8
2016-11-11,293.0
2016-11-15,288.85
2016-11-16,296.15
2016-11-17,285.85
2016-11-18,282.2
2016-11-21,282.5
2016-11-22,275.5
2016-11-23,278.5
2016-11-24,274.65
2016-11-25,270.75
2016-11-28,274.45
2016-11-29,265.75
2016-11-30,257.85
2016-12-01,262.5
2016-12-02,257.75
2016-12-05,257.05
2016-12-06,255.0
2016-12-07,256.45
2016-12-08,259.55
2016-12-09,254.7
2016-12-12,256.25
2016-12-13,262.15
2016-12-14,260.3
2016-12-15,264.95
2016-12-16,262.5
2016-12-19,259.85
2016-12-20,260.15
2016-12-21,260.5
2016-12-22,259.45
2016-12-23,258.5
2016-12-26,252.4
2016-12-27,251.1
2016-12-28,264.9
2016-12-29,261.6
2016-12-30,260.6
