Date,AMBIKCO
2016-01-01,942.1
2016-01-04,919.1
2016-01-05,905.05
2016-01-06,909.8
2016-01-07,887.35
2016-01-08,886.65
2016-01-11,864.4
2016-01-12,891.1
2016-01-13,876.65
2016-01-14,847.05
2016-01-15,821.4
2016-01-18,800.1
2016-01-19,821.3
2016-01-20,811.05
2016-01-21,801.8
2016-01-22,808.45
2016-01-25,808.7
2016-01-27,802.55
2016-01-28,800.35
2016-01-29,800.95
2016-02-01,800.1
2016-02-02,846.6
2016-02-03,817.55
2016-02-04,815.7
2016-02-05,827.1
2016-02-08,802.8
2016-02-09,790.9
2016-02-10,786.9
2016-02-11,773.7
2016-02-12,758.5
2016-02-15,776.45
2016-02-16,766.35
2016-02-17,764.55
2016-02-18,769.65
2016-02-19,771.45
2016-02-22,778.15
2016-02-23,765.65
2016-02-24,773.8
2016-02-25,770.65
2016-02-26,767.95
2016-02-29,761.8
2016-03-01,766.3
2016-03-02,787.95
2016-03-03,785.5
2016-03-04,846.5
2016-03-08,804.3
2016-03-09,810.15
2016-03-10,805.7
2016-03-11,810.9
2016-03-14,830.4
2016-03-15,821.95
2016-03-16,831.8
2016-03-17,830.1
2016-03-18,814.7
2016-03-21,824.75
2016-03-22,817.65
2016-03-23,825.6
2016-03-28,825.6
2016-03-29,798.4
2016-03-30,806.45
2016-03-31,802.5
2016-04-01,816.75
2016-04-04,807.2
2016-04-05,806.55
2016-04-06,809.6
2016-04-07,812.3
2016-04-08,818.9
2016-04-11,821.2
2016-04-12,866.6
2016-04-13,849.8
2016-04-18,856.65
2016-04-20,874.15
2016-04-21,876.7
2016-04-22,886.6
2016-04-25,871.2
2016-04-26,861.85
2016-04-27,865.65
2016-04-28,847.65
2016-04-29,855.5
2016-05-02,862.05
2016-05-03,858.45
2016-05-04,850.2
2016-05-05,842.9
2016-05-06,820.8
2016-05-09,846.2
2016-05-10,835.3
2016-05-11,816.65
2016-05-12,855.65
2016-05-13,859.3
2016-05-16,860.75
2016-05-17,864.2
2016-05-18,862.05
2016-05-19,859.45
2016-05-20,854.6
2016-05-23,858.45
2016-05-24,839.0
2016-05-25,837.45
2016-05-26,841.55
2016-05-27,853.35
2016-05-30,810.4
2016-05-31,808.55
2016-06-01,815.1
2016-06-02,808.65
2016-06-03,813.75
2016-06-06,810.85
2016-06-07,813.15
2016-06-08,812.7
2016-06-09,816.75
2016-06-10,821.7
2016-06-13,809.5
2016-06-14,808.8
2016-06-15,810.7
2016-06-16,806.7
2016-06-17,806.0
2016-06-20,812.8
2016-06-21,829.45
2016-06-22,814.7
2016-06-23,808.0
2016-06-24,805.55
2016-06-27,809.45
2016-06-28,815.6
2016-06-29,815.75
2016-06-30,813.6
2016-07-01,811.75
2016-07-04,811.05
2016-07-05,819.3
2016-07-07,819.8
2016-07-08,817.7
2016-07-11,816.3
2016-07-12,815.2
2016-07-13,798.1
2016-07-14,801.25
2016-07-15,807.9
2016-07-18,802.9
2016-07-19,812.8
2016-07-20,811.85
2016-07-21,818.7
2016-07-22,826.75
2016-07-25,842.05
2016-07-26,826.35
2016-07-27,831.75
2016-07-28,836.2
2016-07-29,834.35
2016-08-01,835.6
2016-08-02,839.4
2016-08-03,829.9
2016-08-04,835.75
2016-08-05,832.85
2016-08-08,834.0
2016-08-09,838.9
2016-08-10,834.05
2016-08-11,831.55
2016-08-12,823.85
2016-08-16,818.9
2016-08-17,818.75
2016-08-18,815.6
2016-08-19,815.15
2016-08-22,816.0
2016-08-23,815.35
2016-08-24,811.9
2016-08-25,814.5
2016-08-26,813.4
2016-08-29,816.75
2016-08-30,819.35
2016-08-31,823.05
2016-09-01,820.35
2016-09-02,815.35
2016-09-06,815.3
2016-09-07,819.15
2016-09-08,820.0
2016-09-09,818.8
2016-09-12,806.65
2016-09-14,810.5
2016-09-15,816.25
2016-09-16,807.5
2016-09-19,801.1
2016-09-20,808.6
2016-09-21,809.3
2016-09-22,801.5
2016-09-23,813.45
2016-09-26,811.5
2016-09-27,811.75
2016-09-28,816.25
2016-09-29,793.3
2016-09-30,811.1
2016-10-03,822.65
2016-10-04,874.65
2016-10-05,866.6
2016-10-06,864.2
2016-10-07,862.35
2016-10-10,897.45
2016-10-13,886.85
2016-10-14,894.25
2016-10-17,900.2
2016-10-18,923.15
2016-10-19,936.5
2016-10-20,955.35
2016-10-21,943.55
2016-10-24,1025.95
2016-10-25,1005.65
2016-10-26,1000.2
2016-10-27,1038.95
2016-10-28,1055.8
2016-10-30,1082.65
2016-11-01,1066.85
2016-11-02,1029.85
2016-11-03,1012.6
2016-11-04,1003.35
2016-11-07,1018.6
2016-11-08,1027.75
2016-11-09,1007.3
2016-11-10,1029.35
2016-11-11,1009.7
2016-11-15,1000.6
2016-11-16,1000.35
2016-11-17,990.1
2016-11-18,990.25
2016-11-21,963.4
2016-11-22,1001.35
2016-11-23,1003.15
2016-11-24,1002.55
2016-11-25,1004.35
2016-11-28,1001.25
2016-11-29,1006.5
2016-11-30,1015.05
2016-12-01,1021.8
2016-12-02,1032.55
2016-12-05,1037.4
2016-12-06,1026.15
2016-12-07,1047.05
2016-12-08,1050.15
2016-12-09,1056.45
2016-12-12,1052.1
2016-12-13,1047.9
2016-12-14,1042.7
2016-12-15,1048.85
2016-12-16,1049.95
2016-12-19,1041.3
2016-12-20,1041.85
2016-12-21,1013.8
2016-12-22,1005.15
2016-12-23,1032.3
2016-12-26,1010.2
2016-12-27,1027.95
2016-12-28,1023.0
2016-12-29,1020.25
2016-12-30,1034.35
