Date,KTIL
2016-01-01,431.6
2016-01-04,444.7
2016-01-05,449.95
2016-01-06,441.65
2016-01-07,430.25
2016-01-08,444.7
2016-01-11,442.15
2016-01-12,436.45
2016-01-13,422.0
2016-01-14,408.9
2016-01-15,398.85
2016-01-18,356.25
2016-01-19,373.15
2016-01-20,363.8
2016-01-21,362.4
2016-01-22,377.65
2016-01-25,384.85
2016-01-27,379.65
2016-01-28,376.35
2016-01-29,374.95
2016-02-01,437.25
2016-02-02,432.35
2016-02-03,435.6
2016-02-04,433.3
2016-02-05,416.8
2016-02-08,427.85
2016-02-09,415.55
2016-02-10,424.7
2016-02-11,397.05
2016-02-12,391.75
2016-02-15,400.0
2016-02-16,387.65
2016-02-17,393.15
2016-02-18,390.7
2016-02-19,386.55
2016-02-22,384.8
2016-02-23,356.4
2016-02-24,364.15
2016-02-25,353.5
2016-02-26,355.4
2016-02-29,355.95
2016-03-01,372.15
2016-03-02,402.95
2016-03-03,399.45
2016-03-04,400.4
2016-03-08,397.15
2016-03-09,400.5
2016-03-10,394.7
2016-03-11,398.2
2016-03-14,394.95
2016-03-15,398.4
2016-03-16,389.5
2016-03-17,390.0
2016-03-18,387.0
2016-03-21,383.95
2016-03-22,392.7
2016-03-23,391.4
2016-03-28,398.45
2016-03-29,387.15
2016-03-30,389.9
2016-03-31,385.85
2016-04-01,388.85
2016-04-04,388.4
2016-04-05,391.7
2016-04-06,386.4
2016-04-07,381.05
2016-04-08,377.85
2016-04-11,377.65
2016-04-12,388.95
2016-04-13,388.3
2016-04-18,392.75
2016-04-20,387.85
2016-04-21,387.75
2016-04-22,387.25
2016-04-25,428.9
2016-04-26,416.15
2016-04-27,404.2
2016-04-28,404.2
2016-04-29,395.55
2016-05-02,399.7
2016-05-03,400.55
2016-05-04,394.6
2016-05-05,386.8
2016-05-06,391.1
2016-05-09,396.8
2016-05-10,391.1
2016-05-11,391.65
2016-05-12,391.95
2016-05-13,387.9
2016-05-16,390.2
2016-05-17,390.05
2016-05-18,391.9
2016-05-19,411.25
2016-05-20,422.1
2016-05-23,416.2
2016-05-24,405.1
2016-05-25,417.35
2016-05-26,418.25
2016-05-27,417.6
2016-05-30,412.6
2016-05-31,407.4
2016-06-01,421.85
2016-06-02,431.4
2016-06-03,470.3
2016-06-06,461.25
2016-06-07,464.7
2016-06-08,459.75
2016-06-09,451.95
2016-06-10,455.35
2016-06-13,446.0
2016-06-14,439.1
2016-06-15,449.6
2016-06-16,442.65
2016-06-17,446.55
2016-06-20,459.4
2016-06-21,508.35
2016-06-22,499.0
2016-06-23,499.9
2016-06-24,495.0
2016-06-27,463.9
2016-06-28,508.75
2016-06-29,502.7
2016-06-30,516.45
2016-07-01,519.1
2016-07-04,502.15
2016-07-05,507.9
2016-07-07,514.05
2016-07-08,513.05
2016-07-11,590.75
2016-07-12,609.3
2016-07-13,606.85
2016-07-14,661.45
2016-07-15,620.05
2016-07-18,588.95
2016-07-19,579.55
2016-07-20,584.85
2016-07-21,566.7
2016-07-22,607.5
2016-07-25,594.7
2016-07-26,586.75
2016-07-27,580.05
2016-07-28,585.05
2016-07-29,588.15
2016-08-01,581.5
2016-08-02,598.8
2016-08-03,576.2
2016-08-04,520.2
2016-08-05,526.6
2016-08-08,557.45
2016-08-09,540.45
2016-08-10,542.9
2016-08-11,266.5
2016-08-12,246.3
2016-08-16,250.8
2016-08-17,241.0
2016-08-18,229.35
2016-08-19,238.05
2016-08-22,230.35
2016-08-23,262.8
2016-08-24,253.4
2016-08-25,252.4
2016-08-26,280.2
2016-08-29,274.45
2016-08-30,266.65
2016-08-31,259.35
2016-09-01,266.35
2016-09-02,261.1
2016-09-06,260.8
2016-09-07,260.35
2016-09-08,268.55
2016-09-09,269.95
2016-09-12,269.35
2016-09-14,269.65
2016-09-15,273.25
2016-09-16,275.55
2016-09-19,269.65
2016-09-20,264.55
2016-09-21,258.95
2016-09-22,261.05
2016-09-23,258.9
2016-09-26,258.4
2016-09-27,257.05
2016-09-28,255.45
2016-09-29,243.0
2016-09-30,257.5
2016-10-03,258.9
2016-10-04,252.75
2016-10-05,253.05
2016-10-06,251.2
2016-10-07,254.5
2016-10-10,248.35
2016-10-13,239.35
2016-10-14,240.15
2016-10-17,231.0
2016-10-18,229.75
2016-10-19,256.0
2016-10-20,262.9
2016-10-21,254.6
2016-10-24,250.6
2016-10-25,250.15
2016-10-26,250.1
2016-10-27,244.3
2016-10-28,254.25
2016-10-30,267.5
2016-11-01,258.9
2016-11-02,250.9
2016-11-03,247.45
2016-11-04,249.7
2016-11-07,246.9
2016-11-08,245.95
2016-11-09,243.05
2016-11-10,250.9
2016-11-11,240.25
2016-11-15,221.6
2016-11-16,217.0
2016-11-17,209.8
2016-11-18,211.15
2016-11-21,200.1
2016-11-22,196.5
2016-11-23,204.75
2016-11-24,210.6
2016-11-25,216.6
2016-11-28,229.95
2016-11-29,218.75
2016-11-30,218.75
2016-12-01,215.65
2016-12-02,217.8
2016-12-05,212.8
2016-12-06,215.45
2016-12-07,213.85
2016-12-08,215.65
2016-12-09,213.9
2016-12-12,212.5
2016-12-13,215.7
2016-12-14,211.8
2016-12-15,205.85
2016-12-16,212.6
2016-12-19,210.15
2016-12-20,203.5
2016-12-21,203.65
2016-12-22,201.9
2016-12-23,203.6
2016-12-26,199.2
2016-12-27,202.7
2016-12-28,202.15
2016-12-29,201.4
2016-12-30,199.9
