Date,UNIVCABLES
2016-02-22,71.0
2016-02-23,70.9
2016-02-24,69.55
2016-02-25,67.2
2016-02-26,67.15
2016-02-29,67.5
2016-03-01,70.85
2016-03-02,72.0
2016-03-03,74.55
2016-03-04,71.45
2016-03-08,73.45
2016-03-09,70.45
2016-03-10,69.5
2016-03-11,74.9
2016-03-14,77.05
2016-03-15,78.35
2016-03-16,78.25
2016-03-17,77.95
2016-03-18,76.2
2016-03-21,75.85
2016-03-22,74.35
2016-03-23,73.3
2016-03-28,72.15
2016-03-29,72.55
2016-03-30,74.0
2016-03-31,72.4
2016-04-01,73.7
2016-04-04,73.8
2016-04-05,71.35
2016-04-06,75.05
2016-04-07,73.7
2016-04-08,74.25
2016-04-11,73.75
2016-04-12,78.0
2016-04-13,81.55
2016-04-18,80.9
2016-04-20,78.45
2016-04-21,79.0
2016-04-22,81.0
2016-04-25,84.2
2016-04-26,84.0
2016-04-27,82.25
2016-04-28,82.0
2016-04-29,79.75
2016-05-02,78.1
2016-05-03,79.05
2016-05-04,79.15
2016-05-05,79.5
2016-05-06,79.5
2016-05-09,79.95
2016-05-10,77.0
2016-05-11,77.05
2016-05-12,78.0
2016-05-13,80.0
2016-05-16,81.5
2016-05-17,82.0
2016-05-18,86.25
2016-05-19,93.65
2016-05-20,85.65
2016-05-23,82.25
2016-05-24,81.95
2016-05-25,82.05
2016-05-26,81.7
2016-05-27,84.15
2016-05-30,81.45
2016-05-31,84.45
2016-06-01,83.5
2016-06-02,82.9
2016-06-03,82.65
2016-06-06,81.65
2016-06-07,81.1
2016-06-08,81.95
2016-06-09,83.8
2016-06-10,82.95
2016-06-13,81.3
2016-06-14,83.35
2016-06-15,83.55
2016-06-16,82.65
2016-06-17,81.95
2016-06-20,81.85
2016-06-21,81.7
2016-06-22,81.35
2016-06-23,80.25
2016-06-24,78.7
2016-06-27,80.95
2016-06-28,82.5
2016-06-29,84.9
2016-06-30,85.15
2016-07-01,84.3
2016-07-04,82.9
2016-07-05,81.9
2016-07-07,81.7
2016-07-08,81.05
2016-07-11,81.7
2016-07-12,82.8
2016-07-13,81.85
2016-07-14,82.95
2016-07-15,81.05
2016-07-18,82.15
2016-07-19,80.9
2016-07-20,81.5
2016-07-21,81.15
2016-07-22,88.9
2016-07-25,91.45
2016-07-26,87.95
2016-07-27,87.85
2016-07-28,88.3
2016-07-29,88.7
2016-08-01,90.2
2016-08-02,91.3
2016-08-03,87.9
2016-08-04,86.65
2016-08-05,87.3
2016-08-08,88.8
2016-08-09,87.7
2016-08-10,87.35
2016-08-11,90.25
2016-08-12,82.25
2016-08-16,81.7
2016-08-17,81.0
2016-08-18,81.8
2016-08-19,82.3
2016-08-22,86.65
2016-08-23,92.5
2016-08-24,95.85
2016-08-25,93.95
2016-08-26,92.5
2016-08-29,95.05
2016-08-30,94.15
2016-08-31,92.2
2016-09-01,88.25
2016-09-02,92.85
2016-09-06,88.95
2016-09-07,89.1
2016-09-08,86.9
2016-09-09,85.75
2016-09-12,85.05
2016-09-14,85.0
2016-09-15,85.0
2016-09-16,84.8
2016-09-19,84.35
2016-09-20,85.45
2016-09-21,85.75
2016-09-22,83.85
2016-09-23,84.9
2016-09-26,83.75
2016-09-27,83.15
2016-09-28,83.05
2016-09-29,79.55
2016-09-30,82.75
2016-10-03,81.95
2016-10-04,82.05
2016-10-05,85.8
2016-10-06,84.3
2016-10-07,83.45
2016-10-10,84.1
2016-10-13,82.2
2016-10-14,83.55
2016-10-17,83.6
2016-10-18,86.1
2016-10-19,85.5
2016-10-20,85.1
2016-10-21,85.5
2016-10-24,85.9
2016-10-25,85.85
2016-10-26,84.8
2016-10-27,84.7
2016-10-28,84.7
2016-10-30,86.4
2016-11-01,84.0
2016-11-02,84.0
2016-11-03,82.4
2016-11-04,80.85
2016-11-07,83.05
2016-11-08,81.95
2016-11-09,77.05
2016-11-10,81.2
2016-11-11,75.35
2016-11-15,71.55
2016-11-16,71.1
2016-11-17,70.15
2016-11-18,69.15
2016-11-21,66.15
2016-11-22,67.7
2016-11-23,70.35
2016-11-24,70.0
2016-11-25,72.6
2016-11-28,72.5
2016-11-29,72.65
2016-11-30,72.5
2016-12-01,73.4
2016-12-02,70.95
2016-12-05,71.3
2016-12-06,73.2
2016-12-07,74.1
2016-12-08,74.65
2016-12-09,74.7
2016-12-12,73.85
2016-12-13,74.1
2016-12-14,73.75
2016-12-15,74.0
2016-12-16,73.45
2016-12-19,72.05
2016-12-20,70.6
2016-12-21,70.45
2016-12-22,68.6
2016-12-23,69.1
2016-12-26,67.65
2016-12-27,69.3
2016-12-28,68.9
2016-12-29,68.95
2016-12-30,68.9
