Date,CIPLA
2016-01-01,655.35
2016-01-04,645.65
2016-01-05,640.85
2016-01-06,652.1
2016-01-07,637.45
2016-01-08,622.35
2016-01-11,610.05
2016-01-12,611.45
2016-01-13,608.65
2016-01-14,614.3
2016-01-15,609.1
2016-01-18,591.05
2016-01-19,598.05
2016-01-20,593.15
2016-01-21,580.25
2016-01-22,581.9
2016-01-25,580.6
2016-01-27,580.5
2016-01-28,577.8
2016-01-29,585.1
2016-02-01,599.45
2016-02-02,574.0
2016-02-03,562.05
2016-02-04,550.4
2016-02-05,570.15
2016-02-08,566.85
2016-02-09,555.85
2016-02-10,538.6
2016-02-11,540.85
2016-02-12,528.6
2016-02-15,539.7
2016-02-16,524.05
2016-02-17,519.1
2016-02-18,524.4
2016-02-19,524.65
2016-02-22,530.5
2016-02-23,522.6
2016-02-24,513.95
2016-02-25,519.0
2016-02-26,524.0
2016-02-29,514.15
2016-03-01,516.35
2016-03-02,525.6
2016-03-03,527.1
2016-03-04,537.7
2016-03-08,532.35
2016-03-09,529.3
2016-03-10,533.95
2016-03-11,534.6
2016-03-14,537.6
2016-03-15,525.05
2016-03-16,531.0
2016-03-17,524.55
2016-03-18,528.25
2016-03-21,535.85
2016-03-22,535.3
2016-03-23,532.8
2016-03-28,524.2
2016-03-29,503.5
2016-03-30,512.35
2016-03-31,511.95
2016-04-01,514.55
2016-04-04,514.3
2016-04-05,503.0
2016-04-06,504.95
2016-04-07,506.4
2016-04-08,504.45
2016-04-11,502.15
2016-04-12,501.95
2016-04-13,511.9
2016-04-18,524.1
2016-04-20,527.2
2016-04-21,532.0
2016-04-22,531.35
2016-04-25,526.5
2016-04-26,540.5
2016-04-27,540.2
2016-04-28,528.25
2016-04-29,537.0
2016-05-02,540.65
2016-05-03,536.85
2016-05-04,533.2
2016-05-05,541.8
2016-05-06,537.35
2016-05-09,536.55
2016-05-10,537.05
2016-05-11,536.6
2016-05-12,536.3
2016-05-13,531.7
2016-05-16,521.8
2016-05-17,523.75
2016-05-18,524.55
2016-05-19,512.7
2016-05-20,507.1
2016-05-23,497.4
2016-05-24,494.05
2016-05-25,469.8
2016-05-26,467.95
2016-05-27,473.45
2016-05-30,473.55
2016-05-31,472.65
2016-06-01,464.9
2016-06-02,468.1
2016-06-03,465.2
2016-06-06,466.65
2016-06-07,468.35
2016-06-08,472.15
2016-06-09,479.1
2016-06-10,476.45
2016-06-13,468.7
2016-06-14,482.7
2016-06-15,490.05
2016-06-16,486.65
2016-06-17,486.45
2016-06-20,488.25
2016-06-21,483.4
2016-06-22,482.45
2016-06-23,475.75
2016-06-24,476.55
2016-06-27,489.05
2016-06-28,497.35
2016-06-29,502.45
2016-06-30,501.0
2016-07-01,508.6
2016-07-04,510.2
2016-07-05,507.0
2016-07-07,514.3
2016-07-08,520.3
2016-07-11,522.0
2016-07-12,515.7
2016-07-13,514.6
2016-07-14,511.95
2016-07-15,516.4
2016-07-18,506.95
2016-07-19,505.8
2016-07-20,517.85
2016-07-21,515.85
2016-07-22,520.4
2016-07-25,524.6
2016-07-26,523.55
2016-07-27,523.15
2016-07-28,520.65
2016-07-29,527.4
2016-08-01,524.05
2016-08-02,517.9
2016-08-03,529.45
2016-08-04,526.95
2016-08-05,533.25
2016-08-08,535.4
2016-08-09,532.95
2016-08-10,521.25
2016-08-11,523.95
2016-08-12,515.95
2016-08-16,554.15
2016-08-17,549.85
2016-08-18,552.65
2016-08-19,556.8
2016-08-22,557.6
2016-08-23,555.65
2016-08-24,567.2
2016-08-25,562.9
2016-08-26,567.25
2016-08-29,568.0
2016-08-30,576.1
2016-08-31,572.95
2016-09-01,579.15
2016-09-02,577.95
2016-09-06,578.6
2016-09-07,580.75
2016-09-08,595.15
2016-09-09,580.5
2016-09-12,570.1
2016-09-14,577.5
2016-09-15,585.4
2016-09-16,593.55
2016-09-19,597.8
2016-09-20,602.85
2016-09-21,601.35
2016-09-22,609.1
2016-09-23,611.55
2016-09-26,604.5
2016-09-27,607.2
2016-09-28,605.8
2016-09-29,602.85
2016-09-30,580.05
2016-10-03,588.85
2016-10-04,597.8
2016-10-05,591.65
2016-10-06,578.8
2016-10-07,570.05
2016-10-10,580.65
2016-10-13,582.0
2016-10-14,587.0
2016-10-17,586.0
2016-10-18,592.75
2016-10-19,596.35
2016-10-20,596.6
2016-10-21,583.25
2016-10-24,584.7
2016-10-25,584.5
2016-10-26,577.65
2016-10-27,585.75
2016-10-28,575.15
2016-10-30,578.75
2016-11-01,571.75
2016-11-02,560.1
2016-11-03,560.0
2016-11-04,544.7
2016-11-07,545.75
2016-11-08,535.3
2016-11-09,526.3
2016-11-10,563.7
2016-11-11,547.95
2016-11-15,552.4
2016-11-16,538.15
2016-11-17,545.7
2016-11-18,550.95
2016-11-21,545.1
2016-11-22,550.5
2016-11-23,552.8
2016-11-24,553.65
2016-11-25,565.05
2016-11-28,570.55
2016-11-29,569.15
2016-11-30,566.6
2016-12-01,568.2
2016-12-02,571.2
2016-12-05,573.0
2016-12-06,574.85
2016-12-07,570.85
2016-12-08,582.75
2016-12-09,578.9
2016-12-12,574.8
2016-12-13,578.85
2016-12-14,568.0
2016-12-15,563.15
2016-12-16,566.2
2016-12-19,569.15
2016-12-20,563.1
2016-12-21,562.8
2016-12-22,561.4
2016-12-23,582.3
2016-12-26,554.95
2016-12-27,563.65
2016-12-28,562.4
2016-12-29,564.85
2016-12-30,568.8
