Date,JCHAC
2016-01-01,1376.0
2016-01-04,1332.55
2016-01-05,1326.65
2016-01-06,1322.5
2016-01-07,1261.15
2016-01-08,1236.05
2016-01-11,1181.55
2016-01-12,1188.15
2016-01-13,1198.05
2016-01-14,1158.25
2016-01-15,1096.95
2016-01-18,1044.75
2016-01-19,1048.15
2016-01-20,1070.55
2016-01-21,1119.65
2016-01-22,1145.2
2016-01-25,1147.9
2016-01-27,1160.65
2016-01-28,1154.6
2016-01-29,1191.9
2016-02-01,1220.45
2016-02-02,1213.7
2016-02-03,1117.3
2016-02-04,1133.65
2016-02-05,1141.1
2016-02-08,1190.15
2016-02-09,1184.05
2016-02-10,1162.9
2016-02-11,1097.25
2016-02-12,1051.9
2016-02-15,1061.35
2016-02-16,1042.9
2016-02-17,1063.4
2016-02-18,1048.65
2016-02-19,1065.45
2016-02-22,1097.5
2016-02-23,1053.1
2016-02-24,1021.0
2016-02-25,979.0
2016-02-26,976.05
2016-02-29,988.7
2016-03-01,1141.8
2016-03-02,1182.2
2016-03-03,1167.45
2016-03-04,1167.3
2016-03-08,1147.35
2016-03-09,1147.9
2016-03-10,1141.85
2016-03-11,1149.7
2016-03-14,1151.65
2016-03-15,1150.95
2016-03-16,1150.6
2016-03-17,1159.65
2016-03-18,1147.6
2016-03-21,1151.15
2016-03-22,1150.75
2016-03-23,1145.25
2016-03-28,1137.35
2016-03-29,1135.7
2016-03-30,1176.6
2016-03-31,1214.15
2016-04-01,1213.5
2016-04-04,1215.95
2016-04-05,1169.85
2016-04-06,1169.7
2016-04-07,1176.45
2016-04-08,1179.85
2016-04-11,1186.9
2016-04-12,1199.4
2016-04-13,1196.2
2016-04-18,1400.2
2016-04-20,1510.1
2016-04-21,1448.05
2016-04-22,1401.6
2016-04-25,1358.35
2016-04-26,1395.85
2016-04-27,1375.4
2016-04-28,1372.1
2016-04-29,1358.4
2016-05-02,1340.45
2016-05-03,1360.7
2016-05-04,1354.2
2016-05-05,1349.85
2016-05-06,1352.4
2016-05-09,1364.6
2016-05-10,1389.5
2016-05-11,1386.3
2016-05-12,1391.8
2016-05-13,1382.1
2016-05-16,1380.15
2016-05-17,1386.7
2016-05-18,1392.3
2016-05-19,1377.15
2016-05-20,1341.55
2016-05-23,1348.7
2016-05-24,1331.6
2016-05-25,1338.25
2016-05-26,1345.2
2016-05-27,1357.85
2016-05-30,1396.4
2016-05-31,1285.3
2016-06-01,1281.85
2016-06-02,1273.2
2016-06-03,1279.6
2016-06-06,1232.5
2016-06-07,1226.35
2016-06-08,1273.1
2016-06-09,1281.2
2016-06-10,1263.9
2016-06-13,1245.25
2016-06-14,1249.95
2016-06-15,1268.85
2016-06-16,1251.3
2016-06-17,1240.4
2016-06-20,1274.45
2016-06-21,1286.9
2016-06-22,1273.0
2016-06-23,1274.25
2016-06-24,1266.5
2016-06-27,1273.4
2016-06-28,1318.8
2016-06-29,1347.9
2016-06-30,1396.3
2016-07-01,1382.2
2016-07-04,1387.4
2016-07-05,1376.15
2016-07-07,1351.0
2016-07-08,1367.2
2016-07-11,1417.0
2016-07-12,1391.6
2016-07-13,1379.6
2016-07-14,1383.55
2016-07-15,1378.7
2016-07-18,1365.45
2016-07-19,1385.5
2016-07-20,1397.85
2016-07-21,1406.15
2016-07-22,1422.05
2016-07-25,1520.95
2016-07-26,1479.95
2016-07-27,1478.35
2016-07-28,1477.45
2016-07-29,1451.65
2016-08-01,1401.9
2016-08-02,1373.1
2016-08-03,1350.7
2016-08-04,1359.05
2016-08-05,1381.45
2016-08-08,1391.2
2016-08-09,1435.35
2016-08-10,1431.5
2016-08-11,1403.15
2016-08-12,1400.75
2016-08-16,1408.3
2016-08-17,1412.95
2016-08-18,1419.05
2016-08-19,1465.15
2016-08-22,1486.05
2016-08-23,1545.1
2016-08-24,1541.95
2016-08-25,1514.45
2016-08-26,1512.2
2016-08-29,1505.65
2016-08-30,1515.85
2016-08-31,1539.25
2016-09-01,1511.5
2016-09-02,1502.05
2016-09-06,1492.1
2016-09-07,1504.1
2016-09-08,1492.05
2016-09-09,1481.05
2016-09-12,1455.95
2016-09-14,1446.8
2016-09-15,1495.55
2016-09-16,1477.0
2016-09-19,1471.75
2016-09-20,1481.25
2016-09-21,1486.85
2016-09-22,1460.15
2016-09-23,1461.95
2016-09-26,1587.95
2016-09-27,1643.65
2016-09-28,1604.15
2016-09-29,1545.2
2016-09-30,1623.25
2016-10-03,1642.5
2016-10-04,1650.3
2016-10-05,1629.5
2016-10-06,1587.6
2016-10-07,1585.3
2016-10-10,1592.3
2016-10-13,1549.65
2016-10-14,1532.95
2016-10-17,1539.7
2016-10-18,1551.85
2016-10-19,1536.3
2016-10-20,1528.95
2016-10-21,1567.35
2016-10-24,1554.4
2016-10-25,1526.1
2016-10-26,1523.35
2016-10-27,1507.25
2016-10-28,1483.85
2016-10-30,1497.3
2016-11-01,1482.2
2016-11-02,1510.05
2016-11-03,1483.7
2016-11-04,1443.85
2016-11-07,1436.55
2016-11-08,1431.65
2016-11-09,1430.6
2016-11-10,1410.15
2016-11-11,1310.15
2016-11-15,1235.7
2016-11-16,1206.45
2016-11-17,1253.15
2016-11-18,1245.15
2016-11-21,1232.55
2016-11-22,1374.55
2016-11-23,1363.6
2016-11-24,1336.3
2016-11-25,1378.0
2016-11-28,1370.75
2016-11-29,1372.65
2016-11-30,1414.6
2016-12-01,1405.7
2016-12-02,1373.95
2016-12-05,1369.55
2016-12-06,1354.6
2016-12-07,1357.6
2016-12-08,1370.5
2016-12-09,1404.3
2016-12-12,1439.05
2016-12-13,1495.75
2016-12-14,1481.8
2016-12-15,1450.05
2016-12-16,1460.9
2016-12-19,1440.55
2016-12-20,1416.65
2016-12-21,1423.8
2016-12-22,1411.7
2016-12-23,1403.45
2016-12-26,1383.4
2016-12-27,1381.95
2016-12-28,1386.8
2016-12-29,1387.35
2016-12-30,1382.9
